TOA5,CR1000_tower1_subcanopy_sap,CR1000,80162,CR1000.Std.29,CPU:SH_tow1_meadowS_2019.CR1,44454,Enviro,,,,,,,,,
TIMESTAMP,RECORD,Day_of_Year,Hour,SWE_mv_Avg,maxbot_volt_Avg,maxbot_dist_Avg,TT_C,SBT_C,FuelM_Avg,PA_uS_Avg,VWC_1_Avg,EC_1_Avg,ST_1_Avg,P_1_Avg,PA_1_Avg,VR_1_Avg
TS,RN,,,,,,Deg C,Deg C,%,uSec,m^3/m^3,dS/m,Deg C,unitless,nSec,unitless
,,Smp,Smp,Avg,Avg,Avg,Smp,Smp,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg
2/11/20 23:45,17116,42,2345,0.009,2138,2.088,-7.788,-5.499,-21.88,14.18,7999,0.139,1.1,74.91,2.57,1.173
2/12/20 0:00,17117,43,0,0.009,2168,2.118,-7.971,-5.692,-21.88,14.18,7999,0.139,1.104,74.91,2.57,1.173
2/12/20 0:15,17118,43,15,0.009,2170,2.119,-8.05,-5.88,-21.88,14.18,7999,0.139,1.1,74.91,2.57,1.173
2/12/20 0:30,17119,43,30,0.009,2173,2.122,-7.95,-6.024,-21.88,14.18,7999,0.139,1.085,74.91,2.57,1.173
2/12/20 0:45,17120,43,45,0.009,2177,2.126,-7.98,-6.107,-21.88,14.18,7999,0.139,1.108,74.91,2.57,1.173
2/12/20 1:00,17121,43,100,0.009,2174,2.123,-7.967,-6.168,-21.88,14.18,7999,0.139,1.105,74.91,2.57,1.173
2/12/20 1:15,17122,43,115,0.009,2189,2.137,-8.06,-6.24,-21.88,14.18,7999,0.139,1.096,74.91,2.57,1.173
2/12/20 1:30,17123,43,130,0.009,2179,2.128,-8.02,-6.329,-21.88,14.18,7999,0.139,1.106,74.91,2.57,1.173
2/12/20 1:45,17124,43,145,0.009,2184,2.133,-8.12,-6.408,-21.88,14.18,7999,0.139,1.101,74.91,2.57,1.173
2/12/20 2:00,17125,43,200,0.009,2190,2.138,-8.22,-6.481,-21.88,14.18,7999,0.139,1.096,74.91,2.57,1.173
2/12/20 2:15,17126,43,215,0.009,2240,2.187,-8.19,-6.548,-21.88,14.18,7999,0.139,1.107,74.91,2.57,1.173
2/12/20 2:30,17127,43,230,0.009,2240,2.188,-8.13,-6.57,-21.88,14.18,7999,0.139,1.094,74.91,2.57,1.173
2/12/20 2:45,17128,43,245,0.009,2240,2.187,-8.25,-6.609,-21.88,14.18,7999,0.139,1.099,74.91,2.57,1.173
2/12/20 3:00,17129,43,300,0.009,2240,2.187,-8.32,-6.676,-21.88,14.18,7999,0.139,1.095,74.91,2.57,1.173
2/12/20 3:15,17130,43,315,0.009,2241,2.189,-8.44,-6.727,-21.88,14.18,7999,0.139,1.105,74.91,2.57,1.173
2/12/20 3:30,17131,43,330,0.009,2241,2.188,-8.64,-6.821,-21.88,14.18,7999,0.139,1.089,74.91,2.57,1.173
2/12/20 3:45,17132,43,345,0.009,2243,2.19,-8.6,-6.95,-21.88,14.18,7999,0.139,1.1,74.91,2.57,1.173
2/12/20 4:00,17133,43,400,0.009,2243,2.19,-9.02,-7.079,-21.88,14.18,7999,0.139,1.094,74.91,2.57,1.173
2/12/20 4:15,17134,43,415,0.009,2244,2.191,-9.26,-7.264,-21.88,14.18,7999,0.139,1.095,74.91,2.57,1.173
2/12/20 4:30,17135,43,430,0.009,2244,2.191,-9.32,-7.461,-21.88,14.18,7999,0.139,1.095,74.91,2.57,1.173
2/12/20 4:45,17136,43,445,0.009,2245,2.192,-9.27,-7.625,-21.88,14.18,7999,0.139,1.111,74.91,2.57,1.173
2/12/20 5:00,17137,43,500,0.009,2246,2.193,-9.57,-7.8,-21.88,14.18,7999,0.139,1.1,74.91,2.57,1.173
2/12/20 5:15,17138,43,515,0.009,2245,2.192,-9.73,-7.965,-21.88,14.18,7999,0.139,1.096,74.91,2.57,1.173
2/12/20 5:30,17139,43,530,0.009,2247,2.195,-9.93,-8.15,-21.88,14.18,7999,0.139,1.1,74.91,2.57,1.173
2/12/20 5:45,17140,43,545,0.009,2246,2.194,-9.98,-8.31,-21.88,14.18,7999,0.139,1.095,74.91,2.57,1.173
2/12/20 6:00,17141,43,600,0.008,2249,2.196,-10.18,-8.51,-21.88,14.18,7999,0.139,1.101,74.91,2.57,1.173
2/12/20 6:15,17142,43,615,0.009,2248,2.196,-10.16,-8.63,-21.88,14.18,7999,0.139,1.109,74.91,2.57,1.173
2/12/20 6:30,17143,43,630,0.008,2248,2.195,-10.31,-8.75,-21.88,14.18,7999,0.139,1.11,74.91,2.57,1.173
2/12/20 6:45,17144,43,645,0.008,2250,2.197,-10.28,-8.85,-21.88,14.18,7999,0.139,1.103,74.91,2.57,1.173
2/12/20 7:00,17145,43,700,0.008,2250,2.197,-10.44,-8.93,-21.88,14.18,7999,0.139,1.107,74.91,2.57,1.173
2/12/20 7:15,17146,43,715,0.008,2251,2.198,-10.63,-9.07,-21.88,14.18,7999,0.139,1.09,74.91,2.57,1.173
2/12/20 7:30,17147,43,730,0.008,2250,2.197,-10.67,-9.2,-21.88,14.18,7999,0.139,1.102,74.91,2.57,1.173
2/12/20 7:45,17148,43,745,0.008,2251,2.199,-10.75,-9.32,-21.88,14.18,7999,0.139,1.099,74.91,2.57,1.173
2/12/20 8:00,17149,43,800,0.008,2253,2.201,-10.84,-9.4,-21.88,14.18,7999,0.139,1.104,74.91,2.57,1.173
2/12/20 8:15,17150,43,815,0.008,2251,2.199,-10.97,-9.49,-21.88,14.18,7999,0.139,1.092,74.91,2.57,1.173
2/12/20 8:30,17151,43,830,0.008,2252,2.199,-11.06,-9.52,-21.88,14.18,7999,0.139,1.11,74.91,2.57,1.173
2/12/20 8:45,17152,43,845,0.008,2249,2.196,-10.72,-9.38,-21.88,14.18,7999,0.139,1.104,74.91,2.57,1.173
2/12/20 9:00,17153,43,900,0.008,2247,2.195,-10.5,-9.08,-21.88,14.18,7999,0.139,1.102,74.91,2.57,1.173
2/12/20 9:15,17154,43,915,0.008,2247,2.194,-10.22,-8.6,-21.88,14.18,7999,0.139,1.111,74.91,2.57,1.173
2/12/20 9:30,17155,43,930,0.008,2245,2.193,-9.77,-8.08,-21.88,14.18,7999,0.139,1.103,74.91,2.57,1.173
2/12/20 9:45,17156,43,945,0.008,2242,2.189,-9.2,-7.263,-21.88,14.18,7999,0.139,1.097,74.91,2.57,1.173
2/12/20 10:00,17157,43,1000,0.009,2237,2.184,-8.73,-6.403,-21.88,14.18,7999,0.139,1.108,74.91,2.57,1.173
2/12/20 10:15,17158,43,1015,0.009,2233,2.181,-8.08,-5.589,-21.89,14.18,7999,0.139,1.098,74.91,2.57,1.173
2/12/20 10:30,17159,43,1030,0.009,2229,2.176,-7.408,-4.648,-21.88,14.18,7999,0.139,1.099,74.91,2.57,1.173
2/12/20 10:45,17160,43,1045,0.009,2222,2.17,-6.946,-3.527,-21.89,14.18,7999,0.139,1.103,74.91,2.57,1.173
2/12/20 11:00,17161,43,1100,0.008,2222,2.169,-6.331,-2.591,-21.89,14.18,7999,0.139,1.109,74.91,2.57,1.173
2/12/20 11:15,17162,43,1115,0.008,2211,2.159,-5.255,-1.227,-21.89,14.18,7999,0.139,1.105,74.91,2.57,1.173
2/12/20 11:30,17163,43,1130,0.008,2195,2.144,-4.626,0.766,-21.89,14.18,7999,0.139,1.1,74.91,2.57,1.173
2/12/20 11:45,17164,43,1145,0.008,2191,2.139,-3.828,2.382,-21.89,14.18,7999,0.139,1.106,74.91,2.57,1.173
2/12/20 12:00,17165,43,1200,0.008,2171,2.12,-3.065,3.731,-21.89,14.18,7999,0.139,1.098,74.91,2.57,1.173
2/12/20 12:15,17166,43,1215,0.008,2176,2.125,-2.696,4.487,-21.89,14.18,7999,0.139,1.096,74.91,2.57,1.173
2/12/20 12:30,17167,43,1230,0.009,2166,2.116,-2.016,5.12,-21.89,14.18,7999,0.139,1.089,74.91,2.57,1.173
2/12/20 12:45,17168,43,1245,0.009,2186,2.134,-1.035,6.103,-21.89,14.18,7999,0.139,1.1,74.91,2.57,1.173
2/12/20 13:00,17169,43,1300,0.009,2190,2.139,-0.213,6.683,-21.89,14.18,7999,0.139,1.107,74.91,2.57,1.173
2/12/20 13:15,17170,43,1315,0.009,2185,2.134,-0.188,7.236,-21.89,14.18,7999,0.139,1.088,74.91,2.57,1.173
2/12/20 13:30,17171,43,1330,0.009,2187,2.135,-0.202,7.434,-21.89,14.18,7999,0.139,1.108,74.91,2.57,1.173
2/12/20 13:45,17172,43,1345,0.009,2186,2.135,-0.272,7.277,-21.89,14.18,7999,0.139,1.104,74.91,2.57,1.173
2/12/20 14:00,17173,43,1400,0.009,2186,2.135,-0.26,7.115,-21.89,14.18,7999,0.139,1.102,74.91,2.57,1.173
2/12/20 14:15,17174,43,1415,0.009,2187,2.136,-0.23,6.965,-21.9,14.18,7999,0.139,1.105,74.91,2.57,1.173
2/12/20 14:30,17175,43,1430,0.009,2187,2.136,-0.113,7.198,-21.9,14.18,7999,0.139,1.102,74.91,2.57,1.173
2/12/20 14:45,17176,43,1445,0.009,2187,2.136,-0.025,7.098,-21.9,14.18,7999,0.139,1.099,74.91,2.57,1.173
2/12/20 15:00,17177,43,1500,0.009,2187,2.136,-0.051,6.92,-21.9,14.18,7999,0.139,1.106,74.91,2.57,1.173
2/12/20 15:15,17178,43,1515,0.009,2189,2.138,0.048,6.97,-21.9,14.18,7999,0.139,1.098,74.91,2.57,1.173
2/12/20 15:30,17179,43,1530,0.009,2188,2.137,0.191,7.115,-21.9,14.18,7999,0.139,1.105,74.91,2.57,1.173
2/12/20 15:45,17180,43,1545,0.009,2189,2.138,-0.103,6.959,-21.9,14.18,7999,0.139,1.091,74.91,2.57,1.173
2/12/20 16:00,17181,43,1600,0.009,2191,2.14,-0.261,6.653,-21.9,14.18,7999,0.139,1.1,74.91,2.57,1.173
2/12/20 16:15,17182,43,1615,0.009,2190,2.138,-0.396,6.542,-21.9,14.18,7999,0.139,1.097,74.91,2.57,1.173
2/12/20 16:30,17183,43,1630,0.009,2190,2.139,-0.346,6.476,-21.9,14.18,7999,0.139,1.101,74.91,2.57,1.173
2/12/20 16:45,17184,43,1645,0.009,2190,2.139,-0.551,6.349,-21.9,14.18,7999,0.139,1.101,74.91,2.57,1.173
2/12/20 17:00,17185,43,1700,0.009,2193,2.142,-0.762,6.177,-21.9,14.18,7999,0.139,1.1,74.91,2.57,1.173
2/12/20 17:15,17186,43,1715,0.009,2193,2.142,-1.089,5.785,-21.9,14.18,7999,0.139,1.105,74.91,2.57,1.173
2/12/20 17:30,17187,43,1730,0.009,2197,2.145,-1.473,5.306,-21.9,14.18,7999,0.139,1.094,74.92,2.57,1.173
2/12/20 17:45,17188,43,1745,0.009,2197,2.146,-1.837,4.731,-21.9,14.18,7999,0.139,1.094,74.91,2.57,1.173
2/12/20 18:00,17189,43,1800,0.009,2207,2.156,-2.496,3.529,-21.9,14.18,7999,0.139,1.097,74.91,2.57,1.173
2/12/20 18:15,17190,43,1815,0.008,2212,2.16,-3.232,2.184,-21.9,14.18,7999,0.139,1.094,74.91,2.57,1.173
2/12/20 18:30,17191,43,1830,0.009,2215,2.163,-3.723,1.048,-21.9,14.18,7999,0.139,1.105,74.91,2.57,1.173
2/12/20 18:45,17192,43,1845,0.009,2217,2.165,-4.101,0.064,-21.9,14.18,7999,0.139,1.096,74.91,2.57,1.173
2/12/20 19:00,17193,43,1900,0.009,2221,2.168,-4.574,-0.78,-21.9,14.18,7999,0.139,1.099,74.91,2.57,1.173
2/12/20 19:15,17194,43,1915,0.008,2221,2.169,-4.968,-1.536,-21.89,14.18,7999,0.14,1.095,74.92,2.57,1.174
2/12/20 19:30,17195,43,1930,0.008,2225,2.172,-5.309,-2.215,-21.89,14.18,7999,0.139,1.102,74.91,2.57,1.173
2/12/20 19:45,17196,43,1945,0.008,2225,2.173,-5.627,-2.71,-21.89,14.18,7999,0.139,1.112,74.91,2.57,1.173
2/12/20 20:00,17197,43,2000,0.008,2225,2.173,-5.703,-3.008,-21.89,14.18,7999,0.139,1.098,74.91,2.57,1.173
2/12/20 20:15,17198,43,2015,0.008,2224,2.172,-5.814,-3.143,-21.89,14.18,7999,0.139,1.094,74.91,2.57,1.173
2/12/20 20:30,17199,43,2030,0.008,2225,2.172,-6.024,-3.258,-21.89,14.18,7999,0.139,1.111,74.91,2.57,1.173
2/12/20 20:45,17200,43,2045,0.008,2224,2.172,-6.14,-3.378,-21.89,14.18,7999,0.139,1.093,74.91,2.57,1.173
2/12/20 21:00,17201,43,2100,0.008,2226,2.174,-6.328,-3.509,-21.89,14.18,7999,0.139,1.109,74.91,2.57,1.173
2/12/20 21:15,17202,43,2115,0.008,2225,2.173,-6.454,-3.712,-21.88,14.18,7999,0.139,1.113,74.91,2.57,1.173
2/12/20 21:30,17203,43,2130,0.008,2226,2.173,-6.651,-3.932,-21.88,14.18,7999,0.139,1.111,74.91,2.57,1.173
2/12/20 21:45,17204,43,2145,0.008,2227,2.175,-6.765,-4.129,-21.88,14.18,7999,0.139,1.099,74.91,2.57,1.173
2/12/20 22:00,17205,43,2200,0.008,2229,2.177,-6.971,-4.338,-21.88,14.18,7999,0.139,1.088,74.91,2.57,1.173
2/12/20 22:15,17206,43,2215,0.008,2228,2.176,-7.159,-4.542,-21.88,14.18,7999,0.139,1.105,74.91,2.57,1.173
2/12/20 22:30,17207,43,2230,0.008,2230,2.178,-7.27,-4.757,-21.88,14.18,7999,0.139,1.098,74.91,2.57,1.173
2/12/20 22:45,17208,43,2245,0.008,2231,2.179,-7.437,-4.962,-21.88,14.18,7999,0.139,1.099,74.91,2.57,1.173
2/12/20 23:00,17209,43,2300,0.008,2232,2.18,-7.687,-5.194,-21.88,14.18,7999,0.139,1.097,74.91,2.57,1.173
2/12/20 23:15,17210,43,2315,0.008,2231,2.179,-7.85,-5.421,-21.88,14.18,7999,0.139,1.106,74.91,2.57,1.173
2/12/20 23:30,17211,43,2330,0.008,2233,2.181,-7.99,-5.637,-21.88,14.18,7999,0.139,1.102,74.92,2.57,1.173
2/12/20 23:45,17212,43,2345,0.008,2231,2.179,-8.24,-5.848,-21.87,14.18,7999,0.139,1.097,74.91,2.57,1.173
2/13/20 0:00,17213,44,0,0.008,2216,2.164,-8.37,-6.062,-21.87,14.18,7999,0.139,1.091,74.91,2.57,1.173
2/13/20 0:15,17214,44,15,0.008,2190,2.138,-8.54,-6.263,-21.87,14.18,7999,0.139,1.103,74.91,2.57,1.173
2/13/20 0:30,17215,44,30,0.008,2187,2.135,-8.66,-6.481,-21.87,14.18,7999,0.139,1.109,74.91,2.57,1.173
2/13/20 0:45,17216,44,45,0.008,2195,2.144,-8.87,-6.688,-21.87,14.18,7999,0.139,1.094,74.91,2.57,1.173
2/13/20 1:00,17217,44,100,0.008,2208,2.156,-8.99,-6.878,-21.87,14.18,7999,0.139,1.097,74.91,2.57,1.173
2/13/20 1:15,17218,44,115,0.008,2212,2.16,-9.17,-7.097,-21.87,14.18,7999,0.139,1.102,74.91,2.57,1.173
2/13/20 1:30,17219,44,130,0.008,2214,2.162,-9.32,-7.286,-21.87,14.18,7999,0.139,1.109,74.91,2.57,1.173
2/13/20 1:45,17220,44,145,0.008,2215,2.163,-9.45,-7.478,-21.87,14.18,7999,0.139,1.103,74.91,2.57,1.173
2/13/20 2:00,17221,44,200,0.008,2224,2.172,-9.58,-7.647,-21.87,14.18,7999,0.139,1.11,74.91,2.57,1.173
2/13/20 2:15,17222,44,215,0.008,2232,2.179,-9.81,-7.834,-21.87,14.18,7999,0.139,1.1,74.91,2.57,1.173
2/13/20 2:30,17223,44,230,0.008,2234,2.181,-9.9,-8.02,-21.87,14.18,7999,0.139,1.096,74.91,2.57,1.173
2/13/20 2:45,17224,44,245,0.008,2236,2.183,-10.13,-8.22,-21.87,14.18,7999,0.139,1.103,74.91,2.57,1.173
2/13/20 3:00,17225,44,300,0.008,2226,2.174,-10.3,-8.4,-21.87,14.18,7999,0.139,1.112,74.91,2.57,1.173
2/13/20 3:15,17226,44,315,0.008,2208,2.156,-10.54,-8.64,-21.87,14.18,7999,0.139,1.102,74.91,2.57,1.173
2/13/20 3:30,17227,44,330,0.008,2220,2.168,-10.71,-8.9,-21.87,14.18,7999,0.139,1.104,74.91,2.57,1.173
2/13/20 3:45,17228,44,345,0.008,2215,2.163,-10.81,-9.1,-21.87,14.18,7999,0.139,1.107,74.91,2.57,1.173
2/13/20 4:00,17229,44,400,0.008,2209,2.157,-10.99,-9.27,-21.87,14.18,7999,0.139,1.099,74.92,2.57,1.173
2/13/20 4:15,17230,44,415,0.008,2214,2.163,-11.17,-9.46,-21.87,14.18,7999,0.139,1.103,74.91,2.57,1.173
2/13/20 4:30,17231,44,430,0.008,2214,2.162,-11.2,-9.63,-21.87,14.18,7999,0.139,1.101,74.91,2.57,1.173
2/13/20 4:45,17232,44,445,0.008,2214,2.163,-11.41,-9.8,-21.87,14.18,7999,0.139,1.104,74.91,2.57,1.173
2/13/20 5:00,17233,44,500,0.008,2212,2.16,-11.53,-9.95,-21.87,14.18,7999,0.139,1.108,74.91,2.57,1.173
2/13/20 5:15,17234,44,515,0.008,2213,2.162,-11.61,-10.11,-21.87,14.18,7999,0.139,1.098,74.91,2.57,1.173
2/13/20 5:30,17235,44,530,0.008,2216,2.164,-11.75,-10.27,-21.87,14.18,7999,0.139,1.1,74.91,2.57,1.173
2/13/20 5:45,17236,44,545,0.008,2212,2.16,-11.86,-10.4,-21.87,14.18,7999,0.139,1.105,74.91,2.57,1.173
2/13/20 6:00,17237,44,600,0.008,2215,2.163,-12,-10.54,-21.87,14.18,7999,0.139,1.113,74.92,2.57,1.173
2/13/20 6:15,17238,44,615,0.008,2216,2.164,-12.12,-10.67,-21.87,14.18,7999,0.139,1.093,74.91,2.57,1.173
2/13/20 6:30,17239,44,630,0.008,2213,2.161,-12.25,-10.83,-21.87,14.18,7999,0.139,1.103,74.91,2.57,1.173
2/13/20 6:45,17240,44,645,0.008,2216,2.164,-12.35,-10.97,-21.87,14.18,7999,0.139,1.104,74.91,2.57,1.173
2/13/20 7:00,17241,44,700,0.008,2221,2.169,-12.54,-11.1,-21.87,14.18,7999,0.139,1.092,74.91,2.57,1.173
2/13/20 7:15,17242,44,715,0.008,2222,2.169,-12.63,-11.22,-21.87,14.18,7999,0.139,1.1,74.91,2.57,1.173
2/13/20 7:30,17243,44,730,0.008,2213,2.162,-12.69,-11.36,-21.87,14.18,7999,0.139,1.098,74.91,2.57,1.173
2/13/20 7:45,17244,44,745,0.008,2211,2.159,-12.9,-11.47,-21.88,14.18,7999,0.139,1.094,74.91,2.57,1.173
2/13/20 8:00,17245,44,800,0.008,2209,2.157,-12.95,-11.59,-21.87,14.18,7999,0.139,1.104,74.91,2.57,1.173
2/13/20 8:15,17246,44,815,0.008,2204,2.153,-12.97,-11.62,-21.88,14.18,7999,0.139,1.106,74.91,2.57,1.173
2/13/20 8:30,17247,44,830,0.008,2202,2.151,-12.97,-11.62,-21.88,14.18,7999,0.139,1.097,74.91,2.57,1.173
2/13/20 8:45,17248,44,845,0.008,2200,2.148,-12.86,-11.51,-21.88,14.18,7999,0.139,1.104,74.91,2.57,1.173
2/13/20 9:00,17249,44,900,0.008,2199,2.148,-12.5,-11.14,-21.88,14.18,7999,0.139,1.094,74.92,2.57,1.173
2/13/20 9:15,17250,44,915,0.008,2197,2.146,-12.19,-10.66,-21.88,14.18,7999,0.139,1.102,74.92,2.57,1.174
2/13/20 9:30,17251,44,930,0.008,2195,2.144,-11.79,-10.08,-21.88,14.18,7999,0.139,1.107,74.91,2.57,1.173
2/13/20 9:45,17252,44,945,0.008,2196,2.145,-10.95,-9.21,-21.88,14.18,7999,0.139,1.101,74.91,2.57,1.173
2/13/20 10:00,17253,44,1000,0.008,2198,2.147,-10.5,-8.21,-21.88,14.18,7999,0.139,1.099,74.91,2.57,1.173
2/13/20 10:15,17254,44,1015,0.008,2200,2.149,-9.96,-7.291,-21.88,14.18,7999,0.139,1.101,74.91,2.57,1.173
2/13/20 10:30,17255,44,1030,0.008,2197,2.146,-9.15,-6.358,-21.88,14.18,7999,0.139,1.107,74.91,2.57,1.173
2/13/20 10:45,17256,44,1045,0.008,2192,2.141,-8.49,-5.278,-21.88,14.18,7999,0.139,1.111,74.91,2.57,1.173
2/13/20 11:00,17257,44,1100,0.008,2183,2.132,-7.439,-3.817,-21.88,14.18,7999,0.139,1.099,74.92,2.57,1.173
2/13/20 11:15,17258,44,1115,0.008,2177,2.126,-6.328,-1.733,-21.89,14.18,7999,0.139,1.096,74.91,2.57,1.173
2/13/20 11:30,17259,44,1130,0.008,2172,2.121,-5.852,0.125,-21.89,14.18,7999,0.139,1.1,74.91,2.57,1.173
2/13/20 11:45,17260,44,1145,0.008,2174,2.123,-4.722,1.677,-21.89,14.18,7999,0.139,1.106,74.91,2.57,1.173
2/13/20 12:00,17261,44,1200,0.008,2170,2.119,-4.195,3.029,-21.89,14.18,7999,0.139,1.103,74.92,2.57,1.173
2/13/20 12:15,17262,44,1215,0.008,2186,2.134,-3.528,4.337,-21.89,14.18,7999,0.139,1.111,74.91,2.57,1.173
2/13/20 12:30,17263,44,1230,0.008,2189,2.137,-2.324,5.503,-21.89,14.18,7999,0.139,1.111,74.91,2.57,1.173
2/13/20 12:45,17264,44,1245,0.008,2171,2.12,-0.305,7.177,-21.9,14.18,7999,0.139,1.096,74.91,2.57,1.173
2/13/20 13:00,17265,44,1300,0.009,2173,2.122,0.354,8.61,-21.9,14.18,7999,0.139,1.112,74.91,2.57,1.173
2/13/20 13:15,17266,44,1315,0.009,2147,2.097,0.388,9.57,-21.9,14.18,7999,0.139,1.111,74.91,2.57,1.173
2/13/20 13:30,17267,44,1330,0.009,2144,2.094,0.309,9.93,-21.9,14.18,7999,0.139,1.103,74.91,2.57,1.173
2/13/20 13:45,17268,44,1345,0.009,2145,2.094,0.215,9.76,-21.9,14.18,7999,0.139,1.108,74.91,2.57,1.173
2/13/20 14:00,17269,44,1400,0.009,2144,2.094,0.364,9.65,-21.9,14.18,7999,0.139,1.101,74.91,2.57,1.173
2/13/20 14:15,17270,44,1415,0.009,2145,2.095,0.403,9.55,-21.9,14.18,7999,0.139,1.098,74.91,2.57,1.173
2/13/20 14:30,17271,44,1430,0.009,2146,2.096,0.392,9.62,-21.9,14.18,7999,0.139,1.085,74.91,2.57,1.173
2/13/20 14:45,17272,44,1445,0.009,2146,2.096,0.398,9.38,-21.9,14.18,7999,0.139,1.104,74.91,2.57,1.173
2/13/20 15:00,17273,44,1500,0.009,2145,2.095,0.431,9.38,-21.9,14.18,7999,0.139,1.104,74.92,2.57,1.173
2/13/20 15:15,17274,44,1515,0.009,2147,2.097,0.462,9.15,-21.9,14.18,7999,0.139,1.096,74.91,2.57,1.173
2/13/20 15:30,17275,44,1530,0.009,2144,2.093,0.481,9.13,-21.91,14.18,7999,0.139,1.096,74.91,2.57,1.173
2/13/20 15:45,17276,44,1545,0.009,2146,2.095,0.438,8.92,-21.91,14.18,7999,0.139,1.106,74.91,2.57,1.173
2/13/20 16:00,17277,44,1600,0.009,2148,2.098,0.438,8.69,-21.91,14.18,7999,0.139,1.103,74.91,2.57,1.173
2/13/20 16:15,17278,44,1615,0.009,2144,2.094,0.403,8.6,-21.91,14.18,7999,0.139,1.105,74.91,2.57,1.173
2/13/20 16:30,17279,44,1630,0.009,2144,2.093,0.342,8.27,-21.91,14.18,7999,0.139,1.104,74.91,2.57,1.173
2/13/20 16:45,17280,44,1645,0.009,2147,2.096,0.313,7.914,-21.91,14.18,7999,0.139,1.106,74.91,2.57,1.173
2/13/20 17:00,17281,44,1700,0.009,2147,2.097,0.164,7.522,-21.91,14.18,7999,0.139,1.108,74.91,2.57,1.173
2/13/20 17:15,17282,44,1715,0.009,2153,2.103,-0.034,6.809,-21.91,14.18,7999,0.139,1.108,74.91,2.57,1.173
2/13/20 17:30,17283,44,1730,0.009,2156,2.105,-0.372,6.1,-21.91,14.18,7999,0.139,1.098,74.91,2.57,1.173
2/13/20 17:45,17284,44,1745,0.009,2159,2.109,-0.569,5.289,-21.91,14.18,7999,0.139,1.091,74.91,2.57,1.173
2/13/20 18:00,17285,44,1800,0.009,2166,2.115,-1.134,4.237,-21.91,14.18,7999,0.139,1.098,74.91,2.57,1.173
2/13/20 18:15,17286,44,1815,0.009,2171,2.12,-1.6,3.01,-21.9,14.18,7999,0.139,1.103,74.91,2.57,1.173
2/13/20 18:30,17287,44,1830,0.01,2155,2.104,-2.286,1.924,-21.9,14.18,7999,0.139,1.095,74.91,2.57,1.173
2/13/20 18:45,17288,44,1845,0.01,2176,2.125,-2.798,1.038,-21.91,14.18,7999,0.139,1.106,74.91,2.57,1.173
2/13/20 19:00,17289,44,1900,0.01,2163,2.113,-3.177,0.216,-21.9,14.18,7999,0.139,1.106,74.91,2.57,1.173
2/13/20 19:15,17290,44,1915,0.01,2171,2.12,-3.54,-0.411,-21.9,14.18,7999,0.139,1.098,74.91,2.57,1.173
2/13/20 19:30,17291,44,1930,0.01,2172,2.122,-3.794,-0.913,-21.9,14.18,7999,0.139,1.1,74.92,2.57,1.173
2/13/20 19:45,17292,44,1945,0.009,2178,2.127,-4.259,-1.362,-21.9,14.18,7999,0.139,1.087,74.91,2.57,1.173
2/13/20 20:00,17293,44,2000,0.009,2180,2.129,-4.485,-1.818,-21.9,14.18,7999,0.139,1.1,74.91,2.57,1.173
2/13/20 20:15,17294,44,2015,0.009,2184,2.133,-4.771,-2.21,-21.9,14.18,7999,0.139,1.095,74.91,2.57,1.173
2/13/20 20:30,17295,44,2030,0.009,2189,2.138,-5.002,-2.535,-21.9,14.18,7999,0.139,1.095,74.91,2.57,1.173
2/13/20 20:45,17296,44,2045,0.009,2189,2.138,-5.133,-2.794,-21.9,14.18,7999,0.139,1.105,74.91,2.57,1.173
2/13/20 21:00,17297,44,2100,0.009,2189,2.137,-5.214,-2.946,-21.89,14.18,7999,0.139,1.111,74.91,2.57,1.173
2/13/20 21:15,17298,44,2115,0.008,2184,2.132,-5.323,-3.033,-21.89,14.18,7999,0.139,1.096,74.91,2.57,1.173
2/13/20 21:30,17299,44,2130,0.008,2188,2.136,-5.27,-3.099,-21.89,14.18,7999,0.139,1.107,74.91,2.57,1.173
2/13/20 21:45,17300,44,2145,0.008,2192,2.14,-5.347,-3.143,-21.89,14.18,7999,0.139,1.107,74.91,2.57,1.173
2/13/20 22:00,17301,44,2200,0.008,2193,2.141,-5.416,-3.197,-21.89,14.18,7999,0.139,1.107,74.91,2.57,1.173
2/13/20 22:15,17302,44,2215,0.008,2191,2.14,-5.267,-3.115,-21.89,14.18,7999,0.139,1.096,74.91,2.57,1.173
2/13/20 22:30,17303,44,2230,0.008,2186,2.135,-4.968,-2.651,-21.89,14.18,7999,0.139,1.099,74.92,2.57,1.173
2/13/20 22:45,17304,44,2245,0.008,2182,2.131,-4.082,-2.052,-21.89,14.18,7999,0.139,1.102,74.92,2.57,1.173
2/13/20 23:00,17305,44,2300,0.008,2173,2.122,-3.648,-0.574,-21.88,14.18,7999,0.139,1.098,74.91,2.57,1.173
2/13/20 23:15,17306,44,2315,0.008,2170,2.119,-3.253,0.337,-21.88,14.18,7999,0.139,1.103,74.91,2.57,1.173
2/13/20 23:30,17307,44,2330,0.008,2171,2.12,-3.793,0.684,-21.88,14.18,7999,0.139,1.097,74.91,2.57,1.173
2/13/20 23:45,17308,44,2345,0.008,2174,2.123,-4.116,0.486,-21.88,14.18,7999,0.139,1.101,74.91,2.57,1.173
2/14/20 0:00,17309,45,0,0.008,2181,2.13,-4.851,-0.339,-21.88,14.18,7999,0.139,1.105,74.91,2.57,1.173
