TOA5,CR1000_tower4_S,CR1000,75038,CR1000.Std.28,CPU:SH_Site4_South_1_0_09222016.CR1,20810,Enviro,,,,,,,,,,,,,,,,,,,,
TIMESTAMP,RECORD,Day_of_Year,Hour,VWC_1_Avg,EC_1_Avg,ST_1_Avg,P_1_Avg,PA_1_Avg,VR_1_Avg,VWC_2_Avg,EC_2_Avg,ST_2_Avg,P_2_Avg,PA_2_Avg,VR_2_Avg,VWC_3_Avg,EC_3_Avg,ST_3_Avg,P_3_Avg,PA_3_Avg,VR_3_Avg,SWE_mv_Avg,JUDD_AT_Avg,JUDD_Depth_Avg,Judd_offset_Avg,TT_C,SBT_C
TS,RN,,,m^3/m^3,dS/m,Deg C,unitless,nSec,unitless,,,,,,,,,,,,,,,,,Deg C,Deg C
,,Smp,Smp,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Smp,Smp
9/29/16 0:00,518,273,0,0.021,0,14.31,2.658,1.174,1,0.049,0.001,12.61,3.758,1.236,1.001,0.048,0,11.74,3.691,1.233,1,0.028,13.53,-123.1,0,11.82,13.22
9/29/16 0:15,519,273,15,0.021,0,14.25,2.655,1.174,1,0.049,0,12.62,3.76,1.236,1.001,0.048,0,11.74,3.692,1.233,1,0.028,13.53,-123.1,0,11.81,13.29
9/29/16 0:30,520,273,30,0.021,0,14.2,2.657,1.174,1,0.049,0,12.64,3.759,1.236,1.001,0.048,0.001,11.74,3.69,1.233,1.001,0.028,13.53,-123.1,0,11.6,13.25
9/29/16 0:45,521,273,45,0.021,0,14.17,2.657,1.174,1,0.049,0,12.63,3.76,1.236,1.001,0.048,0.001,11.76,3.69,1.233,1.001,0.028,13.53,-123.1,0,11.78,13.32
9/29/16 1:00,522,273,100,0.021,0,14.11,2.656,1.174,1,0.049,0,12.65,3.76,1.236,1.001,0.048,0,11.75,3.692,1.233,1,0.028,13.53,-123.1,0,11.86,13.31
9/29/16 1:15,523,273,115,0.021,0,14.07,2.657,1.174,1,0.049,0,12.67,3.76,1.236,1.001,0.048,0,11.75,3.693,1.233,1,0.028,13.53,-123.1,0,11.25,13.23
9/29/16 1:30,524,273,130,0.021,0,14.04,2.655,1.174,1,0.049,0,12.67,3.761,1.236,1,0.048,0,11.8,3.694,1.233,1,0.028,13.09,-123.2,0,10.34,12.81
9/29/16 1:45,525,273,145,0.021,0,14,2.656,1.174,1,0.049,0,12.67,3.761,1.236,1,0.048,0.001,11.76,3.691,1.233,1.001,0.028,13.02,-123.2,0,10.72,12.75
9/29/16 2:00,526,273,200,0.021,0,13.93,2.656,1.174,1,0.049,0,12.69,3.76,1.236,1,0.048,0,11.76,3.692,1.233,1,0.028,12.99,-123.1,0,10.58,12.69
9/29/16 2:15,527,273,215,0.021,0,13.92,2.656,1.174,1,0.049,0,12.68,3.759,1.236,1.001,0.048,0,11.8,3.691,1.233,1,0.027,12.99,-123.2,0,10.11,12.55
9/29/16 2:30,528,273,230,0.021,0,13.91,2.655,1.174,1,0.049,0,12.68,3.762,1.236,1,0.048,0,11.77,3.692,1.233,1,0.027,12.8,-123.1,0,9.98,12.43
9/29/16 2:45,529,273,245,0.021,0,13.85,2.657,1.174,1,0.049,0,12.66,3.759,1.236,1.001,0.048,0,11.81,3.693,1.233,1,0.028,12.54,-123.1,0,10.33,12.34
9/29/16 3:00,530,273,300,0.021,0,13.81,2.656,1.174,1,0.049,0,12.68,3.76,1.236,1,0.048,0,11.81,3.693,1.233,1,0.028,12.51,-123.1,0,10.93,12.35
9/29/16 3:15,531,273,315,0.021,0,13.76,2.655,1.174,1,0.049,0,12.69,3.76,1.236,1,0.048,0.001,11.82,3.692,1.233,1,0.027,12.56,-123.1,0,11,12.43
9/29/16 3:30,532,273,330,0.021,0,13.76,2.655,1.174,1,0.049,0,12.68,3.759,1.236,1.001,0.048,0.001,11.81,3.692,1.233,1,0.028,12.53,-123.1,0,10.24,12.4
9/29/16 3:45,533,273,345,0.021,0,13.68,2.656,1.174,1,0.049,0,12.67,3.76,1.236,1.001,0.048,0.001,11.78,3.691,1.233,1.001,0.027,12.5,-123.1,0,9.79,12.29
9/29/16 4:00,534,273,400,0.021,0,13.67,2.655,1.174,1.001,0.049,0,12.68,3.759,1.236,1.001,0.048,0.001,11.8,3.69,1.233,1.001,0.028,12.28,-123.2,0,9.04,11.94
9/29/16 4:15,535,273,415,0.021,0,13.6,2.656,1.174,1,0.049,0,12.7,3.759,1.236,1.001,0.048,0.001,11.81,3.69,1.233,1.001,0.028,12.39,-123.2,0,8.86,11.89
9/29/16 4:30,536,273,430,0.021,0,13.59,2.654,1.174,1.001,0.049,0,12.69,3.759,1.236,1.001,0.048,0.001,11.82,3.691,1.233,1.001,0.028,12.18,-123.2,0,8.45,11.72
9/29/16 4:45,537,273,445,0.021,0,13.54,2.658,1.174,1,0.049,0,12.68,3.761,1.236,1,0.048,0.001,11.81,3.69,1.233,1.001,0.028,12.03,-123.1,0,8.7,11.64
9/29/16 5:00,538,273,500,0.021,0,13.5,2.659,1.174,1,0.049,0,12.68,3.76,1.236,1.001,0.048,0,11.82,3.693,1.233,1,0.028,12.05,-123.2,0,8.62,11.64
9/29/16 5:15,539,273,515,0.021,0,13.45,2.657,1.174,1,0.049,0,12.69,3.76,1.236,1.001,0.048,0,11.82,3.691,1.233,1,0.027,12.04,-123.1,0,8.99,11.62
9/29/16 5:30,540,273,530,0.021,0,13.44,2.656,1.174,1,0.049,0,12.68,3.762,1.236,1,0.048,0,11.84,3.692,1.233,1,0.028,12.03,-123.1,0,9.29,11.65
9/29/16 5:45,541,273,545,0.021,0,13.41,2.657,1.174,1,0.049,0,12.68,3.762,1.236,1,0.048,0.001,11.81,3.69,1.233,1.001,0.028,12.01,-123.2,0,9.21,11.64
9/29/16 6:00,542,273,600,0.021,0,13.37,2.656,1.174,1,0.049,0,12.67,3.76,1.236,1.001,0.048,0,11.83,3.692,1.233,1,0.028,12.02,-123.2,0,9.15,11.66
9/29/16 6:15,543,273,615,0.021,0,13.33,2.657,1.174,1,0.049,0,12.67,3.759,1.236,1.001,0.048,0.001,11.83,3.692,1.233,1,0.028,12.01,-123.1,0,8.78,11.59
9/29/16 6:30,544,273,630,0.021,0,13.28,2.656,1.174,1,0.049,0,12.68,3.761,1.236,1,0.048,0,11.86,3.691,1.233,1,0.028,12,-123.1,0,8.87,11.68
9/29/16 6:45,545,273,645,0.021,0,13.25,2.656,1.174,1,0.049,0,12.64,3.761,1.236,1,0.048,0,11.85,3.692,1.233,1,0.027,12.05,-123.2,0,8.81,11.73
9/29/16 7:00,546,273,700,0.021,0,13.21,2.658,1.174,1,0.049,0,12.65,3.762,1.236,1,0.048,0.001,11.88,3.691,1.233,1,0.027,11.7,-123.1,0,9.53,11.47
9/29/16 7:15,547,273,715,0.021,0,13.17,2.657,1.174,1,0.049,0,12.65,3.759,1.236,1.001,0.048,0.001,11.85,3.692,1.233,1.001,0.027,12.29,-123.2,0,10.34,11.85
9/29/16 7:30,548,273,730,0.021,0,13.1,2.658,1.174,1,0.049,0,12.66,3.759,1.236,1.001,0.048,0.001,11.85,3.69,1.233,1.001,0.027,12.02,-123.2,0,11.28,11.85
9/29/16 7:45,549,273,745,0.021,0,13.05,2.656,1.174,1,0.049,0,12.66,3.76,1.236,1.001,0.048,0,11.86,3.692,1.233,1,0.027,12.38,-123.2,0,11.76,12.1
9/29/16 8:00,550,273,800,0.021,0,13.04,2.656,1.174,1,0.049,0,12.65,3.761,1.236,1,0.048,0.001,11.87,3.69,1.233,1.001,0.027,13.2,-123.1,0,14.68,12.73
9/29/16 8:15,551,273,815,0.021,0,13.01,2.657,1.174,1,0.049,0,12.63,3.76,1.236,1.001,0.048,0,11.87,3.693,1.233,1,0.027,13.75,-123.1,0,15.67,13.65
9/29/16 8:30,552,273,830,0.021,0,12.98,2.654,1.174,1.001,0.049,0,12.64,3.759,1.236,1.001,0.048,0.001,11.86,3.691,1.233,1.001,0.027,13.9,-123.1,0,15.05,14.31
9/29/16 8:45,553,273,845,0.021,0,12.96,2.656,1.174,1,0.049,0.001,12.62,3.759,1.236,1.001,0.047,0,11.87,3.692,1.233,1,0.027,14.19,-123.2,0,17.12,15.43
9/29/16 9:00,554,273,900,0.021,0,12.92,2.657,1.174,1,0.049,0,12.63,3.759,1.236,1.001,0.047,0.001,11.87,3.689,1.233,1.001,0.027,14.08,-123.2,0,15.88,14.89
9/29/16 9:15,555,273,915,0.021,0,12.91,2.655,1.174,1,0.049,0,12.61,3.76,1.236,1,0.048,0.001,11.87,3.691,1.233,1.001,0.027,13.64,-123.1,0,16.82,14.42
9/29/16 9:30,556,273,930,0.021,0,12.88,2.656,1.174,1,0.049,0,12.63,3.761,1.236,1,0.048,0.001,11.88,3.691,1.233,1.001,0.027,14.15,-123.2,0,26.92,15.9
9/29/16 9:45,557,273,945,0.021,0,12.92,2.657,1.174,1,0.049,0,12.61,3.76,1.236,1,0.048,0,11.9,3.692,1.233,1,0.027,15.69,-123.4,0,31.84,17.97
9/29/16 10:00,558,273,1000,0.021,0,12.91,2.655,1.174,1.001,0.049,0,12.59,3.761,1.236,1,0.048,0,11.89,3.693,1.233,1,0.027,16.71,-123.4,0,29.27,18.14
9/29/16 10:15,559,273,1015,0.021,0,12.96,2.657,1.174,1,0.049,0.001,12.59,3.759,1.236,1.001,0.048,0,11.88,3.691,1.233,1,0.027,16.69,-123.3,0,24.67,18.11
9/29/16 10:30,560,273,1030,0.021,0,13.03,2.657,1.174,1,0.049,0.001,12.61,3.758,1.236,1.001,0.048,0,11.88,3.693,1.233,1,0.027,16.85,-123.4,0,35.48,19.23
9/29/16 10:45,561,273,1045,0.021,0,13.06,2.655,1.174,1,0.049,0,12.58,3.76,1.236,1.001,0.048,0.001,11.89,3.691,1.233,1.001,0.027,17.43,-123.4,0,37.13,19.99
9/29/16 11:00,562,273,1100,0.021,0,13.12,2.656,1.174,1,0.049,0.001,12.58,3.758,1.236,1.001,0.048,0.001,11.89,3.691,1.233,1.001,0.027,17.27,-123.4,0,35.96,19.96
9/29/16 11:15,563,273,1115,0.021,0,13.13,2.656,1.174,1,0.049,0,12.57,3.761,1.236,1,0.048,0.001,11.89,3.69,1.233,1.001,0.027,17.41,-123.4,0,34.75,19.58
9/29/16 11:30,564,273,1130,0.021,0,13.25,2.656,1.174,1,0.049,0,12.58,3.761,1.236,1,0.048,0.001,11.89,3.692,1.233,1.001,0.027,16.78,-123.4,0,25.57,17.59
9/29/16 11:45,565,273,1145,0.021,0,13.34,2.658,1.174,1,0.049,0,12.59,3.76,1.236,1,0.048,0.001,11.91,3.691,1.233,1.001,0.027,16.56,-123.3,0,22.65,17
9/29/16 12:00,566,273,1200,0.021,0,13.42,2.655,1.174,1.001,0.049,0,12.56,3.76,1.236,1.001,0.048,0,11.88,3.692,1.233,1,0.027,16.68,-123.3,0,24.37,17.35
9/29/16 12:15,567,273,1215,0.021,0,13.52,2.656,1.174,1,0.049,0,12.55,3.76,1.236,1.001,0.048,0,11.92,3.692,1.233,1,0.027,17.32,-123.2,0,22.42,17.21
9/29/16 12:30,568,273,1230,0.021,0,13.62,2.657,1.174,1,0.049,0,12.53,3.762,1.236,1,0.048,0.001,11.89,3.691,1.233,1.001,0.027,16.85,-123.2,0,28.65,17.29
9/29/16 12:45,569,273,1245,0.021,0,13.71,2.658,1.174,1,0.049,0,12.54,3.761,1.236,1,0.048,0.001,11.93,3.691,1.233,1.001,0.027,17.39,-123.1,0,34.92,19.07
9/29/16 13:00,570,273,1300,0.021,0,13.8,2.656,1.174,1,0.049,0,12.52,3.761,1.236,1.001,0.048,0.001,11.9,3.691,1.233,1,0.027,17.98,-123.4,0,36.4,19.56
9/29/16 13:15,571,273,1315,0.021,0,13.88,2.657,1.174,1,0.049,0,12.53,3.76,1.236,1.001,0.048,0.001,11.87,3.691,1.233,1.001,0.027,19.11,-123.5,0,36.57,20.72
9/29/16 13:30,572,273,1330,0.021,0,13.94,2.657,1.174,1,0.049,0,12.52,3.76,1.236,1.001,0.048,0.001,11.89,3.69,1.233,1.001,0.027,17.96,-123.4,0,28.89,19.29
9/29/16 13:45,573,273,1345,0.021,0,14,2.657,1.174,1,0.049,0,12.53,3.762,1.236,1,0.048,0.001,11.89,3.691,1.233,1.001,0.027,18.24,-123.4,0,23.6,19.08
9/29/16 14:00,574,273,1400,0.021,0,14.06,2.656,1.174,1,0.049,0,12.53,3.761,1.236,1.001,0.048,0,11.92,3.692,1.233,1,0.027,17.85,-123.4,0,19.59,17.54
9/29/16 14:15,575,273,1415,0.021,0,14.12,2.658,1.174,1,0.049,0,12.52,3.76,1.236,1.001,0.048,0,11.92,3.692,1.233,1,0.027,16.64,-123.1,0,18.41,16.6
9/29/16 14:30,576,273,1430,0.021,0,14.13,2.657,1.174,1,0.049,0,12.53,3.762,1.236,1,0.048,0.001,11.9,3.692,1.233,1.001,0.027,16.54,-123.2,0,18.04,16.37
9/29/16 14:45,577,273,1445,0.021,0,14.18,2.657,1.174,1,0.049,0,12.5,3.761,1.236,1,0.048,0.001,11.9,3.69,1.233,1.001,0.027,16.25,-123.1,0,20.08,16.11
9/29/16 15:00,578,273,1500,0.021,0,14.23,2.658,1.174,1,0.049,0,12.51,3.759,1.236,1.001,0.048,0.001,11.91,3.691,1.233,1.001,0.027,15.97,-123.2,0,22.26,15.99
9/29/16 15:15,579,273,1515,0.021,0,14.29,2.658,1.174,1,0.049,0,12.53,3.76,1.236,1.001,0.048,0.001,11.9,3.691,1.233,1.001,0.027,15.93,-123.3,0,18.34,15.96
9/29/16 15:30,580,273,1530,0.021,0,14.37,2.656,1.174,1,0.049,0,12.53,3.76,1.236,1.001,0.048,0.001,11.89,3.691,1.233,1.001,0.027,15.72,-123.2,0,17.7,15.81
9/29/16 15:45,581,273,1545,0.021,0,14.48,2.655,1.174,1.001,0.049,0,12.54,3.76,1.236,1,0.048,0.001,11.91,3.691,1.233,1.001,0.027,15.81,-123.4,0,16.95,15.42
9/29/16 16:00,582,273,1600,0.021,0,14.6,2.658,1.174,1,0.049,0,12.56,3.761,1.236,1,0.048,0.001,11.91,3.691,1.233,1.001,0.027,15.78,-123.4,0,15.55,15.17
9/29/16 16:15,583,273,1615,0.021,0,14.66,2.658,1.174,1,0.049,0,12.54,3.76,1.236,1.001,0.048,0.001,11.9,3.692,1.233,1,0.027,15.98,-123.5,0,14.03,14.73
9/29/16 16:30,584,273,1630,0.021,0,14.77,2.658,1.174,1,0.049,0,12.55,3.762,1.236,1,0.048,0,11.91,3.692,1.233,1,0.027,14.82,-123.3,0,12.64,14.03
9/29/16 16:45,585,273,1645,0.021,0,14.85,2.658,1.174,1,0.049,0,12.56,3.761,1.236,1,0.048,0,11.89,3.692,1.233,1,0.027,14.18,-123.2,0,11.87,13.53
9/29/16 17:00,586,273,1700,0.021,0,14.89,2.658,1.174,1,0.049,0,12.57,3.76,1.236,1.001,0.048,0.001,11.95,3.69,1.233,1.001,0.027,13.37,-123.2,0,10.77,12.95
9/29/16 17:15,587,273,1715,0.021,0,14.97,2.656,1.174,1,0.049,0,12.58,3.761,1.236,1,0.048,0,11.91,3.692,1.233,1,0.027,12.75,-123.2,0,10.32,12.36
9/29/16 17:30,588,273,1730,0.021,0,15.02,2.656,1.174,1,0.049,0,12.59,3.76,1.236,1.001,0.048,0.001,11.91,3.692,1.233,1,0.027,12.58,-123.1,0,9.86,12.16
9/29/16 17:45,589,273,1745,0.021,0,15.03,2.656,1.174,1,0.049,0,12.59,3.76,1.236,1,0.048,0.001,11.92,3.691,1.233,1.001,0.027,12.53,-123.2,0,9.57,11.94
9/29/16 18:00,590,273,1800,0.021,0,15.06,2.656,1.174,1,0.049,0,12.61,3.762,1.236,1,0.048,0.001,11.92,3.691,1.233,1.001,0.027,12.07,-123.1,0,9.12,11.69
9/29/16 18:15,591,273,1815,0.021,0,15.09,2.658,1.174,1,0.049,0,12.63,3.761,1.236,1,0.048,0,11.93,3.692,1.233,1,0.027,12.04,-123.2,0,8.53,11.45
9/29/16 18:30,592,273,1830,0.021,0,15.06,2.657,1.174,1,0.049,0,12.61,3.76,1.236,1.001,0.048,0.001,11.92,3.691,1.233,1.001,0.027,11.75,-123.1,0,8.2,11.22
9/29/16 18:45,593,273,1845,0.021,0,15.03,2.656,1.174,1,0.049,0,12.64,3.761,1.236,1,0.048,0.001,11.9,3.691,1.233,1.001,0.027,11.5,-123.1,0,7.209,10.89
9/29/16 19:00,594,273,1900,0.021,0,15.01,2.657,1.174,1,0.049,0,12.64,3.761,1.236,1,0.048,0.001,11.92,3.691,1.233,1.001,0.027,11.3,-123.1,0,7.504,10.7
9/29/16 19:15,595,273,1915,0.021,0,14.99,2.655,1.174,1.001,0.049,0,12.64,3.759,1.236,1.001,0.048,0.001,11.91,3.689,1.233,1.001,0.027,11.2,-123.1,0,6.776,10.55
9/29/16 19:30,596,273,1930,0.021,0,14.96,2.656,1.174,1,0.049,0,12.68,3.76,1.236,1.001,0.048,0,11.88,3.692,1.233,1,0.027,11.12,-123,0,6.683,10.48
9/29/16 19:45,597,273,1945,0.021,0,14.9,2.657,1.174,1,0.049,0,12.67,3.761,1.236,1,0.048,0,11.92,3.693,1.233,1,0.028,10.77,-123,0,6.357,10.22
9/29/16 20:00,598,273,2000,0.021,0,14.89,2.655,1.174,1.001,0.049,0,12.69,3.759,1.236,1.001,0.048,0,11.91,3.693,1.233,1,0.028,10.51,-123.1,0,6.15,9.93
9/29/16 20:15,599,273,2015,0.021,0,14.79,2.659,1.174,1,0.049,0,12.7,3.761,1.236,1,0.048,0,11.93,3.694,1.233,1,0.028,10.7,-123,0,6.849,10.06
9/29/16 20:30,600,273,2030,0.021,0,14.73,2.655,1.174,1.001,0.049,0,12.71,3.76,1.236,1.001,0.048,0.001,11.94,3.691,1.233,1.001,0.028,10.73,-123.1,0,6.696,10.06
9/29/16 20:45,601,273,2045,0.021,0,14.67,2.655,1.174,1.001,0.049,0,12.74,3.76,1.236,1.001,0.048,0,11.92,3.692,1.233,1,0.028,10.4,-123,0,6.668,9.83
9/29/16 21:00,602,273,2100,0.021,0.001,14.63,2.654,1.174,1.001,0.049,0,12.74,3.76,1.236,1,0.048,0,11.94,3.692,1.233,1,0.028,10.69,-123.1,0,6.548,10.11
9/29/16 21:15,603,273,2115,0.021,0,14.55,2.655,1.174,1,0.049,0,12.76,3.76,1.236,1,0.048,0,11.93,3.691,1.233,1,0.028,10.65,-123.1,0,6.561,10.15
9/29/16 21:30,604,273,2130,0.021,0,14.5,2.657,1.174,1,0.049,0,12.77,3.761,1.236,1,0.048,0,11.94,3.692,1.233,1,0.028,10.69,-123.1,0,6.229,10.14
9/29/16 21:45,605,273,2145,0.021,0,14.43,2.658,1.174,1,0.049,0,12.77,3.76,1.236,1.001,0.048,0.001,11.91,3.691,1.233,1,0.028,10.69,-123.1,0,6.125,10.09
9/29/16 22:00,606,273,2200,0.021,0,14.36,2.656,1.174,1,0.049,0,12.79,3.76,1.236,1.001,0.048,0.001,11.96,3.691,1.233,1.001,0.028,10.45,-123.1,0,5.938,9.88
9/29/16 22:15,607,273,2215,0.021,0,14.27,2.655,1.174,1,0.049,0,12.82,3.76,1.236,1.001,0.048,0.001,11.94,3.69,1.233,1.001,0.028,10.38,-123.1,0,6.077,9.67
9/29/16 22:30,608,273,2230,0.021,0,14.21,2.656,1.174,1,0.049,0,12.81,3.76,1.236,1.001,0.048,0.001,11.94,3.69,1.233,1.001,0.028,10.42,-123,0,5.931,9.83
9/29/16 22:45,609,273,2245,0.021,0.001,14.16,2.654,1.174,1.001,0.049,0,12.81,3.759,1.236,1.001,0.048,0.001,11.93,3.69,1.233,1.001,0.028,10.41,-123.1,0,6.825,9.99
9/29/16 23:00,610,273,2300,0.021,0,14.08,2.655,1.174,1,0.049,0,12.81,3.76,1.236,1,0.048,0,11.97,3.691,1.233,1,0.028,10.42,-123.1,0,6.671,9.99
9/29/16 23:15,611,273,2315,0.021,0,14,2.656,1.174,1,0.049,0,12.84,3.761,1.236,1,0.048,0,11.97,3.693,1.233,1,0.028,10.42,-123.1,0,6.677,9.97
9/29/16 23:30,612,273,2330,0.021,0,13.94,2.656,1.174,1,0.049,0,12.86,3.761,1.236,1,0.048,0.001,11.97,3.691,1.233,1,0.028,10.09,-123.1,0,6.027,9.74
9/29/16 23:45,613,273,2345,0.021,0,13.86,2.654,1.174,1.001,0.049,0,12.82,3.761,1.236,1,0.048,0,11.99,3.691,1.233,1,0.028,9.88,-123.1,0,5.927,9.52
9/30/16 0:00,614,274,0,0.021,0,13.79,2.656,1.174,1,0.049,0,12.82,3.761,1.236,1,0.048,0,11.98,3.693,1.233,1,0.028,9.32,-123.1,0,4.351,9.02
9/30/16 0:15,615,274,15,0.021,0,13.75,2.657,1.174,1,0.049,0,12.83,3.761,1.236,1,0.048,0,11.96,3.694,1.233,1,0.028,8.92,-123,0,4.693,8.61
9/30/16 0:30,616,274,30,0.021,0,13.66,2.657,1.174,1,0.049,0,12.86,3.761,1.236,1,0.048,0.001,11.96,3.69,1.233,1.001,0.028,9.22,-123,0,4.785,8.73
9/30/16 0:45,617,274,45,0.021,0,13.59,2.656,1.174,1,0.049,0,12.85,3.762,1.236,1,0.048,0.001,11.97,3.691,1.233,1.001,0.028,9.14,-123,0,5.113,8.71
9/30/16 1:00,618,274,100,0.021,0,13.55,2.655,1.174,1,0.049,0,12.83,3.759,1.236,1.001,0.048,0.001,11.97,3.691,1.233,1.001,0.028,9.08,-123.1,0,4.282,8.55
9/30/16 1:15,619,274,115,0.021,0,13.47,2.656,1.174,1,0.049,0,12.84,3.759,1.236,1.001,0.048,0.001,11.97,3.69,1.233,1.001,0.028,8.89,-123,0,4.992,8.45
9/30/16 1:30,620,274,130,0.021,0,13.42,2.658,1.174,1,0.049,0,12.85,3.76,1.236,1.001,0.048,0,11.97,3.692,1.233,1,0.028,8.73,-123.1,0,4.173,8.34
9/30/16 1:45,621,274,145,0.021,0,13.37,2.655,1.174,1,0.049,0,12.83,3.759,1.236,1.001,0.048,0,11.99,3.693,1.233,1,0.028,8.75,-123,0,4.255,8.32
9/30/16 2:00,622,274,200,0.021,0,13.26,2.655,1.174,1,0.049,0,12.81,3.76,1.236,1.001,0.048,0,11.99,3.694,1.233,1,0.028,8.92,-123,0,5.003,8.49
9/30/16 2:15,623,274,215,0.021,0,13.19,2.656,1.174,1,0.049,0,12.82,3.76,1.236,1.001,0.048,0.001,11.99,3.691,1.233,1.001,0.028,8.58,-123,0,4.029,8.29
9/30/16 2:30,624,274,230,0.021,0,13.16,2.656,1.174,1,0.049,0,12.84,3.759,1.236,1.001,0.048,0.001,12,3.691,1.233,1.001,0.028,8.24,-123,0,4.378,8
9/30/16 2:45,625,274,245,0.021,0,13.09,2.657,1.174,1,0.049,0,12.82,3.76,1.236,1,0.048,0.001,12,3.691,1.233,1.001,0.028,8.3,-123.1,0,3.378,7.873
9/30/16 3:00,626,274,300,0.021,0,13.07,2.655,1.174,1,0.049,0,12.84,3.76,1.236,1,0.048,0.001,12,3.691,1.233,1.001,0.028,8.2,-123,0,4.154,7.924
9/30/16 3:15,627,274,315,0.021,0,12.98,2.658,1.174,1,0.049,0,12.82,3.761,1.236,1,0.048,0.001,12.01,3.692,1.233,1.001,0.028,8.13,-123.1,0,4.007,7.711
9/30/16 3:30,628,274,330,0.021,0,12.95,2.654,1.174,1.001,0.049,0.001,12.83,3.758,1.236,1.001,0.048,0.001,12.03,3.69,1.233,1.001,0.028,8.12,-123.1,0,3.248,7.689
9/30/16 3:45,629,274,345,0.021,0,12.86,2.655,1.174,1,0.049,0,12.8,3.759,1.236,1.001,0.048,0.001,12.02,3.691,1.233,1.001,0.028,7.901,-123.1,0,3.162,7.589
9/30/16 4:00,630,274,400,0.021,0,12.78,2.659,1.174,1,0.049,0,12.78,3.759,1.236,1.001,0.048,0,11.98,3.692,1.233,1,0.028,7.838,-123,0,2.908,7.466
9/30/16 4:15,631,274,415,0.021,0,12.72,2.655,1.174,1,0.049,0.001,12.79,3.758,1.236,1.001,0.048,0,12.01,3.693,1.233,1,0.028,8.03,-123.1,0,3.377,7.668
9/30/16 4:30,632,274,430,0.021,0,12.69,2.656,1.174,1,0.049,0,12.79,3.761,1.236,1,0.047,0,12.01,3.692,1.233,1,0.028,8.09,-123.1,0,2.707,7.601
9/30/16 4:45,633,274,445,0.021,0,12.63,2.655,1.174,1,0.049,0,12.77,3.76,1.236,1.001,0.047,0.001,12.01,3.689,1.233,1.001,0.028,7.977,-123.1,0,2.518,7.422
9/30/16 5:00,634,274,500,0.021,0,12.57,2.655,1.174,1,0.049,0,12.76,3.76,1.236,1,0.048,0.001,12.04,3.691,1.233,1.001,0.028,7.505,-123.1,0,2.968,7.166
9/30/16 5:15,635,274,515,0.02,0,12.53,2.635,1.173,1,0.049,0,12.76,3.763,1.236,1,0.048,0.001,12,3.691,1.233,1,0.028,8.07,-123.1,0,3.455,7.511
9/30/16 5:30,636,274,530,0.02,0,12.45,2.635,1.173,1,0.049,0,12.77,3.76,1.236,1.001,0.048,0.001,12.04,3.692,1.233,1,0.028,8.14,-123.1,0,3.667,7.68
9/30/16 5:45,637,274,545,0.02,0,12.38,2.636,1.173,1,0.049,0,12.75,3.761,1.236,1,0.048,0.001,12.03,3.692,1.233,1.001,0.028,8.4,-123,0,3.711,7.939
9/30/16 6:00,638,274,600,0.02,0,12.33,2.635,1.173,1,0.049,0,12.74,3.76,1.236,1.001,0.048,0.001,12.02,3.691,1.233,1.001,0.028,8.39,-123,0,3.553,7.96
9/30/16 6:15,639,274,615,0.02,0,12.29,2.634,1.173,1,0.049,0,12.71,3.76,1.236,1.001,0.048,0.001,11.99,3.691,1.233,1.001,0.028,8.39,-123.1,0,4.115,8.03
9/30/16 6:30,640,274,630,0.02,0,12.2,2.634,1.173,1,0.049,0,12.72,3.76,1.236,1.001,0.048,0.001,12.02,3.691,1.233,1.001,0.028,8.67,-123.1,0,4.19,8.25
9/30/16 6:45,641,274,645,0.02,0,12.17,2.633,1.173,1.001,0.049,0,12.69,3.762,1.236,1,0.048,0,12.04,3.692,1.233,1,0.028,9.67,-123.4,0,7.143,9.29
9/30/16 7:00,642,274,700,0.02,0,12.11,2.636,1.173,1,0.049,0,12.69,3.761,1.236,1,0.048,0.001,12.07,3.691,1.233,1,0.028,10.34,-123.4,0,8.88,9.77
9/30/16 7:15,643,274,715,0.02,0,12.04,2.635,1.173,1,0.049,0,12.69,3.76,1.236,1.001,0.048,0.001,12.02,3.691,1.233,1.001,0.028,10.53,-123.4,0,10.77,9.54
9/30/16 7:30,644,274,730,0.02,0,11.98,2.636,1.173,1,0.049,0,12.65,3.76,1.236,1.001,0.048,0.001,12.04,3.69,1.233,1.001,0.028,10.29,-123.3,0,10.4,9.66
9/30/16 7:45,645,274,745,0.02,0,11.94,2.636,1.173,1,0.049,0,12.65,3.759,1.236,1.001,0.048,0,12.03,3.693,1.233,1,0.028,10.7,-123.2,0,9.27,10.13
9/30/16 8:00,646,274,800,0.02,0,11.91,2.633,1.173,1.001,0.049,0,12.6,3.761,1.236,1,0.048,0,12.04,3.693,1.233,1,0.027,11.06,-123.2,0,11.57,10.45
9/30/16 8:15,647,274,815,0.02,0,11.86,2.636,1.173,1,0.049,0,12.62,3.761,1.236,1,0.048,0,12.05,3.694,1.233,1,0.027,11.35,-123.2,0,13.44,11.05
9/30/16 8:30,648,274,830,0.02,0,11.8,2.635,1.173,1,0.049,0.001,12.57,3.758,1.236,1.001,0.048,0,12.01,3.693,1.233,1,0.027,11.31,-123.2,0,12.16,11.76
