TOA5,CR1000_tower4_S,CR1000,75038,CR1000.Std.28,CPU:SH_tow4_South_2017.CR1,11039,Enviro,,,,,,,,,,,,,,,,,,,,,
TIMESTAMP,RECORD,Day_of_Year,Hour,VWC_1_Avg,EC_1_Avg,ST_1_Avg,P_1_Avg,PA_1_Avg,VR_1_Avg,VWC_2_Avg,EC_2_Avg,ST_2_Avg,P_2_Avg,PA_2_Avg,VR_2_Avg,VWC_3_Avg,EC_3_Avg,ST_3_Avg,P_3_Avg,PA_3_Avg,VR_3_Avg,SWE_mv_Avg,maxbot_volt_Avg,maxbot_dist_Avg,TT_C,SBT_C,FuelM_Avg,PA_uS_Avg
TS,RN,,,m^3/m^3,dS/m,Deg C,unitless,nSec,unitless,,,,,,,,,,,,,,,,Deg C,Deg C,%,uSec
,,Smp,Smp,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Smp,Smp,Avg,Avg
10/1/19 0:00,6266,274,0,0.079,0.001,4.39,4.98,1.283,1.001,0.061,0.001,7.332,4.231,1.258,1.001,0.056,0.001,9.13,4.035,1.249,1.001,0.054,483.2,0.472,-10.65,-5.85,15.6,19.59
10/1/19 0:15,6267,274,15,0.08,0.001,4.357,5.004,1.284,1.002,0.061,0.001,7.339,4.231,1.258,1.001,0.056,0.001,9.13,4.032,1.249,1.001,0.054,483,0.472,-10.63,-5.672,15.71,19.61
10/1/19 0:30,6268,274,30,0.08,0.001,4.339,5.003,1.284,1.002,0.061,0.001,7.322,4.231,1.258,1.001,0.056,0.001,9.12,4.034,1.249,1.001,0.054,809,0.79,-10.08,-5.672,15.82,19.63
10/1/19 0:45,6269,274,45,0.08,0.001,4.317,5.005,1.284,1.001,0.061,0.001,7.313,4.231,1.258,1.001,0.056,0.001,9.11,4.036,1.249,1.001,0.054,2121,2.071,-10.73,-5.594,15.91,19.65
10/1/19 1:00,6270,274,100,0.08,0.001,4.335,5.006,1.284,1.001,0.061,0.001,7.263,4.231,1.258,1.001,0.056,0.001,9.12,4.035,1.249,1.001,0.054,2085,2.036,-10.81,-5.616,15.96,19.66
10/1/19 1:15,6271,274,115,0.081,0.001,4.341,5.031,1.285,1.002,0.061,0.001,7.286,4.233,1.258,1.001,0.056,0.001,9.09,4.037,1.249,1.001,0.054,1478,1.444,-10.41,-5.644,15.99,19.66
10/1/19 1:30,6272,274,130,0.081,0.001,4.346,5.031,1.285,1.002,0.061,0.001,7.27,4.231,1.258,1.001,0.056,0.001,9.09,4.035,1.249,1.001,0.054,1378,1.346,-10.41,-5.633,16.09,19.68
10/1/19 1:45,6273,274,145,0.081,0.001,4.291,5.031,1.285,1.002,0.061,0.001,7.272,4.231,1.258,1.001,0.056,0.001,9.06,4.034,1.249,1.001,0.054,1386,1.353,-9.74,-5.683,16.18,19.7
10/1/19 2:00,6274,274,200,0.081,0.001,4.295,5.031,1.285,1.002,0.061,0.001,7.258,4.233,1.258,1.001,0.056,0.001,9.06,4.037,1.249,1.001,0.054,1395,1.362,-9.49,-5.761,16.24,19.71
10/1/19 2:15,6275,274,215,0.081,0.001,4.308,5.03,1.285,1.002,0.061,0.001,7.25,4.233,1.258,1.001,0.056,0.001,9.07,4.037,1.249,1.001,0.054,1317,1.287,-10.19,-5.594,16.36,19.73
10/1/19 2:30,6276,274,230,0.081,0.002,4.293,5.029,1.285,1.002,0.061,0.001,7.223,4.233,1.258,1.001,0.056,0.001,9.03,4.035,1.249,1.001,0.054,1457,1.423,-10.3,-5.777,16.36,19.73
10/1/19 2:45,6277,274,245,0.081,0.001,4.318,5.033,1.285,1.002,0.061,0.001,7.227,4.232,1.258,1.001,0.056,0.001,9.05,4.038,1.249,1.001,0.054,1373,1.341,-10.17,-5.85,16.42,19.74
10/1/19 3:00,6278,274,300,0.081,0.001,4.342,5.057,1.286,1.002,0.061,0.001,7.25,4.233,1.258,1.001,0.056,0.001,9.02,4.034,1.249,1.001,0.054,1738,1.698,-10.37,-5.794,16.51,19.76
10/1/19 3:15,6279,274,315,0.081,0.001,4.282,5.057,1.286,1.002,0.061,0.001,7.217,4.232,1.258,1.001,0.056,0.001,9.01,4.037,1.249,1.001,0.054,1447,1.413,-9.83,-5.783,16.59,19.77
10/1/19 3:30,6280,274,330,0.081,0.001,4.28,5.057,1.286,1.002,0.061,0.001,7.215,4.229,1.258,1.002,0.056,0.001,9.03,4.036,1.249,1.001,0.054,1489,1.454,-8.61,-5.616,16.69,19.79
10/1/19 3:45,6281,274,345,0.081,0.001,4.292,5.058,1.286,1.002,0.061,0.001,7.186,4.232,1.258,1.001,0.056,0.001,9.01,4.036,1.249,1.001,0.054,1538,1.502,-7.538,-5.45,16.85,19.82
10/1/19 4:00,6282,274,400,0.082,0.001,4.27,5.085,1.287,1.002,0.061,0.001,7.175,4.23,1.258,1.001,0.056,0.001,9,4.036,1.249,1.001,0.054,1524,1.488,-6.166,-5.118,17.1,19.87
10/1/19 4:15,6283,274,415,0.082,0.001,4.273,5.085,1.287,1.002,0.061,0.001,7.174,4.229,1.258,1.001,0.056,0.001,9,4.036,1.249,1.001,0.054,1522,1.486,-5.834,-4.991,17.26,19.9
10/1/19 4:30,6284,274,430,0.082,0.001,4.239,5.085,1.287,1.001,0.061,0.001,7.158,4.231,1.258,1.001,0.056,0.001,8.98,4.036,1.249,1.001,0.054,1410,1.377,-5.319,-4.842,17.38,19.92
10/1/19 4:45,6285,274,445,0.082,0.001,4.273,5.085,1.287,1.001,0.061,0.001,7.162,4.231,1.258,1.001,0.056,0.001,8.99,4.035,1.249,1.001,0.054,1421,1.388,-4.884,-4.611,17.53,19.95
10/1/19 5:00,6286,274,500,0.082,0.001,4.191,5.085,1.287,1.002,0.061,0.001,7.146,4.23,1.258,1.001,0.056,0.001,8.95,4.037,1.249,1.001,0.054,1333,1.302,-4.778,-4.512,17.64,19.97
10/1/19 5:15,6287,274,515,0.082,0.001,4.251,5.086,1.287,1.002,0.061,0.001,7.147,4.231,1.258,1.001,0.056,0.001,8.96,4.036,1.249,1.001,0.054,1235,1.206,-4.8,-4.457,17.71,19.98
10/1/19 5:30,6288,274,530,0.082,0.001,4.246,5.112,1.288,1.002,0.061,0.001,7.124,4.231,1.258,1.001,0.056,0.001,8.94,4.037,1.249,1.001,0.054,1353,1.321,-5.025,-4.479,17.74,19.99
10/1/19 5:45,6289,274,545,0.082,0.001,4.214,5.113,1.288,1.001,0.061,0.001,7.113,4.231,1.258,1.001,0.056,0.001,8.94,4.037,1.249,1.001,0.054,1954,1.908,-4.7,-4.523,17.79,20
10/1/19 6:00,6290,274,600,0.082,0.002,4.21,5.11,1.288,1.002,0.061,0.001,7.107,4.232,1.258,1.001,0.056,0.001,8.94,4.036,1.249,1.001,0.054,1852,1.809,-4.607,-4.495,17.87,20.01
10/1/19 6:15,6291,274,615,0.082,0.001,4.239,5.111,1.288,1.002,0.061,0.001,7.095,4.232,1.258,1.001,0.056,0.001,8.94,4.036,1.249,1.001,0.054,1925,1.88,-4.442,-4.413,17.94,20.02
10/1/19 6:30,6292,274,630,0.082,0.001,4.205,5.111,1.288,1.002,0.061,0.001,7.084,4.234,1.258,1.001,0.056,0.001,8.93,4.035,1.249,1.001,0.054,1903,1.859,-4.145,-4.182,18.05,20.04
10/1/19 6:45,6293,274,645,0.082,0.001,4.205,5.109,1.288,1.002,0.061,0.001,7.085,4.231,1.258,1.001,0.056,0.001,8.93,4.036,1.249,1.001,0.054,1878,1.834,-4.041,-3.984,18.12,20.06
10/1/19 7:00,6294,274,700,0.082,0.002,4.213,5.083,1.287,1.002,0.061,0.001,7.066,4.233,1.258,1.001,0.056,0.001,8.88,4.036,1.249,1.001,0.053,1955,1.909,-3.994,-3.831,18.2,20.07
10/1/19 7:15,6295,274,715,0.082,0.002,4.231,5.083,1.287,1.002,0.061,0.001,7.06,4.232,1.258,1.001,0.056,0.001,8.9,4.037,1.249,1.001,0.053,1927,1.882,-3.518,-3.481,18.3,20.09
10/1/19 7:30,6296,274,730,0.082,0.001,4.16,5.087,1.287,1.001,0.061,0.001,7.059,4.23,1.258,1.001,0.056,0.001,8.89,4.037,1.249,1.001,0.053,1717,1.676,-2.952,-3.273,18.37,20.1
10/1/19 7:45,6297,274,745,0.082,0.001,4.182,5.111,1.288,1.002,0.061,0.001,7.049,4.233,1.258,1.001,0.056,0.001,8.88,4.035,1.249,1.001,0.053,1891,1.847,-3.163,-3.033,18.46,20.12
10/1/19 8:00,6298,274,800,0.082,0.001,4.168,5.113,1.288,1.001,0.061,0.001,7.054,4.231,1.258,1.001,0.056,0.001,8.89,4.037,1.249,1.001,0.053,1653,1.614,-2.87,-2.869,18.46,20.12
10/1/19 8:15,6299,274,815,0.082,0.001,4.168,5.111,1.288,1.002,0.061,0.001,7.049,4.232,1.258,1.001,0.056,0.001,8.86,4.035,1.249,1.001,0.053,1781,1.739,-3.172,-2.989,18.43,20.12
10/1/19 8:30,6300,274,830,0.083,0.001,4.128,5.114,1.289,1.002,0.061,0.001,7.019,4.232,1.258,1.001,0.056,0.001,8.83,4.037,1.249,1.001,0.053,2322,2.268,-2.12,-2.651,18.51,20.13
10/1/19 8:45,6301,274,845,0.083,0.001,4.21,5.138,1.29,1.002,0.061,0.001,7.019,4.232,1.258,1.001,0.056,0.001,8.84,4.035,1.249,1.001,0.053,4871,4.757,-1.752,-1.824,18.46,20.12
10/1/19 9:00,6302,274,900,0.083,0.001,4.156,5.139,1.29,1.002,0.061,0.001,7.018,4.23,1.258,1.001,0.056,0.001,8.84,4.035,1.249,1.001,0.053,4835,4.722,-0.899,-0.199,18.66,20.16
10/1/19 9:15,6303,274,915,0.083,0.001,4.154,5.137,1.29,1.002,0.061,0.001,6.972,4.231,1.258,1.001,0.056,0.001,8.83,4.036,1.249,1.001,0.053,4825,4.712,-0.602,0.384,18.27,20.09
10/1/19 9:30,6304,274,930,0.083,0.001,4.135,5.139,1.29,1.002,0.061,0.001,6.983,4.231,1.258,1.001,0.056,0.001,8.81,4.036,1.249,1.001,0.053,4855,4.742,-0.225,0.263,17.97,20.03
10/1/19 9:45,6305,274,945,0.083,0.001,4.152,5.138,1.29,1.002,0.061,0.001,6.984,4.231,1.258,1.001,0.056,0.001,8.81,4.037,1.249,1.001,0.053,4849,4.736,-0.581,1.778,18.1,20.05
10/1/19 10:00,6306,274,1000,0.083,0.002,4.146,5.136,1.29,1.002,0.061,0.001,6.989,4.231,1.258,1.001,0.056,0.001,8.79,4.035,1.249,1.001,0.053,4830,4.717,-0.014,1.203,17.37,19.92
10/1/19 10:15,6307,274,1015,0.083,0.002,4.14,5.137,1.29,1.002,0.061,0.001,6.954,4.232,1.258,1.001,0.056,0.001,8.8,4.035,1.249,1.001,0.053,4821,4.708,-0.594,1.777,17.25,19.9
10/1/19 10:30,6308,274,1030,0.083,0.001,4.143,5.141,1.29,1.001,0.061,0.001,6.991,4.233,1.258,1.001,0.056,0.001,8.8,4.037,1.249,1.001,0.053,4842,4.729,-0.104,1.615,16.75,19.8
10/1/19 10:45,6309,274,1045,0.084,0.001,4.141,5.165,1.291,1.002,0.061,0.001,6.933,4.23,1.258,1.001,0.056,0.001,8.8,4.036,1.249,1.001,0.053,4864,4.75,-0.963,2.601,16.53,19.76
10/1/19 11:00,6310,274,1100,0.084,0.002,4.106,5.164,1.291,1.002,0.061,0.001,6.925,4.234,1.258,1.001,0.056,0,8.8,4.039,1.249,1,0.053,4826,4.713,-1.299,3.253,16.64,19.78
10/1/19 11:15,6311,274,1115,0.084,0.001,4.111,5.166,1.291,1.002,0.061,0.001,6.93,4.232,1.258,1.001,0.056,0.001,8.79,4.036,1.249,1.001,0.053,4814,4.701,-0.775,2.189,16.25,19.71
10/1/19 11:30,6312,274,1130,0.084,0.001,4.133,5.167,1.291,1.001,0.061,0.001,6.925,4.231,1.258,1.001,0.056,0.001,8.77,4.035,1.249,1.001,0.053,4865,4.751,-0.833,2.514,15.95,19.65
10/1/19 11:45,6313,274,1145,0.084,0.002,4.112,5.165,1.291,1.002,0.061,0.001,6.929,4.233,1.258,1.001,0.056,0.001,8.74,4.035,1.249,1.001,0.053,4871,4.757,-0.542,2.308,15.77,19.62
10/1/19 12:00,6314,274,1200,0.084,0.002,4.101,5.164,1.291,1.002,0.061,0.001,6.907,4.232,1.258,1.001,0.056,0.001,8.74,4.035,1.249,1.001,0.053,4840,4.727,0.4,2.503,15.71,19.61
10/1/19 12:15,6315,274,1215,0.084,0.001,4.116,5.165,1.291,1.002,0.061,0.001,6.837,4.231,1.258,1.001,0.056,0.001,8.73,4.036,1.249,1.001,0.053,4869,4.755,0.393,3.612,15.77,19.62
10/1/19 12:30,6316,274,1230,0.084,0.002,4.118,5.165,1.291,1.002,0.061,0.001,6.902,4.233,1.258,1.001,0.056,0.001,8.76,4.036,1.249,1.001,0.053,4811,4.698,0.167,5.581,15.9,19.64
10/1/19 12:45,6317,274,1245,0.084,0.002,4.102,5.166,1.291,1.002,0.061,0.001,6.88,4.233,1.258,1.001,0.056,0.001,8.74,4.037,1.249,1.001,0.053,4855,4.741,0.837,6.486,15.43,19.56
10/1/19 13:00,6318,274,1300,0.084,0.002,4.088,5.189,1.292,1.002,0.061,0.001,6.884,4.23,1.258,1.001,0.056,0.001,8.71,4.036,1.249,1.001,0.053,4845,4.731,0.176,5.723,15.06,19.49
10/1/19 13:15,6319,274,1315,0.084,0.001,4.052,5.191,1.292,1.002,0.061,0.001,6.859,4.231,1.258,1.001,0.056,0.001,8.73,4.035,1.249,1.001,0.053,4846,4.732,1.061,7.24,14.93,19.46
10/1/19 13:30,6320,274,1330,0.084,0.001,4.032,5.166,1.291,1.001,0.061,0.001,6.864,4.231,1.258,1.001,0.056,0.001,8.71,4.035,1.249,1.001,0.053,4847,4.733,-1.158,7.63,15.06,19.49
10/1/19 13:45,6321,274,1345,0.084,0.002,4.03,5.164,1.291,1.002,0.061,0.001,6.854,4.232,1.258,1.001,0.056,0.001,8.67,4.035,1.249,1.001,0.053,4829,4.716,-0.424,5.217,15.19,19.51
10/1/19 14:00,6322,274,1400,0.084,0.001,4.082,5.166,1.291,1.002,0.061,0.001,6.869,4.231,1.258,1.001,0.056,0.001,8.69,4.035,1.249,1.001,0.053,4828,4.715,-0.355,4.207,15.13,19.5
10/1/19 14:15,6323,274,1415,0.084,0.002,4.039,5.165,1.291,1.002,0.061,0.001,6.839,4.232,1.258,1.001,0.056,0.001,8.67,4.034,1.249,1.001,0.053,4851,4.738,-0.669,3.716,14.79,19.44
10/1/19 14:30,6324,274,1430,0.084,0.001,4.046,5.194,1.292,1.001,0.061,0.001,6.806,4.233,1.258,1.001,0.056,0.001,8.66,4.035,1.249,1.001,0.053,4827,4.714,-0.095,3.421,14.68,19.42
10/1/19 14:45,6325,274,1445,0.084,0.001,4.024,5.195,1.292,1.002,0.061,0.001,6.806,4.233,1.258,1.001,0.056,0.001,8.67,4.036,1.249,1.001,0.053,4860,4.746,-1.113,2.975,14.2,19.33
10/1/19 15:00,6326,274,1500,0.085,0.001,3.962,5.221,1.293,1.001,0.061,0.001,6.808,4.232,1.258,1.001,0.056,0.001,8.67,4.036,1.249,1.001,0.053,4855,4.741,-0.892,4.118,14.27,19.34
10/1/19 15:15,6327,274,1515,0.085,0.001,3.982,5.221,1.293,1.001,0.061,0.001,6.835,4.233,1.258,1.001,0.056,0.001,8.66,4.034,1.249,1.001,0.053,4838,4.724,-0.18,5.592,14.06,19.3
10/1/19 15:30,6328,274,1530,0.085,0.001,3.98,5.221,1.293,1.001,0.061,0.001,6.788,4.232,1.258,1.001,0.056,0.001,8.67,4.034,1.249,1.001,0.054,4865,4.751,0.325,5.861,13.8,19.25
10/1/19 15:45,6329,274,1545,0.085,0.001,4.025,5.222,1.293,1.002,0.061,0.001,6.786,4.231,1.258,1.001,0.056,0.001,8.65,4.036,1.249,1.001,0.054,4825,4.712,-0.458,5.026,13.66,19.23
10/1/19 16:00,6330,274,1600,0.086,0.001,4.006,5.247,1.294,1.002,0.061,0.001,6.802,4.229,1.258,1.001,0.056,0.001,8.66,4.035,1.249,1.001,0.054,4851,4.737,1.266,5.861,13.57,19.21
10/1/19 16:15,6331,274,1615,0.086,0.002,3.99,5.246,1.294,1.002,0.061,0.001,6.784,4.23,1.258,1.001,0.056,0.001,8.63,4.034,1.249,1.001,0.054,4872,4.758,-0.801,5.465,13.51,19.2
10/1/19 16:30,6332,274,1630,0.086,0.001,3.97,5.247,1.294,1.001,0.061,0.001,6.771,4.233,1.258,1.001,0.056,0.001,8.62,4.036,1.249,1.001,0.054,4796,4.683,-2.214,4.369,13.53,19.2
10/1/19 16:45,6333,274,1645,0.085,0.001,3.963,5.222,1.293,1.002,0.061,0.001,6.742,4.233,1.258,1.001,0.056,0.001,8.62,4.036,1.249,1.001,0.054,4880,4.766,-2.559,2.552,13.52,19.2
10/1/19 17:00,6334,274,1700,0.086,0.001,3.948,5.247,1.294,1.002,0.061,0.001,6.723,4.23,1.258,1.001,0.056,0.001,8.58,4.036,1.249,1.001,0.054,4832,4.719,-3.516,1.295,13.57,19.21
10/1/19 17:15,6335,274,1715,0.086,0.001,3.943,5.248,1.294,1.001,0.061,0.001,6.732,4.231,1.258,1.001,0.056,0.001,8.6,4.036,1.249,1.001,0.055,4804,4.691,-4.074,0.246,13.6,19.21
10/1/19 17:30,6336,274,1730,0.086,0.001,3.911,5.249,1.294,1.002,0.061,0.001,6.736,4.232,1.258,1.001,0.056,0.001,8.59,4.035,1.249,1.001,0.056,4834,4.721,-4.519,-0.245,13.63,19.22
10/1/19 17:45,6337,274,1745,0.086,0.001,3.946,5.275,1.295,1.002,0.061,0.001,6.75,4.233,1.258,1.001,0.056,0.001,8.58,4.035,1.249,1.001,0.056,4847,4.733,-4.838,-0.638,13.68,19.23
10/1/19 18:00,6338,274,1800,0.087,0.001,3.909,5.304,1.296,1.002,0.061,0.001,6.71,4.23,1.258,1.001,0.056,0.001,8.57,4.035,1.249,1.001,0.057,4819,4.706,-5.216,-1.006,13.72,19.24
10/1/19 18:15,6339,274,1815,0.088,0.001,3.911,5.329,1.298,1.002,0.061,0.001,6.692,4.232,1.258,1.001,0.056,0.001,8.57,4.036,1.249,1.001,0.058,4803,4.691,-5.391,-1.201,13.77,19.25
10/1/19 18:30,6340,274,1830,0.088,0.001,3.913,5.328,1.298,1.002,0.061,0.001,6.677,4.234,1.258,1.001,0.056,0.001,8.58,4.036,1.249,1.001,0.059,4857,4.743,-5.712,-1.418,13.82,19.26
10/1/19 18:45,6341,274,1845,0.087,0.001,3.932,5.303,1.296,1.002,0.061,0.001,6.625,4.233,1.258,1.001,0.056,0.001,8.57,4.038,1.249,1.001,0.06,4818,4.705,-5.944,-1.537,13.85,19.26
10/1/19 19:00,6342,274,1900,0.088,0.001,3.871,5.328,1.298,1.002,0.061,0.001,6.671,4.233,1.258,1.001,0.056,0.001,8.54,4.036,1.249,1.001,0.061,4821,4.708,-6.132,-1.689,13.9,19.27
10/1/19 19:15,6343,274,1915,0.088,0.002,3.828,5.328,1.298,1.002,0.061,0.001,6.649,4.233,1.258,1.001,0.056,0.001,8.53,4.036,1.249,1.001,0.062,4846,4.732,-6.278,-1.7,13.92,19.27
10/1/19 19:30,6344,274,1930,0.088,0.002,3.87,5.331,1.298,1.002,0.061,0.001,6.651,4.233,1.258,1.001,0.056,0.001,8.54,4.038,1.249,1.001,0.063,4821,4.708,-6.504,-2.08,13.95,19.28
10/1/19 19:45,6345,274,1945,0.089,0.001,3.847,5.384,1.3,1.002,0.061,0.001,6.638,4.23,1.258,1.001,0.056,0.001,8.53,4.037,1.249,1.001,0.064,4864,4.75,-6.705,-2.036,13.99,19.29
10/1/19 20:00,6346,274,2000,0.089,0.001,3.858,5.384,1.3,1.002,0.061,0.001,6.618,4.233,1.258,1.001,0.056,0.001,8.5,4.036,1.249,1.001,0.065,4830,4.717,-6.778,-1.917,14.03,19.29
10/1/19 20:15,6347,274,2015,0.089,0.001,3.84,5.388,1.3,1.001,0.061,0.001,6.647,4.231,1.258,1.001,0.056,0.001,8.5,4.033,1.249,1.001,0.065,4870,4.756,-7.032,-1.894,14.06,19.3
10/1/19 20:30,6348,274,2030,0.09,0.001,3.843,5.41,1.301,1.002,0.061,0.001,6.629,4.232,1.258,1.001,0.056,0.001,8.5,4.037,1.249,1.001,0.066,4818,4.705,-7.244,-2.481,14.09,19.31
10/1/19 20:45,6349,274,2045,0.089,0.001,3.833,5.384,1.3,1.002,0.061,0.001,6.604,4.233,1.258,1.001,0.056,0.001,8.49,4.035,1.249,1.001,0.066,4840,4.727,-7.291,-2.437,14.13,19.31
10/1/19 21:00,6350,274,2100,0.089,0.001,3.822,5.386,1.3,1.002,0.061,0.001,6.613,4.231,1.258,1.001,0.056,0.001,8.53,4.036,1.249,1.001,0.067,4864,4.75,-7.445,-2.479,14.17,19.32
10/1/19 21:15,6351,274,2115,0.09,0.002,3.832,5.411,1.301,1.002,0.061,0.001,6.615,4.233,1.258,1.001,0.056,0.001,8.5,4.035,1.249,1.001,0.068,4840,4.726,-7.583,-2.523,14.22,19.33
10/1/19 21:30,6352,274,2130,0.09,0.002,3.802,5.411,1.301,1.002,0.061,0.001,6.563,4.231,1.258,1.001,0.056,0.001,8.48,4.036,1.249,1.001,0.068,4859,4.745,-7.7,-2.648,14.27,19.34
10/1/19 21:45,6353,274,2145,0.09,0.001,3.782,5.415,1.301,1.002,0.061,0.001,6.581,4.23,1.258,1.001,0.056,0.001,8.45,4.037,1.249,1.001,0.069,4825,4.712,-7.707,-2.739,14.31,19.35
10/1/19 22:00,6354,274,2200,0.091,0.001,3.755,5.467,1.303,1.002,0.061,0.001,6.588,4.23,1.258,1.001,0.056,0.001,8.46,4.036,1.249,1.001,0.07,4835,4.721,-7.886,-2.564,14.37,19.36
10/1/19 22:15,6355,274,2215,0.091,0.001,3.784,5.466,1.303,1.002,0.061,0.001,6.572,4.232,1.258,1.001,0.056,0.001,8.47,4.036,1.249,1.001,0.071,4863,4.749,-7.958,-2.651,14.4,19.36
10/1/19 22:30,6356,274,2230,0.091,0.001,3.778,5.467,1.303,1.002,0.061,0.001,6.55,4.232,1.258,1.001,0.056,0.001,8.45,4.038,1.249,1.001,0.072,4859,4.745,-7.98,-2.738,14.44,19.37
10/1/19 22:45,6357,274,2245,0.091,0.002,3.817,5.466,1.303,1.002,0.061,0.001,6.55,4.233,1.258,1.001,0.056,0.001,8.44,4.036,1.249,1.001,0.073,4864,4.75,-7.935,-2.695,14.49,19.38
10/1/19 23:00,6358,274,2300,0.091,0.001,3.754,5.467,1.303,1.002,0.061,0.001,6.549,4.233,1.258,1.001,0.056,0.001,8.41,4.036,1.249,1.001,0.073,4846,4.732,-8.04,-2.673,14.53,19.39
10/1/19 23:15,6359,274,2315,0.091,0.001,3.768,5.466,1.303,1.002,0.061,0.001,6.575,4.232,1.258,1.001,0.056,0.001,8.43,4.036,1.249,1.001,0.073,4835,4.722,-8.08,-2.738,14.58,19.4
10/1/19 23:30,6360,274,2330,0.091,0.001,3.758,5.469,1.303,1.001,0.061,0.001,6.543,4.233,1.258,1.001,0.056,0.001,8.42,4.037,1.249,1.001,0.073,4868,4.754,-8.17,-2.738,14.61,19.4
10/1/19 23:45,6361,274,2345,0.091,0.002,3.776,5.465,1.303,1.002,0.061,0.001,6.524,4.233,1.258,1.001,0.056,0.001,8.4,4.036,1.249,1.001,0.072,4863,4.749,-8.2,-2.847,14.62,19.41
10/2/19 0:00,6362,275,0,0.091,0.002,3.746,5.466,1.303,1.002,0.061,0.001,6.534,4.23,1.258,1.001,0.056,0.001,8.39,4.034,1.249,1.001,0.072,4834,4.721,-8.06,-2.945,14.64,19.41
10/2/19 0:15,6363,275,15,0.091,0.001,3.767,5.467,1.303,1.002,0.061,0.001,6.509,4.23,1.258,1.001,0.056,0.001,8.4,4.034,1.249,1.001,0.071,4839,4.725,-8.03,-2.76,14.69,19.42
10/2/19 0:30,6364,275,30,0.091,0.001,3.738,5.47,1.303,1.002,0.061,0.001,6.508,4.23,1.258,1.001,0.056,0.001,8.39,4.038,1.249,1,0.071,4808,4.695,-7.835,-2.586,14.76,19.43
10/2/19 0:45,6365,275,45,0.092,0.001,3.736,5.495,1.304,1.002,0.061,0.001,6.505,4.231,1.258,1.001,0.056,0.001,8.37,4.038,1.249,1.001,0.072,4817,4.704,-8.13,-3.229,14.78,19.44
10/2/19 1:00,6366,275,100,0.092,0.001,3.706,5.495,1.304,1.002,0.061,0.001,6.493,4.23,1.258,1.001,0.056,0.001,8.38,4.036,1.249,1.001,0.072,4860,4.746,-8.14,-3.53,14.79,19.44
10/2/19 1:15,6367,275,115,0.092,0.001,3.701,5.495,1.304,1.002,0.061,0.001,6.487,4.232,1.258,1.001,0.056,0.001,8.37,4.036,1.249,1.001,0.072,4829,4.716,-8.22,-3.678,14.87,19.45
10/2/19 1:30,6368,275,130,0.092,0.001,3.742,5.495,1.304,1.002,0.061,0,6.47,4.234,1.258,1.001,0.056,0.001,8.35,4.036,1.249,1.001,0.073,4825,4.712,-8.49,-3.962,14.96,19.47
10/2/19 1:45,6369,275,145,0.092,0.002,3.707,5.493,1.304,1.002,0.061,0.001,6.478,4.231,1.258,1.001,0.056,0.001,8.36,4.037,1.249,1.001,0.073,4871,4.757,-8.09,-3.47,15.08,19.49
10/2/19 2:00,6370,275,200,0.092,0.002,3.714,5.493,1.304,1.002,0.061,0.001,6.466,4.232,1.258,1.001,0.056,0.001,8.33,4.037,1.249,1.001,0.073,4851,4.737,-7.714,-2.804,15.2,19.51
10/2/19 2:15,6371,275,215,0.092,0.001,3.722,5.495,1.304,1.002,0.061,0.001,6.454,4.23,1.258,1.001,0.056,0.001,8.33,4.037,1.249,1.001,0.074,2270,2.217,-7.452,-2.401,15.36,19.54
10/2/19 2:30,6372,275,230,0.092,0.002,3.721,5.494,1.304,1.002,0.061,0.001,6.445,4.233,1.258,1.001,0.056,0.001,8.35,4.035,1.249,1.001,0.074,483.1,0.472,-7.414,-2.172,15.48,19.57
10/2/19 2:45,6373,275,245,0.092,0.002,3.701,5.494,1.304,1.002,0.061,0.001,6.427,4.232,1.258,1.001,0.056,0.001,8.32,4.036,1.249,1.001,0.074,483,0.472,-7.846,-2.259,15.51,19.57
10/2/19 3:00,6374,275,300,0.092,0.001,3.703,5.494,1.304,1.002,0.061,0.001,6.409,4.231,1.258,1.001,0.056,0.001,8.32,4.038,1.249,1.001,0.075,482.9,0.472,-7.952,-2.608,15.55,19.58
10/2/19 3:15,6375,275,315,0.092,0.002,3.697,5.494,1.304,1.002,0.061,0.001,6.429,4.231,1.258,1.001,0.056,0.001,8.33,4.036,1.249,1.001,0.075,483.1,0.472,-7.847,-2.542,15.69,19.6
10/2/19 3:30,6376,275,330,0.092,0.002,3.692,5.493,1.304,1.002,0.061,0.001,6.446,4.234,1.258,1.001,0.056,0.001,8.31,4.036,1.249,1.001,0.075,483.2,0.472,-7.846,-2.433,15.73,19.61
10/2/19 3:45,6377,275,345,0.092,0.001,3.738,5.494,1.304,1.002,0.061,0.001,6.403,4.232,1.258,1.001,0.056,0.001,8.29,4.036,1.249,1.001,0.075,482.6,0.471,-7.631,-2.063,15.77,19.62
10/2/19 4:00,6378,275,400,0.092,0.002,3.661,5.494,1.304,1.002,0.061,0.001,6.419,4.231,1.258,1.001,0.056,0.001,8.26,4.035,1.249,1.001,0.075,483,0.472,-7.671,-1.683,15.71,19.61
10/2/19 4:15,6379,275,415,0.092,0.002,3.712,5.494,1.304,1.002,0.061,0.001,6.37,4.232,1.258,1.001,0.056,0.001,8.28,4.036,1.249,1.001,0.075,483,0.472,-7.527,-1.52,15.54,19.58
