TOA5,CR1000_tower4_S,CR1000,75038,CR1000.Std.28,CPU:SH_tow4_South_2017.CR1,11039,Enviro,,,,,,,,,,,,,,,,,,,,,
TIMESTAMP,RECORD,Day_of_Year,Hour,VWC_1_Avg,EC_1_Avg,ST_1_Avg,P_1_Avg,PA_1_Avg,VR_1_Avg,VWC_2_Avg,EC_2_Avg,ST_2_Avg,P_2_Avg,PA_2_Avg,VR_2_Avg,VWC_3_Avg,EC_3_Avg,ST_3_Avg,P_3_Avg,PA_3_Avg,VR_3_Avg,SWE_mv_Avg,maxbot_volt_Avg,maxbot_dist_Avg,TT_C,SBT_C,FuelM_Avg,PA_uS_Avg
TS,RN,,,m^3/m^3,dS/m,Deg C,unitless,nSec,unitless,,,,,,,,,,,,,,,,Deg C,Deg C,%,uSec
,,Smp,Smp,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Smp,Smp,Avg,Avg
10/4/19 3:00,6566,277,300,0.101,0.002,2.952,5.886,1.32,1.002,0.064,0.001,5.345,4.333,1.263,1.001,0.056,0.001,7.12,4.036,1.249,1.001,0.025,2604,2.543,-3.271,-0.242,10.25,18.58
10/4/19 3:15,6567,277,315,0.101,0.002,2.941,5.885,1.32,1.002,0.064,0.001,5.318,4.333,1.263,1.001,0.056,0.001,7.092,4.037,1.249,1.001,0.025,2689,2.626,-3.744,-0.377,10.32,18.6
10/4/19 3:30,6568,277,330,0.1,0.002,2.941,5.859,1.319,1.002,0.064,0.001,5.339,4.333,1.263,1.001,0.056,0.001,7.087,4.037,1.249,1.001,0.025,2813,2.747,-4.431,-0.631,10.3,18.59
10/4/19 3:45,6569,277,345,0.1,0.002,2.909,5.857,1.319,1.002,0.064,0.001,5.319,4.336,1.263,1.001,0.056,0.001,7.094,4.035,1.249,1.001,0.025,2537,2.478,-4.303,-0.776,10.3,18.59
10/4/19 4:00,6570,277,400,0.1,0.001,2.905,5.86,1.319,1.002,0.064,0.001,5.315,4.334,1.263,1.001,0.056,0.001,7.113,4.038,1.249,1.001,0.023,2724,2.66,-4.347,-0.831,10.34,18.6
10/4/19 4:15,6571,277,415,0.1,0.002,2.888,5.859,1.319,1.002,0.064,0.001,5.299,4.332,1.263,1.001,0.056,0.001,7.11,4.035,1.249,1.001,0.02,2656,2.594,-4.224,-0.646,10.35,18.6
10/4/19 4:30,6572,277,430,0.1,0.002,2.897,5.857,1.319,1.002,0.064,0.001,5.298,4.334,1.263,1.001,0.056,0.001,7.107,4.034,1.249,1.001,0.018,2664,2.602,-3.837,-0.374,10.36,18.6
10/4/19 4:45,6573,277,445,0.099,0.002,2.858,5.83,1.318,1.002,0.064,0.001,5.292,4.335,1.263,1.001,0.056,0.001,7.103,4.036,1.249,1.001,0.017,2491,2.432,-4.142,-0.472,10.32,18.6
10/4/19 5:00,6574,277,500,0.099,0.002,2.843,5.83,1.318,1.002,0.064,0.001,5.292,4.336,1.263,1.001,0.056,0.001,7.086,4.036,1.249,1.001,0.015,2888,2.82,-4.638,-0.797,10.32,18.6
10/4/19 5:15,6575,277,515,0.099,0.002,2.846,5.83,1.318,1.002,0.064,0.001,5.288,4.334,1.263,1.001,0.056,0.001,7.075,4.036,1.249,1.001,0.012,3292,3.215,-4.18,-0.915,10.37,18.6
10/4/19 5:30,6576,277,530,0.099,0.002,2.844,5.829,1.318,1.002,0.064,0.001,5.275,4.335,1.263,1.001,0.056,0.001,7.072,4.036,1.249,1.001,0.01,2672,2.61,-4.203,-0.985,10.43,18.62
10/4/19 5:45,6577,277,545,0.099,0.002,2.816,5.801,1.317,1.002,0.064,0.001,5.277,4.359,1.264,1.001,0.056,0.001,7.075,4.036,1.249,1.001,0.008,2485,2.427,-4.181,-0.957,10.46,18.62
10/4/19 6:00,6578,277,600,0.099,0.001,2.832,5.803,1.317,1.002,0.064,0.001,5.274,4.359,1.264,1.001,0.056,0.001,7.068,4.037,1.249,1.001,0.005,2513,2.454,-4.673,-0.914,10.47,18.62
10/4/19 6:15,6579,277,615,0.099,0.001,2.817,5.803,1.317,1.002,0.064,0.001,5.265,4.359,1.264,1.001,0.056,0.001,7.054,4.037,1.249,1.001,0.003,2537,2.477,-4.292,-0.665,10.41,18.61
10/4/19 6:30,6580,277,630,0.099,0.002,2.812,5.803,1.317,1.002,0.064,0.001,5.259,4.362,1.264,1.001,0.056,0.001,7.048,4.037,1.249,1.001,0.002,2472,2.414,-3.53,-0.373,10.37,18.61
10/4/19 6:45,6581,277,645,0.099,0.002,2.82,5.8,1.317,1.002,0.064,0.001,5.26,4.36,1.264,1.001,0.056,0.001,7.038,4.036,1.249,1.001,0.004,2965,2.896,-2.11,0.797,10.42,18.61
10/4/19 7:00,6582,277,700,0.098,0.002,2.812,5.774,1.316,1.002,0.064,0.001,5.237,4.36,1.264,1.001,0.056,0.001,7.052,4.034,1.249,1.001,0.016,3156,3.082,-1.81,1.144,10.45,18.62
10/4/19 7:15,6583,277,715,0.098,0.002,2.776,5.774,1.316,1.002,0.064,0.001,5.272,4.359,1.264,1.001,0.056,0.001,7.064,4.037,1.249,1.001,0.023,2490,2.432,-1.466,0.96,10.67,18.66
10/4/19 7:30,6584,277,730,0.098,0.001,2.766,5.775,1.316,1.002,0.064,0.001,5.246,4.358,1.264,1.002,0.056,0.001,7.032,4.037,1.249,1.001,0.024,2417,2.361,-1.057,0.58,10.46,18.62
10/4/19 7:45,6585,277,745,0.098,0.001,2.756,5.773,1.316,1.002,0.064,0.001,5.234,4.358,1.264,1.001,0.056,0.001,7.054,4.036,1.249,1.001,0.024,2412,2.356,0.397,0.893,10.46,18.62
10/4/19 8:00,6586,277,800,0.097,0.001,2.733,5.746,1.315,1.002,0.064,0.001,5.217,4.361,1.264,1.001,0.056,0.001,7.041,4.036,1.249,1.001,0.025,2426,2.369,2.204,1.183,10.83,18.69
10/4/19 8:15,6587,277,815,0.097,0.001,2.741,5.748,1.315,1.001,0.064,0.001,5.229,4.359,1.264,1.002,0.056,0.001,7.022,4.035,1.249,1.001,0.025,2530,2.47,3.358,2.244,11.06,18.74
10/4/19 8:30,6588,277,830,0.097,0.001,2.727,5.744,1.314,1.002,0.065,0.001,5.225,4.384,1.265,1.001,0.056,0.001,7.02,4.038,1.249,1.001,0.025,2510,2.451,3.933,3.09,11.01,18.73
10/4/19 8:45,6589,277,845,0.097,0.001,2.702,5.72,1.313,1.001,0.064,0.001,5.222,4.361,1.264,1.001,0.056,0.001,7.033,4.037,1.249,1.001,0.025,2529,2.47,3.923,3.824,10.6,18.65
10/4/19 9:00,6590,277,900,0.097,0.001,2.719,5.719,1.313,1.002,0.065,0.001,5.25,4.384,1.265,1.001,0.056,0.001,7.023,4.035,1.249,1.001,0.025,2741,2.676,3.067,4.59,10.33,18.6
10/4/19 9:15,6591,277,915,0.097,0.001,2.702,5.721,1.313,1.002,0.065,0.001,5.209,4.386,1.265,1.001,0.056,0.001,7.001,4.037,1.249,1.001,0.025,3235,3.16,2.597,5.257,10.25,18.58
10/4/19 9:30,6592,277,930,0.097,0.002,2.68,5.746,1.315,1.002,0.065,0.001,5.186,4.385,1.265,1.001,0.056,0.001,6.995,4.034,1.249,1.001,0.025,2998,2.927,3.456,5.773,10.41,18.61
10/4/19 9:45,6593,277,945,0.098,0.001,2.701,5.75,1.315,1.001,0.065,0.001,5.186,4.387,1.265,1.001,0.056,0.001,6.997,4.034,1.249,1.001,0.025,3626,3.541,4.592,5.795,10.76,18.68
10/4/19 10:00,6594,277,1000,0.098,0.002,2.703,5.774,1.316,1.002,0.065,0.001,5.177,4.385,1.265,1.001,0.056,0.001,6.987,4.034,1.249,1.001,0.025,3434,3.353,4.994,5.509,10.72,18.67
10/4/19 10:15,6595,277,1015,0.098,0.001,2.695,5.78,1.316,1.001,0.065,0.001,5.18,4.384,1.265,1.001,0.056,0.001,6.998,4.034,1.249,1.001,0.025,3448,3.367,4.651,5.95,10.75,18.68
10/4/19 10:30,6596,277,1030,0.099,0.002,2.661,5.833,1.318,1.002,0.065,0.001,5.181,4.386,1.265,1.001,0.056,0.001,6.997,4.036,1.249,1.001,0.025,3586,3.502,3.825,6.624,10.33,18.6
10/4/19 10:45,6597,277,1045,0.1,0.002,2.627,5.861,1.319,1.002,0.065,0.001,5.158,4.384,1.265,1.001,0.056,0.001,6.984,4.038,1.249,1.001,0.025,2524,2.465,3.862,7.107,10.12,18.56
10/4/19 11:00,6598,277,1100,0.101,0.002,2.61,5.917,1.321,1.002,0.065,0.001,5.19,4.385,1.265,1.001,0.056,0.001,6.994,4.035,1.249,1.001,0.024,2935,2.866,3.781,7.38,10.41,18.61
10/4/19 11:15,6599,277,1115,0.102,0.002,2.623,5.947,1.322,1.002,0.065,0.001,5.156,4.385,1.265,1.001,0.056,0.001,6.974,4.035,1.249,1.001,0.024,3463,3.382,4.403,7.035,10.27,18.59
10/4/19 11:30,6600,277,1130,0.103,0.002,2.646,5.975,1.324,1.002,0.065,0.001,5.156,4.384,1.265,1.001,0.056,0.001,6.965,4.037,1.249,1.001,0.024,3492,3.41,5.713,6.946,10.19,18.57
10/4/19 11:45,6601,277,1145,0.103,0.002,2.719,6.003,1.325,1.002,0.065,0.001,5.148,4.386,1.265,1.001,0.056,0.001,6.953,4.036,1.249,1.001,0.024,2697,2.634,7.774,6.907,10.08,18.55
10/4/19 12:00,6602,277,1200,0.104,0.002,2.717,6.033,1.326,1.002,0.065,0.001,5.119,4.411,1.266,1.001,0.056,0.001,6.938,4.036,1.249,1.001,0.024,3085,3.012,7.919,7.771,10.15,18.56
10/4/19 12:15,6603,277,1215,0.105,0.001,2.823,6.062,1.327,1.002,0.065,0.001,5.117,4.41,1.266,1.001,0.056,0.001,6.962,4.034,1.249,1.001,0.024,3028,2.957,9.01,8.35,10.17,18.57
10/4/19 12:30,6604,277,1230,0.105,0.002,2.899,6.088,1.328,1.002,0.065,0.001,5.12,4.412,1.266,1.001,0.056,0.001,6.949,4.035,1.249,1.001,0.024,2751,2.686,8.92,10.34,10.46,18.62
10/4/19 12:45,6605,277,1245,0.105,0.002,2.987,6.087,1.328,1.002,0.065,0.001,5.126,4.409,1.266,1.001,0.056,0.001,6.966,4.036,1.249,1.001,0.024,2911,2.843,8.01,11.86,10.25,18.58
10/4/19 13:00,6606,277,1300,0.105,0.002,3.067,6.089,1.328,1.002,0.065,0.001,5.126,4.41,1.266,1.001,0.056,0.001,6.97,4.037,1.249,1.001,0.024,3964,3.871,8.44,12.83,9.98,18.53
10/4/19 13:15,6607,277,1315,0.106,0.002,3.127,6.116,1.329,1.002,0.066,0.001,5.087,4.411,1.266,1.001,0.056,0.001,6.946,4.036,1.249,1.001,0.024,3699,3.612,8.18,12.84,9.77,18.49
10/4/19 13:30,6608,277,1330,0.106,0.002,3.237,6.116,1.329,1.002,0.066,0.001,5.094,4.418,1.266,1.001,0.056,0.001,6.956,4.034,1.249,1.001,0.024,3656,3.57,7.095,12.91,9.81,18.5
10/4/19 13:45,6609,277,1345,0.106,0.001,3.299,6.12,1.329,1.002,0.068,0.001,5.079,4.514,1.27,1.002,0.056,0.001,6.944,4.035,1.249,1.001,0.024,3473,3.392,7.195,11.59,10.02,18.54
10/4/19 14:00,6610,277,1400,0.107,0.002,3.398,6.146,1.33,1.002,0.069,0.001,5.07,4.543,1.272,1.001,0.056,0.001,6.933,4.035,1.249,1.001,0.023,4080,3.984,7.172,10.77,10.04,18.54
10/4/19 14:15,6611,277,1415,0.107,0.002,3.476,6.147,1.33,1.002,0.069,0.001,5.094,4.569,1.273,1.001,0.056,0.001,6.896,4.035,1.249,1.001,0.023,3907,3.815,7.034,10.75,10.09,18.55
10/4/19 14:30,6612,277,1430,0.107,0.002,3.517,6.143,1.33,1.002,0.07,0.001,5.077,4.594,1.274,1.001,0.056,0.001,6.922,4.035,1.249,1.001,0.023,4548,4.442,7.501,10.19,10.08,18.55
10/4/19 14:45,6613,277,1445,0.107,0.002,3.618,6.146,1.33,1.002,0.071,0.001,5.072,4.622,1.275,1.001,0.056,0.001,6.931,4.034,1.249,1.001,0.023,3464,3.383,7.527,10.15,10.01,18.54
10/4/19 15:00,6614,277,1500,0.107,0.002,3.728,6.174,1.331,1.002,0.071,0.001,5.049,4.644,1.276,1.002,0.056,0.001,6.895,4.037,1.249,1.001,0.023,4071,3.975,6.883,10.74,9.87,18.51
10/4/19 15:15,6615,277,1515,0.107,0.002,3.82,6.174,1.331,1.002,0.071,0.001,5.086,4.649,1.276,1.001,0.056,0.001,6.898,4.036,1.249,1.001,0.023,2791,2.725,7.242,12.68,9.74,18.48
10/4/19 15:30,6616,277,1530,0.107,0.002,3.984,6.175,1.331,1.002,0.072,0.001,5.082,4.675,1.277,1.001,0.056,0.001,6.859,4.036,1.249,1.001,0.023,3062,2.99,7.459,12.23,9.48,18.44
10/4/19 15:45,6617,277,1545,0.107,0.002,4.142,6.175,1.331,1.002,0.072,0.001,5.114,4.697,1.278,1.002,0.056,0.001,6.862,4.036,1.249,1.001,0.023,2929,2.86,5.772,11.46,9.22,18.39
10/4/19 16:00,6618,277,1600,0.107,0.002,4.342,6.174,1.331,1.002,0.072,0.001,5.116,4.697,1.278,1.002,0.056,0.001,6.866,4.037,1.249,1.001,0.023,4351,4.249,8.03,11.37,9.04,18.35
10/4/19 16:15,6619,277,1615,0.107,0.002,4.462,6.175,1.331,1.002,0.072,0.001,5.111,4.696,1.278,1.002,0.056,0,6.877,4.038,1.249,1,0.023,4382,4.279,4.128,10.4,8.96,18.34
10/4/19 16:30,6620,277,1630,0.107,0.002,4.625,6.173,1.331,1.002,0.072,0.001,5.114,4.697,1.278,1.001,0.056,0.001,6.879,4.036,1.249,1.001,0.023,4194,4.096,3.813,8.38,8.95,18.34
10/4/19 16:45,6621,277,1645,0.107,0.002,4.798,6.171,1.331,1.002,0.073,0.001,5.086,4.701,1.278,1.001,0.056,0.001,6.874,4.035,1.249,1.001,0.023,3671,3.585,3.471,7.558,9.02,18.35
10/4/19 17:00,6622,277,1700,0.107,0.002,4.903,6.144,1.33,1.002,0.073,0.001,5.129,4.725,1.279,1.001,0.056,0.001,6.871,4.038,1.249,1.001,0.023,3282,3.205,2.42,6.89,9.04,18.35
10/4/19 17:15,6623,277,1715,0.107,0.002,4.99,6.145,1.33,1.002,0.073,0.001,5.129,4.724,1.279,1.001,0.056,0.001,6.872,4.036,1.249,1.001,0.023,2890,2.822,1.545,5.95,8.96,18.34
10/4/19 17:30,6624,277,1730,0.107,0.002,5.146,6.145,1.33,1.002,0.073,0.001,5.131,4.725,1.279,1.001,0.056,0.001,6.846,4.036,1.249,1.001,0.023,3091,3.019,0.859,5.114,8.93,18.33
10/4/19 17:45,6625,277,1745,0.107,0.002,5.225,6.144,1.33,1.002,0.073,0.001,5.163,4.723,1.279,1.002,0.056,0.001,6.833,4.035,1.249,1.001,0.023,2598,2.537,0.323,4.118,8.93,18.33
10/4/19 18:00,6626,277,1800,0.107,0.002,5.296,6.145,1.33,1.002,0.073,0.001,5.179,4.722,1.279,1.001,0.056,0.001,6.843,4.037,1.249,1.001,0.023,2599,2.538,-0.308,3.715,8.96,18.34
10/4/19 18:15,6627,277,1815,0.107,0.002,5.346,6.143,1.33,1.002,0.072,0.001,5.164,4.698,1.278,1.001,0.056,0.001,6.826,4.035,1.249,1.001,0.024,2707,2.644,-0.414,3.715,8.96,18.34
10/4/19 18:30,6628,277,1830,0.107,0.002,5.38,6.145,1.33,1.002,0.072,0.001,5.192,4.697,1.278,1.002,0.056,0.001,6.824,4.036,1.249,1.001,0.024,2544,2.484,-0.727,3.502,8.97,18.34
10/4/19 18:45,6629,277,1845,0.107,0.002,5.423,6.142,1.33,1.002,0.072,0.001,5.186,4.697,1.278,1.002,0.056,0,6.824,4.039,1.249,1,0.024,2559,2.499,-0.84,3.323,9,18.34
10/4/19 19:00,6630,277,1900,0.106,0.002,5.425,6.115,1.329,1.002,0.072,0.001,5.226,4.699,1.278,1.001,0.056,0.001,6.788,4.038,1.249,1.001,0.024,2531,2.472,-1.01,3.127,9.03,18.35
10/4/19 19:15,6631,277,1915,0.106,0.002,5.452,6.117,1.329,1.002,0.073,0.001,5.276,4.702,1.278,1.001,0.056,0.001,6.836,4.036,1.249,1.001,0.024,2643,2.581,-1.418,2.671,9.02,18.35
10/4/19 19:30,6632,277,1930,0.106,0.002,5.393,6.117,1.329,1.002,0.073,0.001,5.265,4.723,1.279,1.002,0.056,0.001,6.806,4.038,1.249,1.001,0.024,2500,2.441,-1.583,2.807,9.05,18.35
10/4/19 19:45,6633,277,1945,0.106,0.002,5.36,6.117,1.329,1.002,0.073,0.001,5.299,4.725,1.28,1.002,0.056,0.001,6.817,4.034,1.249,1.001,0.024,2679,2.617,-1.633,2.508,9.09,18.36
10/4/19 20:00,6634,277,2000,0.106,0.002,5.332,6.113,1.329,1.003,0.074,0.001,5.303,4.752,1.281,1.001,0.056,0.001,6.806,4.035,1.249,1.001,0.024,2522,2.463,-1.907,2.508,9.1,18.36
10/4/19 20:15,6635,277,2015,0.106,0.002,5.335,6.115,1.329,1.002,0.074,0.001,5.326,4.751,1.281,1.001,0.056,0.001,6.815,4.037,1.249,1.001,0.024,2519,2.46,-1.859,2.508,9.13,18.37
10/4/19 20:30,6636,277,2030,0.105,0.001,5.252,6.089,1.328,1.002,0.074,0.001,5.367,4.752,1.281,1.001,0.056,0.001,6.826,4.035,1.249,1.001,0.024,2528,2.469,-1.814,2.39,9.16,18.38
10/4/19 20:45,6637,277,2045,0.105,0.002,5.228,6.087,1.328,1.002,0.074,0.001,5.356,4.752,1.281,1.001,0.056,0.001,6.814,4.036,1.249,1.001,0.024,2706,2.643,-2.079,2.271,9.18,18.38
10/4/19 21:00,6638,277,2100,0.105,0.002,5.168,6.085,1.328,1.002,0.074,0.001,5.392,4.752,1.281,1.001,0.056,0.001,6.806,4.036,1.249,1.001,0.024,2547,2.488,-2.24,2.208,9.17,18.38
10/4/19 21:15,6639,277,2115,0.105,0.002,5.122,6.086,1.328,1.002,0.074,0.001,5.393,4.753,1.281,1.001,0.056,0.001,6.808,4.034,1.249,1.001,0.025,2508,2.449,-2.303,2.123,9.22,18.39
10/4/19 21:30,6640,277,2130,0.105,0.002,5.105,6.088,1.328,1.002,0.074,0.001,5.404,4.751,1.281,1.001,0.056,0.001,6.835,4.034,1.249,1.001,0.025,2528,2.469,-2.43,2.07,9.26,18.39
10/4/19 21:45,6641,277,2145,0.105,0.002,5.025,6.085,1.328,1.002,0.074,0.001,5.436,4.751,1.281,1.001,0.056,0.001,6.785,4.034,1.249,1.001,0.025,2539,2.479,-2.525,1.907,9.29,18.4
10/4/19 22:00,6642,277,2200,0.105,0.002,4.983,6.059,1.327,1.002,0.074,0.001,5.453,4.752,1.281,1.002,0.056,0.001,6.781,4.036,1.249,1.001,0.025,2537,2.477,-2,1.918,9.34,18.41
10/4/19 22:15,6643,277,2215,0.105,0.002,4.933,6.059,1.327,1.002,0.074,0.001,5.454,4.777,1.282,1.001,0.056,0.001,6.802,4.035,1.249,1.001,0.025,2550,2.491,-2.318,1.864,9.41,18.42
10/4/19 22:30,6644,277,2230,0.105,0.002,4.836,6.057,1.327,1.002,0.074,0.001,5.47,4.778,1.282,1.001,0.056,0.001,6.786,4.035,1.249,1.001,0.025,2538,2.479,-0.922,2.363,9.48,18.44
10/4/19 22:45,6645,277,2245,0.105,0.002,4.784,6.057,1.327,1.002,0.074,0.001,5.469,4.775,1.282,1.002,0.056,0.001,6.764,4.034,1.249,1.001,0.025,2522,2.463,-1.283,2.851,9.66,18.47
10/4/19 23:00,6646,277,2300,0.104,0.002,4.769,6.03,1.326,1.002,0.074,0.001,5.519,4.776,1.282,1.002,0.056,0.001,6.765,4.035,1.249,1.001,0.025,2512,2.453,-0.768,2.688,9.63,18.46
10/4/19 23:15,6647,277,2315,0.104,0.002,4.672,6.031,1.326,1.002,0.074,0.001,5.52,4.779,1.282,1.001,0.056,0.001,6.78,4.035,1.249,1.001,0.025,2888,2.821,0.223,3.416,9.79,18.5
10/4/19 23:30,6648,277,2330,0.104,0.002,4.602,6.031,1.326,1.002,0.074,0.001,5.494,4.776,1.282,1.002,0.056,0.001,6.788,4.035,1.249,1.001,0.025,2870,2.803,0.436,3.689,9.85,18.51
10/4/19 23:45,6649,277,2345,0.104,0.002,4.602,6.03,1.326,1.002,0.074,0.001,5.521,4.777,1.282,1.001,0.056,0.001,6.786,4.037,1.249,1.001,0.025,3035,2.964,-0.621,3.416,9.83,18.5
10/5/19 0:00,6650,278,0,0.104,0.002,4.521,6.028,1.326,1.002,0.074,0.001,5.545,4.778,1.282,1.001,0.056,0.001,6.796,4.035,1.249,1.001,0.025,2899,2.831,-0.974,3.025,9.77,18.49
10/5/19 0:15,6651,278,15,0.103,0.002,4.476,6.002,1.325,1.002,0.074,0.001,5.526,4.779,1.282,1.001,0.056,0.001,6.781,4.035,1.249,1.001,0.025,2741,2.677,-1.612,2.873,9.74,18.49
10/5/19 0:30,6652,278,30,0.103,0.002,4.433,6.001,1.325,1.002,0.075,0.001,5.571,4.806,1.283,1.001,0.056,0.001,6.769,4.035,1.249,1.001,0.025,2519,2.46,-2.383,2.303,9.61,18.46
10/5/19 0:45,6653,278,45,0.103,0.002,4.394,6.001,1.325,1.002,0.075,0.001,5.583,4.803,1.283,1.001,0.056,0.001,6.802,4.036,1.249,1.001,0.025,2533,2.474,-1.641,2.287,9.63,18.46
10/5/19 1:00,6654,278,100,0.103,0.002,4.327,6.001,1.325,1.002,0.074,0.001,5.585,4.779,1.282,1.001,0.056,0.001,6.788,4.037,1.249,1.001,0.025,2533,2.474,-2.231,1.961,9.65,18.47
10/5/19 1:15,6655,278,115,0.103,0.002,4.27,6,1.325,1.002,0.074,0.001,5.607,4.778,1.282,1.001,0.056,0.001,6.79,4.037,1.249,1.001,0.025,2521,2.462,-2.277,2.091,9.62,18.46
10/5/19 1:30,6656,278,130,0.103,0.002,4.229,5.973,1.324,1.002,0.074,0.001,5.565,4.776,1.282,1.002,0.056,0.001,6.781,4.034,1.249,1.001,0.025,2505,2.447,-2.305,2.373,9.55,18.45
10/5/19 1:45,6657,278,145,0.103,0.002,4.216,5.973,1.324,1.002,0.074,0.001,5.576,4.779,1.282,1.001,0.056,0.001,6.805,4.036,1.249,1.001,0.025,2419,2.363,-1.609,2.916,9.52,18.44
10/5/19 2:00,6658,278,200,0.103,0.001,4.191,5.975,1.324,1.002,0.075,0.001,5.569,4.803,1.283,1.002,0.056,0.001,6.787,4.037,1.249,1.001,0.025,2437,2.38,-1.254,3.634,9.5,18.44
10/5/19 2:15,6659,278,215,0.103,0.002,4.125,5.973,1.324,1.002,0.075,0.001,5.588,4.804,1.283,1.001,0.056,0.001,6.779,4.035,1.249,1.001,0.025,2437,2.379,-1.935,3.689,9.42,18.43
10/5/19 2:30,6660,278,230,0.103,0.002,4.086,5.971,1.324,1.002,0.075,0.001,5.582,4.807,1.283,1.001,0.056,0.001,6.786,4.035,1.249,1.001,0.025,2474,2.416,-1.798,3.373,9.31,18.4
10/5/19 2:45,6661,278,245,0.102,0.002,4.059,5.942,1.322,1.002,0.076,0.001,5.577,4.829,1.284,1.002,0.056,0.001,6.802,4.037,1.249,1.001,0.025,2453,2.395,-0.938,3.819,9.3,18.4
10/5/19 3:00,6662,278,300,0.102,0.002,4.049,5.945,1.322,1.002,0.076,0.001,5.586,4.829,1.284,1.002,0.056,0.001,6.794,4.034,1.249,1.001,0.025,2414,2.358,-1.297,3.917,9.27,18.4
10/5/19 3:15,6663,278,315,0.102,0.002,3.979,5.945,1.322,1.002,0.076,0.001,5.585,4.831,1.284,1.001,0.056,0.001,6.796,4.033,1.249,1.001,0.025,2460,2.402,-1.931,3.547,9.19,18.38
10/5/19 3:30,6664,278,330,0.102,0.002,3.922,5.942,1.322,1.002,0.076,0.001,5.616,4.827,1.284,1.002,0.056,0.001,6.782,4.035,1.249,1.001,0.025,2454,2.397,-2.006,3.416,9.1,18.37
10/5/19 3:45,6665,278,345,0.101,0.002,3.892,5.916,1.321,1.002,0.076,0.001,5.611,4.83,1.284,1.002,0.056,0.001,6.777,4.036,1.249,1.001,0.025,2427,2.37,-1.947,3.438,9.07,18.36
10/5/19 4:00,6666,278,400,0.101,0.001,3.836,5.918,1.321,1.002,0.076,0.001,5.582,4.829,1.284,1.002,0.056,0.001,6.792,4.037,1.249,1.001,0.025,2439,2.382,-1.927,3.574,9.05,18.35
10/5/19 4:15,6667,278,415,0.101,0.002,3.867,5.915,1.321,1.002,0.076,0.001,5.616,4.83,1.284,1.002,0.056,0.001,6.805,4.036,1.249,1.001,0.025,2420,2.363,-1.831,3.498,8.99,18.34
10/5/19 4:30,6668,278,430,0.101,0.001,3.846,5.917,1.321,1.002,0.076,0.001,5.57,4.857,1.285,1.001,0.056,0.001,6.802,4.036,1.249,1.001,0.025,2436,2.379,-1.829,3.308,8.99,18.34
10/5/19 4:45,6669,278,445,0.101,0.001,3.794,5.916,1.321,1.002,0.076,0.001,5.568,4.856,1.285,1.002,0.056,0.001,6.786,4.036,1.249,1.001,0.025,2513,2.454,-1.647,3.287,8.96,18.34
10/5/19 5:00,6670,278,500,0.101,0.002,3.757,5.888,1.32,1.002,0.076,0.001,5.577,4.857,1.285,1.001,0.056,0.001,6.794,4.036,1.249,1.001,0.025,2543,2.484,-1.407,3.712,8.97,18.34
10/5/19 5:15,6671,278,515,0.101,0.002,3.682,5.888,1.32,1.002,0.076,0.001,5.547,4.855,1.285,1.002,0.056,0.001,6.752,4.036,1.249,1.001,0.025,2482,2.424,-1.339,4.278,8.94,18.33
10/5/19 5:30,6672,278,530,0.101,0.002,3.718,5.887,1.32,1.002,0.076,0.001,5.56,4.831,1.284,1.002,0.056,0.001,6.792,4.038,1.249,1.001,0.025,2491,2.432,-1.242,4.727,8.9,18.33
10/5/19 5:45,6673,278,545,0.101,0.001,3.666,5.888,1.32,1.001,0.076,0.001,5.573,4.856,1.285,1.002,0.056,0.001,6.801,4.036,1.249,1.001,0.025,2531,2.472,-1.499,4.618,8.87,18.32
10/5/19 6:00,6674,278,600,0.1,0.002,3.656,5.86,1.319,1.002,0.076,0.001,5.57,4.855,1.285,1.002,0.056,0.001,6.771,4.036,1.249,1.001,0.025,2502,2.443,-1.52,4.213,8.83,18.31
10/5/19 6:15,6675,278,615,0.1,0.002,3.594,5.858,1.319,1.002,0.076,0.001,5.556,4.857,1.285,1.002,0.056,0.001,6.792,4.037,1.249,1.001,0.025,2503,2.444,-1.221,4.136,8.81,18.31
10/5/19 6:30,6676,278,630,0.1,0.002,3.574,5.858,1.319,1.002,0.076,0.001,5.56,4.859,1.285,1.001,0.056,0.001,6.811,4.037,1.249,1.001,0.025,2484,2.425,0.158,4.344,8.84,18.31
10/5/19 6:45,6677,278,645,0.1,0.001,3.537,5.86,1.319,1.002,0.077,0.001,5.538,4.885,1.286,1.001,0.056,0.001,6.808,4.036,1.249,1.001,0.025,2415,2.359,1.501,4.837,9.04,18.35
10/5/19 7:00,6678,278,700,0.1,0.002,3.515,5.857,1.319,1.002,0.077,0.001,5.54,4.884,1.286,1.001,0.056,0.001,6.795,4.036,1.249,1.001,0.025,2372,2.316,2.486,5.336,9.2,18.38
10/5/19 7:15,6679,278,715,0.099,0.001,3.48,5.832,1.318,1.002,0.077,0.001,5.534,4.883,1.286,1.002,0.056,0.001,6.766,4.036,1.249,1.001,0.025,2516,2.457,4.472,6.455,9.59,18.46
10/5/19 7:30,6680,278,730,0.099,0.002,3.45,5.831,1.318,1.002,0.077,0.001,5.523,4.883,1.286,1.002,0.056,0.001,6.8,4.038,1.249,1.001,0.025,2509,2.451,5.798,7.254,9.45,18.43
