TOA5,CR1000_tower4_S,CR1000,75038,CR1000.Std.28,CPU:SH_Site4_South_1_0_09222016.CR1,20810,Enviro,,,,,,,,,,,,,,,,,,,,
10/1/17 4:45,35769,274,445,0.027,0,8.03,2.899,1.187,1,0.08,0.001,8.85,4.992,1.291,1.001,0.048,0.001,8.66,3.714,1.234,1.001,0.027,-176.2,-111.1,0,NAN,-273.2
10/1/17 5:00,35770,274,500,0.027,0,7.936,2.898,1.187,1,0.08,0.001,8.83,4.993,1.291,1.001,0.048,0.001,8.63,3.715,1.234,1.001,0.027,-178.2,-108.8,0,NAN,-273.2
10/1/17 5:15,35771,274,515,0.027,0,7.889,2.897,1.187,1.001,0.08,0.001,8.84,4.993,1.291,1.001,0.048,0.001,8.64,3.715,1.234,1.001,0.026,-177.8,-109.3,0,NAN,-273.2
10/1/17 5:30,35772,274,530,0.027,0,7.798,2.897,1.187,1,0.08,0.001,8.83,4.992,1.291,1.001,0.048,0.001,8.63,3.712,1.234,1.001,0.027,-177.3,-110,0,NAN,-273.2
10/1/17 5:45,35773,274,545,0.027,0,7.741,2.898,1.187,1,0.08,0.001,8.81,4.992,1.291,1.001,0.048,0.001,8.62,3.712,1.234,1.001,0.026,-175.6,-112,0,NAN,-273.2
10/1/17 6:00,35774,274,600,0.027,0.001,7.673,2.896,1.187,1.001,0.08,0.001,8.82,4.993,1.291,1.001,0.048,0.001,8.6,3.715,1.234,1.001,0.026,-172.7,-115.4,0,NAN,-273.2
10/1/17 6:15,35775,274,615,0.027,0.001,7.593,2.894,1.187,1.001,0.08,0.001,8.79,4.993,1.291,1.001,0.048,0.001,8.63,3.713,1.234,1.001,0.026,-175.8,-111.5,0,NAN,-273.2
10/1/17 6:30,35776,274,630,0.027,0,7.505,2.898,1.187,1,0.08,0.001,8.79,4.991,1.291,1.002,0.048,0.001,8.69,3.713,1.234,1.001,0.026,-173.5,-114.5,0,NAN,-273.2
10/1/17 6:45,35777,274,645,0.027,0.001,7.462,2.895,1.187,1.001,0.08,0.001,8.77,4.994,1.291,1.001,0.048,0.001,8.67,3.714,1.234,1.001,0.026,-173.5,-113.7,0,NAN,-273.2
10/1/17 7:00,35778,274,700,0.027,0,7.389,2.898,1.187,1,0.08,0.001,8.77,4.992,1.291,1.001,0.048,0.001,8.66,3.715,1.234,1.001,0.026,-175,-112.6,0,NAN,-273.2
10/1/17 7:15,35779,274,715,0.027,0.001,7.321,2.896,1.187,1.001,0.08,0.001,8.76,4.992,1.291,1.001,0.048,0.001,8.66,3.714,1.234,1.001,0.026,-172.5,-115.7,0,NAN,-273.2
10/1/17 7:30,35780,274,730,0.027,0.001,7.247,2.896,1.187,1.001,0.08,0.001,8.74,4.992,1.291,1.001,0.048,0.001,8.66,3.712,1.234,1.001,0.026,-172,-116.1,0,NAN,-273.2
10/1/17 7:45,35781,274,745,0.027,0.001,7.215,2.896,1.187,1.001,0.08,0.001,8.75,4.993,1.291,1.001,0.048,0.001,8.64,3.715,1.234,1.001,0.026,-172.2,-115.9,0,NAN,-273.2
10/1/17 8:00,35782,274,800,0.027,0.001,7.108,2.893,1.187,1.001,0.08,0.001,8.73,4.992,1.291,1.001,0.048,0.001,8.66,3.715,1.234,1.001,0.026,-173.8,-113.6,0,NAN,-273.2
10/1/17 8:15,35783,274,815,0.027,0.001,7.075,2.896,1.187,1.001,0.08,0.001,8.7,4.992,1.291,1.001,0.048,0.001,8.69,3.713,1.234,1.001,0.026,-174.5,-113,0,NAN,-273.2
10/1/17 8:30,35784,274,830,0.027,0.001,7.037,2.896,1.187,1.001,0.08,0.001,8.68,4.99,1.291,1.002,0.048,0.001,8.67,3.713,1.234,1.001,0.026,-174.1,-113.5,0,NAN,-273.2
10/1/17 8:45,35785,274,845,0.027,0.001,7.003,2.896,1.187,1.001,0.08,0.001,8.69,4.991,1.291,1.002,0.048,0.001,8.67,3.713,1.234,1.001,0.026,-175.9,-111.6,0,NAN,-273.2
10/1/17 9:00,35786,274,900,0.027,0.001,6.942,2.897,1.187,1.001,0.08,0.001,8.65,4.992,1.291,1.001,0.048,0.001,8.67,3.714,1.234,1.001,0.026,-173.6,-114.1,0,NAN,-273.2
10/1/17 9:15,35787,274,915,0.027,0,6.9,2.897,1.187,1.001,0.08,0.001,8.66,4.99,1.291,1.002,0.048,0.001,8.66,3.713,1.234,1.001,0.026,-174.4,-112.8,0,NAN,-273.2
10/1/17 9:30,35788,274,930,0.027,0,6.93,2.898,1.187,1,0.08,0.001,8.64,4.994,1.291,1.001,0.048,0.001,8.66,3.713,1.234,1.001,0.026,-174.9,-112.3,0,NAN,-273.2
10/1/17 9:45,35789,274,945,0.027,0,6.93,2.898,1.187,1,0.08,0.001,8.62,4.99,1.291,1.002,0.048,0.001,8.67,3.715,1.234,1.001,0.026,-174.9,-112.3,0,NAN,-273.2
10/1/17 10:00,35790,274,1000,0.027,0.001,6.976,2.896,1.187,1.001,0.08,0.001,8.59,4.992,1.291,1.001,0.048,0.001,8.68,3.715,1.234,1.001,0.026,-174.1,-113,0,NAN,-273.2
10/1/17 10:15,35791,274,1015,0.027,0.001,7.002,2.896,1.187,1.001,0.08,0.001,8.58,4.993,1.291,1.001,0.048,0.001,8.72,3.713,1.234,1.001,0.026,-175.7,-111.4,0,NAN,-273.2
10/1/17 10:30,35792,274,1030,0.027,0.001,7.066,2.897,1.187,1.001,0.08,0.001,8.55,4.994,1.291,1.001,0.048,0.001,8.68,3.714,1.234,1.001,0.026,-175.3,-112.2,0,NAN,-273.2
10/1/17 10:45,35793,274,1045,0.027,0.001,7.117,2.895,1.187,1.001,0.08,0.001,8.55,4.993,1.291,1.001,0.048,0.001,8.68,3.714,1.234,1.001,0.026,-171.1,-116.9,0,NAN,-273.2
10/1/17 11:00,35794,274,1100,0.027,0.001,7.207,2.896,1.187,1.001,0.08,0.001,8.52,4.992,1.291,1.001,0.048,0.001,8.65,3.715,1.234,1.001,0.026,-171.1,-116.5,0,NAN,-273.2
10/1/17 11:15,35795,274,1115,0.027,0.001,7.291,2.896,1.187,1.001,0.08,0.001,8.53,4.989,1.291,1.002,0.048,0.001,8.68,3.714,1.234,1.001,0.026,-177.2,-109.6,0,NAN,-273.2
10/1/17 11:30,35796,274,1130,0.027,0.001,7.39,2.895,1.187,1.001,0.08,0.001,8.51,4.992,1.291,1.001,0.048,0.001,8.7,3.713,1.234,1.001,0.026,-174.8,-112.7,0,NAN,-273.2
10/1/17 11:45,35797,274,1145,0.027,0,7.507,2.898,1.187,1,0.08,0.001,8.49,4.992,1.291,1.001,0.048,0.001,8.66,3.714,1.234,1.001,0.025,-174.7,-112.6,0,NAN,-273.2
10/1/17 12:00,35798,274,1200,0.027,0,7.626,2.899,1.187,1,0.08,0.001,8.47,4.992,1.291,1.001,0.048,0.001,8.66,3.711,1.234,1.001,0.025,-174.3,-113.2,0,NAN,-273.2
10/1/17 12:15,35799,274,1215,0.027,0,7.764,2.897,1.187,1.001,0.08,0.001,8.47,4.991,1.291,1.002,0.048,0.001,8.7,3.714,1.234,1.001,0.025,-176,-110.7,0,NAN,-273.2
10/1/17 12:30,35800,274,1230,0.027,0.001,7.856,2.895,1.187,1.001,0.08,0.001,8.46,4.993,1.291,1.001,0.048,0.001,8.65,3.715,1.234,1.001,0.025,-177.5,-109.5,0,NAN,-273.2
10/1/17 12:45,35801,274,1245,0.027,0.001,7.967,2.895,1.187,1.001,0.08,0.001,8.46,4.993,1.291,1.001,0.048,0.001,8.67,3.714,1.234,1.001,0.025,-173.7,-113.7,0,NAN,-273.2
10/1/17 13:00,35802,274,1300,0.027,0.001,8.12,2.897,1.187,1.001,0.08,0.001,8.44,4.991,1.291,1.001,0.048,0.001,8.61,3.714,1.234,1.001,0.025,-177.8,-108.6,0,NAN,-273.2
10/1/17 13:15,35803,274,1315,0.027,0.001,8.22,2.896,1.187,1.001,0.08,0.001,8.43,4.992,1.291,1.001,0.048,0.001,8.66,3.713,1.234,1.001,0.025,-178.4,-108.4,0,NAN,-273.2
10/1/17 13:30,35804,274,1330,0.027,0,8.31,2.898,1.187,1,0.08,0.001,8.42,4.993,1.291,1.001,0.048,0.001,8.66,3.715,1.234,1.001,0.025,-178.4,-108.3,0,NAN,-273.2
10/1/17 13:45,35805,274,1345,0.027,0.001,8.37,2.897,1.187,1.001,0.08,0.001,8.4,4.992,1.291,1.001,0.048,0.001,8.65,3.715,1.234,1.001,0.025,-180,-106.3,0,NAN,-273.2
10/1/17 14:00,35806,274,1400,0.027,0.001,8.43,2.897,1.187,1.001,0.08,0.001,8.4,4.992,1.291,1.001,0.048,0.001,8.66,3.713,1.234,1.001,0.025,-178.8,-107.7,0,NAN,-273.2
10/1/17 14:15,35807,274,1415,0.027,0.001,8.49,2.897,1.187,1.001,0.08,0.001,8.4,4.993,1.291,1.001,0.048,0.001,8.67,3.714,1.234,1.001,0.025,-179.9,-106.2,0,NAN,-273.2
10/1/17 14:30,35808,274,1430,0.027,0.001,8.54,2.894,1.187,1.001,0.08,0.001,8.39,4.993,1.291,1.001,0.048,0.001,8.69,3.714,1.234,1.001,0.025,-178.7,-107.6,0,NAN,-273.2
10/1/17 14:45,35809,274,1445,0.027,0.001,8.61,2.897,1.187,1.001,0.08,0.001,8.38,4.993,1.291,1.001,0.048,0.001,8.65,3.713,1.234,1.001,0.025,-177.4,-109.5,0,NAN,-273.2
10/1/17 15:00,35810,274,1500,0.028,0.001,8.68,2.917,1.188,1.001,0.08,0.001,8.39,4.996,1.291,1.001,0.048,0.001,8.68,3.713,1.234,1.001,0.025,-177.6,-108.7,0,NAN,-273.2
10/1/17 15:15,35811,274,1515,0.028,0,8.79,2.922,1.188,1,0.08,0.001,8.4,5.017,1.292,1.001,0.048,0.001,8.66,3.715,1.234,1.001,0.026,-179.3,-107,0,NAN,-273.2
10/1/17 15:30,35812,274,1530,0.028,0,8.91,2.92,1.188,1.001,0.08,0.001,8.39,4.993,1.291,1.001,0.048,0.001,8.69,3.714,1.234,1.001,0.025,-181.1,-104.9,0,NAN,-273.2
10/1/17 15:45,35813,274,1545,0.028,0.001,9.02,2.918,1.188,1.001,0.08,0.001,8.38,4.992,1.291,1.001,0.048,0.001,8.66,3.713,1.234,1.001,0.025,-175.1,-112.5,0,NAN,-273.2
10/1/17 16:00,35814,274,1600,0.028,0.001,9.15,2.918,1.188,1.001,0.08,0.001,8.38,4.992,1.291,1.001,0.048,0.001,8.67,3.714,1.234,1.001,0.025,-175.9,-110.8,0,NAN,-273.2
10/1/17 16:15,35815,274,1615,0.028,0.001,9.27,2.919,1.188,1.001,0.08,0.001,8.39,4.995,1.291,1.001,0.048,0.001,8.64,3.714,1.234,1.001,0.026,-175.7,-111,0,NAN,-273.2
10/1/17 16:30,35816,274,1630,0.028,0.001,9.35,2.918,1.188,1.001,0.08,0.001,8.4,4.994,1.291,1.001,0.048,0.001,8.6,3.713,1.234,1.001,0.026,-179.3,-106.9,0,NAN,-273.2
10/1/17 16:45,35817,274,1645,0.028,0.001,9.47,2.919,1.188,1.001,0.08,0.001,8.4,4.992,1.291,1.001,0.048,0.001,8.63,3.713,1.234,1.001,0.026,-178.5,-108.3,0,NAN,-273.2
10/1/17 17:00,35818,274,1700,0.028,0.001,9.56,2.919,1.188,1.001,0.08,0.001,8.39,4.993,1.291,1.001,0.048,0.001,8.67,3.714,1.234,1.001,0.026,-176.8,-110.2,0,NAN,-273.2
10/1/17 17:15,35819,274,1715,0.028,0,9.63,2.92,1.188,1.001,0.08,0.001,8.42,4.992,1.291,1.001,0.048,0.001,8.63,3.714,1.234,1.001,0.026,-177.7,-109.1,0,NAN,-273.2
10/1/17 17:30,35820,274,1730,0.028,0.001,9.65,2.919,1.188,1.001,0.08,0.001,8.43,4.992,1.291,1.001,0.048,0.001,8.65,3.714,1.234,1.001,0.026,-177.4,-109.6,0,NAN,-273.2
10/1/17 17:45,35821,274,1745,0.028,0.001,9.71,2.917,1.188,1.001,0.08,0.001,8.44,4.99,1.291,1.002,0.048,0.001,8.64,3.713,1.234,1.001,0.026,-178.3,-108.8,0,NAN,-273.2
10/1/17 18:00,35822,274,1800,0.028,0.001,9.71,2.918,1.188,1.001,0.08,0.001,8.47,4.993,1.291,1.001,0.048,0.001,8.65,3.713,1.234,1.001,0.026,-178.1,-108.6,0,NAN,-273.2
10/1/17 18:15,35823,274,1815,0.028,0.001,9.7,2.917,1.188,1.001,0.08,0.001,8.47,4.993,1.291,1.001,0.048,0.001,8.63,3.714,1.234,1.001,0.026,-180.7,-105.6,0,NAN,-273.2
10/1/17 18:30,35824,274,1830,0.028,0,9.72,2.919,1.188,1.001,0.08,0.001,8.48,4.992,1.291,1.001,0.048,0.001,8.64,3.713,1.234,1.001,0.026,-180.7,-105.7,0,NAN,-273.2
10/1/17 18:45,35825,274,1845,0.028,0,9.75,2.92,1.188,1.001,0.08,0.001,8.5,4.992,1.291,1.001,0.048,0.001,8.66,3.715,1.234,1.001,0.026,-180.5,-106.3,0,NAN,-273.2
10/1/17 19:00,35826,274,1900,0.028,0,9.68,2.919,1.188,1.001,0.08,0.001,8.51,4.993,1.291,1.001,0.048,0.001,8.6,3.713,1.234,1.001,0.026,-178.9,-107.9,0,NAN,-273.2
10/1/17 19:15,35827,274,1915,0.028,0,9.66,2.92,1.188,1,0.08,0.001,8.53,4.994,1.291,1.001,0.048,0.001,8.66,3.713,1.234,1.001,0.026,-178,-109.2,0,NAN,-273.2
10/1/17 19:30,35828,274,1930,0.028,0,9.62,2.92,1.188,1.001,0.08,0.001,8.5,5.016,1.292,1.001,0.048,0.001,8.62,3.714,1.234,1.001,0.026,-177.2,-110.1,0,NAN,-273.2
10/1/17 19:45,35829,274,1945,0.028,0.001,9.53,2.917,1.188,1.001,0.08,0.001,8.55,4.992,1.291,1.001,0.048,0.001,8.58,3.713,1.234,1.001,0.026,-178.1,-108.6,0,NAN,-273.2
10/1/17 20:00,35830,274,2000,0.027,0,9.51,2.899,1.187,1,0.08,0.001,8.54,4.991,1.291,1.002,0.048,0.001,8.61,3.714,1.234,1.001,0.026,-178.6,-108.3,0,NAN,-273.2
10/1/17 20:15,35831,274,2015,0.027,0,9.44,2.897,1.187,1.001,0.08,0.001,8.57,4.994,1.291,1.001,0.048,0.001,8.59,3.715,1.234,1.001,0.026,-176.7,-110.8,0,NAN,-273.2
10/1/17 20:30,35832,274,2030,0.027,0,9.34,2.897,1.187,1.001,0.08,0.001,8.59,4.992,1.291,1.001,0.048,0.001,8.61,3.714,1.234,1.001,0.026,-175.6,-111.6,0,NAN,-273.2
10/1/17 20:45,35833,274,2045,0.027,0,9.27,2.898,1.187,1,0.08,0.001,8.62,4.992,1.291,1.001,0.048,0.001,8.63,3.713,1.234,1.001,0.026,-176,-111.4,0,NAN,-273.2
10/1/17 21:00,35834,274,2100,0.027,0.001,9.23,2.895,1.187,1.001,0.08,0.001,8.61,4.995,1.291,1.001,0.048,0.001,8.62,3.715,1.234,1.001,0.026,-174.6,-112.9,0,NAN,-273.2
10/1/17 21:15,35835,274,2115,0.027,0,9.14,2.898,1.187,1,0.08,0.001,8.62,4.991,1.291,1.002,0.048,0.001,8.62,3.714,1.234,1.001,0.026,-175.9,-111.5,0,NAN,-273.2
10/1/17 21:30,35836,274,2130,0.027,0,9.06,2.898,1.187,1,0.08,0.001,8.64,4.991,1.291,1.002,0.048,0,8.63,3.716,1.234,1,0.027,-176.6,-110.6,0,NAN,-273.2
10/1/17 21:45,35837,274,2145,0.027,0.001,8.98,2.895,1.187,1.001,0.08,0.001,8.66,4.992,1.291,1.001,0.048,0.001,8.64,3.714,1.234,1.001,0.027,-175.7,-111.9,0,NAN,-273.2
10/1/17 22:00,35838,274,2200,0.027,0,8.89,2.898,1.187,1,0.08,0.001,8.65,4.992,1.291,1.001,0.048,0.001,8.62,3.715,1.234,1.001,0.027,-176.5,-110.5,0,NAN,-273.2
10/1/17 22:15,35839,274,2215,0.027,0.001,8.81,2.895,1.187,1.001,0.08,0.001,8.67,4.992,1.291,1.001,0.048,0.001,8.63,3.715,1.234,1.001,0.027,-177.7,-109.2,0,NAN,-273.2
10/1/17 22:30,35840,274,2230,0.027,0.001,8.71,2.896,1.187,1.001,0.08,0.001,8.66,4.994,1.291,1.001,0.048,0.001,8.63,3.715,1.234,1.001,0.027,-173.7,-114.2,0,NAN,-273.2
10/1/17 22:45,35841,274,2245,0.027,0.001,8.59,2.896,1.187,1.001,0.08,0.001,8.68,4.992,1.291,1.001,0.048,0.001,8.64,3.715,1.234,1.001,0.027,-172.5,-115.1,0,NAN,-273.2
10/1/17 23:00,35842,274,2300,0.027,0,8.52,2.897,1.187,1.001,0.08,0.001,8.68,4.994,1.291,1.001,0.048,0.001,8.63,3.713,1.234,1.001,0.027,-175.5,-112.1,0,NAN,-273.2
10/1/17 23:15,35843,274,2315,0.027,0.001,8.47,2.895,1.187,1.001,0.08,0.001,8.7,4.992,1.291,1.001,0.048,0.001,8.62,3.713,1.234,1.001,0.027,-175.3,-112.2,0,NAN,-273.2
10/1/17 23:30,35844,274,2330,0.027,0,8.37,2.897,1.187,1.001,0.08,0.001,8.7,4.993,1.291,1.001,0.048,0.001,8.66,3.715,1.234,1.001,0.027,-174.5,-112.9,0,NAN,-273.2
10/1/17 23:45,35845,274,2345,0.027,0,8.29,2.897,1.187,1,0.08,0.001,8.71,4.991,1.291,1.002,0.048,0.001,8.62,3.713,1.234,1.001,0.027,-177.9,-109,0,NAN,-273.2
10/2/17 0:00,35846,275,0,0.027,0,8.17,2.898,1.187,1,0.08,0.001,8.7,4.993,1.291,1.001,0.048,0.001,8.6,3.714,1.234,1.001,0.027,-174.7,-113.4,0,NAN,-273.2
10/2/17 0:15,35847,275,15,0.027,0.001,8.1,2.895,1.187,1.001,0.08,0.001,8.71,4.994,1.291,1.001,0.048,0.001,8.62,3.712,1.234,1.001,0.027,-173,-114.9,0,NAN,-273.2
10/2/17 0:30,35848,275,30,0.027,0.001,8.01,2.896,1.187,1.001,0.08,0.001,8.73,4.993,1.291,1.001,0.048,0.001,8.63,3.714,1.234,1.001,0.027,-173.9,-113.9,0,NAN,-273.2
10/2/17 0:45,35849,275,45,0.027,0.001,7.942,2.895,1.187,1.001,0.08,0.001,8.7,4.991,1.291,1.002,0.048,0.001,8.65,3.715,1.234,1.001,0.027,-174.1,-113.4,0,NAN,-273.2
10/2/17 1:00,35850,275,100,0.027,0,7.851,2.898,1.187,1,0.08,0.001,8.71,4.994,1.291,1.001,0.048,0.001,8.67,3.715,1.234,1.001,0.027,-176.6,-110.6,0,NAN,-273.2
10/2/17 1:15,35851,275,115,0.027,0,7.755,2.897,1.187,1.001,0.08,0.001,8.69,4.993,1.291,1.001,0.048,0.001,8.64,3.714,1.234,1.001,0.027,-176,-111.5,0,NAN,-273.2
10/2/17 1:30,35852,275,130,0.027,0.001,7.67,2.895,1.187,1.001,0.08,0.001,8.7,4.992,1.291,1.001,0.048,0.001,8.64,3.714,1.234,1.001,0.027,-175.6,-111.8,0,NAN,-273.2
10/2/17 1:45,35853,275,145,0.027,0.001,7.547,2.895,1.187,1.001,0.08,0.001,8.67,4.993,1.291,1.001,0.048,0.001,8.62,3.714,1.234,1.001,0.027,-171.7,-116.8,0,NAN,-273.2
10/2/17 2:00,35854,275,200,0.027,0,7.514,2.899,1.187,1,0.08,0.001,8.69,4.993,1.291,1.001,0.048,0.001,8.6,3.714,1.234,1.001,0.027,-172.1,-116,0,NAN,-273.2
10/2/17 2:15,35855,275,215,0.027,0.001,7.418,2.897,1.187,1.001,0.08,0.001,8.69,4.991,1.291,1.001,0.048,0.001,8.63,3.714,1.234,1.001,0.027,-173.8,-113.7,0,NAN,-273.2
10/2/17 2:30,35856,275,230,0.027,0.001,7.311,2.896,1.187,1.001,0.08,0.001,8.68,4.992,1.291,1.001,0.048,0.001,8.65,3.713,1.234,1.001,0.027,-176.4,-111.2,0,NAN,-273.2
10/2/17 2:45,35857,275,245,0.027,0,7.264,2.898,1.187,1,0.08,0.001,8.67,4.992,1.291,1.001,0.048,0.001,8.65,3.714,1.234,1.001,0.027,-174.9,-112.4,0,NAN,-273.2
10/2/17 3:00,35858,275,300,0.027,0.001,7.172,2.896,1.187,1.001,0.08,0.001,8.61,4.991,1.291,1.001,0.048,0.001,8.61,3.713,1.234,1.001,0.027,-174.1,-113.7,0,NAN,-273.2
10/2/17 3:15,35859,275,315,0.027,0.001,7.123,2.895,1.187,1.001,0.08,0.001,8.64,4.994,1.291,1.001,0.048,0.001,8.65,3.714,1.234,1.001,0.027,-168.1,-120.6,0,NAN,-273.2
10/2/17 3:30,35860,275,330,0.027,0.001,7.038,2.896,1.187,1.001,0.08,0.001,8.63,5.016,1.292,1.001,0.048,0.001,8.67,3.713,1.234,1.001,0.027,-170.9,-116.7,0,NAN,-273.2
10/2/17 3:45,35861,275,345,0.027,0,6.93,2.897,1.187,1,0.08,0.001,8.61,4.992,1.291,1.001,0.048,0.001,8.64,3.713,1.234,1.001,0.027,-174.6,-113,0,NAN,-273.2
10/2/17 4:00,35862,275,400,0.027,0,6.838,2.898,1.187,1,0.08,0.001,8.61,4.99,1.291,1.002,0.048,0.001,8.66,3.715,1.234,1.001,0.027,-171.1,-117.4,0,NAN,-273.2
10/2/17 4:15,35863,275,415,0.027,0,6.785,2.897,1.187,1.001,0.08,0.001,8.6,4.993,1.291,1.001,0.048,0.001,8.68,3.713,1.234,1.001,0.027,-170,-118.3,0,NAN,-273.2
10/2/17 4:30,35864,275,430,0.027,0,6.732,2.897,1.187,1,0.08,0.001,8.57,5.019,1.292,1.001,0.048,0.001,8.64,3.713,1.234,1.001,0.027,-168.9,-119.3,0,NAN,-273.2
10/2/17 4:45,35865,275,445,0.027,0.001,6.655,2.894,1.187,1.001,0.08,0.001,8.56,5.019,1.292,1.001,0.048,0,8.65,3.716,1.234,1,0.027,-171.4,-116.7,0,NAN,-273.2
10/2/17 5:00,35866,275,500,0.027,0.001,6.574,2.895,1.187,1.001,0.08,0.001,8.55,5.017,1.292,1.002,0.048,0.001,8.64,3.713,1.234,1.001,0.027,-168.6,-120.4,0,NAN,-273.2
10/2/17 5:15,35867,275,515,0.027,0.001,6.527,2.896,1.187,1.001,0.08,0.001,8.54,4.993,1.291,1.001,0.048,0.001,8.67,3.715,1.234,1.001,0.027,-169.6,-118.3,0,NAN,-273.2
