TOA5,CR1000_tower4_S,CR1000,75038,CR1000.Std.28,CPU:SH_Site4_South_1_0_09222016.CR1,20810,Enviro,,,,,,,,,,,,,,,,,,,,
10/3/17 22:30,36032,276,2230,0.027,0.001,6.559,2.896,1.187,1.001,0.079,0.001,7.492,4.966,1.29,1.001,0.048,0.001,8.15,3.713,1.234,1.001,0.027,-171.4,-117.2,0,NAN,-273.2
10/3/17 22:45,36033,276,2245,0.027,0.001,6.472,2.896,1.187,1.001,0.079,0.001,7.514,4.965,1.29,1.001,0.048,0.001,8.14,3.715,1.234,1.001,0.027,-170.5,-118.2,0,NAN,-273.2
10/3/17 23:00,36034,276,2300,0.027,0,6.407,2.897,1.187,1.001,0.079,0.001,7.511,4.965,1.29,1.001,0.048,0.001,8.11,3.713,1.234,1.001,0.027,-170,-118.7,0,NAN,-273.2
10/3/17 23:15,36035,276,2315,0.027,0,6.317,2.898,1.187,1,0.079,0.001,7.502,4.966,1.29,1.001,0.048,0.001,8.11,3.714,1.234,1.001,0.027,-172.1,-115.7,0,NAN,-273.2
10/3/17 23:30,36036,276,2330,0.027,0.001,6.223,2.896,1.187,1.001,0.079,0.001,7.493,4.965,1.29,1.001,0.048,0.001,8.14,3.712,1.234,1.001,0.027,-173.9,-113.9,0,NAN,-273.2
10/3/17 23:45,36037,276,2345,0.027,0.001,6.19,2.896,1.187,1.001,0.079,0.001,7.524,4.965,1.29,1.001,0.048,0.001,8.11,3.714,1.234,1.001,0.027,-174.1,-113.6,0,NAN,-273.2
10/4/17 0:00,36038,277,0,0.027,0.001,6.106,2.896,1.187,1.001,0.079,0.001,7.503,4.966,1.29,1.001,0.048,0.001,8.12,3.716,1.234,1.001,0.027,-171.1,-117.5,0,NAN,-273.2
10/4/17 0:15,36039,277,15,0.027,0.001,6.067,2.896,1.187,1.001,0.079,0.001,7.471,4.965,1.29,1.001,0.048,0.001,8.12,3.714,1.234,1.001,0.027,-171.5,-116.5,0,NAN,-273.2
10/4/17 0:30,36040,277,30,0.027,0,5.983,2.898,1.187,1,0.079,0.001,7.494,4.967,1.29,1.001,0.048,0.001,8.11,3.715,1.234,1.001,0.027,-173.8,-113.8,0,NAN,-273.2
10/4/17 0:45,36041,277,45,0.027,0.001,5.896,2.896,1.187,1.001,0.079,0.001,7.502,4.966,1.29,1.001,0.048,0.001,8.12,3.714,1.234,1.001,0.027,-174,-113.8,0,NAN,-273.2
10/4/17 1:00,36042,277,100,0.027,0.001,5.823,2.896,1.187,1.001,0.079,0.001,7.491,4.965,1.29,1.001,0.048,0.001,8.1,3.715,1.234,1.001,0.027,-173,-115,0,NAN,-273.2
10/4/17 1:15,36043,277,115,0.027,0.001,5.812,2.896,1.187,1.001,0.079,0.001,7.498,4.965,1.29,1.001,0.048,0.001,8.12,3.715,1.234,1.001,0.027,-171.2,-117.2,0,NAN,-273.2
10/4/17 1:30,36044,277,130,0.027,0.001,5.738,2.896,1.187,1.001,0.079,0.001,7.48,4.966,1.29,1.001,0.048,0.001,8.11,3.713,1.234,1.001,0.027,-170.6,-117.8,0,NAN,-273.2
10/4/17 1:45,36045,277,145,0.027,0.001,5.679,2.896,1.187,1.001,0.079,0.001,7.491,4.965,1.29,1.002,0.048,0.001,8.12,3.714,1.234,1.001,0.027,-170.5,-117.6,0,NAN,-273.2
10/4/17 2:00,36046,277,200,0.027,0,5.635,2.899,1.187,1,0.079,0.001,7.459,4.964,1.29,1.002,0.048,0.001,8.1,3.715,1.234,1.001,0.027,-169.4,-119.2,0,NAN,-273.2
10/4/17 2:15,36047,277,215,0.027,0.001,5.609,2.896,1.187,1.001,0.079,0.001,7.463,4.964,1.29,1.001,0.048,0.001,8.1,3.714,1.234,1.001,0.027,-169.1,-119.4,0,NAN,-273.2
10/4/17 2:30,36048,277,230,0.027,0.001,5.512,2.897,1.187,1.001,0.079,0.001,7.453,4.965,1.29,1.001,0.048,0.001,8.12,3.712,1.234,1.001,0.027,-166.3,-122.7,0,NAN,-273.2
10/4/17 2:45,36049,277,245,0.027,0.001,5.453,2.896,1.187,1.001,0.079,0.001,7.496,4.965,1.29,1.001,0.048,0.001,8.11,3.714,1.234,1.001,0.027,-169.4,-118.8,0,NAN,-273.2
10/4/17 3:00,36050,277,300,0.027,0,5.367,2.898,1.187,1,0.079,0.001,7.457,4.965,1.29,1.001,0.048,0.001,8.12,3.715,1.234,1.001,0.027,-167.7,-121.3,0,NAN,-273.2
10/4/17 3:15,36051,277,315,0.027,0.001,5.346,2.895,1.187,1.001,0.079,0.001,7.483,4.965,1.29,1.001,0.048,0.001,8.14,3.713,1.234,1.001,0.027,-167.7,-120.7,0,NAN,-273.2
10/4/17 3:30,36052,277,330,0.027,0.001,5.282,2.895,1.187,1.001,0.079,0.001,7.419,4.964,1.29,1.001,0.048,0.001,8.11,3.712,1.234,1.001,0.027,-171.8,-116.1,0,NAN,-273.2
10/4/17 3:45,36053,277,345,0.027,0,5.219,2.897,1.187,1.001,0.079,0.001,7.441,4.965,1.29,1.001,0.048,0.001,8.09,3.716,1.234,1.001,0.027,-170.2,-118.4,0,NAN,-273.2
10/4/17 4:00,36054,277,400,0.027,0.001,5.203,2.896,1.187,1.001,0.079,0.001,7.406,4.966,1.29,1.001,0.048,0.001,8.09,3.714,1.234,1.001,0.027,-170.9,-117.4,0,NAN,-273.2
10/4/17 4:15,36055,277,415,0.027,0.001,5.129,2.895,1.187,1.001,0.079,0.001,7.415,4.967,1.29,1.001,0.048,0.001,8.1,3.715,1.234,1.001,0.027,-173.7,-114.2,0,NAN,-273.2
10/4/17 4:30,36056,277,430,0.027,0,5.092,2.898,1.187,1,0.079,0.001,7.382,4.965,1.29,1.001,0.048,0.001,8.07,3.714,1.234,1.001,0.027,-170.7,-118.2,0,NAN,-273.2
10/4/17 4:45,36057,277,445,0.027,0.001,5.047,2.896,1.187,1.001,0.079,0.001,7.355,4.965,1.29,1.001,0.048,0.001,8.08,3.715,1.234,1.001,0.027,-168.4,-120.3,0,NAN,-273.2
10/4/17 5:00,36058,277,500,0.027,0,5.003,2.898,1.187,1.001,0.079,0.001,7.395,4.966,1.29,1.001,0.048,0.001,8.08,3.715,1.234,1.001,0.027,-168.7,-119.8,0,NAN,-273.2
10/4/17 5:15,36059,277,515,0.027,0.001,4.95,2.895,1.187,1.001,0.079,0.001,7.381,4.966,1.29,1.001,0.048,0.001,8.09,3.714,1.234,1.001,0.027,-169.7,-119,0,NAN,-273.2
10/4/17 5:30,36060,277,530,0.027,0.001,4.921,2.895,1.187,1.001,0.079,0.001,7.365,4.964,1.29,1.002,0.048,0.001,8.07,3.714,1.234,1.001,0.027,-168,-121.2,0,NAN,-273.2
10/4/17 5:45,36061,277,545,0.027,0.001,4.868,2.896,1.187,1.001,0.079,0.001,7.342,4.963,1.29,1.002,0.048,0.001,8.08,3.715,1.234,1.001,0.027,-168.4,-120.5,0,NAN,-273.2
10/4/17 6:00,36062,277,600,0.027,0.001,4.795,2.896,1.187,1.001,0.079,0.001,7.321,4.964,1.29,1.001,0.048,0.001,8.07,3.714,1.234,1.001,0.027,-169.6,-119.2,0,NAN,-273.2
10/4/17 6:15,36063,277,615,0.027,0.001,4.766,2.896,1.187,1.001,0.079,0.001,7.302,4.967,1.29,1.001,0.048,0.001,8.07,3.714,1.234,1.001,0.027,-169,-119.7,0,NAN,-273.2
10/4/17 6:30,36064,277,630,0.027,0,4.719,2.897,1.187,1.001,0.079,0.001,7.293,4.965,1.29,1.001,0.048,0.001,8.08,3.715,1.234,1.001,0.027,-167.1,-122.2,0,NAN,-273.2
10/4/17 6:45,36065,277,645,0.027,0.001,4.699,2.897,1.187,1.001,0.079,0.001,7.284,4.964,1.29,1.002,0.048,0.001,8.08,3.714,1.234,1.001,0.027,-168.7,-119.7,0,NAN,-273.2
10/4/17 7:00,36066,277,700,0.027,0.001,4.61,2.894,1.187,1.001,0.079,0.001,7.269,4.964,1.29,1.002,0.048,0.001,8.05,3.715,1.234,1.001,0.027,-168.5,-119.9,0,NAN,-273.2
10/4/17 7:15,36067,277,715,0.027,0,4.563,2.898,1.187,1,0.079,0.001,7.255,4.964,1.29,1.002,0.048,0.001,8.04,3.713,1.234,1.001,0.027,-169.8,-118.2,0,NAN,-273.2
10/4/17 7:30,36068,277,730,0.027,0,4.535,2.899,1.187,1,0.079,0.001,7.174,4.964,1.29,1.002,0.048,0.001,8.04,3.715,1.234,1.001,0.027,-173.2,-114.9,0,NAN,-273.2
10/4/17 7:45,36069,277,745,0.027,0,4.468,2.898,1.187,1,0.079,0.001,7.232,4.963,1.29,1.002,0.048,0.001,8.04,3.714,1.234,1.001,0.027,-168.7,-120.4,0,NAN,-273.2
10/4/17 8:00,36070,277,800,0.027,0.001,4.445,2.897,1.187,1.001,0.079,0.001,7.2,4.966,1.29,1.001,0.048,0.001,8.05,3.713,1.234,1.001,0.027,-170.3,-118,0,NAN,-273.2
10/4/17 8:15,36071,277,815,0.027,0,4.401,2.897,1.187,1.001,0.079,0.001,7.17,4.967,1.29,1.001,0.048,0.001,8.07,3.713,1.234,1.001,0.027,-166.6,-122.9,0,NAN,-273.2
10/4/17 8:30,36072,277,830,0.027,0,4.39,2.897,1.187,1.001,0.079,0.001,7.138,4.964,1.29,1.002,0.048,0.001,8.04,3.714,1.234,1.001,0.027,-165.6,-123.6,0,NAN,-273.2
10/4/17 8:45,36073,277,845,0.027,0.001,4.351,2.896,1.187,1.001,0.079,0.001,7.151,4.966,1.29,1.001,0.048,0.001,8.03,3.715,1.234,1.001,0.027,-168.5,-119.8,0,NAN,-273.2
10/4/17 9:00,36074,277,900,0.027,0.001,4.333,2.897,1.187,1.001,0.079,0.001,7.148,4.965,1.29,1.001,0.048,0.001,8.03,3.713,1.234,1.001,0.027,-174.8,-112.7,0,NAN,-273.2
10/4/17 9:15,36075,277,915,0.027,0.001,4.319,2.896,1.187,1.001,0.079,0.001,7.17,4.965,1.29,1.001,0.048,0.001,8.03,3.715,1.234,1.001,0.027,-172,-116.4,0,NAN,-273.2
10/4/17 9:30,36076,277,930,0.027,0.001,4.28,2.897,1.187,1.001,0.079,0.001,7.101,4.965,1.29,1.001,0.048,0.001,8.02,3.713,1.234,1.001,0.027,-175.7,-111.6,0,NAN,-273.2
10/4/17 9:45,36077,277,945,0.027,0,4.295,2.897,1.187,1.001,0.079,0.001,7.087,4.966,1.29,1.001,0.048,0.001,7.987,3.713,1.234,1.001,0.027,-176,-111.3,0,NAN,-273.2
10/4/17 10:00,36078,277,1000,0.027,0,4.345,2.898,1.187,1.001,0.079,0.001,7.085,4.965,1.29,1.001,0.048,0.001,8.01,3.715,1.234,1.001,0.026,-176.4,-110.7,0,NAN,-273.2
10/4/17 10:15,36079,277,1015,0.027,0.001,4.323,2.896,1.187,1.001,0.079,0.001,7.059,4.967,1.29,1.001,0.048,0.001,8.02,3.716,1.234,1.001,0.026,-175.9,-111.4,0,NAN,-273.2
10/4/17 10:30,36080,277,1030,0.027,0.001,4.388,2.896,1.187,1.001,0.079,0.001,7.045,4.965,1.29,1.001,0.048,0.001,8.03,3.714,1.234,1.001,0.026,-176.7,-110.3,0,NAN,-273.2
10/4/17 10:45,36081,277,1045,0.027,0.001,4.412,2.894,1.187,1.001,0.079,0.001,7.036,4.962,1.29,1.002,0.048,0.001,7.997,3.714,1.234,1.001,0.026,-178,-108.6,0,NAN,-273.2
10/4/17 11:00,36082,277,1100,0.027,0,4.511,2.899,1.187,1,0.078,0.001,7.022,4.939,1.289,1.002,0.048,0,7.995,3.716,1.234,1,0.026,-176.9,-110.4,0,NAN,-273.2
10/4/17 11:15,36083,277,1115,0.027,0.001,4.582,2.896,1.187,1.001,0.079,0.001,6.985,4.963,1.29,1.001,0.048,0,8,3.716,1.234,1,0.026,-177.8,-108.7,0,NAN,-273.2
10/4/17 11:30,36084,277,1130,0.027,0.001,4.717,2.897,1.187,1.001,0.078,0.001,6.963,4.939,1.288,1.001,0.048,0.001,7.962,3.714,1.234,1.001,0.026,-177.2,-109.5,0,NAN,-273.2
10/4/17 11:45,36085,277,1145,0.027,0.001,4.855,2.896,1.187,1.001,0.078,0.001,6.965,4.937,1.288,1.002,0.048,0.001,7.994,3.715,1.234,1.001,0.025,-177.6,-109.2,0,NAN,-273.2
10/4/17 12:00,36086,277,1200,0.027,0,4.991,2.898,1.187,1,0.078,0.001,6.957,4.939,1.288,1.001,0.048,0.001,7.98,3.715,1.234,1.001,0.025,-177.7,-109,0,NAN,-273.2
10/4/17 12:15,36087,277,1215,0.027,0.001,5.118,2.896,1.187,1.001,0.078,0.001,6.919,4.939,1.289,1.002,0.048,0.001,7.979,3.715,1.234,1.001,0.026,-176.2,-110.8,0,NAN,-273.2
10/4/17 12:30,36088,277,1230,0.027,0,5.241,2.899,1.187,1,0.079,0.001,6.93,4.963,1.29,1.001,0.048,0.001,7.968,3.713,1.234,1.001,0.026,-176.3,-110.5,0,NAN,-273.2
10/4/17 12:45,36089,277,1245,0.027,0,5.378,2.897,1.187,1,0.078,0.001,6.927,4.938,1.288,1.001,0.048,0.001,7.965,3.713,1.234,1.001,0.026,-176.6,-110.4,0,NAN,-273.2
10/4/17 13:00,36090,277,1300,0.027,0,5.476,2.901,1.187,1,0.078,0.001,6.883,4.939,1.288,1.001,0.048,0.001,7.962,3.714,1.234,1.001,0.025,-178.7,-107.3,0,NAN,-273.2
10/4/17 13:15,36091,277,1315,0.028,0,5.589,2.92,1.188,1.001,0.078,0.001,6.892,4.94,1.289,1.001,0.048,0.001,7.953,3.715,1.234,1.001,0.025,-178.9,-107.7,0,NAN,-273.2
10/4/17 13:30,36092,277,1330,0.028,0.001,5.689,2.919,1.188,1.001,0.079,0.001,6.893,4.962,1.29,1.002,0.048,0.001,7.942,3.712,1.234,1.001,0.025,-177.3,-109.5,0,NAN,-273.2
10/4/17 13:45,36093,277,1345,0.028,0.001,5.797,2.916,1.188,1.001,0.078,0.001,6.826,4.937,1.288,1.002,0.048,0.001,7.939,3.715,1.234,1.001,0.025,-175.7,-111.5,0,NAN,-273.2
10/4/17 14:00,36094,277,1400,0.028,0.001,5.895,2.919,1.188,1.001,0.078,0.001,6.865,4.938,1.288,1.001,0.048,0.001,7.941,3.714,1.234,1.001,0.025,-177.6,-109.1,0,NAN,-273.2
10/4/17 14:15,36095,277,1415,0.028,0.001,5.97,2.918,1.188,1.001,0.078,0.001,6.91,4.939,1.288,1.001,0.048,0.001,7.931,3.714,1.234,1.001,0.025,-178.9,-107.3,0,NAN,-273.2
10/4/17 14:30,36096,277,1430,0.028,0.001,6.058,2.919,1.188,1.001,0.078,0.001,6.871,4.939,1.288,1.001,0.048,0.001,7.908,3.714,1.234,1.001,0.026,-181.5,-104.6,0,NAN,-273.2
10/4/17 14:45,36097,277,1445,0.028,0.001,6.156,2.919,1.188,1.001,0.078,0.001,6.866,4.939,1.288,1.001,0.048,0.001,7.92,3.714,1.234,1.001,0.025,-178.3,-108.7,0,NAN,-273.2
10/4/17 15:00,36098,277,1500,0.028,0.001,6.283,2.919,1.188,1.001,0.078,0.001,6.873,4.937,1.288,1.002,0.048,0.001,7.899,3.714,1.234,1.001,0.025,-178.7,-108,0,NAN,-273.2
10/4/17 15:15,36099,277,1515,0.028,0.001,6.392,2.916,1.188,1.001,0.078,0.001,6.857,4.939,1.288,1.001,0.048,0.001,7.912,3.714,1.234,1.001,0.025,-177.4,-109.2,0,NAN,-273.2
10/4/17 15:30,36100,277,1530,0.028,0,6.526,2.92,1.188,1,0.078,0.001,6.865,4.937,1.288,1.001,0.048,0.001,7.899,3.715,1.234,1.001,0.025,-177.9,-108.8,0,NAN,-273.2
10/4/17 15:45,36101,277,1545,0.028,0.001,6.649,2.919,1.188,1.001,0.078,0.001,6.86,4.941,1.288,1.001,0.048,0,7.916,3.717,1.234,1,0.026,-178.5,-107.7,0,NAN,-273.2
10/4/17 16:00,36102,277,1600,0.028,0.001,6.802,2.919,1.188,1.001,0.078,0.001,6.881,4.939,1.288,1.001,0.048,0.001,7.881,3.715,1.234,1.001,0.026,-180.3,-105.6,0,NAN,-273.2
10/4/17 16:15,36103,277,1615,0.028,0,6.971,2.919,1.188,1.001,0.078,0.001,6.893,4.939,1.288,1.001,0.048,0.001,7.889,3.715,1.234,1.001,0.026,-177.8,-109,0,NAN,-273.2
10/4/17 16:30,36104,277,1630,0.028,0,7.091,2.921,1.188,1,0.078,0.001,6.876,4.94,1.288,1.001,0.048,0.001,7.888,3.713,1.234,1.001,0.026,-177.6,-109,0,NAN,-273.2
10/4/17 16:45,36105,277,1645,0.028,0.001,7.244,2.917,1.188,1.001,0.078,0.001,6.901,4.938,1.288,1.001,0.048,0.001,7.876,3.714,1.234,1.001,0.026,-177.6,-108.9,0,NAN,-273.2
10/4/17 17:00,36106,277,1700,0.028,0,7.341,2.919,1.188,1.001,0.078,0.001,6.911,4.94,1.288,1.001,0.048,0.001,7.864,3.715,1.234,1.001,0.026,-179,-107,0,NAN,-273.2
10/4/17 17:15,36107,277,1715,0.028,0,7.436,2.921,1.188,1,0.078,0.001,6.898,4.937,1.288,1.001,0.048,0.001,7.909,3.714,1.234,1.001,0.026,-178.9,-107.9,0,NAN,-273.2
10/4/17 17:30,36108,277,1730,0.028,0.001,7.537,2.919,1.188,1.001,0.078,0.001,6.907,4.938,1.288,1.001,0.048,0.001,7.865,3.714,1.234,1.001,0.026,-177.5,-109.4,0,NAN,-273.2
10/4/17 17:45,36109,277,1745,0.028,0,7.611,2.92,1.188,1,0.078,0.001,6.913,4.938,1.288,1.001,0.048,0.001,7.854,3.715,1.234,1.001,0.026,-176.6,-111.1,0,NAN,-273.2
10/4/17 18:00,36110,277,1800,0.028,0,7.657,2.92,1.188,1,0.078,0.001,6.928,4.937,1.288,1.002,0.048,0.001,7.851,3.715,1.234,1.001,0.026,-177.2,-109.4,0,NAN,-273.2
10/4/17 18:15,36111,277,1815,0.028,0,7.684,2.92,1.188,1.001,0.078,0.001,6.942,4.937,1.288,1.002,0.048,0.001,7.816,3.714,1.234,1.001,0.026,-175.6,-112.1,0,NAN,-273.2
10/4/17 18:30,36112,277,1830,0.028,0.001,7.722,2.918,1.188,1.001,0.078,0.001,6.95,4.938,1.288,1.001,0.048,0.001,7.85,3.712,1.234,1.001,0.026,-175.8,-111.3,0,NAN,-273.2
10/4/17 18:45,36113,277,1845,0.028,0.001,7.715,2.918,1.188,1.001,0.078,0.001,7.019,4.939,1.288,1.001,0.048,0.001,7.83,3.715,1.234,1.001,0.026,-176.7,-110.3,0,NAN,-273.2
10/4/17 19:00,36114,277,1900,0.028,0.001,7.765,2.918,1.188,1.001,0.078,0.001,6.986,4.939,1.288,1.001,0.048,0.001,7.861,3.712,1.234,1.001,0.026,-176.6,-111.1,0,NAN,-273.2
10/4/17 19:15,36115,277,1915,0.028,0.001,7.713,2.919,1.188,1.001,0.078,0.001,7.017,4.939,1.288,1.001,0.048,0.001,7.831,3.712,1.234,1.001,0.026,-172.1,-115.6,0,NAN,-273.2
10/4/17 19:30,36116,277,1930,0.028,0.001,7.707,2.917,1.188,1.001,0.078,0.001,6.998,4.939,1.288,1.001,0.048,0.001,7.839,3.713,1.234,1.001,0.026,-174.9,-112.7,0,NAN,-273.2
10/4/17 19:45,36117,277,1945,0.028,0,7.658,2.92,1.188,1,0.078,0.001,7.039,4.939,1.288,1.001,0.048,0.001,7.832,3.713,1.234,1.001,0.026,-172.9,-114.8,0,NAN,-273.2
10/4/17 20:00,36118,277,2000,0.028,0,7.659,2.92,1.188,1.001,0.078,0.001,7.072,4.937,1.288,1.002,0.048,0.001,7.815,3.713,1.234,1.001,0.026,-175.9,-111.3,0,NAN,-273.2
10/4/17 20:15,36119,277,2015,0.028,0.001,7.627,2.917,1.188,1.001,0.078,0.001,7.079,4.939,1.288,1.001,0.048,0.001,7.802,3.714,1.234,1.001,0.026,-173.2,-114.9,0,NAN,-273.2
10/4/17 20:30,36120,277,2030,0.028,0,7.559,2.922,1.188,1,0.078,0.001,7.099,4.939,1.288,1.001,0.048,0.001,7.817,3.713,1.234,1.001,0.027,-172.6,-114.9,0,NAN,-273.2
10/4/17 20:45,36121,277,2045,0.028,0,7.487,2.92,1.188,1,0.078,0.001,7.106,4.939,1.288,1.001,0.048,0.001,7.835,3.714,1.234,1.001,0.027,-174.2,-113,0,NAN,-273.2
10/4/17 21:00,36122,277,2100,0.028,0.001,7.471,2.917,1.188,1.001,0.078,0.001,7.129,4.938,1.288,1.001,0.048,0.001,7.813,3.714,1.234,1.001,0.027,-175.3,-111.5,0,NAN,-273.2
10/4/17 21:15,36123,277,2115,0.028,0,7.438,2.92,1.188,1,0.078,0.001,7.141,4.939,1.288,1.001,0.048,0.001,7.815,3.714,1.234,1.001,0.027,-173.3,-114.4,0,NAN,-273.2
10/4/17 21:30,36124,277,2130,0.028,0.001,7.326,2.918,1.188,1.001,0.078,0.001,7.15,4.937,1.288,1.001,0.048,0.001,7.801,3.714,1.234,1.001,0.027,-173.4,-114.4,0,NAN,-273.2
10/4/17 21:45,36125,277,2145,0.028,0.001,7.323,2.919,1.188,1.001,0.078,0.001,7.163,4.939,1.288,1.001,0.048,0.001,7.803,3.715,1.234,1.001,0.027,-171.2,-116.6,0,NAN,-273.2
10/4/17 22:00,36126,277,2200,0.028,0.001,7.243,2.917,1.188,1.001,0.078,0.001,7.202,4.939,1.288,1.001,0.048,0.001,7.821,3.714,1.234,1.001,0.027,-172.9,-114.7,0,NAN,-273.2
10/4/17 22:15,36127,277,2215,0.027,0,7.156,2.897,1.187,1.001,0.078,0.001,7.197,4.939,1.288,1.001,0.048,0.001,7.805,3.712,1.234,1.001,0.027,-174.8,-112.5,0,NAN,-273.2
10/4/17 22:30,36128,277,2230,0.027,0,7.093,2.898,1.187,1,0.078,0.001,7.218,4.937,1.288,1.002,0.048,0.001,7.806,3.713,1.234,1.001,0.027,-175.8,-111.7,0,NAN,-273.2
10/4/17 22:45,36129,277,2245,0.027,0.001,7.052,2.895,1.187,1.001,0.078,0.001,7.233,4.938,1.288,1.001,0.048,0.001,7.793,3.714,1.234,1.001,0.027,-174.1,-113.5,0,NAN,-273.2
10/4/17 23:00,36130,277,2300,0.027,0.001,7.012,2.898,1.187,1.001,0.078,0.001,7.22,4.938,1.288,1.001,0.048,0.001,7.805,3.714,1.234,1.001,0.027,-173.2,-114.7,0,NAN,-273.2
10/4/17 23:15,36131,277,2315,0.028,0.001,6.915,2.917,1.188,1.001,0.078,0,7.23,4.942,1.288,1.001,0.048,0.001,7.807,3.714,1.234,1.001,0.027,-172.6,-115.3,0,NAN,-273.2
10/4/17 23:30,36132,277,2330,0.027,0.001,6.865,2.898,1.187,1.001,0.078,0.001,7.259,4.939,1.288,1.001,0.048,0.001,7.809,3.713,1.234,1.001,0.027,-169.3,-119.4,0,NAN,-273.2
10/4/17 23:45,36133,277,2345,0.028,0,6.816,2.92,1.188,1,0.078,0.001,7.269,4.941,1.288,1.001,0.048,0.001,7.789,3.715,1.234,1.001,0.027,-167.6,-121,0,NAN,-273.2
10/5/17 0:00,36134,278,0,0.027,0,6.748,2.897,1.187,1.001,0.078,0.001,7.261,4.939,1.288,1.001,0.048,0.001,7.785,3.712,1.234,1.001,0.027,-170.4,-117.9,0,NAN,-273.2
10/5/17 0:15,36135,278,15,0.027,0.001,6.687,2.896,1.187,1.001,0.078,0.001,7.263,4.938,1.288,1.001,0.048,0.001,7.803,3.712,1.234,1.001,0.027,-170.7,-117.6,0,NAN,-273.2
10/5/17 0:30,36136,278,30,0.027,0.001,6.599,2.896,1.187,1.001,0.078,0.001,7.251,4.938,1.288,1.001,0.048,0.001,7.792,3.712,1.234,1.001,0.027,-169.4,-119.1,0,NAN,-273.2
10/5/17 0:45,36137,278,45,0.027,0.001,6.529,2.895,1.187,1.001,0.078,0.001,7.276,4.938,1.288,1.001,0.048,0.001,7.828,3.713,1.234,1.001,0.027,-170.2,-117.9,0,NAN,-273.2
10/5/17 1:00,36138,278,100,0.027,0,6.477,2.897,1.187,1.001,0.078,0.001,7.284,4.938,1.288,1.001,0.048,0.001,7.797,3.713,1.234,1.001,0.027,-169.5,-119,0,NAN,-273.2
10/5/17 1:15,36139,278,115,0.027,0.001,6.408,2.895,1.187,1.001,0.078,0.001,7.28,4.937,1.288,1.002,0.048,0.001,7.815,3.713,1.234,1.001,0.027,-167.2,-121.7,0,NAN,-273.2
10/5/17 1:30,36140,278,130,0.027,0.001,6.327,2.896,1.187,1.001,0.078,0.001,7.294,4.938,1.288,1.001,0.048,0.001,7.793,3.714,1.234,1.001,0.027,-168.3,-120.1,0,NAN,-273.2
10/5/17 1:45,36141,278,145,0.027,0.001,6.28,2.896,1.187,1.001,0.078,0.001,7.308,4.937,1.288,1.002,0.048,0.001,7.796,3.714,1.234,1.001,0.027,-170,-118.3,0,NAN,-273.2
10/5/17 2:00,36142,278,200,0.027,0,6.203,2.898,1.187,1,0.078,0.001,7.308,4.936,1.288,1.002,0.048,0.001,7.809,3.71,1.234,1.001,0.027,-170.2,-118.3,0,NAN,-273.2
10/5/17 2:15,36143,278,215,0.027,0.001,6.144,2.896,1.187,1.001,0.078,0.001,7.308,4.937,1.288,1.002,0.048,0.001,7.827,3.713,1.234,1.001,0.027,-167.6,-121.2,0,NAN,-273.2
10/5/17 2:30,36144,278,230,0.027,0.001,6.088,2.895,1.187,1.001,0.078,0.001,7.297,4.937,1.288,1.002,0.048,0.001,7.811,3.715,1.234,1.001,0.027,-169.6,-118.6,0,NAN,-273.2
10/5/17 2:45,36145,278,245,0.027,0,6.007,2.898,1.187,1.001,0.078,0.001,7.272,4.939,1.288,1.001,0.048,0.001,7.817,3.715,1.234,1.001,0.027,-169.8,-118.5,0,NAN,-273.2
10/5/17 3:00,36146,278,300,0.027,0.001,5.962,2.896,1.187,1.001,0.078,0.001,7.297,4.938,1.288,1.001,0.048,0.001,7.797,3.714,1.234,1.001,0.027,-167.3,-121.4,0,NAN,-273.2
10/5/17 3:15,36147,278,315,0.027,0.001,5.957,2.896,1.187,1.001,0.078,0.001,7.312,4.939,1.288,1.001,0.048,0.001,7.811,3.716,1.234,1,0.027,-170.5,-117.4,0,NAN,-273.2
10/5/17 3:30,36148,278,330,0.027,0,5.885,2.898,1.187,1,0.078,0.001,7.28,4.939,1.288,1.001,0.048,0.001,7.784,3.716,1.234,1.001,0.027,-170.8,-116.9,0,NAN,-273.2
10/5/17 3:45,36149,278,345,0.027,0.001,5.81,2.896,1.187,1.001,0.078,0.001,7.293,4.939,1.288,1.001,0.048,0.001,7.782,3.715,1.234,1.001,0.027,-173.2,-114.5,0,NAN,-273.2
10/5/17 4:00,36150,278,400,0.027,0,5.745,2.897,1.187,1.001,0.078,0.001,7.292,4.94,1.288,1.001,0.048,0.001,7.803,3.716,1.234,1.001,0.027,-170.4,-117.7,0,NAN,-273.2
10/5/17 4:15,36151,278,415,0.027,0,5.698,2.899,1.187,1,0.078,0.001,7.271,4.938,1.288,1.001,0.048,0.001,7.792,3.713,1.234,1.001,0.027,-172.5,-114.6,0,NAN,-273.2
10/5/17 4:30,36152,278,430,0.027,0,5.62,2.897,1.187,1.001,0.078,0.001,7.249,4.939,1.288,1.001,0.048,0.001,7.828,3.713,1.234,1.001,0.027,-173.5,-114.2,0,NAN,-273.2
10/5/17 4:45,36153,278,445,0.027,0.001,5.589,2.897,1.187,1.001,0.078,0.001,7.249,4.938,1.288,1.001,0.048,0.001,7.789,3.715,1.234,1.001,0.027,-170.5,-118.1,0,NAN,-273.2
10/5/17 5:00,36154,278,500,0.027,0.001,5.554,2.894,1.187,1.001,0.078,0.001,7.251,4.938,1.288,1.001,0.048,0.001,7.813,3.714,1.234,1.001,0.027,-167.5,-121.1,0,NAN,-273.2
