TOA5,CR1000_rad_test,CR1000,75041,CR1000.Std.28,CPU:SH_tow1_meadow2_2017.CR1,44589,Enviro,
TIMESTAMP,RECORD,Day_of_Year,Hour,SWE_mv_Avg,maxbot_volt_Avg,maxbot_dist_Avg,TT_C,SBT_C
TS,RN,,,,,,Deg C,Deg C
,,Smp,Smp,Avg,Avg,Avg,Smp,Smp
10/1/18 0:00,2252,274,0,0.008,2419,2.362,10.94,11.42
10/1/18 0:15,2253,274,15,0.008,2416,2.36,10.67,11.31
10/1/18 0:30,2254,274,30,0.008,2417,2.361,10.69,11.17
10/1/18 0:45,2255,274,45,0.008,2426,2.369,10.72,11.24
10/1/18 1:00,2256,274,100,0.008,2418,2.361,10.58,11.16
10/1/18 1:15,2257,274,115,0.008,2415,2.359,10.28,10.83
10/1/18 1:30,2258,274,130,0.008,2416,2.359,10.13,10.8
10/1/18 1:45,2259,274,145,0.008,2416,2.36,9.79,10.42
10/1/18 2:00,2260,274,200,0.008,2415,2.359,9.84,10.49
10/1/18 2:15,2261,274,215,0.008,2415,2.358,10.54,11.2
10/1/18 2:30,2262,274,230,0.008,2415,2.359,10.7,11.45
10/1/18 2:45,2263,274,245,0.008,2414,2.357,10.22,11.37
10/1/18 3:00,2264,274,300,0.009,2417,2.36,9.65,10.6
10/1/18 3:15,2265,274,315,0.009,2414,2.357,9.43,10.12
10/1/18 3:30,2266,274,330,0.009,2414,2.357,9.6,10.21
10/1/18 3:45,2267,274,345,0.009,2413,2.357,9.96,10.55
10/1/18 4:00,2268,274,400,0.009,2416,2.359,9.79,10.42
10/1/18 4:15,2269,274,415,0.009,2415,2.359,9.93,10.43
10/1/18 4:30,2270,274,430,0.009,2417,2.361,9.87,10.54
10/1/18 4:45,2271,274,445,0.009,2415,2.358,9.97,10.43
10/1/18 5:00,2272,274,500,0.009,2429,2.372,9.92,10.41
10/1/18 5:15,2273,274,515,0.009,2416,2.36,9.58,10.34
10/1/18 5:30,2274,274,530,0.009,2418,2.362,8.53,9.57
10/1/18 5:45,2275,274,545,0.009,2415,2.359,8.44,9.27
10/1/18 6:00,2276,274,600,0.009,2414,2.357,8.23,9.26
10/1/18 6:15,2277,274,615,0.009,2417,2.36,7.781,8.96
10/1/18 6:30,2278,274,630,0.009,2419,2.362,7.64,8.45
10/1/18 6:45,2279,274,645,0.009,2412,2.356,8.94,9.42
10/1/18 7:00,2280,274,700,0.009,2427,2.37,10.01,10.38
10/1/18 7:15,2281,274,715,0.009,2418,2.362,10.83,11.1
10/1/18 7:30,2282,274,730,0.009,2419,2.362,11.17,11.47
10/1/18 7:45,2283,274,745,0.009,2421,2.365,11.6,12.02
10/1/18 8:00,2284,274,800,0.009,2427,2.37,12.99,13.61
10/1/18 8:15,2285,274,815,0.009,2427,2.37,12.22,12.91
10/1/18 8:30,2286,274,830,0.009,2425,2.368,13.27,13.35
10/1/18 8:45,2287,274,845,0.009,2428,2.371,15.35,15.28
10/1/18 9:00,2288,274,900,0.009,2434,2.377,16.77,16.35
10/1/18 9:15,2289,274,915,0.009,2429,2.372,15.51,15.4
10/1/18 9:30,2290,274,930,0.009,2425,2.368,16.13,15.53
10/1/18 9:45,2291,274,945,0.009,2427,2.37,17.04,16.12
10/1/18 10:00,2292,274,1000,0.01,2428,2.371,18.35,17.49
10/1/18 10:15,2293,274,1015,0.01,2429,2.372,18.38,17.37
10/1/18 10:30,2294,274,1030,0.01,2431,2.374,20.52,19.36
10/1/18 10:45,2295,274,1045,0.01,2433,2.376,21.56,20.06
10/1/18 11:00,2296,274,1100,0.01,2430,2.373,22.24,20.52
10/1/18 11:15,2297,274,1115,0.01,2434,2.377,23.49,22.17
10/1/18 11:30,2298,274,1130,0.01,2434,2.377,24.18,22.71
10/1/18 11:45,2299,274,1145,0.01,2431,2.374,23.53,22.11
10/1/18 12:00,2300,274,1200,0.01,2429,2.372,24.44,22.46
10/1/18 12:15,2301,274,1215,0.01,2434,2.376,24.78,22.86
10/1/18 12:30,2302,274,1230,0.01,2436,2.379,25.21,23.13
10/1/18 12:45,2303,274,1245,0.01,2435,2.378,24.9,22.97
10/1/18 13:00,2304,274,1300,0.01,2434,2.377,24.27,22.22
10/1/18 13:15,2305,274,1315,0.01,2446,2.389,23.84,21.61
10/1/18 13:30,2306,274,1330,0.01,2435,2.378,23.43,21.42
10/1/18 13:45,2307,274,1345,0.01,2435,2.378,22.65,21.25
10/1/18 14:00,2308,274,1400,0.01,2437,2.38,23.08,20.97
10/1/18 14:15,2309,274,1415,0.01,2440,2.383,21.98,20.51
10/1/18 14:30,2310,274,1430,0.01,2437,2.38,21.78,20.53
10/1/18 14:45,2311,274,1445,0.009,2435,2.378,21.91,20.49
10/1/18 15:00,2312,274,1500,0.009,2440,2.383,21.85,20.49
10/1/18 15:15,2313,274,1515,0.009,2439,2.382,23.13,21.28
10/1/18 15:30,2314,274,1530,0.009,2439,2.382,22.61,21.7
10/1/18 15:45,2315,274,1545,0.009,2437,2.38,22.22,21.42
10/1/18 16:00,2316,274,1600,0.009,2440,2.383,21.17,20.66
10/1/18 16:15,2317,274,1615,0.009,2433,2.376,19.28,19.29
10/1/18 16:30,2318,274,1630,0.009,2426,2.369,17.69,17.85
10/1/18 16:45,2319,274,1645,0.009,2422,2.365,16.52,16.69
10/1/18 17:00,2320,274,1700,0.009,2419,2.362,15.66,15.99
10/1/18 17:15,2321,274,1715,0.009,2418,2.361,14.93,15.26
10/1/18 17:30,2322,274,1730,0.009,2415,2.359,14.23,14.63
10/1/18 17:45,2323,274,1745,0.009,2426,2.37,13.59,13.99
10/1/18 18:00,2324,274,1800,0.009,2413,2.356,13.39,13.76
10/1/18 18:15,2325,274,1815,0.009,2416,2.359,13.15,13.58
10/1/18 18:30,2326,274,1830,0.009,2414,2.357,13.2,13.49
10/1/18 18:45,2327,274,1845,0.009,2415,2.358,13.41,13.83
10/1/18 19:00,2328,274,1900,0.009,2415,2.359,13.48,13.98
10/1/18 19:15,2329,274,1915,0.009,2416,2.36,12.87,13.62
10/1/18 19:30,2330,274,1930,0.009,2416,2.359,12.72,13.27
10/1/18 19:45,2331,274,1945,0.009,2430,2.373,12.12,12.72
10/1/18 20:00,2332,274,2000,0.009,2431,2.374,11.35,12.08
10/1/18 20:15,2333,274,2015,0.009,2417,2.36,10.74,11.49
10/1/18 20:30,2334,274,2030,0.009,2413,2.356,10.09,10.8
10/1/18 20:45,2335,274,2045,0.009,2416,2.36,9.72,10.28
10/1/18 21:00,2336,274,2100,0.009,2413,2.357,8.76,9.66
10/1/18 21:15,2337,274,2115,0.009,2415,2.358,8.2,8.97
10/1/18 21:30,2338,274,2130,0.009,2414,2.358,7.523,8.3
10/1/18 21:45,2339,274,2145,0.009,2416,2.359,6.97,7.741
10/1/18 22:00,2340,274,2200,0.009,2415,2.358,6.786,7.376
10/1/18 22:15,2341,274,2215,0.009,2417,2.361,6.314,7.068
10/1/18 22:30,2342,274,2230,0.009,2428,2.371,5.73,6.58
10/1/18 22:45,2343,274,2245,0.009,2415,2.359,5.435,6.117
10/1/18 23:00,2344,274,2300,0.009,2414,2.358,5.132,5.721
10/1/18 23:15,2345,274,2315,0.009,2412,2.356,5.164,5.543
10/1/18 23:30,2346,274,2330,0.009,2413,2.357,5.324,5.654
10/1/18 23:45,2347,274,2345,0.009,2412,2.356,5.571,5.941
10/2/18 0:00,2348,275,0,0.009,2415,2.359,5.819,6.263
10/2/18 0:15,2349,275,15,0.009,2413,2.357,6.331,6.53
10/2/18 0:30,2350,275,30,0.008,2409,2.353,8.38,8.53
10/2/18 0:45,2351,275,45,0.008,2409,2.353,10.28,10.71
10/2/18 1:00,2352,275,100,0.009,2414,2.358,10.78,11.66
10/2/18 1:15,2353,275,115,0.009,2418,2.361,10.69,11.63
10/2/18 1:30,2354,275,130,0.008,2417,2.36,10.05,11.06
10/2/18 1:45,2355,275,145,0.008,2415,2.358,9.76,10.74
10/2/18 2:00,2356,275,200,0.009,2415,2.358,9.77,10.91
10/2/18 2:15,2357,275,215,0.008,2416,2.359,9.95,10.5
10/2/18 2:30,2358,275,230,0.008,2413,2.356,10.28,11.13
10/2/18 2:45,2359,275,245,0.008,2414,2.358,10.8,11.64
10/2/18 3:00,2360,275,300,0.008,2415,2.358,11,11.77
10/2/18 3:15,2361,275,315,0.008,2413,2.357,11.39,12.17
10/2/18 3:30,2362,275,330,0.008,2417,2.36,10.49,11.69
10/2/18 3:45,2363,275,345,0.008,2419,2.362,9,10.46
10/2/18 4:00,2364,275,400,0.008,2415,2.358,8.43,9.6
10/2/18 4:15,2365,275,415,0.009,2425,2.369,7.869,9.08
10/2/18 4:30,2366,275,430,0.009,2416,2.359,7.642,8.59
10/2/18 4:45,2367,275,445,0.009,2415,2.358,8.29,9.01
10/2/18 5:00,2368,275,500,0.009,2427,2.37,8.23,9.13
10/2/18 5:15,2369,275,515,0.009,2426,2.37,7.608,8.47
10/2/18 5:30,2370,275,530,0.009,2416,2.359,7.718,8.17
10/2/18 5:45,2371,275,545,0.009,2414,2.357,7.682,8.11
10/2/18 6:00,2372,275,600,0.009,2415,2.358,7.801,8.11
10/2/18 6:15,2373,275,615,0.009,2413,2.357,8.38,8.66
10/2/18 6:30,2374,275,630,0.009,2415,2.358,9.05,9.41
10/2/18 6:45,2375,275,645,0.009,2417,2.36,9.79,10.15
10/2/18 7:00,2376,275,700,0.009,2415,2.359,11.07,11.52
10/2/18 7:15,2377,275,715,0.009,2415,2.358,10.25,10.77
10/2/18 7:30,2378,275,730,0.009,2415,2.358,10.11,10.48
10/2/18 7:45,2379,275,745,0.009,2413,2.357,10.36,10.7
10/2/18 8:00,2380,275,800,0.009,2416,2.359,10.75,11.05
10/2/18 8:15,2381,275,815,0.009,2416,2.359,11.01,11.26
10/2/18 8:30,2382,275,830,0.009,2419,2.362,11.62,11.63
10/2/18 8:45,2383,275,845,0.009,2417,2.36,13.03,12.79
10/2/18 9:00,2384,275,900,0.009,2422,2.365,14.91,15.03
10/2/18 9:15,2385,275,915,0.009,2432,2.375,18.31,18.02
10/2/18 9:30,2386,275,930,0.009,2441,2.384,20.76,20.67
10/2/18 9:45,2387,275,945,0.01,2436,2.378,18.61,19.34
10/2/18 10:00,2388,275,1000,0.01,2429,2.372,21.48,20
10/2/18 10:15,2389,275,1015,0.01,2430,2.373,20.34,19.25
10/2/18 10:30,2390,275,1030,0.01,2430,2.373,21.02,20.53
10/2/18 10:45,2391,275,1045,0.01,2430,2.373,20.51,20.33
10/2/18 11:00,2392,275,1100,0.01,2430,2.373,22.11,21.46
10/2/18 11:15,2393,275,1115,0.01,2433,2.376,22.15,22.56
10/2/18 11:30,2394,275,1130,0.01,2430,2.373,20.26,20.74
10/2/18 11:45,2395,275,1145,0.01,2436,2.379,22.54,20.74
10/2/18 12:00,2396,275,1200,0.011,2439,2.382,24.4,22.3
10/2/18 12:15,2397,275,1215,0.011,2434,2.377,25.07,23.44
10/2/18 12:30,2398,275,1230,0.011,2433,2.376,22.21,21.29
10/2/18 12:45,2399,275,1245,0.011,2426,2.369,24.24,22.21
10/2/18 13:00,2400,275,1300,0.011,2430,2.373,24.14,22.36
10/2/18 13:15,2401,275,1315,0.011,2432,2.375,24.3,22.57
10/2/18 13:30,2402,275,1330,0.011,2440,2.383,24.57,22.62
10/2/18 13:45,2403,275,1345,0.011,2436,2.379,22.52,20.32
10/2/18 14:00,2404,275,1400,0.01,2435,2.377,20.72,20.29
10/2/18 14:15,2405,275,1415,0.01,2433,2.376,21.73,20.02
10/2/18 14:30,2406,275,1430,0.01,2435,2.378,21.8,20.6
10/2/18 14:45,2407,275,1445,0.01,2439,2.382,21.15,19.93
10/2/18 15:00,2408,275,1500,0.01,2437,2.38,21.04,20.18
10/2/18 15:15,2409,275,1515,0.01,2439,2.382,20.44,19.78
10/2/18 15:30,2410,275,1530,0.01,2438,2.381,19.83,19.32
10/2/18 15:45,2411,275,1545,0.01,2439,2.382,19.33,19
10/2/18 16:00,2412,275,1600,0.01,2443,2.386,19.01,19.28
10/2/18 16:15,2413,275,1615,0.009,2436,2.379,17.4,18.1
10/2/18 16:30,2414,275,1630,0.009,2440,2.382,16.74,17.57
10/2/18 16:45,2415,275,1645,0.009,2426,2.369,15.71,16.4
10/2/18 17:00,2416,275,1700,0.009,2420,2.363,14.39,15.39
10/2/18 17:15,2417,275,1715,0.009,2416,2.36,13.44,14.5
10/2/18 17:30,2418,275,1730,0.009,2416,2.36,12.43,13.59
10/2/18 17:45,2419,275,1745,0.009,2417,2.361,11.6,12.65
10/2/18 18:00,2420,275,1800,0.009,2417,2.361,11.09,11.77
10/2/18 18:15,2421,275,1815,0.009,2415,2.359,9.98,11
10/2/18 18:30,2422,275,1830,0.009,2415,2.358,9.45,10.28
10/2/18 18:45,2423,275,1845,0.009,2414,2.358,8.9,9.77
10/2/18 19:00,2424,275,1900,0.009,2415,2.359,8.56,9.48
10/2/18 19:15,2425,275,1915,0.009,2418,2.361,8.12,8.97
10/2/18 19:30,2426,275,1930,0.009,2418,2.361,7.776,8.57
10/2/18 19:45,2427,275,1945,0.009,2415,2.358,7.125,8.1
10/2/18 20:00,2428,275,2000,0.009,2417,2.36,6.74,7.567
10/2/18 20:15,2429,275,2015,0.009,2418,2.361,6.088,7.019
10/2/18 20:30,2430,275,2030,0.009,2418,2.361,5.869,6.587
10/2/18 20:45,2431,275,2045,0.009,2417,2.361,5.988,6.39
10/2/18 21:00,2432,275,2100,0.009,2413,2.356,6.32,6.764
10/2/18 21:15,2433,275,2115,0.009,2415,2.358,6.983,7.839
10/2/18 21:30,2434,275,2130,0.009,2416,2.36,6.969,7.571
10/2/18 21:45,2435,275,2145,0.009,2416,2.359,7.427,7.949
10/2/18 22:00,2436,275,2200,0.009,2418,2.361,6.877,7.606
10/2/18 22:15,2437,275,2215,0.009,2416,2.359,6.117,7.024
10/2/18 22:30,2438,275,2230,0.009,2417,2.36,5.454,6.344
10/2/18 22:45,2439,275,2245,0.009,2417,2.361,4.86,5.681
10/2/18 23:00,2440,275,2300,0.009,2413,2.357,4.418,5.167
10/2/18 23:15,2441,275,2315,0.009,2413,2.356,3.912,4.69
10/2/18 23:30,2442,275,2330,0.009,2426,2.369,3.879,4.379
10/2/18 23:45,2443,275,2345,0.009,2412,2.355,3.665,4.254
10/3/18 0:00,2444,276,0,0.009,2414,2.358,4.087,4.353
10/3/18 0:15,2445,276,15,0.009,2414,2.357,3.59,4.314
10/3/18 0:30,2446,276,30,0.009,2414,2.357,3.698,4.204
10/3/18 0:45,2447,276,45,0.009,2409,2.353,4.678,5.079
10/3/18 1:00,2448,276,100,0.009,2415,2.359,4.763,5.394
10/3/18 1:15,2449,276,115,0.009,2414,2.357,4.806,5.372
10/3/18 1:30,2450,276,130,0.009,2412,2.356,5.374,5.836
10/3/18 1:45,2451,276,145,0.009,2413,2.357,5.483,6.308
10/3/18 2:00,2452,276,200,0.009,2417,2.36,5.28,6.269
10/3/18 2:15,2453,276,215,0.009,2416,2.359,4.809,5.697
10/3/18 2:30,2454,276,230,0.009,2414,2.357,4.292,5.106
10/3/18 2:45,2455,276,245,0.009,2413,2.356,4.309,4.98
10/3/18 3:00,2456,276,300,0.009,2415,2.358,3.991,4.666
10/3/18 3:15,2457,276,315,0.009,2423,2.367,3.82,4.512
10/3/18 3:30,2458,276,330,0.009,2416,2.359,3.599,4.161
10/3/18 3:45,2459,276,345,0.009,2414,2.357,3.658,4.023
10/3/18 4:00,2460,276,400,0.009,2411,2.354,3.742,4.056
10/3/18 4:15,2461,276,415,0.009,2414,2.357,4.148,4.386
10/3/18 4:30,2462,276,430,0.009,2415,2.358,4.319,4.617
10/3/18 4:45,2463,276,445,0.009,2413,2.357,3.77,4.545
10/3/18 5:00,2464,276,500,0.009,2418,2.361,3.125,3.996
10/3/18 5:15,2465,276,515,0.009,2416,2.359,2.536,3.372
10/3/18 5:30,2466,276,530,0.009,2414,2.357,1.956,2.754
10/3/18 5:45,2467,276,545,0.009,2412,2.356,1.479,2.22
10/3/18 6:00,2468,276,600,0.009,2414,2.357,1.207,1.855
10/3/18 6:15,2469,276,615,0.009,2415,2.358,1.4,1.833
10/3/18 6:30,2470,276,630,0.009,2414,2.357,2.035,2.154
10/3/18 6:45,2471,276,645,0.009,2412,2.356,3.088,3.011
10/3/18 7:00,2472,276,700,0.009,2416,2.36,5.571,5.477
10/3/18 7:15,2473,276,715,0.009,2432,2.375,8.9,9.19
10/3/18 7:30,2474,276,730,0.009,2438,2.381,11.65,11.79
10/3/18 7:45,2475,276,745,0.009,2438,2.381,12.78,12.94
10/3/18 8:00,2476,276,800,0.009,2426,2.369,12.8,12.79
10/3/18 8:15,2477,276,815,0.009,2427,2.37,14.19,13.79
10/3/18 8:30,2478,276,830,0.009,2434,2.377,17.08,16.7
10/3/18 8:45,2479,276,845,0.009,2436,2.379,15.34,15.5
10/3/18 9:00,2480,276,900,0.009,2428,2.371,14.5,14.73
10/3/18 9:15,2481,276,915,0.009,2422,2.365,12.6,12.56
10/3/18 9:30,2482,276,930,0.009,2418,2.361,12.15,12.15
10/3/18 9:45,2483,276,945,0.009,2419,2.362,12.97,12.56
10/3/18 10:00,2484,276,1000,0.009,2421,2.365,14.54,13.95
10/3/18 10:15,2485,276,1015,0.009,2419,2.362,13.99,13.54
10/3/18 10:30,2486,276,1030,0.009,2420,2.363,13.67,13
10/3/18 10:45,2487,276,1045,0.009,2419,2.362,15.69,14.63
10/3/18 11:00,2488,276,1100,0.009,2423,2.366,14.89,14.07
10/3/18 11:15,2489,276,1115,0.01,2421,2.364,14.26,13.44
10/3/18 11:30,2490,276,1130,0.01,2418,2.361,14.24,13.56
10/3/18 11:45,2491,276,1145,0.01,2422,2.366,13.51,13.02
10/3/18 12:00,2492,276,1200,0.01,2428,2.371,14.32,13.51
10/3/18 12:15,2493,276,1215,0.01,2423,2.366,14.03,13.39
10/3/18 12:30,2494,276,1230,0.01,2422,2.365,13,12.75
10/3/18 12:45,2495,276,1245,0.01,2420,2.363,10.44,10.61
10/3/18 13:00,2496,276,1300,0.011,2420,2.364,6.614,6.968
10/3/18 13:15,2497,276,1315,0.011,2415,2.358,5.775,5.795
10/3/18 13:30,2498,276,1330,0.01,2414,2.357,5.625,5.562
10/3/18 13:45,2499,276,1345,0.01,2414,2.357,5.692,5.57
10/3/18 14:00,2500,276,1400,0.01,2416,2.359,5.885,5.731
10/3/18 14:15,2501,276,1415,0.01,2416,2.359,6.168,6.013
10/3/18 14:30,2502,276,1430,0.01,2417,2.361,6.676,6.458
10/3/18 14:45,2503,276,1445,0.01,2415,2.359,7.291,7.02
10/3/18 15:00,2504,276,1500,0.01,2420,2.363,7.82,7.593
10/3/18 15:15,2505,276,1515,0.01,2419,2.362,7.886,7.7
10/3/18 15:30,2506,276,1530,0.01,2416,2.359,7.851,7.745
10/3/18 15:45,2507,276,1545,0.01,2414,2.358,7.643,7.564
10/3/18 16:00,2508,276,1600,0.01,2412,2.355,7.638,7.563
10/3/18 16:15,2509,276,1615,0.01,2414,2.357,7.681,7.612
10/3/18 16:30,2510,276,1630,0.01,2426,2.369,7.59,7.499
10/3/18 16:45,2511,276,1645,0.01,2426,2.369,7.817,7.689
10/3/18 17:00,2512,276,1700,0.01,2413,2.357,7.505,7.446
10/3/18 17:15,2513,276,1715,0.01,2419,2.362,7.144,7.1
10/3/18 17:30,2514,276,1730,0.01,2417,2.361,6.751,6.706
10/3/18 17:45,2515,276,1745,0.01,2414,2.357,6.614,6.574
10/3/18 18:00,2516,276,1800,0.01,2414,2.358,6.486,6.47
10/3/18 18:15,2517,276,1815,0.01,2413,2.356,6.343,6.332
10/3/18 18:30,2518,276,1830,0.01,2413,2.356,6.218,6.214
10/3/18 18:45,2519,276,1845,0.01,2415,2.358,6.131,6.137
10/3/18 19:00,2520,276,1900,0.01,2414,2.358,6.073,6.076
10/3/18 19:15,2521,276,1915,0.01,2412,2.355,6.036,6.053
10/3/18 19:30,2522,276,1930,0.01,2412,2.355,5.955,5.992
10/3/18 19:45,2523,276,1945,0.01,2413,2.357,5.656,5.786
10/3/18 20:00,2524,276,2000,0.01,2415,2.358,5.436,5.57
10/3/18 20:15,2525,276,2015,0.01,2412,2.356,5.045,5.284
10/3/18 20:30,2526,276,2030,0.01,2414,2.358,5.246,5.345
10/3/18 20:45,2527,276,2045,0.01,2415,2.358,4.911,5.13
10/3/18 21:00,2528,276,2100,0.01,2416,2.359,4.334,4.625
10/3/18 21:15,2529,276,2115,0.01,2416,2.359,4.064,4.335
10/3/18 21:30,2530,276,2130,0.01,2413,2.356,3.691,4.034
10/3/18 21:45,2531,276,2145,0.01,2411,2.355,3.457,3.722
10/3/18 22:00,2532,276,2200,0.01,2418,2.361,3.112,3.421
10/3/18 22:15,2533,276,2215,0.01,2430,2.373,3.064,3.268
10/3/18 22:30,2534,276,2230,0.01,2415,2.359,2.924,3.016
10/3/18 22:45,2535,276,2245,0.01,2413,2.357,3.002,3.137
10/3/18 23:00,2536,276,2300,0.01,2413,2.357,3.141,3.175
10/3/18 23:15,2537,276,2315,0.01,2415,2.358,3.217,3.241
10/3/18 23:30,2538,276,2330,0.01,2413,2.357,3.628,3.574
10/3/18 23:45,2539,276,2345,0.01,2413,2.356,3.851,3.788
10/4/18 0:00,2540,277,0,0.01,2414,2.357,4.08,4.018
10/4/18 0:15,2541,277,15,0.01,2416,2.36,4.268,4.204
10/4/18 0:30,2542,277,30,0.01,2412,2.356,4.429,4.38
10/4/18 0:45,2543,277,45,0.01,2413,2.357,4.438,4.413
10/4/18 1:00,2544,277,100,0.01,2412,2.356,4.522,4.474
10/4/18 1:15,2545,277,115,0.01,2412,2.355,4.651,4.6
10/4/18 1:30,2546,277,130,0.01,2415,2.358,4.744,4.694
10/4/18 1:45,2547,277,145,0.01,2414,2.357,4.809,4.826
10/4/18 2:00,2548,277,200,0.01,2416,2.359,4.884,4.875
10/4/18 2:15,2549,277,215,0.01,2415,2.358,4.845,4.892
10/4/18 2:30,2550,277,230,0.01,2427,2.37,4.856,4.864
10/4/18 2:45,2551,277,245,0.01,2415,2.358,5.044,5.018
10/4/18 3:00,2552,277,300,0.01,2414,2.358,5.182,5.151
10/4/18 3:15,2553,277,315,0.01,2416,2.359,5.289,5.261
10/4/18 3:30,2554,277,330,0.01,2415,2.358,5.379,5.355
10/4/18 3:45,2555,277,345,0.01,2413,2.356,5.25,5.332
10/4/18 4:00,2556,277,400,0.01,2412,2.356,5.13,5.205
10/4/18 4:15,2557,277,415,0.01,2416,2.359,4.964,5.083
10/4/18 4:30,2558,277,430,0.01,2415,2.359,5.067,5.084
10/4/18 4:45,2559,277,445,0.011,2414,2.358,5.236,5.228
10/4/18 5:00,2560,277,500,0.011,2414,2.358,5.477,5.509
10/4/18 5:15,2561,277,515,0.011,2413,2.357,5.437,5.602
10/4/18 5:30,2562,277,530,0.011,2414,2.358,5.291,5.396
10/4/18 5:45,2563,277,545,0.01,2410,2.354,5.357,5.442
10/4/18 6:00,2564,277,600,0.01,2413,2.357,5.305,5.359
10/4/18 6:15,2565,277,615,0.01,2415,2.359,5.466,5.486
10/4/18 6:30,2566,277,630,0.01,2421,2.365,5.584,5.594
10/4/18 6:45,2567,277,645,0.01,2415,2.358,5.862,5.838
10/4/18 7:00,2568,277,700,0.01,2414,2.358,6.036,5.982
10/4/18 7:15,2569,277,715,0.01,2415,2.358,6.273,6.219
10/4/18 7:30,2570,277,730,0.011,2415,2.358,6.577,6.486
10/4/18 7:45,2571,277,745,0.011,2414,2.357,7.032,6.881
10/4/18 8:00,2572,277,800,0.011,2414,2.358,7.113,6.976
10/4/18 8:15,2573,277,815,0.011,2414,2.358,7.452,7.224
10/4/18 8:30,2574,277,830,0.011,2422,2.365,8.26,8.04
10/4/18 8:45,2575,277,845,0.011,2417,2.36,8.1,7.902
10/4/18 9:00,2576,277,900,0.011,2414,2.357,8.3,8.01
10/4/18 9:15,2577,277,915,0.011,2417,2.361,8.42,8.12
10/4/18 9:30,2578,277,930,0.011,2419,2.362,8.83,8.47
10/4/18 9:45,2579,277,945,0.011,2418,2.361,9.04,8.61
10/4/18 10:00,2580,277,1000,0.011,2420,2.363,9.26,8.7
10/4/18 10:15,2581,277,1015,0.011,2421,2.365,10.91,10.35
10/4/18 10:30,2582,277,1030,0.011,2428,2.371,11.25,10.73
10/4/18 10:45,2583,277,1045,0.011,2423,2.367,12.11,11.19
10/4/18 11:00,2584,277,1100,0.011,2440,2.383,12.97,12.18
10/4/18 11:15,2585,277,1115,0.011,2430,2.373,12.29,11.68
10/4/18 11:30,2586,277,1130,0.011,2423,2.367,11.56,11.05
10/4/18 11:45,2587,277,1145,0.011,2422,2.365,11.01,10.1
10/4/18 12:00,2588,277,1200,0.011,2421,2.365,12.26,11.29
10/4/18 12:15,2589,277,1215,0.011,2428,2.371,12.37,11.73
10/4/18 12:30,2590,277,1230,0.011,2423,2.366,11.28,10.41
10/4/18 12:45,2591,277,1245,0.011,2423,2.366,11.36,10.79
10/4/18 13:00,2592,277,1300,0.011,2424,2.367,11.24,10.56
10/4/18 13:15,2593,277,1315,0.011,2434,2.377,10.34,9.68
10/4/18 13:30,2594,277,1330,0.011,2422,2.366,10.28,9.69
10/4/18 13:45,2595,277,1345,0.011,2424,2.367,9.77,9.23
10/4/18 14:00,2596,277,1400,0.011,2423,2.366,9.03,8.73
10/4/18 14:15,2597,277,1415,0.011,2419,2.362,8.87,8.59
10/4/18 14:30,2598,277,1430,0.011,2421,2.364,8.63,8.32
10/4/18 14:45,2599,277,1445,0.011,2421,2.364,9.81,9.18
10/4/18 15:00,2600,277,1500,0.012,2426,2.369,9.54,9.17
10/4/18 15:15,2601,277,1515,0.012,2424,2.367,9.04,8.82
10/4/18 15:30,2602,277,1530,0.012,2425,2.368,8.61,8.46
10/4/18 15:45,2603,277,1545,0.012,2424,2.367,8.92,8.5
10/4/18 16:00,2604,277,1600,0.012,2433,2.376,9.61,9.5
10/4/18 16:15,2605,277,1615,0.012,2429,2.372,9.26,9.16
10/4/18 16:30,2606,277,1630,0.012,2437,2.38,9.25,9.12
10/4/18 16:45,2607,277,1645,0.012,2428,2.371,9.14,8.97
10/4/18 17:00,2608,277,1700,0.012,2425,2.368,8.47,8.42
10/4/18 17:15,2609,277,1715,0.012,2421,2.364,7.822,7.758
10/4/18 17:30,2610,277,1730,0.012,2420,2.363,7.19,7.221
10/4/18 17:45,2611,277,1745,0.012,2418,2.361,6.747,6.709
10/4/18 18:00,2612,277,1800,0.012,2413,2.357,6.584,6.558
10/4/18 18:15,2613,277,1815,0.012,2414,2.357,6.483,6.426
10/4/18 18:30,2614,277,1830,0.012,2417,2.36,5.973,6.181
10/4/18 18:45,2615,277,1845,0.012,2417,2.36,5.829,5.87
10/4/18 19:00,2616,277,1900,0.012,2414,2.358,5.928,5.931
10/4/18 19:15,2617,277,1915,0.012,2419,2.362,5.976,6.008
10/4/18 19:30,2618,277,1930,0.012,2418,2.361,5.888,6.01
10/4/18 19:45,2619,277,1945,0.012,2415,2.358,5.961,6.041
10/4/18 20:00,2620,277,2000,0.012,2420,2.364,5.506,5.814
10/4/18 20:15,2621,277,2015,0.012,2417,2.36,4.778,5.279
10/4/18 20:30,2622,277,2030,0.012,2415,2.358,4.794,4.817
10/4/18 20:45,2623,277,2045,0.012,2421,2.364,4.895,4.846
10/4/18 21:00,2624,277,2100,0.012,2416,2.359,4.59,4.853
10/4/18 21:15,2625,277,2115,0.012,2418,2.361,3.939,4.313
10/4/18 21:30,2626,277,2130,0.012,2414,2.357,3.996,4.1
10/4/18 21:45,2627,277,2145,0.012,2417,2.36,3.76,3.897
10/4/18 22:00,2628,277,2200,0.012,2417,2.36,3.551,3.749
10/4/18 22:15,2629,277,2215,0.012,2416,2.359,3.587,3.673
