TOA5,CR1000_rad_test,CR1000,75041,CR1000.Std.28,CPU:SH_tow1_meadow2_2017.CR1,44589,Enviro,
TIMESTAMP,RECORD,Day_of_Year,Hour,SWE_mv_Avg,maxbot_volt_Avg,maxbot_dist_Avg,TT_C,SBT_C
TS,RN,,,,,,Deg C,Deg C
,,Smp,Smp,Avg,Avg,Avg,Smp,Smp
11/13/18 9:30,6418,317,930,0.01,2431,2.374,3.941,4.221
11/13/18 9:45,6419,317,945,0.01,2429,2.372,3.985,4.119
11/13/18 10:00,6420,317,1000,0.01,2426,2.37,5.274,5.304
11/13/18 10:15,6421,317,1015,0.01,2424,2.367,5.178,5.303
11/13/18 10:30,6422,317,1030,0.01,2424,2.368,6.056,6.017
11/13/18 10:45,6423,317,1045,0.01,2423,2.366,8.75,8.29
11/13/18 11:00,6424,317,1100,0.01,2426,2.369,10.26,10.08
11/13/18 11:15,6425,317,1115,0.01,2426,2.369,10.7,10.18
11/13/18 11:30,6426,317,1130,0.01,2426,2.369,10.14,10
11/13/18 11:45,6427,317,1145,0.01,2421,2.364,10.59,10.41
11/13/18 12:00,6428,317,1200,0.01,2423,2.366,10.93,10.8
11/13/18 12:15,6429,317,1215,0.01,2424,2.367,10.65,10.56
11/13/18 12:30,6430,317,1230,0.01,2424,2.367,10.93,10.79
11/13/18 12:45,6431,317,1245,0.01,2424,2.367,11.42,11.42
11/13/18 13:00,6432,317,1300,0.01,2426,2.369,11.13,10.93
11/13/18 13:15,6433,317,1315,0.01,2424,2.367,11.13,11.18
11/13/18 13:30,6434,317,1330,0.01,2425,2.368,11.32,11.52
11/13/18 13:45,6435,317,1345,0.01,2423,2.366,11.59,11.56
11/13/18 14:00,6436,317,1400,0.01,2424,2.367,11.52,11.78
11/13/18 14:15,6437,317,1415,0.01,2425,2.369,11.48,11.76
11/13/18 14:30,6438,317,1430,0.01,2423,2.366,11.8,12.01
11/13/18 14:45,6439,317,1445,0.01,2424,2.367,11.2,11.76
11/13/18 15:00,6440,317,1500,0.01,2423,2.366,10.35,10.94
11/13/18 15:15,6441,317,1515,0.01,2421,2.364,9.81,10.38
11/13/18 15:30,6442,317,1530,0.01,2420,2.364,9.17,9.82
11/13/18 15:45,6443,317,1545,0.01,2423,2.366,8.42,9.15
11/13/18 16:00,6444,317,1600,0.01,2422,2.365,7.341,8.1
11/13/18 16:15,6445,317,1615,0.01,2419,2.363,6.288,7.079
11/13/18 16:30,6446,317,1630,0.01,2417,2.36,5.061,5.957
11/13/18 16:45,6447,317,1645,0.01,2418,2.361,3.748,4.702
11/13/18 17:00,6448,317,1700,0.01,2419,2.362,2.522,3.448
11/13/18 17:15,6449,317,1715,0.01,2416,2.359,1.437,2.3
11/13/18 17:30,6450,317,1730,0.01,2415,2.358,0.469,1.299
11/13/18 17:45,6451,317,1745,0.01,2413,2.357,-0.336,0.396
11/13/18 18:00,6452,317,1800,0.01,2410,2.354,-1.331,-0.409
11/13/18 18:15,6453,317,1815,0.01,2414,2.357,-2.389,-1.45
11/13/18 18:30,6454,317,1830,0.01,2416,2.359,-3.303,-2.407
11/13/18 18:45,6455,317,1845,0.01,2427,2.37,-4.027,-3.216
11/13/18 19:00,6456,317,1900,0.01,2416,2.36,-4.505,-3.766
11/13/18 19:15,6457,317,1915,0.01,2418,2.361,-4.884,-4.163
11/13/18 19:30,6458,317,1930,0.01,2413,2.356,-5.224,-4.478
11/13/18 19:45,6459,317,1945,0.01,2412,2.356,-5.458,-4.732
11/13/18 20:00,6460,317,2000,0.01,2413,2.356,-5.552,-4.801
11/13/18 20:15,6461,317,2015,0.01,2413,2.357,-5.736,-4.956
11/13/18 20:30,6462,317,2030,0.01,2411,2.354,-5.832,-5.071
11/13/18 20:45,6463,317,2045,0.01,2413,2.356,-5.966,-5.255
11/13/18 21:00,6464,317,2100,0.01,2423,2.366,-6.056,-5.316
11/13/18 21:15,6465,317,2115,0.01,2411,2.354,-6.298,-5.577
11/13/18 21:30,6466,317,2130,0.01,2415,2.358,-6.509,-5.773
11/13/18 21:45,6467,317,2145,0.01,2415,2.358,-6.728,-6.03
11/13/18 22:00,6468,317,2200,0.01,2414,2.357,-6.916,-6.204
11/13/18 22:15,6469,317,2215,0.01,2412,2.355,-7.147,-6.461
11/13/18 22:30,6470,317,2230,0.01,2415,2.359,-7.414,-6.751
11/13/18 22:45,6471,317,2245,0.01,2412,2.355,-7.61,-6.943
11/13/18 23:00,6472,317,2300,0.01,2414,2.357,-7.897,-7.248
11/13/18 23:15,6473,317,2315,0.01,2414,2.357,-8.23,-7.593
11/13/18 23:30,6474,317,2330,0.01,2415,2.359,-8.39,-7.804
11/13/18 23:45,6475,317,2345,0.01,2414,2.357,-8.38,-7.787
11/14/18 0:00,6476,318,0,0.01,2412,2.356,-8.5,-7.924
11/14/18 0:15,6477,318,15,0.01,2412,2.355,-8.81,-8.23
11/14/18 0:30,6478,318,30,0.01,2409,2.353,-9.08,-8.5
11/14/18 0:45,6479,318,45,0.01,2409,2.353,-9.3,-8.76
11/14/18 1:00,6480,318,100,0.01,2409,2.353,-9.55,-9.01
11/14/18 1:15,6481,318,115,0.01,2415,2.358,-9.67,-9.15
11/14/18 1:30,6482,318,130,0.01,2414,2.358,-9.67,-9.15
11/14/18 1:45,6483,318,145,0.01,2414,2.357,-9.71,-9.22
11/14/18 2:00,6484,318,200,0.01,2425,2.369,-9.81,-9.3
11/14/18 2:15,6485,318,215,0.01,2416,2.359,-9.78,-9.28
11/14/18 2:30,6486,318,230,0.01,2414,2.358,-9.91,-9.42
11/14/18 2:45,6487,318,245,0.01,2413,2.357,-10.11,-9.63
11/14/18 3:00,6488,318,300,0.01,2415,2.358,-10.15,-9.71
11/14/18 3:15,6489,318,315,0.01,2411,2.355,-10.26,-9.78
11/14/18 3:30,6490,318,330,0.01,2411,2.354,-10.34,-9.85
11/14/18 3:45,6491,318,345,0.01,2410,2.353,-10.39,-9.9
11/14/18 4:00,6492,318,400,0.01,2409,2.353,-10.52,-10.06
11/14/18 4:15,6493,318,415,0.01,2410,2.354,-10.65,-10.19
11/14/18 4:30,6494,318,430,0.01,2414,2.357,-10.7,-10.24
11/14/18 4:45,6495,318,445,0.01,2409,2.353,-10.86,-10.41
11/14/18 5:00,6496,318,500,0.01,2410,2.353,-10.84,-10.4
11/14/18 5:15,6497,318,515,0.01,2408,2.352,-10.91,-10.47
11/14/18 5:30,6498,318,530,0.01,2410,2.353,-10.97,-10.54
11/14/18 5:45,6499,318,545,0.01,2410,2.354,-11.04,-10.6
11/14/18 6:00,6500,318,600,0.01,2410,2.353,-10.98,-10.54
11/14/18 6:15,6501,318,615,0.01,2412,2.356,-10.97,-10.57
11/14/18 6:30,6502,318,630,0.01,2411,2.355,-11,-10.57
11/14/18 6:45,6503,318,645,0.01,2416,2.359,-10.93,-10.5
11/14/18 7:00,6504,318,700,0.01,2410,2.353,-10.82,-10.43
11/14/18 7:15,6505,318,715,0.01,2410,2.353,-10.73,-10.33
11/14/18 7:30,6506,318,730,0.01,2414,2.357,-10.4,-10.05
11/14/18 7:45,6507,318,745,0.01,2436,2.379,-7.727,-7.39
11/14/18 8:00,6508,318,800,0.01,2433,2.375,-4.585,-4.104
11/14/18 8:15,6509,318,815,0.01,2438,2.381,-2.133,-1.529
11/14/18 8:30,6510,318,830,0.01,2438,2.381,0.019,0.753
11/14/18 8:45,6511,318,845,0.01,2455,2.398,2.247,3.092
11/14/18 9:00,6512,318,900,0.01,2443,2.386,3.502,4.414
11/14/18 9:15,6513,318,915,0.01,2445,2.388,5.654,6.66
11/14/18 9:30,6514,318,930,0.01,2448,2.39,7.905,9.02
11/14/18 9:45,6515,318,945,0.01,2445,2.387,9.35,10.46
11/14/18 10:00,6516,318,1000,0.01,2443,2.386,11.22,12.21
11/14/18 10:15,6517,318,1015,0.01,2438,2.381,11.56,12.07
11/14/18 10:30,6518,318,1030,0.01,2434,2.377,11.53,11.8
11/14/18 10:45,6519,318,1045,0.01,2435,2.378,12.4,12.52
11/14/18 11:00,6520,318,1100,0.01,2430,2.373,13.73,13.83
11/14/18 11:15,6521,318,1115,0.01,2429,2.372,14.94,15.34
11/14/18 11:30,6522,318,1130,0.01,2432,2.375,16.93,17.23
11/14/18 11:45,6523,318,1145,0.01,2426,2.369,16.19,16.26
11/14/18 12:00,6524,318,1200,0.01,2423,2.366,15.93,15.94
11/14/18 12:15,6525,318,1215,0.01,2437,2.38,16.28,16.1
11/14/18 12:30,6526,318,1230,0.01,2423,2.366,17.69,17.37
11/14/18 12:45,6527,318,1245,0.011,2433,2.376,17.41,18.83
11/14/18 13:00,6528,318,1300,0.01,2436,2.379,17.57,18.13
11/14/18 13:15,6529,318,1315,0.011,2429,2.372,16.6,16.91
11/14/18 13:30,6530,318,1330,0.011,2432,2.375,16.1,16.29
11/14/18 13:45,6531,318,1345,0.011,2429,2.372,15.28,15.48
11/14/18 14:00,6532,318,1400,0.011,2428,2.371,14.78,15.11
11/14/18 14:15,6533,318,1415,0.011,2428,2.371,14.65,15.11
11/14/18 14:30,6534,318,1430,0.011,2429,2.372,14.52,15.35
11/14/18 14:45,6535,318,1445,0.011,2435,2.378,14.6,15.57
11/14/18 15:00,6536,318,1500,0.011,2435,2.378,13.78,15.08
11/14/18 15:15,6537,318,1515,0.01,2468,2.41,12.86,14.44
11/14/18 15:30,6538,318,1530,0.01,2438,2.38,10.45,12.34
11/14/18 15:45,6539,318,1545,0.01,2426,2.369,8.11,9.68
11/14/18 16:00,6540,318,1600,0.01,2423,2.367,5.864,7.314
11/14/18 16:15,6541,318,1615,0.01,2419,2.362,3.928,5.27
11/14/18 16:30,6542,318,1630,0.01,2418,2.362,2.272,3.502
11/14/18 16:45,6543,318,1645,0.01,2417,2.36,0.889,2.003
11/14/18 17:00,6544,318,1700,0.01,2417,2.36,-0.463,0.646
11/14/18 17:15,6545,318,1715,0.01,2417,2.36,-1.468,-0.474
11/14/18 17:30,6546,318,1730,0.01,2411,2.355,-2.349,-1.409
11/14/18 17:45,6547,318,1745,0.01,2412,2.355,-3.14,-2.277
11/14/18 18:00,6548,318,1800,0.01,2415,2.358,-3.794,-2.975
11/14/18 18:15,6549,318,1815,0.01,2415,2.358,-4.273,-3.507
11/14/18 18:30,6550,318,1830,0.01,2413,2.356,-4.669,-3.92
11/14/18 18:45,6551,318,1845,0.01,2417,2.36,-4.886,-4.141
11/14/18 19:00,6552,318,1900,0.01,2412,2.355,-4.974,-4.251
11/14/18 19:15,6553,318,1915,0.01,2412,2.356,-5.159,-4.472
11/14/18 19:30,6554,318,1930,0.01,2412,2.356,-5.121,-4.424
11/14/18 19:45,6555,318,1945,0.01,2423,2.367,-5.166,-4.473
11/14/18 20:00,6556,318,2000,0.01,2413,2.356,-5.286,-4.556
11/14/18 20:15,6557,318,2015,0.01,2413,2.356,-5.418,-4.722
11/14/18 20:30,6558,318,2030,0.011,2413,2.356,-5.538,-4.844
11/14/18 20:45,6559,318,2045,0.011,2413,2.356,-5.458,-4.799
11/14/18 21:00,6560,318,2100,0.011,2414,2.358,-5.578,-4.866
11/14/18 21:15,6561,318,2115,0.011,2412,2.356,-5.756,-4.999
11/14/18 21:30,6562,318,2130,0.011,2412,2.355,-5.939,-5.254
11/14/18 21:45,6563,318,2145,0.01,2413,2.356,-6.125,-5.433
11/14/18 22:00,6564,318,2200,0.011,2413,2.357,-6.339,-5.688
11/14/18 22:15,6565,318,2215,0.01,2412,2.356,-6.439,-5.79
11/14/18 22:30,6566,318,2230,0.01,2413,2.356,-6.566,-5.917
11/14/18 22:45,6567,318,2245,0.01,2414,2.357,-6.716,-6.055
11/14/18 23:00,6568,318,2300,0.011,2414,2.357,-7.08,-6.43
11/14/18 23:15,6569,318,2315,0.01,2416,2.359,-7.235,-6.632
11/14/18 23:30,6570,318,2330,0.01,2412,2.355,-7.444,-6.801
11/14/18 23:45,6571,318,2345,0.01,2415,2.358,-7.55,-6.936
11/15/18 0:00,6572,319,0,0.01,2414,2.357,-7.711,-7.1
11/15/18 0:15,6573,319,15,0.01,2411,2.355,-7.856,-7.27
11/15/18 0:30,6574,319,30,0.01,2413,2.356,-8.01,-7.423
11/15/18 0:45,6575,319,45,0.01,2424,2.367,-8.15,-7.576
11/15/18 1:00,6576,319,100,0.01,2414,2.358,-8.27,-7.696
11/15/18 1:15,6577,319,115,0.01,2414,2.357,-8.33,-7.753
11/15/18 1:30,6578,319,130,0.01,2411,2.355,-8.49,-7.918
11/15/18 1:45,6579,319,145,0.01,2412,2.355,-8.68,-8.12
11/15/18 2:00,6580,319,200,0.01,2412,2.356,-8.82,-8.26
11/15/18 2:15,6581,319,215,0.01,2414,2.358,-8.96,-8.41
11/15/18 2:30,6582,319,230,0.01,2410,2.354,-9.1,-8.55
11/15/18 2:45,6583,319,245,0.01,2410,2.354,-9.25,-8.73
11/15/18 3:00,6584,319,300,0.01,2409,2.352,-9.28,-8.77
11/15/18 3:15,6585,319,315,0.01,2409,2.352,-9.4,-8.87
11/15/18 3:30,6586,319,330,0.01,2408,2.351,-9.5,-8.99
11/15/18 3:45,6587,319,345,0.01,2407,2.351,-9.63,-9.12
11/15/18 4:00,6588,319,400,0.01,2408,2.352,-9.68,-9.18
11/15/18 4:15,6589,319,415,0.01,2413,2.357,-9.65,-9.17
11/15/18 4:30,6590,319,430,0.01,2407,2.351,-9.52,-9.13
11/15/18 4:45,6591,319,445,0.01,2421,2.364,-9.2,-8.88
11/15/18 5:00,6592,319,500,0.01,2405,2.349,-8.87,-8.58
11/15/18 5:15,6593,319,515,0.01,2414,2.357,-8.63,-8.33
11/15/18 5:30,6594,319,530,0.01,2412,2.356,-8.42,-8.07
11/15/18 5:45,6595,319,545,0.01,2406,2.349,-8.24,-7.917
11/15/18 6:00,6596,319,600,0.01,2407,2.35,-8.16,-7.764
11/15/18 6:15,6597,319,615,0.01,2410,2.354,-8.29,-7.889
11/15/18 6:30,6598,319,630,0.01,2410,2.353,-8.24,-7.889
11/15/18 6:45,6599,319,645,0.01,2409,2.353,-8.12,-7.758
11/15/18 7:00,6600,319,700,0.01,2414,2.357,-7.794,-7.485
11/15/18 7:15,6601,319,715,0.01,2411,2.354,-7.174,-6.947
11/15/18 7:30,6602,319,730,0.01,2413,2.356,-6.325,-6.087
11/15/18 7:45,6603,319,745,0.01,2420,2.364,-3.531,-3.288
11/15/18 8:00,6604,319,800,0.01,2429,2.372,-1.605,-1.182
11/15/18 8:15,6605,319,815,0.01,2422,2.365,-0.961,-0.539
11/15/18 8:30,6606,319,830,0.01,2422,2.366,-0.242,0.264
11/15/18 8:45,6607,319,845,0.01,2422,2.366,0.027,0.67
11/15/18 9:00,6608,319,900,0.01,2424,2.367,1.124,1.71
11/15/18 9:15,6609,319,915,0.01,2427,2.37,2.944,3.2
11/15/18 9:30,6610,319,930,0.01,2436,2.379,7.025,7.547
11/15/18 9:45,6611,319,945,0.01,2442,2.385,8.76,9.3
11/15/18 10:00,6612,319,1000,0.01,2436,2.378,9.09,9.88
11/15/18 10:15,6613,319,1015,0.01,2431,2.374,9.75,9.95
11/15/18 10:30,6614,319,1030,0.01,2427,2.37,12.45,12.53
11/15/18 10:45,6615,319,1045,0.01,2430,2.373,13.55,13.66
11/15/18 11:00,6616,319,1100,0.01,2428,2.371,14.42,14.19
11/15/18 11:15,6617,319,1115,0.01,2431,2.374,15.23,15.36
11/15/18 11:30,6618,319,1130,0.01,2426,2.37,15.95,15.61
11/15/18 11:45,6619,319,1145,0.01,2431,2.374,17.92,17.61
11/15/18 12:00,6620,319,1200,0.01,2428,2.371,18.95,18.21
11/15/18 12:15,6621,319,1215,0.01,2429,2.372,16.72,16.61
11/15/18 12:30,6622,319,1230,0.01,2426,2.369,16.47,16.26
11/15/18 12:45,6623,319,1245,0.01,2422,2.365,16.21,16.93
11/15/18 13:00,6624,319,1300,0.01,2425,2.369,15.94,16.27
11/15/18 13:15,6625,319,1315,0.01,2424,2.368,15.69,15.7
11/15/18 13:30,6626,319,1330,0.01,2426,2.369,14.3,15.01
11/15/18 13:45,6627,319,1345,0.01,2423,2.366,14.86,14.7
11/15/18 14:00,6628,319,1400,0.011,2429,2.372,15.79,15.95
11/15/18 14:15,6629,319,1415,0.011,2435,2.378,16.73,16.76
11/15/18 14:30,6630,319,1430,0.011,2436,2.379,16.18,16.73
11/15/18 14:45,6631,319,1445,0.011,2436,2.379,15.53,16.4
11/15/18 15:00,6632,319,1500,0.011,2437,2.38,14.97,16.05
11/15/18 15:15,6633,319,1515,0.01,2433,2.376,13.75,15.01
11/15/18 15:30,6634,319,1530,0.01,2434,2.377,12,13.9
11/15/18 15:45,6635,319,1545,0.01,2430,2.373,9.64,11.35
11/15/18 16:00,6636,319,1600,0.01,2423,2.366,8.08,9.36
11/15/18 16:15,6637,319,1615,0.01,2422,2.365,6.296,7.634
11/15/18 16:30,6638,319,1630,0.01,2439,2.381,4.245,5.595
11/15/18 16:45,6639,319,1645,0.01,2417,2.36,2.559,3.847
11/15/18 17:00,6640,319,1700,0.01,2418,2.361,1.085,2.286
11/15/18 17:15,6641,319,1715,0.01,2415,2.358,-0.129,0.967
11/15/18 17:30,6642,319,1730,0.01,2413,2.356,-1.208,-0.191
11/15/18 17:45,6643,319,1745,0.01,2411,2.355,-2.039,-1.084
11/15/18 18:00,6644,319,1800,0.01,2412,2.356,-2.704,-1.794
11/15/18 18:15,6645,319,1815,0.01,2415,2.358,-3.244,-2.407
11/15/18 18:30,6646,319,1830,0.01,2414,2.358,-3.751,-2.931
11/15/18 18:45,6647,319,1845,0.01,2413,2.356,-4.354,-3.546
11/15/18 19:00,6648,319,1900,0.01,2413,2.356,-4.713,-3.948
11/15/18 19:15,6649,319,1915,0.01,2412,2.355,-5.045,-4.295
11/15/18 19:30,6650,319,1930,0.01,2413,2.357,-5.338,-4.627
11/15/18 19:45,6651,319,1945,0.01,2413,2.356,-5.417,-4.714
11/15/18 20:00,6652,319,2000,0.01,2414,2.358,-5.435,-4.734
11/15/18 20:15,6653,319,2015,0.01,2412,2.356,-5.449,-4.772
11/15/18 20:30,6654,319,2030,0.01,2413,2.356,-5.412,-4.705
11/15/18 20:45,6655,319,2045,0.01,2414,2.357,-5.448,-4.722
11/15/18 21:00,6656,319,2100,0.01,2412,2.356,-5.528,-4.799
11/15/18 21:15,6657,319,2115,0.01,2414,2.358,-5.695,-4.944
11/15/18 21:30,6658,319,2130,0.01,2416,2.359,-5.826,-5.088
11/15/18 21:45,6659,319,2145,0.01,2424,2.367,-5.997,-5.31
11/15/18 22:00,6660,319,2200,0.01,2415,2.359,-6.017,-5.31
11/15/18 22:15,6661,319,2215,0.01,2413,2.357,-6.153,-5.488
11/15/18 22:30,6662,319,2230,0.01,2415,2.358,-6.341,-5.621
11/15/18 22:45,6663,319,2245,0.01,2413,2.357,-6.433,-5.754
11/15/18 23:00,6664,319,2300,0.01,2414,2.358,-6.676,-6.001
11/15/18 23:15,6665,319,2315,0.01,2415,2.359,-6.946,-6.325
11/15/18 23:30,6666,319,2330,0.01,2414,2.357,-7.265,-6.638
11/15/18 23:45,6667,319,2345,0.01,2414,2.357,-7.433,-6.83
11/16/18 0:00,6668,320,0,0.01,2414,2.357,-7.558,-6.937
11/16/18 0:15,6669,320,15,0.01,2414,2.357,-7.703,-7.111
11/16/18 0:30,6670,320,30,0.01,2424,2.367,-7.914,-7.338
11/16/18 0:45,6671,320,45,0.01,2417,2.36,-8.09,-7.525
11/16/18 1:00,6672,320,100,0.01,2410,2.353,-8.18,-7.622
11/16/18 1:15,6673,320,115,0.01,2411,2.355,-8.22,-7.661
11/16/18 1:30,6674,320,130,0.01,2413,2.356,-8.31,-7.736
11/16/18 1:45,6675,320,145,0.01,2410,2.354,-8.49,-7.946
11/16/18 2:00,6676,320,200,0.01,2413,2.356,-8.64,-8.11
11/16/18 2:15,6677,320,215,0.01,2415,2.358,-8.71,-8.18
11/16/18 2:30,6678,320,230,0.01,2413,2.356,-8.77,-8.23
11/16/18 2:45,6679,320,245,0.01,2412,2.356,-8.91,-8.39
11/16/18 3:00,6680,320,300,0.01,2409,2.352,-8.95,-8.43
11/16/18 3:15,6681,320,315,0.01,2410,2.354,-8.99,-8.47
11/16/18 3:30,6682,320,330,0.01,2409,2.352,-9.06,-8.56
11/16/18 3:45,6683,320,345,0.01,2410,2.354,-9.12,-8.61
11/16/18 4:00,6684,320,400,0.01,2409,2.353,-9.15,-8.65
11/16/18 4:15,6685,320,415,0.01,2409,2.352,-9.21,-8.71
11/16/18 4:30,6686,320,430,0.01,2407,2.351,-9.35,-8.85
11/16/18 4:45,6687,320,445,0.01,2411,2.355,-9.36,-8.85
11/16/18 5:00,6688,320,500,0.01,2408,2.351,-9.55,-9.05
11/16/18 5:15,6689,320,515,0.01,2407,2.35,-9.61,-9.13
11/16/18 5:30,6690,320,530,0.01,2407,2.351,-9.86,-9.38
11/16/18 5:45,6691,320,545,0.01,2406,2.35,-9.96,-9.51
11/16/18 6:00,6692,320,600,0.01,2410,2.354,-9.95,-9.48
11/16/18 6:15,6693,320,615,0.01,2409,2.352,-10,-9.56
11/16/18 6:30,6694,320,630,0.01,2406,2.35,-10.05,-9.58
11/16/18 6:45,6695,320,645,0.01,2410,2.353,-10.09,-9.64
11/16/18 7:00,6696,320,700,0.01,2412,2.355,-10.01,-9.59
11/16/18 7:15,6697,320,715,0.01,2410,2.353,-9.8,-9.39
11/16/18 7:30,6698,320,730,0.01,2409,2.353,-9.55,-9.17
11/16/18 7:45,6699,320,745,0.01,2413,2.356,-7.728,-7.412
11/16/18 8:00,6700,320,800,0.01,2428,2.371,-4.407,-3.927
11/16/18 8:15,6701,320,815,0.01,2435,2.377,-1.766,-1.133
11/16/18 8:30,6702,320,830,0.01,2442,2.385,1.151,1.997
11/16/18 8:45,6703,320,845,0.01,2448,2.39,3.904,4.986
11/16/18 9:00,6704,320,900,0.01,2449,2.391,5.622,6.76
11/16/18 9:15,6705,320,915,0.01,2452,2.395,7.838,9.13
11/16/18 9:30,6706,320,930,0.01,2449,2.392,9.52,10.87
11/16/18 9:45,6707,320,945,0.01,2446,2.389,10.66,11.77
11/16/18 10:00,6708,320,1000,0.01,2443,2.385,11.17,11.97
11/16/18 10:15,6709,320,1015,0.01,2435,2.378,11.36,11.68
11/16/18 10:30,6710,320,1030,0.01,2425,2.368,11.92,11.95
11/16/18 10:45,6711,320,1045,0.01,2424,2.367,13.14,13.22
11/16/18 11:00,6712,320,1100,0.01,2427,2.37,14.16,14.32
11/16/18 11:15,6713,320,1115,0.01,2424,2.368,14.39,14.57
11/16/18 11:30,6714,320,1130,0.01,2427,2.37,16.19,16.21
11/16/18 11:45,6715,320,1145,0.01,2428,2.371,16.61,16.65
11/16/18 12:00,6716,320,1200,0.01,2434,2.377,16.87,17.07
11/16/18 12:15,6717,320,1215,0.01,2429,2.372,16.47,16.28
11/16/18 12:30,6718,320,1230,0.01,2430,2.373,16.44,16.35
11/16/18 12:45,6719,320,1245,0.01,2428,2.371,15.31,16.6
11/16/18 13:00,6720,320,1300,0.01,2429,2.372,16.03,16.62
11/16/18 13:15,6721,320,1315,0.01,2428,2.371,16.35,16.45
11/16/18 13:30,6722,320,1330,0.011,2434,2.377,15.88,16.04
11/16/18 13:45,6723,320,1345,0.011,2438,2.381,16.04,16.28
11/16/18 14:00,6724,320,1400,0.011,2435,2.378,15.65,15.95
11/16/18 14:15,6725,320,1415,0.011,2434,2.377,15.6,16.12
11/16/18 14:30,6726,320,1430,0.011,2432,2.375,15.79,16.49
11/16/18 14:45,6727,320,1445,0.011,2439,2.382,15.62,16.68
11/16/18 15:00,6728,320,1500,0.01,2439,2.381,15.06,16.41
11/16/18 15:15,6729,320,1515,0.01,2439,2.381,14.16,15.8
11/16/18 15:30,6730,320,1530,0.01,2438,2.381,11.78,13.84
11/16/18 15:45,6731,320,1545,0.01,2425,2.368,9.95,11.69
11/16/18 16:00,6732,320,1600,0.01,2425,2.368,7.795,9.46
11/16/18 16:15,6733,320,1615,0.01,2422,2.365,5.281,6.7
11/16/18 16:30,6734,320,1630,0.01,2419,2.362,3.323,4.614
11/16/18 16:45,6735,320,1645,0.01,2417,2.361,1.802,2.989
11/16/18 17:00,6736,320,1700,0.01,2416,2.359,0.559,1.678
11/16/18 17:15,6737,320,1715,0.01,2416,2.359,-0.564,0.461
11/16/18 17:30,6738,320,1730,0.01,2413,2.357,-1.418,-0.453
11/16/18 17:45,6739,320,1745,0.01,2414,2.358,-2.135,-1.239
11/16/18 18:00,6740,320,1800,0.01,2413,2.357,-2.832,-2.014
11/16/18 18:15,6741,320,1815,0.01,2415,2.359,-3.437,-2.646
11/16/18 18:30,6742,320,1830,0.01,2412,2.355,-3.907,-3.106
11/16/18 18:45,6743,320,1845,0.01,2413,2.356,-4.383,-3.606
11/16/18 19:00,6744,320,1900,0.01,2414,2.358,-4.747,-4.008
11/16/18 19:15,6745,320,1915,0.01,2415,2.359,-5.046,-4.301
11/16/18 19:30,6746,320,1930,0.01,2413,2.356,-5.193,-4.494
11/16/18 19:45,6747,320,1945,0.01,2412,2.356,-5.346,-4.648
11/16/18 20:00,6748,320,2000,0.01,2419,2.362,-5.415,-4.734
11/16/18 20:15,6749,320,2015,0.01,2414,2.357,-5.421,-4.739
11/16/18 20:30,6750,320,2030,0.01,2414,2.357,-5.378,-4.689
11/16/18 20:45,6751,320,2045,0.01,2414,2.357,-5.494,-4.799
11/16/18 21:00,6752,320,2100,0.01,2413,2.357,-5.449,-4.755
11/16/18 21:15,6753,320,2115,0.01,2413,2.357,-5.53,-4.822
11/16/18 21:30,6754,320,2130,0.01,2414,2.357,-5.602,-4.932
11/16/18 21:45,6755,320,2145,0.01,2413,2.357,-5.667,-4.999
11/16/18 22:00,6756,320,2200,0.01,2413,2.357,-5.798,-5.093
11/16/18 22:15,6757,320,2215,0.01,2412,2.355,-6,-5.288
11/16/18 22:30,6758,320,2230,0.01,2415,2.358,-6.42,-5.717
11/16/18 22:45,6759,320,2245,0.01,2414,2.357,-6.657,-6.002
11/16/18 23:00,6760,320,2300,0.01,2411,2.355,-6.717,-6.084
11/16/18 23:15,6761,320,2315,0.01,2413,2.357,-6.893,-6.27
11/16/18 23:30,6762,320,2330,0.01,2415,2.358,-7.169,-6.543
11/16/18 23:45,6763,320,2345,0.01,2413,2.357,-7.274,-6.644
11/17/18 0:00,6764,321,0,0.01,2414,2.357,-7.378,-6.763
11/17/18 0:15,6765,321,15,0.01,2412,2.356,-7.427,-6.835
11/17/18 0:30,6766,321,30,0.01,2412,2.356,-7.561,-6.97
11/17/18 0:45,6767,321,45,0.01,2410,2.354,-7.702,-7.1
11/17/18 1:00,6768,321,100,0.01,2412,2.356,-7.944,-7.343
11/17/18 1:15,6769,321,115,0.01,2411,2.354,-8.09,-7.508
11/17/18 1:30,6770,321,130,0.01,2413,2.357,-8.24,-7.656
11/17/18 1:45,6771,321,145,0.01,2411,2.355,-8.35,-7.787
11/17/18 2:00,6772,321,200,0.01,2410,2.354,-8.57,-8.01
11/17/18 2:15,6773,321,215,0.01,2408,2.352,-8.78,-8.23
11/17/18 2:30,6774,321,230,0.01,2407,2.351,-9.01,-8.47
11/17/18 2:45,6775,321,245,0.01,2410,2.354,-9.13,-8.59
11/17/18 3:00,6776,321,300,0.01,2410,2.353,-9.29,-8.78
11/17/18 3:15,6777,321,315,0.01,2407,2.35,-9.4,-8.88
11/17/18 3:30,6778,321,330,0.01,2408,2.352,-9.4,-8.9
11/17/18 3:45,6779,321,345,0.01,2408,2.351,-9.48,-8.98
11/17/18 4:00,6780,321,400,0.01,2411,2.355,-9.59,-9.08
11/17/18 4:15,6781,321,415,0.01,2408,2.352,-9.74,-9.24
11/17/18 4:30,6782,321,430,0.01,2409,2.352,-9.8,-9.31
