TOA5,CR1000_nasa,CR1000,84884,CR1000.Std.31.02,CPU:SH_site1_hill2_11092018.CR1,30628,Enviro,,,,,,,,,,,,,,,,
TIMESTAMP,RECORD,Day_of_Year,Hour,VWC_1_Avg,EC_1_Avg,ST_1_Avg,P_1_Avg,PA_1_Avg,VR_1_Avg,VWC_2_Avg,EC_2_Avg,ST_2_Avg,P_2_Avg,PA_2_Avg,VR_2_Avg,VWC_3_Avg,EC_3_Avg,ST_3_Avg,P_3_Avg,PA_3_Avg,VR_3_Avg,TT_C,SBT_C
TS,RN,,,m^3/m^3,dS/m,Deg C,unitless,nSec,unitless,,,,,,,,,,,,,Deg C,Deg C
,,Smp,Smp,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Smp,Smp
11/3/18 22:45,139,307,2245,0.071,0.003,8.31,4.658,1.266,1.004,0.142,0.044,8.93,7.724,1.39,1.054,0.179,0.054,9.21,9.53,1.466,1.066,NAN,NAN
11/3/18 23:00,140,307,2300,0.071,0.003,8.2,4.656,1.266,1.004,0.142,0.044,8.94,7.722,1.39,1.054,0.179,0.054,9.24,9.53,1.466,1.066,NAN,-273.2
11/3/18 23:15,141,307,2315,0.071,0.003,8.14,4.657,1.266,1.004,0.142,0.044,8.94,7.722,1.39,1.054,0.179,0.054,9.24,9.53,1.466,1.065,NAN,-111.5
11/3/18 23:30,142,307,2330,0.071,0.003,8.04,4.659,1.266,1.003,0.142,0.045,8.95,7.72,1.39,1.055,0.179,0.054,9.27,9.53,1.466,1.065,NAN,NAN
11/3/18 23:45,143,307,2345,0.071,0.003,7.99,4.659,1.266,1.003,0.142,0.044,8.97,7.723,1.39,1.054,0.179,0.054,9.26,9.53,1.466,1.065,NAN,-117.4
11/4/18 0:00,144,308,0,0.071,0.003,7.928,4.658,1.266,1.003,0.142,0.044,8.99,7.722,1.39,1.054,0.179,0.054,9.24,9.53,1.466,1.065,NAN,NAN
11/4/18 0:15,145,308,15,0.071,0.003,7.851,4.659,1.266,1.003,0.142,0.044,8.99,7.722,1.39,1.054,0.179,0.053,9.26,9.53,1.466,1.065,NAN,-117.4
11/4/18 0:30,146,308,30,0.071,0.003,7.765,4.659,1.266,1.003,0.142,0.044,8.99,7.723,1.39,1.054,0.179,0.054,9.26,9.53,1.466,1.065,NAN,NAN
11/4/18 0:45,147,308,45,0.071,0.003,7.706,4.659,1.266,1.003,0.142,0.044,9,7.722,1.39,1.055,0.179,0.054,9.28,9.53,1.466,1.066,NAN,-117.4
11/4/18 1:00,148,308,100,0.071,0.003,7.639,4.658,1.266,1.004,0.142,0.045,9.02,7.722,1.39,1.055,0.179,0.054,9.26,9.53,1.466,1.066,NAN,-273.2
11/4/18 1:15,149,308,115,0.071,0.003,7.583,4.657,1.266,1.004,0.142,0.045,9.01,7.721,1.39,1.055,0.179,0.054,9.23,9.53,1.466,1.066,NAN,-273.2
11/4/18 1:30,150,308,130,0.071,0.003,7.524,4.657,1.266,1.003,0.142,0.045,9,7.72,1.39,1.055,0.179,0.054,9.25,9.53,1.466,1.065,NAN,NAN
11/4/18 1:45,151,308,145,0.071,0.003,7.457,4.63,1.265,1.004,0.142,0.045,9.06,7.72,1.39,1.055,0.179,0.054,9.28,9.53,1.466,1.066,NAN,-273.2
11/4/18 2:00,152,308,200,0.071,0.003,7.398,4.632,1.265,1.004,0.142,0.045,9.02,7.721,1.39,1.055,0.179,0.054,9.26,9.53,1.466,1.066,NAN,-273.2
11/4/18 2:15,153,308,215,0.071,0.003,7.333,4.632,1.265,1.004,0.142,0.045,9.02,7.719,1.39,1.055,0.179,0.054,9.25,9.53,1.466,1.066,NAN,-273.2
11/4/18 2:30,154,308,230,0.071,0.003,7.309,4.631,1.265,1.004,0.142,0.045,9.03,7.719,1.39,1.055,0.179,0.054,9.27,9.53,1.466,1.066,NAN,-117.4
11/4/18 2:45,155,308,245,0.071,0.003,7.275,4.632,1.265,1.004,0.142,0.045,9.03,7.72,1.39,1.055,0.179,0.054,9.24,9.53,1.466,1.066,NAN,-273.2
11/4/18 3:00,156,308,300,0.071,0.003,7.22,4.632,1.265,1.003,0.142,0.045,9.04,7.72,1.39,1.055,0.179,0.054,9.24,9.53,1.466,1.066,NAN,NAN
11/4/18 3:15,157,308,315,0.071,0.003,7.184,4.633,1.265,1.003,0.142,0.045,9.05,7.721,1.39,1.055,0.179,0.054,9.25,9.53,1.466,1.066,NAN,NAN
11/4/18 3:30,158,308,330,0.071,0.003,7.134,4.632,1.265,1.003,0.142,0.044,9.05,7.727,1.39,1.054,0.179,0.054,9.24,9.53,1.466,1.065,NAN,-273.2
11/4/18 3:45,159,308,345,0.071,0.003,7.083,4.633,1.265,1.003,0.142,0.045,9.03,7.752,1.391,1.055,0.179,0.054,9.24,9.53,1.466,1.065,NAN,-273.2
11/4/18 4:00,160,308,400,0.071,0.003,7.031,4.632,1.265,1.003,0.142,0.045,9.04,7.722,1.39,1.055,0.179,0.054,9.23,9.53,1.466,1.065,NAN,-273.2
11/4/18 4:15,161,308,415,0.071,0.003,6.999,4.631,1.265,1.004,0.142,0.044,9.03,7.753,1.391,1.054,0.179,0.054,9.26,9.53,1.466,1.065,NAN,NAN
11/4/18 4:30,162,308,430,0.071,0.003,6.967,4.632,1.265,1.003,0.142,0.045,9.05,7.719,1.39,1.055,0.179,0.053,9.26,9.53,1.466,1.065,NAN,NAN
11/4/18 4:45,163,308,445,0.071,0.003,6.897,4.628,1.265,1.004,0.142,0.045,9.04,7.722,1.39,1.055,0.179,0.054,9.26,9.53,1.466,1.065,NAN,-117.4
11/4/18 5:00,164,308,500,0.07,0.003,6.846,4.605,1.264,1.004,0.142,0.045,9.06,7.755,1.391,1.055,0.179,0.054,9.25,9.53,1.466,1.065,NAN,NAN
11/4/18 5:15,165,308,515,0.07,0.003,6.793,4.605,1.264,1.003,0.142,0.044,9.03,7.755,1.391,1.054,0.179,0.054,9.22,9.53,1.466,1.065,NAN,NAN
11/4/18 5:30,166,308,530,0.07,0.003,6.777,4.606,1.264,1.003,0.142,0.045,9.02,7.723,1.39,1.055,0.179,0.054,9.26,9.53,1.466,1.065,NAN,-117.4
11/4/18 5:45,167,308,545,0.07,0.003,6.744,4.606,1.264,1.003,0.142,0.045,9.02,7.752,1.391,1.055,0.178,0.054,9.25,9.49,1.465,1.066,NAN,NAN
11/4/18 6:00,168,308,600,0.07,0.003,6.705,4.605,1.264,1.004,0.142,0.044,9.01,7.723,1.39,1.054,0.179,0.054,9.27,9.53,1.466,1.065,NAN,NAN
11/4/18 6:15,169,308,615,0.07,0.003,6.655,4.605,1.264,1.004,0.142,0.045,9.01,7.721,1.39,1.055,0.179,0.054,9.24,9.53,1.466,1.065,NAN,-273.2
11/4/18 6:30,170,308,630,0.07,0.003,6.574,4.607,1.264,1.003,0.142,0.045,9,7.719,1.39,1.055,0.179,0.053,9.26,9.53,1.466,1.065,NAN,-273.2
11/4/18 6:45,171,308,645,0.07,0.003,6.527,4.606,1.264,1.003,0.142,0.045,9.02,7.719,1.39,1.055,0.179,0.054,9.28,9.53,1.466,1.065,NAN,-111.5
11/4/18 7:00,172,308,700,0.07,0.003,6.499,4.603,1.264,1.004,0.142,0.044,9,7.722,1.39,1.055,0.178,0.054,9.27,9.5,1.465,1.065,NAN,-273.2
11/4/18 7:15,173,308,715,0.07,0.003,6.492,4.605,1.264,1.004,0.142,0.045,9.01,7.722,1.39,1.055,0.179,0.054,9.27,9.53,1.466,1.065,NAN,NAN
11/4/18 7:30,174,308,730,0.07,0.003,6.435,4.605,1.264,1.004,0.142,0.045,8.99,7.72,1.39,1.055,0.178,0.054,9.24,9.5,1.465,1.065,NAN,NAN
11/4/18 7:45,175,308,745,0.07,0.003,6.433,4.607,1.264,1.003,0.142,0.045,8.98,7.72,1.39,1.055,0.179,0.054,9.26,9.53,1.466,1.066,NAN,-273.2
11/4/18 8:00,176,308,800,0.07,0.003,6.3,4.605,1.264,1.003,0.142,0.045,9.01,7.721,1.39,1.055,0.179,0.054,9.25,9.53,1.466,1.065,NAN,-117.4
11/4/18 8:15,177,308,815,0.07,0.003,6.302,4.605,1.264,1.003,0.142,0.045,8.97,7.72,1.39,1.055,0.178,0.054,9.26,9.49,1.465,1.066,NAN,NAN
11/4/18 8:30,178,308,830,0.07,0.003,6.253,4.58,1.263,1.003,0.142,0.045,8.96,7.719,1.39,1.055,0.179,0.054,9.22,9.53,1.466,1.065,NAN,-117.4
11/4/18 8:45,179,308,845,0.07,0.003,6.225,4.582,1.263,1.003,0.142,0.045,8.95,7.721,1.39,1.055,0.179,0.054,9.2,9.53,1.466,1.065,NAN,NAN
11/4/18 9:00,180,308,900,0.07,0.003,6.251,4.581,1.263,1.003,0.142,0.044,8.96,7.722,1.39,1.054,0.178,0.053,9.25,9.5,1.465,1.065,NAN,NAN
11/4/18 9:15,181,308,915,0.07,0.003,6.159,4.581,1.263,1.003,0.142,0.044,8.95,7.723,1.39,1.054,0.179,0.054,9.24,9.53,1.466,1.065,NAN,-117.4
11/4/18 9:30,182,308,930,0.07,0.003,6.152,4.58,1.263,1.003,0.142,0.044,8.95,7.722,1.39,1.054,0.178,0.054,9.27,9.49,1.465,1.066,NAN,NAN
11/4/18 9:45,183,308,945,0.07,0.003,6.224,4.581,1.263,1.003,0.142,0.045,8.96,7.72,1.39,1.055,0.179,0.054,9.27,9.53,1.466,1.065,NAN,-111.5
11/4/18 10:00,184,308,1000,0.07,0.003,6.251,4.578,1.263,1.004,0.142,0.044,8.92,7.723,1.39,1.054,0.178,0.054,9.26,9.49,1.465,1.065,NAN,NAN
11/4/18 10:15,185,308,1015,0.07,0.003,6.24,4.58,1.263,1.003,0.142,0.045,8.94,7.721,1.39,1.055,0.179,0.054,9.27,9.53,1.466,1.065,NAN,-273.2
11/4/18 10:30,186,308,1030,0.07,0.003,6.329,4.581,1.263,1.003,0.142,0.044,8.9,7.722,1.39,1.054,0.179,0.054,9.27,9.52,1.466,1.066,NAN,NAN
11/4/18 10:45,187,308,1045,0.07,0.003,6.371,4.581,1.263,1.003,0.142,0.044,8.91,7.722,1.39,1.054,0.178,0.054,9.26,9.49,1.465,1.066,NAN,-111.6
11/4/18 11:00,188,308,1100,0.07,0.003,6.499,4.58,1.263,1.003,0.142,0.044,8.89,7.724,1.39,1.054,0.178,0.054,9.25,9.49,1.465,1.066,NAN,-117.4
11/4/18 11:15,189,308,1115,0.07,0.003,6.547,4.58,1.263,1.003,0.142,0.044,8.88,7.756,1.391,1.054,0.179,0.054,9.26,9.53,1.466,1.065,NAN,NAN
11/4/18 11:30,190,308,1130,0.07,0.003,6.674,4.579,1.263,1.003,0.142,0.045,8.88,7.754,1.391,1.055,0.179,0.054,9.25,9.53,1.466,1.065,NAN,-117.4
11/4/18 11:45,191,308,1145,0.07,0.003,6.836,4.58,1.263,1.003,0.142,0.045,8.86,7.754,1.391,1.055,0.178,0.054,9.25,9.5,1.465,1.065,NAN,NAN
11/4/18 12:00,192,308,1200,0.07,0.003,6.981,4.579,1.263,1.004,0.142,0.045,8.89,7.751,1.391,1.055,0.179,0.054,9.26,9.53,1.466,1.065,NAN,-117.4
11/4/18 12:15,193,308,1215,0.07,0.003,7.172,4.579,1.263,1.003,0.142,0.044,8.83,7.725,1.39,1.054,0.179,0.054,9.23,9.53,1.466,1.065,NAN,NAN
11/4/18 12:30,194,308,1230,0.07,0.003,7.422,4.581,1.263,1.003,0.142,0.045,8.81,7.754,1.391,1.055,0.178,0.054,9.24,9.49,1.465,1.066,NAN,-117.4
11/4/18 12:45,195,308,1245,0.07,0.002,7.637,4.586,1.263,1.003,0.142,0.044,8.82,7.756,1.391,1.054,0.178,0.054,9.24,9.5,1.465,1.065,NAN,-273.2
11/4/18 13:00,196,308,1300,0.07,0.003,7.896,4.606,1.264,1.003,0.142,0.044,8.83,7.755,1.391,1.054,0.179,0.054,9.24,9.53,1.466,1.065,NAN,-117.4
11/4/18 13:15,197,308,1315,0.07,0.003,8.1,4.606,1.264,1.003,0.142,0.045,8.82,7.754,1.391,1.055,0.178,0.054,9.26,9.49,1.465,1.065,NAN,NAN
11/4/18 13:30,198,308,1330,0.07,0.003,8.41,4.607,1.264,1.003,0.142,0.044,8.8,7.755,1.391,1.054,0.179,0.054,9.24,9.53,1.466,1.065,NAN,-117.4
11/4/18 13:45,199,308,1345,0.07,0.003,8.72,4.605,1.264,1.004,0.142,0.044,8.78,7.755,1.391,1.054,0.178,0.054,9.25,9.49,1.465,1.066,NAN,-117.4
11/4/18 14:00,200,308,1400,0.07,0.003,9.06,4.605,1.264,1.003,0.142,0.044,8.78,7.756,1.391,1.054,0.178,0.054,9.22,9.49,1.465,1.065,NAN,NAN
11/4/18 14:15,201,308,1415,0.07,0.003,9.36,4.608,1.264,1.003,0.142,0.044,8.77,7.757,1.391,1.054,0.178,0.054,9.22,9.49,1.465,1.066,NAN,-273.2
11/4/18 14:30,202,308,1430,0.071,0.003,9.65,4.63,1.265,1.004,0.142,0.044,8.74,7.756,1.391,1.054,0.178,0.054,9.25,9.49,1.465,1.066,NAN,-108
11/4/18 14:45,203,308,1445,0.071,0.003,9.85,4.631,1.265,1.004,0.142,0.044,8.78,7.753,1.391,1.054,0.179,0.054,9.26,9.53,1.466,1.065,NAN,-117.4
11/4/18 15:00,204,308,1500,0.071,0.003,10,4.632,1.265,1.003,0.142,0.044,8.72,7.727,1.39,1.054,0.179,0.054,9.27,9.53,1.466,1.065,NAN,-111.6
11/4/18 15:15,205,308,1515,0.071,0.003,10.07,4.631,1.265,1.004,0.142,0.045,8.73,7.754,1.391,1.055,0.178,0.054,9.24,9.49,1.465,1.065,NAN,-273.2
11/4/18 15:30,206,308,1530,0.071,0.003,10.23,4.631,1.265,1.004,0.142,0.045,8.75,7.754,1.391,1.055,0.178,0.054,9.25,9.49,1.465,1.065,NAN,NAN
11/4/18 15:45,207,308,1545,0.071,0.003,10.26,4.633,1.265,1.004,0.142,0.044,8.71,7.755,1.391,1.054,0.178,0.054,9.22,9.49,1.465,1.065,NAN,NAN
11/4/18 16:00,208,308,1600,0.071,0.003,10.25,4.657,1.266,1.004,0.142,0.044,8.73,7.723,1.39,1.054,0.178,0.054,9.25,9.49,1.465,1.065,NAN,NAN
11/4/18 16:15,209,308,1615,0.071,0.003,10.3,4.657,1.266,1.004,0.142,0.044,8.7,7.723,1.39,1.054,0.178,0.054,9.25,9.49,1.465,1.065,NAN,NAN
11/4/18 16:30,210,308,1630,0.071,0.003,10.3,4.657,1.266,1.004,0.142,0.044,8.75,7.723,1.39,1.054,0.178,0.054,9.26,9.49,1.465,1.065,NAN,-273.2
11/4/18 16:45,211,308,1645,0.071,0.003,10.25,4.656,1.266,1.004,0.142,0.044,8.72,7.723,1.39,1.054,0.178,0.054,9.26,9.5,1.465,1.065,NAN,-111.6
11/4/18 17:00,212,308,1700,0.071,0.003,10.24,4.656,1.266,1.004,0.142,0.044,8.69,7.722,1.39,1.054,0.179,0.054,9.24,9.53,1.466,1.065,NAN,NAN
11/4/18 17:15,213,308,1715,0.071,0.003,10.2,4.659,1.266,1.003,0.142,0.044,8.7,7.724,1.39,1.054,0.178,0.054,9.23,9.49,1.465,1.065,NAN,NAN
11/4/18 17:30,214,308,1730,0.071,0.003,10.15,4.659,1.266,1.003,0.142,0.044,8.73,7.724,1.39,1.054,0.178,0.054,9.24,9.49,1.465,1.065,NAN,NAN
11/4/18 17:45,215,308,1745,0.071,0.003,10.14,4.658,1.266,1.003,0.142,0.044,8.72,7.724,1.39,1.054,0.178,0.054,9.22,9.49,1.465,1.066,NAN,-273.2
11/4/18 18:00,216,308,1800,0.071,0.003,10.1,4.659,1.266,1.003,0.142,0.044,8.74,7.722,1.39,1.054,0.178,0.054,9.23,9.49,1.465,1.066,NAN,NAN
11/4/18 18:15,217,308,1815,0.071,0.003,10.04,4.658,1.266,1.004,0.142,0.045,8.76,7.722,1.39,1.055,0.178,0.054,9.25,9.49,1.465,1.066,NAN,NAN
11/4/18 18:30,218,308,1830,0.071,0.003,9.99,4.658,1.266,1.004,0.142,0.044,8.74,7.724,1.39,1.054,0.178,0.054,9.22,9.49,1.465,1.065,NAN,-117.4
11/4/18 18:45,219,308,1845,0.071,0.003,9.92,4.656,1.266,1.004,0.142,0.044,8.75,7.724,1.39,1.054,0.178,0.054,9.23,9.49,1.465,1.065,NAN,-273.2
11/4/18 19:00,220,308,1900,0.071,0.003,9.84,4.656,1.266,1.004,0.142,0.044,8.75,7.725,1.39,1.054,0.178,0.054,9.24,9.49,1.465,1.065,NAN,NAN
11/4/18 19:15,221,308,1915,0.071,0.003,9.81,4.656,1.266,1.004,0.142,0.044,8.76,7.724,1.39,1.054,0.178,0.054,9.22,9.5,1.465,1.065,NAN,-273.2
11/4/18 19:30,222,308,1930,0.071,0.003,9.72,4.657,1.266,1.004,0.142,0.044,8.8,7.722,1.39,1.054,0.179,0.053,9.24,9.53,1.466,1.065,NAN,-111.6
11/4/18 19:45,223,308,1945,0.071,0.003,9.65,4.657,1.266,1.004,0.142,0.044,8.79,7.723,1.39,1.054,0.178,0.054,9.23,9.49,1.465,1.065,NAN,NAN
11/4/18 20:00,224,308,2000,0.071,0.003,9.56,4.658,1.266,1.004,0.142,0.044,8.79,7.723,1.39,1.054,0.178,0.054,9.23,9.49,1.465,1.066,NAN,-117.4
11/4/18 20:15,225,308,2015,0.071,0.003,9.49,4.658,1.266,1.004,0.142,0.044,8.82,7.724,1.39,1.054,0.178,0.054,9.26,9.49,1.465,1.065,NAN,-111.6
11/4/18 20:30,226,308,2030,0.071,0.003,9.41,4.657,1.266,1.004,0.142,0.045,8.82,7.721,1.39,1.055,0.178,0.054,9.2,9.49,1.465,1.065,NAN,-273.2
11/4/18 20:45,227,308,2045,0.071,0.003,9.38,4.658,1.266,1.004,0.142,0.044,8.83,7.725,1.39,1.054,0.178,0.054,9.21,9.49,1.465,1.066,NAN,-273.2
11/4/18 21:00,228,308,2100,0.071,0.003,9.31,4.656,1.266,1.004,0.142,0.044,8.83,7.723,1.39,1.054,0.178,0.054,9.21,9.49,1.465,1.065,NAN,NAN
11/4/18 21:15,229,308,2115,0.071,0.003,9.22,4.63,1.265,1.004,0.142,0.044,8.84,7.722,1.39,1.054,0.178,0.054,9.22,9.49,1.465,1.066,NAN,-117.4
11/4/18 21:30,230,308,2130,0.071,0.003,9.14,4.631,1.265,1.004,0.142,0.044,8.87,7.723,1.39,1.054,0.178,0.053,9.24,9.49,1.465,1.065,NAN,-111.6
11/4/18 21:45,231,308,2145,0.071,0.003,9.06,4.631,1.265,1.004,0.142,0.045,8.87,7.721,1.39,1.055,0.178,0.054,9.24,9.49,1.465,1.066,NAN,NAN
11/4/18 22:00,232,308,2200,0.071,0.003,8.97,4.63,1.265,1.004,0.142,0.044,8.9,7.724,1.39,1.054,0.178,0.054,9.22,9.49,1.465,1.065,NAN,-273.2
11/4/18 22:15,233,308,2215,0.071,0.003,8.89,4.63,1.265,1.004,0.142,0.044,8.92,7.723,1.39,1.054,0.178,0.053,9.19,9.5,1.465,1.065,NAN,NAN
11/4/18 22:30,234,308,2230,0.071,0.003,8.84,4.631,1.265,1.004,0.142,0.044,8.91,7.722,1.39,1.054,0.179,0.054,9.18,9.52,1.466,1.066,NAN,NAN
11/4/18 22:45,235,308,2245,0.071,0.003,8.77,4.631,1.265,1.004,0.142,0.044,8.94,7.724,1.39,1.054,0.178,0.054,9.2,9.49,1.465,1.065,NAN,-273.2
11/4/18 23:00,236,308,2300,0.071,0.003,8.68,4.63,1.265,1.004,0.142,0.044,8.92,7.724,1.39,1.054,0.178,0.054,9.19,9.49,1.465,1.065,NAN,-111.5
11/4/18 23:15,237,308,2315,0.071,0.003,8.57,4.631,1.265,1.004,0.142,0.044,8.94,7.724,1.39,1.054,0.178,0.054,9.19,9.49,1.465,1.066,NAN,-273.2
11/4/18 23:30,238,308,2330,0.071,0.003,8.5,4.631,1.265,1.004,0.142,0.045,8.97,7.72,1.39,1.055,0.178,0.054,9.22,9.49,1.465,1.065,NAN,-273.2
11/4/18 23:45,239,308,2345,0.071,0.003,8.43,4.633,1.265,1.003,0.142,0.044,8.96,7.723,1.39,1.054,0.178,0.054,9.23,9.49,1.465,1.065,NAN,-273.2
11/5/18 0:00,240,309,0,0.071,0.003,8.36,4.632,1.265,1.004,0.142,0.045,8.99,7.719,1.39,1.055,0.178,0.053,9.2,9.49,1.465,1.065,NAN,NAN
11/5/18 0:15,241,309,15,0.071,0.003,8.24,4.63,1.265,1.003,0.142,0.045,8.99,7.72,1.39,1.055,0.178,0.054,9.19,9.49,1.465,1.065,NAN,-273.2
11/5/18 0:30,242,309,30,0.07,0.003,8.18,4.607,1.264,1.003,0.142,0.045,8.98,7.72,1.39,1.055,0.178,0.054,9.21,9.49,1.465,1.065,NAN,-273.2
11/5/18 0:45,243,309,45,0.07,0.003,8.15,4.604,1.264,1.004,0.142,0.045,8.99,7.721,1.39,1.055,0.178,0.054,9.21,9.49,1.465,1.065,NAN,-273.2
11/5/18 1:00,244,309,100,0.07,0.003,8.03,4.604,1.264,1.004,0.142,0.045,9.01,7.72,1.39,1.055,0.178,0.054,9.19,9.49,1.465,1.065,NAN,-273.2
11/5/18 1:15,245,309,115,0.07,0.003,7.988,4.607,1.264,1.003,0.142,0.045,9.02,7.719,1.39,1.055,0.179,0.054,9.2,9.53,1.466,1.065,NAN,-273.2
11/5/18 1:30,246,309,130,0.07,0.003,7.891,4.607,1.264,1.003,0.142,0.044,9.02,7.723,1.39,1.054,0.178,0.053,9.19,9.5,1.465,1.065,NAN,-117.4
11/5/18 1:45,247,309,145,0.07,0.003,7.789,4.605,1.264,1.004,0.142,0.045,9.03,7.721,1.39,1.055,0.178,0.054,9.22,9.49,1.465,1.065,NAN,NAN
11/5/18 2:00,248,309,200,0.07,0.003,7.73,4.605,1.264,1.004,0.142,0.045,9.03,7.719,1.39,1.055,0.178,0.053,9.19,9.5,1.465,1.065,NAN,NAN
11/5/18 2:15,249,309,215,0.07,0.003,7.667,4.605,1.264,1.004,0.142,0.044,9.04,7.722,1.39,1.055,0.179,0.054,9.2,9.53,1.466,1.065,NAN,-117.4
11/5/18 2:30,250,309,230,0.07,0.003,7.548,4.605,1.264,1.004,0.142,0.044,9.02,7.722,1.39,1.054,0.178,0.054,9.2,9.49,1.465,1.065,NAN,NAN
11/5/18 2:45,251,309,245,0.07,0.003,7.487,4.606,1.264,1.003,0.142,0.044,9.05,7.723,1.39,1.054,0.178,0.054,9.21,9.49,1.465,1.065,NAN,NAN
11/5/18 3:00,252,309,300,0.07,0.003,7.395,4.605,1.264,1.004,0.142,0.045,9.06,7.721,1.39,1.055,0.178,0.053,9.21,9.49,1.465,1.065,NAN,-111.5
11/5/18 3:15,253,309,315,0.07,0.003,7.285,4.605,1.264,1.004,0.142,0.045,9.04,7.719,1.39,1.055,0.178,0.054,9.19,9.49,1.465,1.066,NAN,-273.2
11/5/18 3:30,254,309,330,0.07,0.003,7.247,4.608,1.264,1.003,0.142,0.045,9.04,7.721,1.39,1.055,0.178,0.054,9.19,9.49,1.465,1.065,NAN,-273.2
11/5/18 3:45,255,309,345,0.07,0.003,7.17,4.606,1.264,1.003,0.142,0.044,9.07,7.722,1.39,1.054,0.178,0.054,9.22,9.49,1.465,1.065,NAN,-273.2
11/5/18 4:00,256,309,400,0.07,0.003,7.121,4.604,1.264,1.004,0.142,0.045,9.03,7.721,1.39,1.055,0.178,0.054,9.21,9.49,1.465,1.066,NAN,NAN
11/5/18 4:15,257,309,415,0.07,0.003,7.021,4.579,1.263,1.004,0.142,0.044,9.04,7.722,1.39,1.054,0.178,0.054,9.21,9.49,1.465,1.065,NAN,-273.2
11/5/18 4:30,258,309,430,0.07,0.003,6.969,4.578,1.263,1.004,0.142,0.045,9.07,7.721,1.39,1.055,0.178,0.054,9.19,9.49,1.465,1.065,NAN,-273.2
11/5/18 4:45,259,309,445,0.07,0.003,6.886,4.578,1.263,1.004,0.142,0.045,9.06,7.718,1.39,1.055,0.178,0.054,9.19,9.49,1.465,1.066,NAN,NAN
11/5/18 5:00,260,309,500,0.07,0.003,6.811,4.579,1.263,1.003,0.142,0.045,9.04,7.719,1.39,1.055,0.178,0.053,9.19,9.5,1.465,1.064,NAN,NAN
11/5/18 5:15,261,309,515,0.07,0.003,6.752,4.578,1.263,1.004,0.142,0.045,9.06,7.722,1.39,1.054,0.178,0.054,9.2,9.49,1.465,1.065,NAN,NAN
11/5/18 5:30,262,309,530,0.07,0.003,6.668,4.58,1.263,1.003,0.142,0.045,9.07,7.721,1.39,1.055,0.178,0.053,9.25,9.49,1.465,1.065,NAN,NAN
11/5/18 5:45,263,309,545,0.07,0.003,6.601,4.58,1.263,1.003,0.142,0.044,9.06,7.722,1.39,1.054,0.178,0.054,9.22,9.49,1.465,1.065,NAN,NAN
11/5/18 6:00,264,309,600,0.07,0.003,6.517,4.581,1.263,1.003,0.142,0.045,9.05,7.719,1.39,1.055,0.178,0.054,9.22,9.49,1.465,1.065,NAN,-273.2
11/5/18 6:15,265,309,615,0.069,0.003,6.462,4.573,1.262,1.004,0.142,0.044,9.04,7.722,1.39,1.054,0.178,0.053,9.21,9.5,1.465,1.064,NAN,NAN
11/5/18 6:30,266,309,630,0.069,0.003,6.427,4.551,1.261,1.004,0.142,0.045,9.06,7.718,1.39,1.055,0.178,0.054,9.22,9.49,1.465,1.066,NAN,-117.4
11/5/18 6:45,267,309,645,0.069,0.003,6.321,4.553,1.261,1.003,0.142,0.045,9.04,7.718,1.39,1.055,0.178,0.054,9.2,9.49,1.465,1.065,NAN,-273.2
11/5/18 7:00,268,309,700,0.069,0.003,6.323,4.554,1.261,1.003,0.142,0.045,9.04,7.718,1.39,1.055,0.178,0.054,9.2,9.49,1.465,1.065,NAN,NAN
11/5/18 7:15,269,309,715,0.069,0.003,6.261,4.554,1.261,1.003,0.142,0.045,9.04,7.721,1.39,1.055,0.178,0.054,9.19,9.49,1.465,1.065,NAN,-117.4
11/5/18 7:30,270,309,730,0.069,0.003,6.216,4.553,1.261,1.003,0.142,0.045,9.03,7.721,1.39,1.055,0.178,0.053,9.18,9.49,1.465,1.065,NAN,-273.2
11/5/18 7:45,271,309,745,0.069,0.003,6.129,4.552,1.261,1.004,0.142,0.044,9.03,7.723,1.39,1.054,0.178,0.054,9.2,9.49,1.465,1.065,NAN,NAN
11/5/18 8:00,272,309,800,0.069,0.003,6.081,4.553,1.261,1.003,0.142,0.044,9.02,7.723,1.39,1.054,0.178,0.054,9.2,9.49,1.465,1.065,NAN,-111.5
11/5/18 8:15,273,309,815,0.069,0.003,5.983,4.553,1.261,1.003,0.142,0.045,9.01,7.721,1.39,1.055,0.178,0.054,9.22,9.49,1.465,1.065,NAN,-273.2
11/5/18 8:30,274,309,830,0.069,0.003,5.907,4.554,1.261,1.003,0.142,0.044,9.01,7.725,1.39,1.054,0.178,0.054,9.24,9.49,1.465,1.065,NAN,-273.2
11/5/18 8:45,275,309,845,0.069,0.003,5.892,4.551,1.261,1.004,0.142,0.045,9.01,7.721,1.39,1.055,0.178,0.054,9.18,9.49,1.465,1.065,NAN,-117.4
11/5/18 9:00,276,309,900,0.068,0.003,5.807,4.526,1.26,1.004,0.142,0.044,8.99,7.722,1.39,1.054,0.178,0.053,9.23,9.49,1.465,1.065,NAN,NAN
11/5/18 9:15,277,309,915,0.069,0.002,5.824,4.554,1.261,1.003,0.142,0.045,9,7.722,1.39,1.054,0.178,0.054,9.24,9.49,1.465,1.065,NAN,-117.4
11/5/18 9:30,278,309,930,0.068,0.002,5.745,4.53,1.26,1.003,0.142,0.045,8.97,7.72,1.39,1.055,0.178,0.054,9.21,9.49,1.465,1.065,NAN,-273.2
