TOA5,CR1000_tower4_N,CR1000,73550,CR1000.Std.28,CPU:SH_tow4_North_2017.CR1,58121,Enviro,,,,,,,,,,,,,,,,,,,
TIMESTAMP,RECORD,Day_of_Year,Hour,VWC_1_Avg,EC_1_Avg,ST_1_Avg,P_1_Avg,PA_1_Avg,VR_1_Avg,VWC_2_Avg,EC_2_Avg,ST_2_Avg,P_2_Avg,PA_2_Avg,VR_2_Avg,VWC_3_Avg,EC_3_Avg,ST_3_Avg,P_3_Avg,PA_3_Avg,VR_3_Avg,SWE_mv_Avg,maxbot_volt_Avg,maxbot_dist_Avg,TT_C,SBT_C
TS,RN,,,m^3/m^3,dS/m,Deg C,unitless,nSec,unitless,,,,,,,,,,,,,,,,Deg C,Deg C
,,Smp,Smp,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Smp,Smp
10/10/18 15:30,34750,283,1530,0.03,0,7.29,2.993,1.203,1,0.03,0.001,6.634,3.027,1.211,1.001,0.076,0,8.61,4.846,1.275,1,0.009,4835,4.721,NAN,-108
10/10/18 15:45,34751,283,1545,0.03,0.001,7.336,2.989,1.203,1.001,0.03,0.001,6.647,3.024,1.211,1.001,0.076,0.001,8.59,4.845,1.275,1,0.009,4829,4.716,NAN,-111.5
10/10/18 16:00,34752,283,1600,0.03,0,7.4,2.993,1.203,1,0.031,0,6.671,3.036,1.211,1,0.076,0,8.61,4.845,1.275,1,0.009,4825,4.712,NAN,-117.4
10/10/18 16:15,34753,283,1615,0.03,0,7.453,2.993,1.203,1,0.031,0,6.659,3.034,1.211,1,0.076,0,8.62,4.846,1.275,1,0.009,4824,4.711,NAN,-111.5
10/10/18 16:30,34754,283,1630,0.03,0.001,7.499,2.991,1.203,1,0.031,0,6.685,3.033,1.211,1,0.076,0.001,8.61,4.843,1.275,1.001,0.009,4821,4.708,NAN,-111.5
10/10/18 16:45,34755,283,1645,0.03,0.001,7.531,2.991,1.203,1,0.031,0,6.704,3.032,1.211,1,0.076,0.001,8.59,4.844,1.275,1,0.009,4818,4.705,NAN,-111.5
10/10/18 17:00,34756,283,1700,0.03,0,7.471,2.994,1.203,1,0.031,0,6.7,3.034,1.211,1,0.076,0.001,8.62,4.845,1.275,1,0.009,4816,4.703,NAN,-111.5
10/10/18 17:15,34757,283,1715,0.03,0.001,7.402,2.992,1.203,1,0.031,0.001,6.711,3.05,1.212,1.001,0.076,0,8.58,4.845,1.275,1,0.008,4815,4.702,NAN,-111.5
10/10/18 17:30,34758,283,1730,0.03,0,7.394,2.992,1.203,1,0.031,0,6.712,3.054,1.212,1,0.076,0,8.59,4.845,1.275,1,0.008,4814,4.701,NAN,-108
10/10/18 17:45,34759,283,1745,0.03,0,7.318,2.993,1.203,1,0.031,0,6.739,3.059,1.212,1,0.076,0,8.61,4.848,1.275,1,0.008,4813,4.7,NAN,-111.5
10/10/18 18:00,34760,283,1800,0.03,0,7.253,2.994,1.203,1,0.031,0,6.756,3.056,1.212,1,0.077,0.001,8.6,4.87,1.276,1,0.008,4812,4.699,NAN,-111.5
10/10/18 18:15,34761,283,1815,0.03,0,7.177,2.995,1.203,1,0.031,0.001,6.772,3.049,1.212,1.001,0.077,0,8.58,4.872,1.276,1,0.008,4810,4.698,NAN,-108
10/10/18 18:30,34762,283,1830,0.03,0.001,7.112,2.99,1.203,1.001,0.031,0,6.803,3.053,1.212,1,0.077,0,8.6,4.873,1.276,1,0.008,4810,4.698,NAN,-111.5
10/10/18 18:45,34763,283,1845,0.03,0,7.053,2.994,1.203,1,0.031,0,6.813,3.055,1.212,1,0.077,0,8.57,4.874,1.276,1,0.008,4808,4.696,NAN,-108
10/10/18 19:00,34764,283,1900,0.03,0,6.98,2.993,1.203,1,0.031,0,6.827,3.054,1.212,1,0.077,0,8.6,4.872,1.276,1,0.008,4808,4.695,NAN,-111.5
10/10/18 19:15,34765,283,1915,0.03,0.001,6.889,2.992,1.203,1,0.031,0,6.831,3.057,1.212,1,0.077,0.001,8.58,4.871,1.276,1.001,0.008,4808,4.695,NAN,-111.5
10/10/18 19:30,34766,283,1930,0.03,0,6.803,2.992,1.203,1,0.031,0.001,6.857,3.049,1.212,1.001,0.077,0.001,8.61,4.87,1.276,1.001,0.008,4808,4.695,NAN,-111.5
10/10/18 19:45,34767,283,1945,0.03,0,6.726,2.993,1.203,1,0.031,0,6.871,3.054,1.212,1,0.077,0,8.56,4.872,1.276,1,0.008,4807,4.695,NAN,-111.5
10/10/18 20:00,34768,283,2000,0.03,0,6.684,2.994,1.203,1,0.031,0,6.92,3.055,1.212,1,0.077,0,8.59,4.871,1.276,1,0.008,4806,4.693,NAN,-111.5
10/10/18 20:15,34769,283,2015,0.03,0,6.633,2.992,1.203,1,0.031,0.001,6.907,3.052,1.212,1.001,0.077,0,8.59,4.871,1.276,1,0.008,4805,4.692,NAN,-111.5
10/10/18 20:30,34770,283,2030,0.03,0,6.573,2.993,1.203,1,0.031,0.001,6.914,3.051,1.212,1.001,0.077,0,8.57,4.873,1.276,1,0.008,4805,4.693,NAN,-111.5
10/10/18 20:45,34771,283,2045,0.03,0.001,6.518,2.991,1.203,1,0.031,0,6.94,3.057,1.212,1,0.077,0.001,8.56,4.87,1.276,1.001,0.008,4804,4.691,NAN,-108
10/10/18 21:00,34772,283,2100,0.03,0.001,6.435,2.991,1.203,1,0.031,0,6.954,3.058,1.212,1,0.077,0,8.55,4.871,1.276,1,0.009,4801,4.688,NAN,-108
10/10/18 21:15,34773,283,2115,0.03,0,6.394,2.993,1.203,1,0.031,0,6.959,3.056,1.212,1,0.077,0,8.57,4.871,1.276,1,0.008,4798,4.686,NAN,-111.5
10/10/18 21:30,34774,283,2130,0.03,0,6.334,2.993,1.203,1,0.031,0,6.952,3.056,1.212,1,0.077,0,8.56,4.871,1.276,1,0.008,4797,4.685,NAN,-111.5
10/10/18 21:45,34775,283,2145,0.03,0.001,6.264,2.991,1.203,1,0.031,0,6.967,3.055,1.212,1,0.077,0.001,8.56,4.871,1.276,1,0.008,4797,4.685,NAN,-108
10/10/18 22:00,34776,283,2200,0.03,0.001,6.225,2.992,1.203,1,0.031,0,6.994,3.058,1.212,1,0.077,0.001,8.55,4.87,1.276,1.001,0.008,4799,4.686,NAN,-111.5
10/10/18 22:15,34777,283,2215,0.03,0,6.172,2.993,1.203,1,0.031,0,7.02,3.053,1.212,1.001,0.077,0.001,8.57,4.87,1.276,1.001,0.008,4800,4.687,NAN,-117.4
10/10/18 22:30,34778,283,2230,0.03,0.001,6.087,2.99,1.203,1.001,0.031,0,7.034,3.057,1.212,1,0.077,0,8.55,4.873,1.276,1,0.008,4800,4.687,NAN,-108
10/10/18 22:45,34779,283,2245,0.03,0.001,6.035,2.992,1.203,1,0.031,0,7.04,3.053,1.212,1,0.077,0,8.55,4.873,1.276,1,0.008,4801,4.688,NAN,-111.5
10/10/18 23:00,34780,283,2300,0.03,0.001,5.973,2.991,1.203,1,0.031,0,7.084,3.055,1.212,1,0.077,0.001,8.55,4.87,1.276,1,0.008,4801,4.688,NAN,-111.5
10/10/18 23:15,34781,283,2315,0.03,0,5.923,2.992,1.203,1,0.031,0,7.041,3.054,1.212,1,0.077,0.001,8.56,4.871,1.276,1,0.008,4800,4.687,NAN,-108
10/10/18 23:30,34782,283,2330,0.03,0,5.879,2.994,1.203,1,0.031,0,7.056,3.055,1.212,1,0.077,0.001,8.55,4.871,1.276,1,0.008,4799,4.686,NAN,-111.5
10/10/18 23:45,34783,283,2345,0.03,0,5.85,2.993,1.203,1,0.031,0,7.041,3.056,1.212,1,0.077,0.001,8.58,4.871,1.276,1,0.008,4798,4.686,NAN,-108
10/11/18 0:00,34784,284,0,0.03,0,5.791,2.994,1.203,1,0.031,0,7.061,3.056,1.212,1,0.077,0.001,8.54,4.87,1.276,1.001,0.008,4798,4.685,NAN,-108
10/11/18 0:15,34785,284,15,0.03,0.001,5.754,2.991,1.203,1,0.031,0,7.073,3.057,1.212,1,0.077,0.001,8.56,4.87,1.276,1,0.009,4798,4.686,NAN,-108
10/11/18 0:30,34786,284,30,0.03,0,5.699,2.993,1.203,1,0.031,0,7.09,3.055,1.212,1,0.077,0.001,8.55,4.87,1.276,1,0.009,4798,4.686,NAN,-117.4
10/11/18 0:45,34787,284,45,0.03,0.001,5.634,2.992,1.203,1,0.031,0,7.086,3.054,1.212,1,0.077,0.001,8.53,4.871,1.276,1,0.009,4798,4.686,NAN,-117.4
10/11/18 1:00,34788,284,100,0.03,0,5.588,2.992,1.203,1,0.031,0,7.076,3.056,1.212,1,0.077,0.001,8.54,4.87,1.276,1.001,0.009,4798,4.686,NAN,-111.5
10/11/18 1:15,34789,284,115,0.03,0,5.538,2.993,1.203,1,0.031,0,7.086,3.058,1.212,1,0.077,0,8.52,4.872,1.276,1,0.009,4799,4.686,NAN,-108
10/11/18 1:30,34790,284,130,0.03,0,5.495,2.993,1.203,1,0.031,0,7.075,3.053,1.212,1.001,0.077,0,8.55,4.872,1.276,1,0.009,4799,4.687,NAN,-111.5
10/11/18 1:45,34791,284,145,0.03,0,5.453,2.992,1.203,1,0.031,0,7.082,3.052,1.212,1.001,0.077,0,8.54,4.872,1.276,1,0.009,4799,4.686,NAN,-111.5
10/11/18 2:00,34792,284,200,0.03,0,5.418,2.995,1.203,1,0.031,0,7.101,3.055,1.212,1,0.077,0.001,8.53,4.87,1.276,1.001,0.009,4798,4.686,NAN,-111.5
10/11/18 2:15,34793,284,215,0.03,0.001,5.399,2.992,1.203,1,0.031,0,7.09,3.055,1.212,1,0.077,0.001,8.52,4.869,1.276,1.001,0.009,4797,4.685,NAN,-111.5
10/11/18 2:30,34794,284,230,0.03,0,5.37,2.992,1.203,1,0.031,0,7.093,3.057,1.212,1,0.077,0,8.54,4.871,1.276,1,0.009,4794,4.682,NAN,-108
10/11/18 2:45,34795,284,245,0.03,0,5.353,2.993,1.203,1,0.031,0.001,7.099,3.052,1.212,1.001,0.077,0.001,8.53,4.869,1.276,1.001,0.009,4793,4.681,NAN,-111.5
10/11/18 3:00,34796,284,300,0.03,0,5.304,2.992,1.203,1,0.031,0,7.061,3.057,1.212,1,0.077,0,8.49,4.872,1.276,1,0.009,4793,4.68,NAN,-111.5
10/11/18 3:15,34797,284,315,0.03,0,5.245,2.996,1.203,1,0.031,0,7.077,3.053,1.212,1,0.077,0.001,8.52,4.87,1.276,1.001,0.009,4793,4.68,NAN,-108
10/11/18 3:30,34798,284,330,0.03,0,5.209,2.993,1.203,1,0.031,0,7.066,3.055,1.212,1,0.077,0.001,8.52,4.869,1.276,1.001,0.009,4791,4.678,NAN,-108
10/11/18 3:45,34799,284,345,0.03,0.001,5.183,2.991,1.203,1,0.031,0,7.103,3.056,1.212,1,0.077,0.001,8.51,4.87,1.276,1.001,0.009,4789,4.676,NAN,-111.5
10/11/18 4:00,34800,284,400,0.03,0,5.135,2.993,1.203,1,0.031,0.001,7.078,3.05,1.212,1.001,0.077,0.001,8.5,4.87,1.276,1.001,0.009,4787,4.675,NAN,-117.4
10/11/18 4:15,34801,284,415,0.03,0,5.099,2.994,1.203,1,0.031,0,7.082,3.054,1.212,1,0.077,0,8.52,4.872,1.276,1,0.009,4789,4.677,NAN,-111.5
10/11/18 4:30,34802,284,430,0.03,0,5.014,2.993,1.203,1,0.031,0,7.053,3.059,1.212,1,0.077,0.001,8.5,4.871,1.276,1,0.009,4792,4.68,NAN,-111.5
10/11/18 4:45,34803,284,445,0.03,0.001,4.936,2.99,1.203,1.001,0.031,0,7.07,3.054,1.212,1,0.077,0.001,8.51,4.87,1.276,1.001,0.009,4793,4.68,NAN,-108
10/11/18 5:00,34804,284,500,0.03,0,4.91,2.992,1.203,1,0.031,0.001,7.084,3.051,1.212,1.001,0.077,0,8.52,4.873,1.276,1,0.009,4792,4.68,NAN,-111.5
10/11/18 5:15,34805,284,515,0.03,0,4.832,2.993,1.203,1,0.031,0,7.045,3.057,1.212,1,0.077,0.001,8.51,4.87,1.276,1.001,0.009,4791,4.679,NAN,-111.5
10/11/18 5:30,34806,284,530,0.03,0,4.808,2.993,1.203,1,0.031,0,7.036,3.054,1.212,1,0.077,0.001,8.48,4.869,1.276,1.001,0.009,4790,4.678,NAN,-105.4
10/11/18 5:45,34807,284,545,0.03,0,4.755,2.993,1.203,1,0.031,0.001,7.035,3.052,1.212,1.001,0.077,0.001,8.49,4.869,1.276,1.001,0.009,4788,4.676,NAN,-111.5
10/11/18 6:00,34808,284,600,0.03,0,4.73,2.992,1.203,1,0.031,0,7.05,3.055,1.212,1,0.077,0.001,8.5,4.869,1.276,1.001,0.009,4787,4.675,NAN,-111.5
10/11/18 6:15,34809,284,615,0.029,0,4.683,2.97,1.202,1,0.031,0,7.029,3.055,1.212,1,0.077,0,8.48,4.872,1.276,1,0.009,4788,4.676,NAN,-111.5
10/11/18 6:30,34810,284,630,0.029,0,4.626,2.971,1.202,1,0.031,0,7.05,3.057,1.212,1,0.077,0.001,8.51,4.869,1.276,1.001,0.009,4791,4.679,NAN,-108
10/11/18 6:45,34811,284,645,0.029,0,4.587,2.97,1.202,1,0.031,0,7.028,3.052,1.212,1.001,0.077,0,8.49,4.871,1.276,1,0.009,4793,4.681,NAN,-108
10/11/18 7:00,34812,284,700,0.029,0,4.556,2.972,1.202,1,0.031,0,7.026,3.056,1.212,1,0.077,0,8.49,4.871,1.276,1,0.009,4795,4.683,NAN,-111.5
10/11/18 7:15,34813,284,715,0.029,0,4.478,2.972,1.202,1,0.031,0,7.003,3.054,1.212,1,0.077,0.001,8.47,4.871,1.276,1.001,0.009,4796,4.684,NAN,-108
10/11/18 7:30,34814,284,730,0.029,0,4.472,2.971,1.202,1,0.031,0,7.025,3.055,1.212,1,0.077,0.001,8.48,4.869,1.276,1.001,0.01,4797,4.685,NAN,-108
10/11/18 7:45,34815,284,745,0.029,0,4.473,2.972,1.202,1,0.031,0,6.993,3.055,1.212,1,0.077,0,8.5,4.873,1.276,1,0.01,4801,4.688,NAN,-111.5
10/11/18 8:00,34816,284,800,0.029,0,4.476,2.97,1.202,1,0.031,0,7.004,3.056,1.212,1,0.077,0,8.5,4.871,1.276,1,0.01,4806,4.693,NAN,-111.5
10/11/18 8:15,34817,284,815,0.029,0,4.439,2.971,1.202,1,0.031,0,6.995,3.057,1.212,1,0.077,0,8.48,4.871,1.276,1,0.01,4807,4.695,NAN,-117.4
10/11/18 8:30,34818,284,830,0.029,0,4.444,2.97,1.202,1,0.031,0.001,6.957,3.052,1.212,1.001,0.077,0.001,8.47,4.87,1.276,1.001,0.01,4806,4.693,NAN,-111.5
10/11/18 8:45,34819,284,845,0.029,0,4.478,2.971,1.202,1,0.031,0.001,6.959,3.053,1.212,1.001,0.077,0,8.49,4.873,1.276,1,0.01,4807,4.694,NAN,-111.5
10/11/18 9:00,34820,284,900,0.03,0,4.553,2.994,1.203,1,0.032,0,6.951,3.078,1.213,1,0.077,0,8.49,4.872,1.276,1,0.01,4808,4.695,NAN,-111.5
10/11/18 9:15,34821,284,915,0.03,0,4.611,2.995,1.203,1,0.032,0,6.946,3.08,1.213,1,0.077,0.001,8.46,4.868,1.276,1.001,0.01,4812,4.699,NAN,-111.5
10/11/18 9:30,34822,284,930,0.03,0,4.717,2.995,1.203,1,0.032,0,6.916,3.077,1.213,1,0.077,0.001,8.47,4.871,1.276,1,0.01,4816,4.703,NAN,-111.5
10/11/18 9:45,34823,284,945,0.03,0,4.807,2.992,1.203,1,0.032,0,6.931,3.079,1.213,1,0.077,0.001,8.44,4.87,1.276,1,0.011,4820,4.707,NAN,-111.5
10/11/18 10:00,34824,284,1000,0.03,0.001,4.91,2.99,1.203,1.001,0.032,0,6.898,3.079,1.213,1,0.077,0,8.48,4.871,1.276,1,0.011,4832,4.719,NAN,-111.5
10/11/18 10:15,34825,284,1015,0.03,0,5.05,2.993,1.203,1,0.032,0,6.898,3.08,1.213,1,0.077,0.001,8.49,4.87,1.276,1.001,0.011,4839,4.725,NAN,-111.5
10/11/18 10:30,34826,284,1030,0.03,0.001,5.143,2.99,1.203,1.001,0.032,0,6.864,3.077,1.213,1,0.077,0,8.48,4.872,1.276,1,0.011,4845,4.731,NAN,-111.5
10/11/18 10:45,34827,284,1045,0.03,0,5.232,2.993,1.203,1,0.032,0,6.891,3.08,1.213,1,0.077,0,8.47,4.871,1.276,1,0.011,4848,4.734,NAN,-111.5
10/11/18 11:00,34828,284,1100,0.03,0,5.378,2.993,1.203,1,0.032,0,6.875,3.079,1.213,1,0.077,0.001,8.45,4.869,1.276,1.001,0.012,4850,4.736,NAN,-111.5
10/11/18 11:15,34829,284,1115,0.03,0,5.538,2.993,1.203,1,0.032,0,6.847,3.078,1.213,1,0.077,0,8.46,4.872,1.276,1,0.012,4847,4.734,NAN,-111.5
10/11/18 11:30,34830,284,1130,0.03,0,5.78,2.994,1.203,1,0.032,0,6.84,3.078,1.213,1,0.077,0.001,8.47,4.869,1.276,1.001,0.012,4850,4.736,NAN,-111.5
10/11/18 11:45,34831,284,1145,0.03,0,6.031,2.994,1.203,1,0.032,0.001,6.856,3.072,1.213,1.001,0.077,0.001,8.47,4.87,1.276,1,0.012,4845,4.732,NAN,-111.5
10/11/18 12:00,34832,284,1200,0.03,0.001,6.309,2.991,1.203,1,0.032,0,6.818,3.079,1.213,1,0.077,0.001,8.45,4.87,1.276,1,0.012,4857,4.743,NAN,-108
10/11/18 12:15,34833,284,1215,0.03,0,6.587,2.993,1.203,1,0.032,0,6.827,3.081,1.213,1,0.077,0.001,8.46,4.87,1.276,1,0.012,4851,4.738,NAN,-108
10/11/18 12:30,34834,284,1230,0.03,0,6.908,2.992,1.203,1,0.032,0,6.834,3.078,1.213,1,0.077,0,8.42,4.872,1.276,1,0.011,4856,4.742,NAN,-111.5
10/11/18 12:45,34835,284,1245,0.03,0,7.203,2.993,1.203,1,0.032,0,6.817,3.079,1.213,1,0.077,0.001,8.45,4.87,1.276,1.001,0.011,4858,4.744,NAN,-111.5
10/11/18 13:00,34836,284,1300,0.03,0,7.531,2.994,1.203,1,0.032,0,6.805,3.08,1.213,1,0.077,0,8.44,4.872,1.276,1,0.011,4855,4.742,NAN,-108
10/11/18 13:15,34837,284,1315,0.03,0,7.82,2.993,1.203,1,0.032,0,6.804,3.077,1.213,1,0.077,0.001,8.47,4.87,1.276,1,0.011,4839,4.725,NAN,-108
10/11/18 13:30,34838,284,1330,0.03,0,7.967,2.997,1.203,1,0.032,0,6.822,3.077,1.213,1,0.077,0,8.46,4.872,1.276,1,0.011,4833,4.72,NAN,-111.5
10/11/18 13:45,34839,284,1345,0.03,0,8.07,3.015,1.204,1,0.032,0,6.799,3.077,1.213,1,0.077,0.001,8.44,4.869,1.276,1.001,0.01,4834,4.721,NAN,-111.5
10/11/18 14:00,34840,284,1400,0.03,0,8.06,3.016,1.204,1,0.032,0.001,6.824,3.074,1.213,1.001,0.077,0,8.46,4.872,1.276,1,0.01,4833,4.72,NAN,-111.5
10/11/18 14:15,34841,284,1415,0.03,0,8.04,3.016,1.204,1,0.032,0,6.835,3.076,1.213,1.001,0.077,0,8.44,4.873,1.276,1,0.01,4830,4.716,NAN,-111.5
10/11/18 14:30,34842,284,1430,0.03,0,7.995,3.016,1.204,1,0.032,0,6.825,3.081,1.213,1,0.077,0,8.44,4.872,1.276,1,0.01,4830,4.716,NAN,-108
10/11/18 14:45,34843,284,1445,0.03,0.001,7.965,3.014,1.204,1,0.032,0,6.816,3.078,1.213,1,0.077,0.001,8.45,4.871,1.276,1,0.01,4828,4.715,NAN,-108
10/11/18 15:00,34844,284,1500,0.03,0,7.917,3.017,1.204,1,0.032,0,6.875,3.078,1.213,1,0.077,0.001,8.44,4.87,1.276,1,0.01,4825,4.712,NAN,-111.5
10/11/18 15:15,34845,284,1515,0.03,0,7.853,3.017,1.204,1,0.032,0.001,6.851,3.07,1.213,1.001,0.077,0.001,8.45,4.87,1.276,1,0.01,4825,4.712,NAN,-111.5
10/11/18 15:30,34846,284,1530,0.03,0.001,7.79,3.015,1.204,1,0.032,0.001,6.866,3.073,1.213,1.001,0.077,0,8.41,4.872,1.276,1,0.01,4835,4.722,NAN,-117.4
10/11/18 15:45,34847,284,1545,0.03,0.001,7.667,3.013,1.204,1.001,0.032,0,6.881,3.079,1.213,1,0.077,0,8.43,4.872,1.276,1,0.01,4838,4.725,NAN,-111.5
10/11/18 16:00,34848,284,1600,0.03,0,7.59,3.016,1.204,1,0.032,-0.001,6.896,3.084,1.213,0.999,0.077,0,8.46,4.871,1.276,1,0.01,4827,4.714,NAN,-108
10/11/18 16:15,34849,284,1615,0.03,0.001,7.491,3.014,1.204,1,0.032,0,6.913,3.083,1.213,0.999,0.077,0,8.43,4.872,1.276,1,0.009,4819,4.706,NAN,-111.5
10/11/18 16:30,34850,284,1630,0.03,0.001,7.367,3.015,1.204,1,0.032,0,6.927,3.083,1.213,1,0.077,0,8.44,4.871,1.276,1,0.009,4813,4.7,NAN,-111.5
10/11/18 16:45,34851,284,1645,0.03,0.001,7.278,3.015,1.204,1,0.032,0,6.934,3.082,1.213,1,0.077,0,8.44,4.872,1.276,1,0.009,4810,4.697,NAN,-111.5
10/11/18 17:00,34852,284,1700,0.03,0,7.172,3.016,1.204,1,0.032,0,6.985,3.078,1.213,1,0.077,0,8.43,4.871,1.276,1,0.009,4807,4.694,NAN,-111.5
10/11/18 17:15,34853,284,1715,0.03,0,7.043,3.015,1.204,1,0.032,0.001,6.973,3.073,1.213,1.001,0.077,0,8.41,4.871,1.276,1,0.009,4804,4.691,NAN,-108
10/11/18 17:30,34854,284,1730,0.03,0,6.962,3.016,1.204,1,0.032,0,6.997,3.078,1.213,1,0.077,0.001,8.4,4.87,1.276,1,0.009,4801,4.688,NAN,-111.5
10/11/18 17:45,34855,284,1745,0.03,0,6.788,3.015,1.204,1,0.032,0,7.027,3.078,1.213,1,0.077,0,8.44,4.872,1.276,1,0.009,4799,4.687,NAN,-111.5
10/11/18 18:00,34856,284,1800,0.03,0,6.693,2.993,1.203,1,0.032,0,7.05,3.078,1.213,1,0.077,0,8.42,4.871,1.276,1,0.009,4798,4.685,NAN,-108
10/11/18 18:15,34857,284,1815,0.03,0,6.559,2.994,1.203,1,0.032,0,7.033,3.08,1.213,1,0.077,0,8.42,4.872,1.276,1,0.009,4795,4.682,NAN,-108
10/11/18 18:30,34858,284,1830,0.03,0,6.421,2.993,1.203,1,0.032,0.001,7.065,3.075,1.213,1.001,0.077,0.001,8.44,4.869,1.276,1.001,0.009,4793,4.681,NAN,-108
10/11/18 18:45,34859,284,1845,0.03,0,6.272,2.993,1.203,1,0.032,0.001,7.095,3.075,1.213,1.001,0.077,0.001,8.42,4.869,1.276,1.001,0.009,4791,4.679,NAN,-111.5
10/11/18 19:00,34860,284,1900,0.03,0,6.131,2.994,1.203,1,0.032,0,7.13,3.079,1.213,1,0.077,0.001,8.41,4.869,1.276,1.001,0.009,4791,4.679,NAN,-111.5
10/11/18 19:15,34861,284,1915,0.03,0,6.009,2.994,1.203,1,0.032,0.001,7.116,3.075,1.213,1.001,0.077,0.001,8.4,4.871,1.276,1,0.009,4790,4.677,NAN,-117.4
10/11/18 19:30,34862,284,1930,0.03,0,5.867,2.993,1.203,1,0.032,0,7.115,3.079,1.213,1,0.077,0.001,8.44,4.87,1.276,1.001,0.009,4789,4.677,NAN,-108
10/11/18 19:45,34863,284,1945,0.03,0,5.709,2.992,1.203,1,0.032,0,7.136,3.076,1.213,1.001,0.077,0,8.42,4.872,1.276,1,0.009,4789,4.676,NAN,-111.5
10/11/18 20:00,34864,284,2000,0.03,0,5.574,2.994,1.203,1,0.032,0,7.163,3.077,1.213,1,0.077,0,8.43,4.871,1.276,1,0.009,4788,4.676,NAN,-111.5
10/11/18 20:15,34865,284,2015,0.03,0.001,5.449,2.991,1.203,1,0.032,0,7.16,3.081,1.213,1,0.077,0.001,8.42,4.87,1.276,1,0.009,4787,4.675,NAN,-108
10/11/18 20:30,34866,284,2030,0.03,0,5.344,2.993,1.203,1,0.032,0,7.16,3.076,1.213,1.001,0.077,0,8.42,4.873,1.276,1,0.009,4786,4.674,NAN,-117.4
10/11/18 20:45,34867,284,2045,0.03,0,5.257,2.995,1.203,1,0.032,0,7.192,3.079,1.213,1,0.077,0.001,8.39,4.87,1.276,1,0.009,4784,4.672,NAN,-111.5
10/11/18 21:00,34868,284,2100,0.03,0,5.13,2.993,1.203,1,0.032,0,7.177,3.076,1.213,1.001,0.077,0.001,8.42,4.871,1.276,1,0.009,4781,4.669,NAN,-108
10/11/18 21:15,34869,284,2115,0.03,0,5.062,2.993,1.203,1,0.032,0,7.194,3.077,1.213,1,0.077,0,8.41,4.871,1.276,1,0.009,4781,4.669,NAN,-117.4
10/11/18 21:30,34870,284,2130,0.03,0,4.979,2.993,1.203,1,0.032,0,7.201,3.08,1.213,1,0.077,0,8.39,4.873,1.276,1,0.009,4781,4.668,NAN,-111.5
10/11/18 21:45,34871,284,2145,0.03,0,4.916,2.992,1.203,1,0.032,0,7.19,3.078,1.213,1,0.077,0.001,8.37,4.871,1.276,1,0.009,4780,4.668,NAN,-111.5
10/11/18 22:00,34872,284,2200,0.03,0,4.796,2.993,1.203,1,0.032,0,7.227,3.078,1.213,1,0.077,0.001,8.41,4.871,1.276,1,0.009,4778,4.666,NAN,-111.5
10/11/18 22:15,34873,284,2215,0.03,0,4.731,2.994,1.203,1,0.032,0,7.198,3.08,1.213,1,0.077,0,8.41,4.871,1.276,1,0.009,4777,4.665,NAN,-117.4
10/11/18 22:30,34874,284,2230,0.03,0,4.661,2.993,1.203,1,0.032,0,7.184,3.076,1.213,1.001,0.077,0,8.39,4.873,1.276,1,0.009,4777,4.665,NAN,-117.4
10/11/18 22:45,34875,284,2245,0.03,0,4.558,2.994,1.203,1,0.032,0,7.179,3.078,1.213,1,0.077,0.001,8.42,4.87,1.276,1,0.009,4776,4.664,NAN,-111.5
10/11/18 23:00,34876,284,2300,0.03,0,4.502,2.993,1.203,1,0.032,0,7.194,3.077,1.213,1,0.077,0.001,8.39,4.871,1.276,1,0.009,4775,4.663,NAN,-111.5
10/11/18 23:15,34877,284,2315,0.03,0,4.444,2.993,1.203,1,0.032,0,7.21,3.078,1.213,1,0.077,0,8.39,4.871,1.276,1,0.009,4777,4.665,NAN,-111.5
10/11/18 23:30,34878,284,2330,0.03,0,4.391,2.992,1.203,1,0.032,0,7.164,3.081,1.213,1,0.077,0,8.4,4.872,1.276,1,0.009,4776,4.665,NAN,-111.5
10/11/18 23:45,34879,284,2345,0.03,0,4.324,2.994,1.203,1,0.032,0,7.164,3.079,1.213,1,0.077,0,8.37,4.871,1.276,1,0.009,4777,4.665,NAN,-111.5
10/12/18 0:00,34880,285,0,0.03,0,4.229,2.993,1.203,1,0.032,0,7.169,3.08,1.213,1,0.077,0,8.4,4.872,1.276,1,0.009,4777,4.665,NAN,-111.5
10/12/18 0:15,34881,285,15,0.03,0.001,4.213,2.991,1.203,1,0.032,0,7.167,3.076,1.213,1.001,0.077,0.001,8.38,4.87,1.276,1.001,0.009,4778,4.666,NAN,-111.5
10/12/18 0:30,34882,285,30,0.03,0,4.106,2.993,1.203,1,0.032,0,7.165,3.079,1.213,1,0.077,0,8.36,4.874,1.276,1,0.009,4779,4.667,NAN,-111.5
10/12/18 0:45,34883,285,45,0.03,0,4.054,2.993,1.203,1,0.032,0,7.144,3.079,1.213,1,0.077,0,8.39,4.872,1.276,1,0.009,4780,4.668,NAN,-117.4
10/12/18 1:00,34884,285,100,0.03,0,3.972,2.993,1.203,1,0.032,0,7.154,3.079,1.213,1,0.077,0.001,8.37,4.87,1.276,1.001,0.009,4781,4.669,NAN,-117.4
