TOA5,CR1000_tower4_N,CR1000,73550,CR1000.Std.28,CPU:SH_tow4_North_2017.CR1,58121,Enviro,,,,,,,,,,,,,,,,,,,
TIMESTAMP,RECORD,Day_of_Year,Hour,VWC_1_Avg,EC_1_Avg,ST_1_Avg,P_1_Avg,PA_1_Avg,VR_1_Avg,VWC_2_Avg,EC_2_Avg,ST_2_Avg,P_2_Avg,PA_2_Avg,VR_2_Avg,VWC_3_Avg,EC_3_Avg,ST_3_Avg,P_3_Avg,PA_3_Avg,VR_3_Avg,SWE_mv_Avg,maxbot_volt_Avg,maxbot_dist_Avg,TT_C,SBT_C
TS,RN,,,m^3/m^3,dS/m,Deg C,unitless,nSec,unitless,,,,,,,,,,,,,,,,Deg C,Deg C
,,Smp,Smp,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Smp,Smp
10/7/18 20:15,34481,280,2015,0.028,0,5.007,2.927,1.199,1,0.027,0.001,7.52,2.911,1.205,1.001,0.075,0,9.5,4.819,1.274,1,0.009,4780,4.668,NAN,-111.5
10/7/18 20:30,34482,280,2030,0.028,0,4.961,2.926,1.199,1,0.028,0.001,7.521,2.913,1.205,1.001,0.075,0,9.47,4.819,1.274,1,0.009,4780,4.668,NAN,-108
10/7/18 20:45,34483,280,2045,0.028,0,4.909,2.925,1.199,1,0.028,0,7.535,2.915,1.205,1.001,0.075,0,9.48,4.818,1.274,1,0.009,4780,4.668,NAN,-111.5
10/7/18 21:00,34484,280,2100,0.028,0,4.81,2.927,1.199,1,0.028,0,7.543,2.917,1.205,1,0.075,0,9.49,4.819,1.274,1,0.009,4781,4.668,NAN,-111.5
10/7/18 21:15,34485,280,2115,0.028,0,4.742,2.926,1.199,1,0.028,0,7.537,2.917,1.205,1,0.075,0.001,9.49,4.817,1.274,1.001,0.009,4779,4.667,NAN,-117.4
10/7/18 21:30,34486,280,2130,0.028,0,4.695,2.924,1.199,1,0.028,0,7.528,2.916,1.205,1,0.075,0.001,9.48,4.818,1.274,1,0.009,4781,4.669,NAN,-108
10/7/18 21:45,34487,280,2145,0.028,0,4.641,2.925,1.199,1,0.027,0.001,7.525,2.91,1.205,1.001,0.075,0,9.49,4.819,1.274,1,0.009,4786,4.674,NAN,-111.5
10/7/18 22:00,34488,280,2200,0.028,0,4.592,2.925,1.199,1,0.028,0,7.554,2.919,1.205,1,0.075,0,9.46,4.819,1.274,1,0.009,4785,4.673,NAN,-108
10/7/18 22:15,34489,280,2215,0.028,0,4.553,2.925,1.199,1,0.028,0,7.542,2.917,1.205,1,0.075,0,9.48,4.819,1.274,1,0.009,4782,4.67,NAN,-111.5
10/7/18 22:30,34490,280,2230,0.028,0,4.513,2.926,1.199,1,0.028,0.001,7.523,2.914,1.205,1.001,0.075,0.001,9.45,4.818,1.274,1,0.009,4780,4.668,NAN,-111.5
10/7/18 22:45,34491,280,2245,0.028,0,4.478,2.926,1.199,1,0.028,0,7.525,2.918,1.205,1,0.075,0.001,9.45,4.818,1.274,1,0.009,4780,4.668,NAN,-111.5
10/7/18 23:00,34492,280,2300,0.028,0,4.426,2.924,1.199,1,0.028,0,7.513,2.919,1.205,1,0.075,0.001,9.48,4.818,1.274,1,0.009,4782,4.67,NAN,-111.5
10/7/18 23:15,34493,280,2315,0.028,0,4.411,2.924,1.199,1,0.028,0.001,7.543,2.937,1.206,1.001,0.075,0.001,9.44,4.818,1.274,1,0.009,4786,4.673,NAN,-108
10/7/18 23:30,34494,280,2330,0.028,0,4.327,2.926,1.199,1,0.028,0,7.532,2.939,1.206,1,0.075,0,9.45,4.818,1.274,1,0.009,4783,4.671,NAN,-111.5
10/7/18 23:45,34495,280,2345,0.028,0,4.272,2.924,1.199,1,0.028,0.001,7.492,2.936,1.206,1.001,0.075,0,9.44,4.819,1.274,1,0.009,4778,4.666,NAN,-111.5
10/8/18 0:00,34496,281,0,0.028,0,4.265,2.925,1.199,1,0.028,0,7.517,2.942,1.206,1,0.075,0,9.43,4.819,1.274,1,0.009,4778,4.666,NAN,-111.5
10/8/18 0:15,34497,281,15,0.028,0,4.202,2.924,1.199,1,0.028,0,7.514,2.939,1.206,1,0.075,0,9.42,4.82,1.274,1,0.009,4777,4.666,NAN,-111.5
10/8/18 0:30,34498,281,30,0.028,0,4.156,2.923,1.199,1,0.028,0,7.508,2.937,1.206,1.001,0.075,0,9.43,4.818,1.274,1,0.009,4778,4.666,NAN,-111.5
10/8/18 0:45,34499,281,45,0.028,0,4.117,2.926,1.199,1,0.028,0,7.467,2.939,1.206,1,0.075,0,9.42,4.819,1.274,1,0.009,4778,4.666,NAN,-111.5
10/8/18 1:00,34500,281,100,0.028,0,4.086,2.926,1.199,1,0.028,0,7.46,2.94,1.206,1,0.076,0,9.4,4.822,1.274,1,0.009,4778,4.666,NAN,-111.5
10/8/18 1:15,34501,281,115,0.028,0,4.058,2.924,1.199,1,0.028,0,7.449,2.939,1.206,1,0.076,0,9.45,4.846,1.275,1,0.009,4779,4.667,NAN,-111.5
10/8/18 1:30,34502,281,130,0.028,0,3.99,2.925,1.199,1,0.028,0,7.44,2.94,1.206,1,0.076,0,9.41,4.844,1.275,1,0.009,4779,4.667,NAN,-111.5
10/8/18 1:45,34503,281,145,0.028,0.001,3.966,2.923,1.199,1,0.028,0.001,7.435,2.937,1.206,1.001,0.075,0,9.37,4.821,1.274,1,0.009,4778,4.666,NAN,-117.4
10/8/18 2:00,34504,281,200,0.028,0,3.908,2.923,1.199,1,0.028,0,7.439,2.94,1.206,1,0.075,0.001,9.39,4.82,1.274,1,0.009,4778,4.666,NAN,-111.5
10/8/18 2:15,34505,281,215,0.028,0,3.899,2.924,1.199,1,0.028,0,7.416,2.938,1.206,1,0.076,0,9.4,4.844,1.275,1,0.009,4778,4.666,NAN,-117.4
10/8/18 2:30,34506,281,230,0.028,0.001,3.814,2.923,1.199,1,0.028,0,7.359,2.938,1.206,1,0.076,0,9.41,4.847,1.275,1,0.009,4777,4.665,NAN,-111.5
10/8/18 2:45,34507,281,245,0.028,0,3.793,2.925,1.199,1,0.028,0,7.406,2.94,1.206,1,0.076,0.001,9.36,4.844,1.275,1.001,0.01,4775,4.663,NAN,-111.5
10/8/18 3:00,34508,281,300,0.028,0,3.74,2.924,1.199,1,0.028,0,7.376,2.942,1.206,1,0.076,0.001,9.38,4.843,1.275,1.001,0.01,4777,4.665,NAN,-111.5
10/8/18 3:15,34509,281,315,0.028,0,3.718,2.924,1.199,1,0.028,0,7.383,2.939,1.206,1,0.076,0.001,9.4,4.844,1.275,1.001,0.009,4776,4.664,NAN,-108
10/8/18 3:30,34510,281,330,0.028,0,3.65,2.926,1.199,1,0.028,0,7.352,2.938,1.206,1.001,0.076,0,9.39,4.845,1.275,1,0.01,4776,4.664,NAN,-111.5
10/8/18 3:45,34511,281,345,0.028,0.001,3.596,2.924,1.199,1,0.028,0,7.314,2.942,1.206,1,0.076,0,9.38,4.846,1.275,1,0.01,4775,4.664,NAN,-111.5
10/8/18 4:00,34512,281,400,0.028,0.001,3.528,2.923,1.199,1,0.028,0,7.35,2.944,1.206,1,0.076,0.001,9.36,4.844,1.275,1.001,0.01,4776,4.664,NAN,-111.5
10/8/18 4:15,34513,281,415,0.028,0,3.504,2.925,1.199,1,0.028,0,7.311,2.942,1.206,1,0.076,0,9.38,4.845,1.275,1,0.01,4777,4.665,NAN,-111.5
10/8/18 4:30,34514,281,430,0.028,0,3.449,2.926,1.199,1,0.028,0,7.311,2.943,1.206,1,0.076,0,9.36,4.845,1.275,1,0.01,4777,4.665,NAN,-111.5
10/8/18 4:45,34515,281,445,0.028,0,3.415,2.927,1.199,1,0.028,0,7.304,2.937,1.206,1.001,0.076,0,9.35,4.846,1.275,1,0.01,4776,4.664,NAN,-117.4
10/8/18 5:00,34516,281,500,0.028,0,3.346,2.925,1.199,1,0.028,0,7.291,2.941,1.206,1,0.076,0,9.36,4.845,1.275,1,0.01,4774,4.662,NAN,-117.4
10/8/18 5:15,34517,281,515,0.028,0,3.319,2.924,1.199,1,0.028,0.001,7.263,2.934,1.206,1.001,0.076,0,9.32,4.845,1.275,1,0.01,4775,4.663,NAN,-111.5
10/8/18 5:30,34518,281,530,0.028,0,3.301,2.924,1.199,1,0.028,0,7.242,2.94,1.206,1,0.076,0,9.3,4.846,1.275,1,0.01,4775,4.663,NAN,-111.5
10/8/18 5:45,34519,281,545,0.028,0,3.202,2.924,1.199,1,0.028,0,7.228,2.943,1.206,1,0.076,0.001,9.38,4.844,1.275,1,0.01,4774,4.663,NAN,-111.5
10/8/18 6:00,34520,281,600,0.028,0.001,3.216,2.923,1.199,1,0.028,0,7.213,2.939,1.206,1,0.076,0,9.34,4.845,1.275,1,0.01,4772,4.661,NAN,-111.5
10/8/18 6:15,34521,281,615,0.028,0,3.156,2.925,1.199,1,0.028,0,7.208,2.943,1.206,1,0.076,0,9.35,4.846,1.275,1,0.01,4772,4.66,NAN,-108
10/8/18 6:30,34522,281,630,0.028,0,3.125,2.925,1.199,1,0.028,0,7.204,2.94,1.206,1,0.076,0.001,9.3,4.844,1.275,1.001,0.01,4772,4.66,NAN,-108
10/8/18 6:45,34523,281,645,0.028,0,3.062,2.925,1.199,1,0.028,0,7.15,2.938,1.206,1,0.076,0.001,9.32,4.843,1.275,1.001,0.01,4775,4.663,NAN,-117.4
10/8/18 7:00,34524,281,700,0.028,0,3.048,2.924,1.199,1,0.028,0,7.171,2.94,1.206,1,0.076,0,9.31,4.844,1.275,1,0.01,4778,4.666,NAN,-111.5
10/8/18 7:15,34525,281,715,0.028,0,3.005,2.925,1.199,1,0.028,0,7.145,2.943,1.206,1,0.076,0,9.28,4.845,1.275,1,0.01,4788,4.676,NAN,-105.4
10/8/18 7:30,34526,281,730,0.028,0,2.979,2.926,1.199,1,0.028,0,7.13,2.942,1.206,1,0.076,0.001,9.3,4.844,1.275,1.001,0.01,4794,4.681,NAN,-108
10/8/18 7:45,34527,281,745,0.028,0,2.947,2.925,1.199,1,0.028,0,7.112,2.941,1.206,1,0.076,0.001,9.31,4.844,1.275,1.001,0.01,4796,4.684,NAN,-117.4
10/8/18 8:00,34528,281,800,0.028,0,2.944,2.925,1.199,1,0.028,0.001,7.096,2.937,1.206,1.001,0.076,0,9.31,4.847,1.275,1,0.01,4799,4.687,NAN,-117.4
10/8/18 8:15,34529,281,815,0.028,0,2.949,2.925,1.199,1,0.028,0,7.098,2.943,1.206,1,0.076,0.001,9.26,4.844,1.275,1,0.01,4801,4.689,NAN,-117.4
10/8/18 8:30,34530,281,830,0.028,0,2.937,2.924,1.199,1,0.028,0,7.09,2.942,1.206,1,0.076,0.001,9.28,4.845,1.275,1,0.01,4805,4.692,NAN,-108
10/8/18 8:45,34531,281,845,0.028,0,2.926,2.924,1.199,1,0.028,0,7.049,2.939,1.206,1,0.076,0.001,9.35,4.844,1.275,1.001,0.01,4813,4.701,NAN,-108
10/8/18 9:00,34532,281,900,0.028,0,2.953,2.924,1.199,1,0.028,0,7.052,2.94,1.206,1,0.076,0.001,9.3,4.844,1.275,1,0.011,4827,4.714,NAN,-111.5
10/8/18 9:15,34533,281,915,0.028,0,2.985,2.924,1.199,1,0.028,0,7.02,2.943,1.206,1,0.076,0,9.28,4.846,1.275,1,0.011,4834,4.721,NAN,-111.5
10/8/18 9:30,34534,281,930,0.028,0,2.955,2.924,1.199,1,0.028,0,6.999,2.942,1.206,1,0.076,0.001,9.3,4.843,1.275,1.001,0.011,4839,4.726,NAN,NAN
10/8/18 9:45,34535,281,945,0.028,0,2.987,2.924,1.199,1,0.028,0,7.011,2.941,1.206,1,0.076,0,9.3,4.847,1.275,1,0.011,4843,4.73,NAN,-111.5
10/8/18 10:00,34536,281,1000,0.028,0,3.024,2.925,1.199,1,0.028,0,6.986,2.942,1.206,1,0.076,0,9.27,4.845,1.275,1,0.012,4846,4.732,NAN,-111.5
10/8/18 10:15,34537,281,1015,0.028,0,3.043,2.925,1.199,1,0.028,0,6.975,2.94,1.206,1,0.076,0,9.29,4.846,1.275,1,0.012,4848,4.735,NAN,-117.4
10/8/18 10:30,34538,281,1030,0.028,0,3.03,2.926,1.199,1,0.028,0,6.944,2.938,1.206,1,0.076,0.001,9.27,4.844,1.275,1.001,0.012,4852,4.738,NAN,-111.5
10/8/18 10:45,34539,281,1045,0.028,0,3.049,2.924,1.199,1,0.028,0,6.935,2.94,1.206,1,0.076,0.001,9.3,4.844,1.275,1.001,0.012,4854,4.74,NAN,-111.5
10/8/18 11:00,34540,281,1100,0.028,0,3.068,2.926,1.199,1,0.028,0,6.925,2.945,1.206,0.999,0.076,0.001,9.26,4.844,1.275,1.001,0.013,4856,4.742,NAN,NAN
10/8/18 11:15,34541,281,1115,0.028,0,3.096,2.926,1.199,1,0.028,0,6.891,2.942,1.206,1,0.076,0.001,9.27,4.844,1.275,1,0.013,4859,4.745,NAN,-111.5
10/8/18 11:30,34542,281,1130,0.028,0,3.177,2.926,1.199,1,0.028,0.001,6.874,2.93,1.206,1.002,0.076,0,9.26,4.846,1.275,1,0.013,4862,4.748,NAN,-111.5
10/8/18 11:45,34543,281,1145,0.028,0,3.38,2.927,1.199,1,0.028,0,6.839,2.939,1.206,1,0.076,0,9.26,4.847,1.275,1,0.012,4866,4.752,NAN,-117.4
10/8/18 12:00,34544,281,1200,0.028,0.001,3.681,2.923,1.199,1,0.028,0,6.842,2.94,1.206,1,0.076,0,9.27,4.846,1.275,1,0.012,4867,4.753,NAN,-111.5
10/8/18 12:15,34545,281,1215,0.028,0,4.124,2.924,1.199,1,0.028,0,6.818,2.943,1.206,1,0.076,0.001,9.24,4.845,1.275,1,0.012,4863,4.749,NAN,-111.5
10/8/18 12:30,34546,281,1230,0.028,0.001,4.542,2.924,1.199,1,0.028,0,6.826,2.943,1.206,1,0.076,0.001,9.24,4.844,1.275,1.001,0.012,4864,4.75,NAN,-108
10/8/18 12:45,34547,281,1245,0.028,0.001,5.077,2.924,1.199,1,0.028,0,6.819,2.943,1.206,1,0.076,0,9.27,4.845,1.275,1,0.011,4866,4.752,NAN,-111.5
10/8/18 13:00,34548,281,1300,0.028,0,5.571,2.947,1.2,1,0.029,0.001,6.793,2.956,1.207,1.001,0.076,0,9.28,4.845,1.275,1,0.011,4862,4.749,NAN,-111.5
10/8/18 13:15,34549,281,1315,0.028,0,6.021,2.947,1.2,1,0.029,0.001,6.739,2.959,1.207,1.001,0.076,0,9.25,4.845,1.275,1,0.011,4849,4.736,NAN,-111.5
10/8/18 13:30,34550,281,1330,0.028,0,6.366,2.948,1.2,1,0.029,0.001,6.757,2.956,1.207,1.001,0.076,0.001,9.22,4.844,1.275,1,0.01,4846,4.733,NAN,-111.5
10/8/18 13:45,34551,281,1345,0.028,0,6.547,2.947,1.2,1,0.029,0.001,6.739,2.957,1.207,1.001,0.076,0,9.22,4.844,1.275,1,0.01,4847,4.733,NAN,-111.5
10/8/18 14:00,34552,281,1400,0.028,0,6.63,2.947,1.2,1,0.029,0.001,6.724,2.956,1.207,1.001,0.076,0,9.22,4.846,1.275,1,0.009,4844,4.73,NAN,-108
10/8/18 14:15,34553,281,1415,0.028,0.001,6.628,2.946,1.2,1,0.028,0,6.737,2.945,1.206,1,0.076,0.001,9.23,4.844,1.275,1.001,0.009,4841,4.728,NAN,-111.5
10/8/18 14:30,34554,281,1430,0.028,0,6.682,2.946,1.2,1,0.029,0,6.727,2.96,1.207,1,0.076,0,9.22,4.846,1.275,1,0.009,4840,4.727,NAN,-108
10/8/18 14:45,34555,281,1445,0.028,0,6.744,2.948,1.2,1,0.028,0.001,6.751,2.936,1.206,1.001,0.076,0,9.21,4.846,1.275,1,0.009,4841,4.727,NAN,-111.5
10/8/18 15:00,34556,281,1500,0.028,0,6.794,2.948,1.2,1,0.029,0,6.728,2.968,1.207,0.999,0.076,0,9.22,4.845,1.275,1,0.009,4842,4.728,NAN,-111.5
10/8/18 15:15,34557,281,1515,0.028,0,6.839,2.947,1.2,1,0.029,0.001,6.721,2.954,1.207,1.001,0.076,0,9.21,4.844,1.275,1,0.009,4847,4.733,NAN,-111.5
10/8/18 15:30,34558,281,1530,0.028,0,6.814,2.949,1.2,1,0.029,0.001,6.738,2.958,1.207,1.001,0.076,0,9.17,4.846,1.275,1,0.009,4854,4.741,NAN,-108
10/8/18 15:45,34559,281,1545,0.028,0,6.799,2.946,1.2,1,0.029,-0.001,6.752,2.97,1.207,0.999,0.076,0,9.19,4.846,1.275,1,0.009,4853,4.739,NAN,-117.4
10/8/18 16:00,34560,281,1600,0.028,0,6.78,2.949,1.2,1,0.029,-0.001,6.751,2.969,1.207,0.999,0.076,0,9.21,4.845,1.275,1,0.009,4843,4.73,NAN,-111.5
10/8/18 16:15,34561,281,1615,0.028,0,6.716,2.949,1.2,1,0.029,0,6.771,2.963,1.207,1,0.076,0.001,9.2,4.844,1.275,1,0.008,4836,4.723,NAN,-108
10/8/18 16:30,34562,281,1630,0.028,0.001,6.702,2.946,1.2,1,0.029,0,6.748,2.964,1.207,1,0.076,0,9.14,4.846,1.275,1,0.008,4832,4.719,NAN,-111.5
10/8/18 16:45,34563,281,1645,0.028,0.001,6.658,2.945,1.2,1,0.029,0,6.779,2.966,1.207,1,0.076,0,9.18,4.844,1.275,1,0.008,4829,4.716,NAN,-111.5
10/8/18 17:00,34564,281,1700,0.028,0.001,6.629,2.946,1.2,1,0.029,0,6.816,2.964,1.207,1,0.076,0,9.16,4.846,1.275,1,0.008,4825,4.712,NAN,-111.5
10/8/18 17:15,34565,281,1715,0.028,0,6.603,2.948,1.2,1,0.029,0,6.828,2.964,1.207,1,0.076,0,9.19,4.847,1.275,1,0.008,4823,4.71,NAN,-111.5
10/8/18 17:30,34566,281,1730,0.028,0.001,6.582,2.945,1.2,1,0.029,0,6.817,2.961,1.207,1.001,0.076,0,9.16,4.847,1.275,1,0.008,4822,4.709,NAN,-111.5
10/8/18 17:45,34567,281,1745,0.028,0.001,6.523,2.946,1.2,1,0.029,0.001,6.845,2.958,1.207,1.001,0.076,0.001,9.13,4.845,1.275,1,0.008,4819,4.706,NAN,-111.5
10/8/18 18:00,34568,281,1800,0.028,0,6.466,2.946,1.2,1,0.029,0,6.861,2.965,1.207,1,0.076,0.001,9.18,4.844,1.275,1.001,0.008,4818,4.705,NAN,-111.5
10/8/18 18:15,34569,281,1815,0.028,0,6.401,2.948,1.2,1,0.029,0,6.844,2.96,1.207,1.001,0.076,0,9.16,4.846,1.275,1,0.008,4818,4.705,NAN,-111.5
10/8/18 18:30,34570,281,1830,0.028,0,6.312,2.947,1.2,1,0.029,0,6.887,2.966,1.207,1,0.076,0.001,9.15,4.844,1.275,1,0.008,4817,4.704,NAN,-108
10/8/18 18:45,34571,281,1845,0.028,0,6.226,2.948,1.2,1,0.029,0.001,6.905,2.959,1.207,1.001,0.076,0.001,9.14,4.844,1.275,1,0.008,4818,4.705,NAN,-111.5
10/8/18 19:00,34572,281,1900,0.028,0,6.142,2.946,1.2,1,0.029,0.001,6.922,2.959,1.207,1.001,0.076,0,9.13,4.845,1.275,1,0.008,4818,4.705,NAN,-111.5
10/8/18 19:15,34573,281,1915,0.028,0,6.065,2.948,1.2,1,0.029,0.001,6.939,2.958,1.207,1.001,0.076,0.001,9.09,4.845,1.275,1,0.008,4817,4.704,NAN,-108
10/8/18 19:30,34574,281,1930,0.028,0,5.99,2.949,1.2,1,0.029,0,6.947,2.964,1.207,1,0.076,0,9.14,4.844,1.275,1,0.008,4818,4.705,NAN,-111.5
10/8/18 19:45,34575,281,1945,0.028,0,5.918,2.947,1.2,1,0.029,0.001,6.973,2.959,1.207,1.001,0.076,0,9.13,4.845,1.275,1,0.008,4818,4.705,NAN,-111.5
10/8/18 20:00,34576,281,2000,0.028,0,5.856,2.947,1.2,1,0.029,0.001,6.99,2.96,1.207,1.001,0.076,0.001,9.09,4.844,1.275,1.001,0.008,4818,4.706,NAN,-111.5
10/8/18 20:15,34577,281,2015,0.028,0,5.802,2.948,1.2,1,0.029,0,7.004,2.961,1.207,1,0.076,0.001,9.08,4.843,1.275,1.001,0.008,4818,4.706,NAN,-111.5
10/8/18 20:30,34578,281,2030,0.028,0,5.761,2.948,1.2,1,0.029,0,7.007,2.963,1.207,1,0.076,0.001,9.12,4.844,1.275,1,0.008,4819,4.706,NAN,-111.5
10/8/18 20:45,34579,281,2045,0.028,0,5.762,2.948,1.2,1,0.029,0,7.011,2.966,1.207,1,0.076,0.001,9.1,4.844,1.275,1,0.008,4819,4.706,NAN,-108
10/8/18 21:00,34580,281,2100,0.028,0,5.736,2.948,1.2,1,0.029,0,7.032,2.961,1.207,1.001,0.076,0.001,9.1,4.844,1.275,1,0.008,4819,4.706,NAN,-108
10/8/18 21:15,34581,281,2115,0.028,0.001,5.732,2.946,1.2,1,0.029,0,7.057,2.964,1.207,1,0.076,0,9.06,4.844,1.275,1,0.008,4818,4.705,NAN,-108
10/8/18 21:30,34582,281,2130,0.028,0,5.721,2.947,1.2,1,0.029,0,7.057,2.965,1.207,1,0.076,0,9.09,4.845,1.275,1,0.008,4815,4.702,NAN,-111.5
10/8/18 21:45,34583,281,2145,0.028,0,5.761,2.948,1.2,1,0.029,0,7.054,2.964,1.207,1,0.076,0,9.06,4.845,1.275,1,0.008,4811,4.699,NAN,-111.5
10/8/18 22:00,34584,281,2200,0.028,0.001,5.72,2.946,1.2,1,0.029,0,7.083,2.96,1.207,1.001,0.076,0,9.07,4.845,1.275,1,0.008,4810,4.697,NAN,-108
10/8/18 22:15,34585,281,2215,0.028,0,5.698,2.949,1.2,1,0.029,0,7.068,2.961,1.207,1,0.076,0,9.08,4.845,1.275,1,0.008,4808,4.695,NAN,-108
10/8/18 22:30,34586,281,2230,0.028,0,5.667,2.948,1.2,1,0.029,0.001,7.09,2.96,1.207,1.001,0.076,0,9.07,4.845,1.275,1,0.008,4805,4.693,NAN,-108
10/8/18 22:45,34587,281,2245,0.028,0,5.627,2.947,1.2,1,0.029,0.001,7.093,2.96,1.207,1.001,0.076,0,9.07,4.847,1.275,1,0.008,4806,4.693,NAN,-108
10/8/18 23:00,34588,281,2300,0.028,0,5.571,2.949,1.2,1,0.029,0,7.092,2.967,1.207,1,0.076,0,9.06,4.845,1.275,1,0.008,4804,4.692,NAN,-111.5
10/8/18 23:15,34589,281,2315,0.028,0,5.487,2.946,1.2,1,0.029,0,7.084,2.985,1.208,1,0.076,0.001,9.06,4.844,1.275,1,0.008,4804,4.691,NAN,-111.5
10/8/18 23:30,34590,281,2330,0.028,0,5.417,2.95,1.2,1,0.029,0,7.09,2.986,1.208,1,0.076,0.001,9.05,4.844,1.275,1,0.008,4803,4.69,NAN,-111.5
10/8/18 23:45,34591,281,2345,0.028,0,5.382,2.948,1.2,1,0.029,0.001,7.098,2.978,1.208,1.001,0.076,0.001,9.06,4.844,1.275,1,0.008,4803,4.691,NAN,-108
10/9/18 0:00,34592,282,0,0.028,0.001,5.269,2.946,1.2,1,0.03,0,7.127,2.989,1.208,1,0.076,0.001,9.06,4.844,1.275,1,0.008,4802,4.689,NAN,-111.5
10/9/18 0:15,34593,282,15,0.028,0,5.192,2.949,1.2,1,0.029,0,7.114,2.989,1.208,1,0.076,0.001,9.06,4.844,1.275,1,0.008,4801,4.688,NAN,-111.5
10/9/18 0:30,34594,282,30,0.028,0,5.097,2.947,1.2,1,0.029,0,7.123,2.986,1.208,1,0.076,0,9.02,4.844,1.275,1,0.008,4800,4.688,NAN,-105.4
10/9/18 0:45,34595,282,45,0.028,0,5.033,2.95,1.2,1,0.029,0.001,7.133,2.982,1.208,1.001,0.076,0,9.07,4.845,1.275,1,0.008,4800,4.687,NAN,-108
10/9/18 1:00,34596,282,100,0.028,0.001,4.963,2.946,1.2,1,0.029,0,7.115,2.983,1.208,1.001,0.076,0.001,9.04,4.844,1.275,1.001,0.008,4799,4.687,NAN,-117.4
10/9/18 1:15,34597,282,115,0.028,0.001,4.861,2.946,1.2,1,0.029,0,7.142,2.985,1.208,1,0.076,0,9.04,4.846,1.275,1,0.008,4799,4.687,NAN,-108
10/9/18 1:30,34598,282,130,0.028,0,4.822,2.948,1.2,1,0.029,0,7.134,2.987,1.208,1,0.076,0.001,9.03,4.844,1.275,1.001,0.008,4802,4.69,NAN,-108
10/9/18 1:45,34599,282,145,0.028,0,4.747,2.947,1.2,1,0.029,0,7.138,2.99,1.208,1,0.076,0.001,9.04,4.844,1.275,1.001,0.008,4798,4.686,NAN,-111.5
10/9/18 2:00,34600,282,200,0.028,0,4.674,2.949,1.2,1,0.029,0,7.117,2.987,1.208,1,0.076,0,9.02,4.845,1.275,1,0.008,4799,4.687,NAN,-111.5
10/9/18 2:15,34601,282,215,0.028,0,4.54,2.949,1.2,1,0.029,0.001,7.131,2.982,1.208,1.001,0.076,0,9.04,4.845,1.275,1,0.008,4798,4.686,NAN,-111.5
10/9/18 2:30,34602,282,230,0.028,0,4.533,2.947,1.2,1,0.029,0.001,7.127,2.982,1.208,1.001,0.076,0,9.01,4.847,1.275,1,0.008,4798,4.686,NAN,-111.5
10/9/18 2:45,34603,282,245,0.028,0,4.48,2.947,1.2,1,0.029,0.001,7.152,2.983,1.208,1.001,0.076,0,9.01,4.846,1.275,1,0.008,4797,4.685,NAN,-111.5
10/9/18 3:00,34604,282,300,0.028,0.001,4.449,2.946,1.2,1,0.029,0,7.149,2.985,1.208,1,0.076,0,9.03,4.845,1.275,1,0.008,4797,4.685,NAN,-111.5
10/9/18 3:15,34605,282,315,0.028,0,4.413,2.947,1.2,1,0.029,0,7.111,2.988,1.208,1,0.076,0,9,4.845,1.275,1,0.008,4797,4.685,NAN,-111.5
10/9/18 3:30,34606,282,330,0.028,0,4.312,2.947,1.2,1,0.029,0,7.119,2.983,1.208,1.001,0.076,0.001,9,4.844,1.275,1.001,0.008,4798,4.685,NAN,-108
10/9/18 3:45,34607,282,345,0.028,0,4.303,2.948,1.2,1,0.029,0,7.114,2.986,1.208,1,0.076,0,9.03,4.845,1.275,1,0.008,4797,4.685,NAN,-111.5
10/9/18 4:00,34608,282,400,0.028,0,4.252,2.947,1.2,1,0.029,0,7.117,2.985,1.208,1,0.076,0.001,8.98,4.844,1.275,1.001,0.008,4797,4.685,NAN,-111.5
10/9/18 4:15,34609,282,415,0.028,0,4.222,2.948,1.2,1,0.029,0,7.091,2.984,1.208,1,0.076,0,8.97,4.845,1.275,1,0.009,4797,4.685,NAN,-108
10/9/18 4:30,34610,282,430,0.028,0,4.193,2.948,1.2,1,0.029,0,7.101,2.986,1.208,1,0.076,0,8.99,4.845,1.275,1,0.009,4793,4.681,NAN,-111.5
10/9/18 4:45,34611,282,445,0.028,0,4.151,2.947,1.2,1,0.029,0,7.099,2.987,1.208,1,0.076,0.001,9.03,4.844,1.275,1.001,0.009,4796,4.683,NAN,-111.5
10/9/18 5:00,34612,282,500,0.028,0.001,4.121,2.946,1.2,1,0.029,0,7.096,2.987,1.208,1,0.076,0.001,8.97,4.845,1.275,1,0.009,4797,4.684,NAN,-111.5
10/9/18 5:15,34613,282,515,0.028,0.001,4.072,2.946,1.2,1,0.029,0,7.06,2.986,1.208,1,0.076,0,8.98,4.845,1.275,1,0.009,4794,4.682,NAN,-117.4
10/9/18 5:30,34614,282,530,0.028,0.001,4.02,2.944,1.2,1.001,0.029,0,7.063,2.983,1.208,1.001,0.076,0,8.97,4.847,1.275,1,0.009,4793,4.681,NAN,-111.5
10/9/18 5:45,34615,282,545,0.028,0,4.021,2.949,1.2,1,0.029,0,7.093,2.988,1.208,1,0.076,0,8.96,4.846,1.275,1,0.009,4794,4.682,NAN,-111.5
