TOA5,CR1000_tower3_cluster,CR1000,75041,CR1000.Std.28,CPU:SH_Site3_11042016.CR1,52912,Enviro,,,,,,,,,,,,,,,,,,,,,
TIMESTAMP,RECORD,Day_of_Year,Hour,VWC_1_Avg,EC_1_Avg,ST_1_Avg,P_1_Avg,PA_1_Avg,VR_1_Avg,VWC_2_Avg,EC_2_Avg,ST_2_Avg,P_2_Avg,PA_2_Avg,VR_2_Avg,VWC_3_Avg,EC_3_Avg,ST_3_Avg,P_3_Avg,PA_3_Avg,VR_3_Avg,SWE_mv_Avg,SWE_mv2_Avg,JUDD_AT_Avg,JUDD_Depth_Avg,Judd_offset_Avg,TT_C,SBT_C
TS,RN,,,m^3/m^3,dS/m,Deg C,unitless,nSec,unitless,,,,,,,,,,,,,,,,,,Deg C,Deg C
,,Smp,Smp,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Smp,Smp
3/25/17 3:30,8165,84,330,0.397,0.006,0.37,24.6,1.84,1.007,0.396,0.009,1.133,24.59,1.842,1.012,0.388,0.016,1.699,23.79,1.828,1.021,NAN,0.043,-1.008,-0.403,0,-4.483,-3.053
3/25/17 3:45,8166,84,345,0.397,0.005,0.396,24.6,1.84,1.006,0.396,0.009,1.135,24.59,1.842,1.012,0.388,0.016,1.694,23.79,1.828,1.02,NAN,0.042,-1.007,-0.403,0,-4.881,-3.063
3/25/17 4:00,8167,84,400,0.397,0.006,0.379,24.6,1.84,1.007,0.396,0.009,1.131,24.59,1.842,1.012,0.388,0.016,1.671,23.79,1.828,1.021,NAN,0.042,-1.005,-0.403,0,-4.736,-3.097
3/25/17 4:15,8168,84,415,0.397,0.006,0.39,24.6,1.84,1.007,0.396,0.009,1.112,24.59,1.842,1.012,0.388,0.016,1.693,23.79,1.828,1.02,NAN,0.042,-1.005,-0.403,0,-5.485,-3.228
3/25/17 11:00,8169,84,1100,0.026,0,0.027,1.633,0.123,0.067,0.026,0.001,0.078,1.632,0.123,0.067,0.026,0.001,0.115,1.579,0.122,0.068,NAN,0.029,-0.964,-0.403,0,-0.251,14.49
3/25/17 11:15,8170,84,1115,0.396,0.006,0.398,24.5,1.838,1.007,0.395,0.009,1.165,24.49,1.84,1.012,0.387,0.016,1.72,23.69,1.825,1.021,NAN,0.03,-0.971,-0.403,0,-0.842,13.4
3/25/17 11:30,8171,84,1130,0.396,0.006,0.397,24.5,1.838,1.007,0.395,0.009,1.172,24.49,1.84,1.012,0.387,0.016,1.738,23.69,1.825,1.02,NAN,0.03,-0.973,-0.403,0,-0.209,11.84
3/25/17 11:45,8172,84,1145,0.396,0.006,0.383,24.5,1.838,1.007,0.395,0.009,1.177,24.49,1.84,1.012,0.387,0.016,1.742,23.69,1.825,1.02,NAN,0.031,-0.99,-0.403,0,0.274,9.08
3/25/17 12:00,8173,84,1200,0.396,0.006,0.412,24.5,1.838,1.008,0.395,0.009,1.165,24.49,1.84,1.012,0.387,0.017,1.711,23.69,1.825,1.022,NAN,0.031,-0.993,-0.403,0,-1.008,10
3/25/17 12:15,8174,84,1215,0.396,0.006,0.424,24.5,1.838,1.007,0.395,0.009,1.165,24.49,1.84,1.012,0.387,0.017,1.742,23.69,1.825,1.021,NAN,0.031,-0.997,-0.403,0,-0.286,7.139
3/25/17 12:30,8175,84,1230,0.396,0.006,0.374,24.5,1.838,1.007,0.395,0.009,1.171,24.49,1.84,1.012,0.387,0.016,1.717,23.69,1.825,1.021,NAN,0.032,-1.002,-0.403,0,-0.218,6.495
3/25/17 12:45,8176,84,1245,0.396,0.006,0.41,24.5,1.838,1.007,0.395,0.009,1.171,24.49,1.84,1.011,0.387,0.017,1.7,23.64,1.824,1.021,NAN,0.031,-1.02,-0.403,0,0.161,5.027
3/25/17 13:00,8177,84,1300,0.396,0.006,0.403,24.5,1.838,1.008,0.395,0.009,1.165,24.49,1.84,1.011,0.387,0.016,1.72,23.64,1.824,1.021,NAN,0.031,-1.025,-0.403,0,0.737,5.292
3/25/17 13:15,8178,84,1315,0.396,0.006,0.425,24.5,1.838,1.007,0.395,0.009,1.209,24.49,1.84,1.011,0.387,0.017,1.737,23.64,1.824,1.022,NAN,0.031,-1.026,-0.403,0,0.247,6.883
3/25/17 13:30,8179,84,1330,0.396,0.006,0.433,24.5,1.838,1.008,0.395,0.009,1.188,24.49,1.84,1.011,0.387,0.016,1.725,23.64,1.824,1.02,NAN,0.031,-1.021,-0.403,0,0.098,7.47
3/25/17 13:45,8180,84,1345,0.396,0.006,0.382,24.5,1.838,1.007,0.395,0.009,1.188,24.49,1.84,1.012,0.387,0.016,1.728,23.64,1.824,1.02,NAN,0.03,-0.508,-0.403,0,0.392,9.62
3/25/17 14:00,8181,84,1400,0.396,0.006,0.433,24.5,1.838,1.007,0.395,0.009,1.2,24.49,1.84,1.012,0.387,0.017,1.734,23.64,1.824,1.022,NAN,0.03,-0.477,-0.403,0,0.327,10.59
3/25/17 14:15,8182,84,1415,0.396,0.006,0.419,24.5,1.838,1.008,0.395,0.009,1.197,24.49,1.84,1.012,0.387,0.016,1.729,23.64,1.824,1.02,NAN,0.03,-0.48,-0.398,0,0.182,10.94
3/25/17 14:30,8183,84,1430,0.396,0.005,0.392,24.5,1.838,1.006,0.395,0.009,1.185,24.49,1.84,1.012,0.387,0.016,1.741,23.64,1.824,1.021,NAN,0.03,-0.479,-0.953,0,-0.042,8.9
3/25/17 14:45,8184,84,1445,0.395,0.005,0.407,24.5,1.838,1.007,0.395,0.009,1.201,24.49,1.84,1.012,0.387,0.017,1.746,23.64,1.824,1.022,NAN,0.03,-0.483,-6.456,0,-0.023,9.1
3/25/17 15:00,8185,84,1500,0.395,0.007,0.405,24.45,1.837,1.008,0.395,0.008,1.203,24.49,1.84,1.011,0.387,0.016,1.734,23.64,1.824,1.02,NAN,0.03,-0.489,-8.66,0,-0.315,8.66
3/25/17 15:15,8186,84,1515,0.395,0.006,0.411,24.45,1.837,1.007,0.395,0.008,1.186,24.49,1.84,1.011,0.387,0.017,1.732,23.64,1.824,1.021,NAN,0.03,-0.485,-8.66,0,-0.069,5.577
3/25/17 15:30,8187,84,1530,0.395,0.006,0.417,24.45,1.837,1.007,0.395,0.009,1.212,24.49,1.84,1.012,0.387,0.016,1.738,23.64,1.824,1.02,NAN,0.029,-0.488,-8.66,0,-0.127,4.981
3/25/17 15:45,8188,84,1545,0.395,0.006,0.414,24.45,1.837,1.007,0.395,0.009,1.187,24.48,1.84,1.012,0.387,0.017,1.746,23.64,1.824,1.021,NAN,0.029,-0.484,-8.66,0,-0.069,4.881
3/25/17 16:00,8189,84,1600,0.395,0.006,0.41,24.45,1.837,1.007,0.395,0.009,1.218,24.43,1.839,1.012,0.387,0.017,1.73,23.64,1.824,1.022,NAN,0.029,-0.483,-8.66,0,0.121,5.598
3/25/17 16:15,8190,84,1615,0.395,0.006,0.403,24.45,1.837,1.008,0.395,0.009,1.146,24.43,1.839,1.012,0.386,0.016,1.755,23.59,1.823,1.02,NAN,0.029,-0.525,-8.66,0,-0.099,5.234
3/25/17 16:30,8191,84,1630,0.395,0.006,0.389,24.45,1.837,1.007,0.395,0.009,1.2,24.43,1.839,1.012,0.386,0.016,1.767,23.59,1.823,1.02,NAN,0.029,-1.034,-8.66,0,-0.275,4.849
3/25/17 16:45,8192,84,1645,0.395,0.006,0.446,24.45,1.837,1.007,0.395,0.009,1.228,24.43,1.839,1.012,0.386,0.017,1.737,23.59,1.823,1.021,NAN,0.029,-1.037,-8.66,0,-0.424,4.277
3/25/17 17:00,8193,84,1700,0.395,0.006,0.387,24.45,1.837,1.008,0.395,0.009,1.205,24.44,1.839,1.012,0.386,0.017,1.766,23.59,1.823,1.021,NAN,0.029,-1.038,-8.66,0,-0.584,3.75
3/25/17 17:15,8194,84,1715,0.395,0.006,0.426,24.45,1.837,1.007,0.395,0.009,1.221,24.49,1.84,1.012,0.386,0.016,1.751,23.59,1.823,1.02,NAN,0.028,-1.036,-8.66,0,-0.223,2.853
3/25/17 17:30,8195,84,1730,0.395,0.006,0.411,24.45,1.837,1.007,0.395,0.009,1.195,24.49,1.84,1.012,0.386,0.017,1.761,23.58,1.823,1.021,NAN,0.029,-1.034,-8.66,0,-0.447,2.084
3/25/17 17:45,8196,84,1745,0.395,0.006,0.417,24.45,1.837,1.007,0.395,0.009,1.2,24.49,1.84,1.012,0.386,0.016,1.764,23.54,1.822,1.021,NAN,0.028,-1.033,-8.66,0,-0.426,1.392
3/25/17 18:00,8197,84,1800,0.395,0.006,0.405,24.45,1.837,1.007,0.395,0.009,1.189,24.49,1.84,1.012,0.386,0.016,1.732,23.54,1.822,1.02,NAN,0.028,-1.033,-8.66,0,-0.165,0.935
3/25/17 18:15,8198,84,1815,0.395,0.006,0.412,24.45,1.837,1.007,0.395,0.009,1.205,24.49,1.84,1.012,0.386,0.016,1.742,23.54,1.822,1.02,NAN,0.027,-1.035,-8.66,0,-0.296,0.587
3/25/17 18:30,8199,84,1830,0.395,0.006,0.468,24.45,1.837,1.007,0.395,0.009,1.213,24.49,1.84,1.011,0.386,0.016,1.76,23.54,1.822,1.021,NAN,0.027,-1.027,-8.66,0,-0.571,0.196
3/25/17 18:45,8200,84,1845,0.395,0.006,0.44,24.45,1.837,1.007,0.395,0.009,1.2,24.49,1.84,1.012,0.386,0.016,1.763,23.54,1.822,1.021,NAN,0.027,-1.029,-8.66,0,-0.805,-0.065
3/25/17 19:00,8201,84,1900,0.395,0.006,0.431,24.44,1.837,1.007,0.395,0.009,1.198,24.49,1.84,1.012,0.386,0.017,1.757,23.54,1.822,1.021,NAN,0.027,-1.012,-8.66,0,-1.215,-0.434
3/25/17 19:15,8202,84,1915,0.394,0.005,0.394,24.39,1.836,1.006,0.395,0.009,1.2,24.49,1.84,1.012,0.386,0.017,1.763,23.59,1.823,1.021,NAN,0.027,-1.013,-8.66,0,-2.03,-0.939
3/25/17 19:30,8203,84,1930,0.394,0.006,0.438,24.39,1.836,1.007,0.395,0.009,1.195,24.49,1.84,1.012,0.386,0.017,1.758,23.59,1.823,1.021,NAN,0.027,-1.014,-8.66,0,-2.496,-1.486
3/25/17 19:45,8204,84,1945,0.394,0.006,0.449,24.39,1.836,1.007,0.395,0.009,1.254,24.49,1.84,1.012,0.386,0.016,1.779,23.59,1.823,1.021,NAN,0.027,-1.012,-8.66,0,-2.994,-2.026
3/25/17 20:00,8205,84,2000,0.394,0.006,0.42,24.39,1.836,1.007,0.395,0.009,1.231,24.49,1.84,1.012,0.386,0.016,1.771,23.59,1.823,1.021,NAN,0.027,-1.009,-8.66,0,-3.229,-2.157
3/25/17 20:15,8206,84,2015,0.394,0.006,0.373,24.39,1.836,1.007,0.395,0.009,1.238,24.49,1.84,1.012,0.386,0.016,1.738,23.58,1.823,1.021,NAN,0.026,-1.004,-8.66,0,-3.535,-2.204
3/25/17 20:30,8207,84,2030,0.394,0.006,0.445,24.34,1.834,1.008,0.395,0.009,1.221,24.49,1.84,1.012,0.386,0.017,1.751,23.54,1.822,1.022,NAN,0.026,-1.009,-8.66,0,-3.883,-2.271
3/25/17 20:45,8208,84,2045,0.394,0.006,0.412,24.34,1.834,1.007,0.395,0.009,1.232,24.49,1.84,1.012,0.386,0.016,1.758,23.54,1.822,1.021,NAN,0.026,-1.016,-8.66,0,-4.36,-2.593
3/25/17 21:00,8209,84,2100,0.394,0.006,0.389,24.35,1.834,1.007,0.395,0.009,1.22,24.49,1.84,1.011,0.386,0.017,1.77,23.54,1.822,1.021,NAN,0.025,-1.003,-8.66,0,-4.572,-2.878
3/25/17 21:15,8210,84,2115,0.394,0.006,0.417,24.39,1.836,1.007,0.395,0.009,1.22,24.49,1.84,1.011,0.386,0.016,1.765,23.54,1.822,1.021,NAN,0.025,-1.253,-8.66,0,-4.574,-2.811
3/25/17 21:30,8211,84,2130,0.394,0.006,0.456,24.34,1.834,1.007,0.395,0.009,1.225,24.49,1.84,1.012,0.386,0.016,1.746,23.54,1.822,1.021,NAN,0.025,-1.547,-8.66,0,-5.064,-2.893
3/25/17 21:45,8212,84,2145,0.394,0.006,0.403,24.34,1.834,1.007,0.395,0.009,1.25,24.49,1.84,1.012,0.386,0.016,1.769,23.54,1.822,1.021,NAN,0.025,-1.55,-8.66,0,-5.362,-3.141
3/25/17 22:00,8213,84,2200,0.394,0.006,0.431,24.34,1.834,1.007,0.395,0.009,1.219,24.49,1.84,1.012,0.386,0.016,1.755,23.54,1.822,1.021,NAN,0.024,-1.55,-8.66,0,-5.715,-3.316
3/25/17 22:15,8214,84,2215,0.394,0.006,0.43,24.34,1.834,1.007,0.395,0.009,1.198,24.49,1.84,1.012,0.386,0.016,1.777,23.54,1.822,1.021,NAN,0.024,-1.56,-8.66,0,-5.9,-3.447
3/25/17 22:30,8215,84,2230,0.394,0.006,0.426,24.34,1.834,1.007,0.395,0.009,1.213,24.48,1.84,1.012,0.386,0.017,1.742,23.54,1.822,1.021,NAN,0.024,-1.563,-8.66,0,-6.128,-3.735
3/25/17 22:45,8216,84,2245,0.394,0.006,0.449,24.34,1.834,1.007,0.395,0.009,1.248,24.43,1.839,1.011,0.386,0.016,1.799,23.54,1.822,1.021,NAN,0.023,-1.57,-8.66,0,-6.353,-4.026
3/25/17 23:00,8217,84,2300,0.394,0.006,0.472,24.34,1.834,1.007,0.395,0.009,1.233,24.43,1.839,1.012,0.386,0.016,1.758,23.54,1.822,1.02,NAN,0.023,-1.563,-8.66,0,-6.738,-4.197
3/25/17 23:15,8218,84,2315,0.394,0.006,0.442,24.34,1.834,1.007,0.395,0.009,1.269,24.43,1.839,1.012,0.386,0.017,1.766,23.54,1.822,1.021,NAN,0.023,-1.547,-8.66,0,-6.944,-4.33
3/25/17 23:30,8219,84,2330,0.394,0.006,0.415,24.34,1.834,1.007,0.395,0.009,1.231,24.43,1.839,1.011,0.386,0.016,1.753,23.54,1.822,1.021,NAN,0.022,-1.893,-8.66,0,-7.006,-4.53
3/25/17 23:45,8220,84,2345,0.394,0.006,0.427,24.34,1.834,1.008,0.395,0.009,1.239,24.43,1.839,1.011,0.386,0.017,1.784,23.54,1.822,1.021,NAN,0.022,-2.073,-8.66,0,-6.863,-4.529
3/26/17 0:00,8221,85,0,0.394,0.006,0.423,24.34,1.834,1.007,0.395,0.009,1.228,24.43,1.839,1.012,0.386,0.016,1.753,23.54,1.822,1.02,NAN,0.021,-2.078,-8.66,0,-7.098,-4.591
3/26/17 0:15,8222,85,15,0.394,0.006,0.448,24.34,1.834,1.007,0.395,0.009,1.246,24.43,1.839,1.012,0.386,0.016,1.785,23.54,1.822,1.02,NAN,0.021,-2.082,-8.66,0,-7.078,-4.49
3/26/17 0:30,8223,85,30,0.394,0.006,0.411,24.34,1.834,1.007,0.395,0.009,1.247,24.43,1.839,1.012,0.386,0.016,1.776,23.54,1.822,1.021,NAN,0.02,-2.503,-8.52,0,-7.391,-4.618
3/26/17 0:45,8224,85,45,0.394,0.006,0.413,24.34,1.834,1.007,0.395,0.009,1.263,24.43,1.839,1.012,0.386,0.016,1.776,23.54,1.822,1.021,NAN,0.019,-2.508,-8.52,0,-7.543,-4.662
3/26/17 1:00,8225,85,100,0.394,0.006,0.445,24.34,1.834,1.007,0.395,0.01,1.234,24.43,1.839,1.012,0.386,0.016,1.773,23.54,1.822,1.021,NAN,0.019,-2.481,-8.53,0,-7.3,-4.639
3/26/17 1:15,8226,85,115,0.394,0.006,0.419,24.34,1.834,1.007,0.395,0.009,1.249,24.43,1.839,1.012,0.386,0.016,1.766,23.54,1.822,1.021,NAN,0.018,-2.51,-8.52,0,-7.359,-4.54
3/26/17 1:30,8227,85,130,0.394,0.006,0.402,24.34,1.834,1.007,0.395,0.009,1.241,24.43,1.839,1.012,0.386,0.016,1.766,23.54,1.822,1.021,NAN,0.018,-2.511,-8.52,0,-7.431,-4.506
3/26/17 1:45,8228,85,145,0.394,0.005,0.497,24.34,1.834,1.006,0.395,0.009,1.221,24.43,1.839,1.012,0.386,0.016,1.804,23.53,1.822,1.021,NAN,0.018,-2.953,-8.52,0,-7.193,-4.551
3/26/17 2:00,8229,85,200,0.394,0.006,0.409,24.34,1.834,1.007,0.395,0.009,1.231,24.43,1.839,1.012,0.385,0.017,1.79,23.48,1.821,1.021,NAN,0.018,-3.061,-8.52,0,-7.649,-4.662
3/26/17 2:15,8230,85,215,0.394,0.006,0.436,24.34,1.834,1.007,0.395,0.009,1.21,24.43,1.839,1.012,0.385,0.017,1.805,23.48,1.821,1.021,NAN,0.018,-3.06,-8.52,0,-7.374,-4.729
3/26/17 2:30,8231,85,230,0.394,0.006,0.464,24.34,1.834,1.007,0.395,0.009,1.243,24.43,1.839,1.012,0.385,0.016,1.761,23.48,1.821,1.021,NAN,0.018,-3.204,-8.52,0,-7.305,-4.685
3/26/17 2:45,8232,85,245,0.394,0.006,0.464,24.34,1.834,1.008,0.395,0.009,1.249,24.43,1.839,1.012,0.385,0.016,1.779,23.48,1.821,1.02,NAN,0.018,-3.594,-8.52,0,-7.569,-4.618
3/26/17 3:00,8233,85,300,0.394,0.006,0.421,24.34,1.834,1.007,0.395,0.009,1.24,24.43,1.839,1.012,0.385,0.016,1.776,23.48,1.821,1.021,NAN,0.018,-3.586,-8.52,0,-7.205,-4.441
3/26/17 3:15,8234,85,315,0.394,0.006,0.423,24.34,1.834,1.007,0.395,0.009,1.246,24.43,1.839,1.012,0.385,0.017,1.769,23.48,1.821,1.021,NAN,0.017,-3.89,-8.52,0,-7.261,-4.508
3/26/17 3:30,8235,85,330,0.394,0.006,0.452,24.34,1.834,1.007,0.395,0.009,1.241,24.43,1.839,1.012,0.385,0.016,1.795,23.48,1.821,1.021,NAN,0.018,-3.706,-8.52,0,-6.119,-4.286
3/26/17 3:45,8236,85,345,0.394,0.006,0.43,24.34,1.834,1.007,0.395,0.009,1.256,24.43,1.839,1.012,0.385,0.016,1.793,23.48,1.821,1.02,NAN,0.018,-3.982,-8.52,0,-5.46,-4.02
3/26/17 4:00,8237,85,400,0.394,0.006,0.511,24.34,1.834,1.008,0.395,0.009,1.258,24.43,1.839,1.012,0.385,0.017,1.759,23.48,1.821,1.022,NAN,0.018,-3.678,-8.52,0,-5.23,-3.609
3/26/17 4:15,8238,85,415,0.394,0.006,0.437,24.34,1.834,1.007,0.395,0.009,1.237,24.43,1.839,1.012,0.385,0.016,1.782,23.48,1.821,1.021,NAN,0.018,-3.701,-8.52,0,-5.35,-3.383
3/26/17 4:30,8239,85,430,0.394,0.006,0.476,24.34,1.834,1.007,0.395,0.009,1.241,24.43,1.839,1.012,0.385,0.017,1.779,23.48,1.821,1.021,NAN,0.018,-3.997,-8.52,0,-5.04,-3.037
3/26/17 4:45,8240,85,445,0.394,0.006,0.412,24.34,1.834,1.007,0.395,0.009,1.256,24.43,1.839,1.011,0.385,0.016,1.779,23.48,1.821,1.02,NAN,0.018,-3.695,-8.52,0,-4.846,-2.856
3/26/17 5:00,8241,85,500,0.394,0.006,0.389,24.34,1.834,1.007,0.395,0.009,1.257,24.43,1.839,1.012,0.385,0.017,1.767,23.48,1.821,1.021,NAN,0.018,-3.601,-8.52,0,-4.857,-2.529
3/26/17 5:15,8242,85,515,0.394,0.006,0.449,24.34,1.834,1.007,0.395,0.009,1.265,24.43,1.839,1.012,0.385,0.016,1.78,23.48,1.821,1.02,NAN,0.018,-3.592,-8.52,0,-3.629,-2.156
3/26/17 5:30,8243,85,530,0.394,0.006,0.432,24.34,1.834,1.007,0.395,0.009,1.25,24.43,1.839,1.012,0.385,0.017,1.794,23.48,1.821,1.021,NAN,0.018,-3.593,-8.52,0,-3.422,-1.763
3/26/17 5:45,8244,85,545,0.394,0.006,0.458,24.34,1.834,1.007,0.395,0.009,1.258,24.43,1.839,1.011,0.385,0.016,1.82,23.48,1.821,1.021,NAN,0.018,-3.593,-8.52,0,-3.177,-1.555
3/26/17 6:00,8245,85,600,0.394,0.006,0.513,24.34,1.834,1.007,0.395,0.009,1.251,24.43,1.839,1.012,0.385,0.016,1.797,23.48,1.821,1.021,NAN,0.018,-3.59,-8.52,0,-2.857,-1.414
3/26/17 6:15,8246,85,615,0.394,0.006,0.456,24.34,1.834,1.007,0.395,0.009,1.27,24.43,1.839,1.011,0.385,0.016,1.78,23.48,1.821,1.021,NAN,0.018,-3.586,-8.52,0,-2.848,-1.184
3/26/17 6:30,8247,85,630,0.394,0.006,0.44,24.34,1.834,1.007,0.395,0.009,1.285,24.43,1.839,1.012,0.385,0.016,1.795,23.48,1.821,1.021,NAN,0.018,-3.555,-8.52,0,-2.693,-0.951
3/26/17 6:45,8248,85,645,0.394,0.006,0.474,24.34,1.834,1.007,0.395,0.009,1.235,24.43,1.839,1.011,0.385,0.016,1.789,23.48,1.821,1.021,NAN,0.018,-3.048,-8.52,0,-2.666,-0.755
3/26/17 7:00,8249,85,700,0.394,0.005,0.472,24.34,1.834,1.007,0.395,0.009,1.265,24.43,1.839,1.012,0.385,0.017,1.786,23.43,1.82,1.021,NAN,0.018,-3.052,-8.52,0,-2.486,-0.531
3/26/17 7:15,8250,85,715,0.394,0.006,0.451,24.34,1.834,1.007,0.395,0.009,1.26,24.43,1.839,1.012,0.385,0.017,1.79,23.43,1.82,1.021,NAN,0.018,-3.042,-8.52,0,-2.528,-0.346
3/26/17 7:30,8251,85,730,0.394,0.006,0.46,24.34,1.834,1.007,0.395,0.009,1.268,24.43,1.839,1.012,0.385,0.017,1.8,23.43,1.82,1.021,NAN,0.018,-3.052,-8.53,0,-2.675,-0.134
3/26/17 7:45,8252,85,745,0.394,0.006,0.5,24.34,1.834,1.007,0.395,0.009,1.263,24.43,1.839,1.012,0.385,0.017,1.772,23.43,1.82,1.022,NAN,0.018,-2.65,-8.52,0,-2.152,0.291
3/26/17 8:00,8253,85,800,0.394,0.006,0.458,24.34,1.834,1.007,0.395,0.009,1.265,24.43,1.839,1.012,0.385,0.017,1.796,23.43,1.82,1.021,NAN,0.018,-2.509,-8.52,0,-1.38,0.961
3/26/17 8:15,8254,85,815,0.394,0.006,0.509,24.34,1.834,1.007,0.395,0.009,1.262,24.43,1.839,1.012,0.385,0.016,1.797,23.43,1.82,1.021,NAN,0.018,-2.252,-8.59,0,-1.419,1.874
3/26/17 8:30,8255,85,830,0.394,0.006,0.41,24.34,1.834,1.007,0.395,0.009,1.258,24.43,1.839,1.012,0.385,0.017,1.779,23.43,1.82,1.021,NAN,0.018,-2.006,-8.66,0,-1.998,1.781
3/26/17 8:45,8256,85,845,0.394,0.006,0.451,24.34,1.834,1.007,0.395,0.009,1.25,24.43,1.839,1.012,0.385,0.017,1.82,23.43,1.82,1.022,NAN,0.018,-1.991,-8.66,0,-2.409,1.112
3/26/17 9:00,8257,85,900,0.394,0.006,0.455,24.34,1.834,1.008,0.395,0.009,1.265,24.43,1.839,1.012,0.385,0.016,1.804,23.43,1.82,1.02,NAN,0.018,-1.859,-8.66,0,-0.631,2.682
3/26/17 9:15,8258,85,915,0.394,0.006,0.43,24.34,1.834,1.007,0.395,0.009,1.257,24.43,1.839,1.011,0.385,0.016,1.797,23.43,1.82,1.021,NAN,0.017,-1.57,-8.66,0,-0.592,2.686
3/26/17 9:30,8259,85,930,0.394,0.006,0.428,24.34,1.834,1.007,0.395,0.008,1.269,24.43,1.839,1.011,0.385,0.017,1.809,23.43,1.82,1.022,NAN,0.017,-1.567,-8.66,0,-0.747,2.332
3/26/17 9:45,8260,85,945,0.394,0.006,0.435,24.34,1.834,1.007,0.395,0.009,1.23,24.43,1.839,1.011,0.385,0.016,1.736,23.43,1.82,1.02,NAN,0.017,-1.553,-8.66,0,-0.371,1.94
3/26/17 10:00,8261,85,1000,0.394,0.006,0.446,24.34,1.834,1.007,0.395,0.009,1.28,24.43,1.839,1.012,0.385,0.016,1.804,23.43,1.82,1.02,NAN,0.017,-1.121,-8.66,0,-1.31,2.872
3/26/17 10:15,8262,85,1015,0.394,0.007,0.429,24.34,1.834,1.008,0.395,0.009,1.259,24.43,1.839,1.011,0.385,0.017,1.792,23.43,1.82,1.021,NAN,0.017,-1.013,-8.66,0,-0.444,2.922
3/26/17 10:30,8263,85,1030,0.394,0.007,0.453,24.34,1.834,1.008,0.395,0.009,1.259,24.43,1.839,1.012,0.385,0.016,1.794,23.43,1.82,1.021,NAN,0.016,-0.488,-8.66,0,-0.281,4.203
3/26/17 10:45,8264,85,1045,0.394,0.006,0.487,24.34,1.834,1.007,0.394,0.009,1.253,24.38,1.838,1.012,0.385,0.017,1.814,23.43,1.82,1.022,NAN,0.016,-0.466,-8.66,0,-0.181,4.294
3/26/17 11:00,8265,85,1100,0.394,0.006,0.44,24.34,1.834,1.007,0.394,0.009,1.254,24.38,1.838,1.011,0.385,0.016,1.798,23.43,1.82,1.02,NAN,0.016,-0.471,-8.66,0,-0.996,4.214
3/26/17 11:15,8266,85,1115,0.394,0.006,0.38,24.34,1.834,1.008,0.394,0.009,1.276,24.38,1.838,1.011,0.385,0.017,1.793,23.43,1.82,1.021,NAN,0.016,-0.222,-8.66,0,0.264,7.597
3/26/17 11:30,8267,85,1130,0.394,0.006,0.368,24.34,1.834,1.007,0.394,0.009,1.287,24.38,1.838,1.012,0.385,0.016,1.805,23.43,1.82,1.021,NAN,0.016,0.055,-8.66,0,-0.948,5.733
3/26/17 11:45,8268,85,1145,0.394,0.006,0.507,24.34,1.834,1.007,0.394,0.009,1.268,24.38,1.838,1.012,0.385,0.017,1.801,23.43,1.82,1.021,NAN,0.016,0.046,-8.66,0,0.353,6.879
3/26/17 12:00,8269,85,1200,0.394,0.006,0.464,24.34,1.834,1.007,0.394,0.009,1.253,24.38,1.838,1.011,0.384,0.017,1.792,23.38,1.819,1.022,NAN,0.016,0.284,-8.66,0,-0.03,7.623
3/26/17 12:15,8270,85,1215,0.394,0.005,0.419,24.34,1.834,1.006,0.394,0.009,1.267,24.38,1.838,1.012,0.384,0.015,1.793,23.38,1.819,1.02,NAN,0.015,0.503,-8.66,0,0.348,8.72
3/26/17 12:30,8271,85,1230,0.394,0.006,0.444,24.34,1.834,1.007,0.394,0.009,1.281,24.38,1.838,1.012,0.384,0.017,1.802,23.38,1.819,1.021,NAN,0.015,0.985,-8.66,0,-0.622,8.69
3/26/17 12:45,8272,85,1245,0.394,0.006,0.49,24.34,1.834,1.007,0.394,0.009,1.267,24.38,1.838,1.012,0.384,0.017,1.806,23.38,1.819,1.021,NAN,0.015,0.784,-8.66,0,-0.583,7.633
3/26/17 13:00,8273,85,1300,0.394,0.006,0.444,24.34,1.834,1.008,0.394,0.009,1.286,24.38,1.838,1.012,0.384,0.017,1.821,23.38,1.819,1.022,NAN,0.015,0.678,-8.66,0,0.21,8.68
3/26/17 13:15,8274,85,1315,0.394,0.006,0.45,24.34,1.834,1.008,0.394,0.009,1.29,24.38,1.838,1.012,0.384,0.016,1.779,23.38,1.819,1.021,NAN,0.014,0.944,-8.66,0,-0.558,7.38
3/26/17 13:30,8275,85,1330,0.394,0.006,0.49,24.34,1.834,1.007,0.394,0.009,1.266,24.38,1.838,1.012,0.384,0.016,1.815,23.38,1.819,1.021,NAN,0.014,0.95,-8.66,0,-1.111,7.313
3/26/17 13:45,8276,85,1345,0.394,0.007,0.439,24.34,1.834,1.009,0.394,0.009,1.275,24.38,1.838,1.012,0.384,0.016,1.818,23.38,1.819,1.02,NAN,0.014,0.49,-8.66,0,-0.131,4.804
3/26/17 14:00,8277,85,1400,0.394,0.006,0.378,24.34,1.834,1.007,0.394,0.009,1.263,24.38,1.838,1.012,0.384,0.017,1.819,23.38,1.819,1.021,NAN,0.013,0.08,-8.66,0,-0.238,3.426
