TOA5,CR1000_tower3_cluster,CR1000,75041,CR1000.Std.28,CPU:SH_Site3_11042016.CR1,52912,Enviro,,,,,,,,,,,,,,,,,,,,,
TIMESTAMP,RECORD,Day_of_Year,Hour,VWC_1_Avg,EC_1_Avg,ST_1_Avg,P_1_Avg,PA_1_Avg,VR_1_Avg,VWC_2_Avg,EC_2_Avg,ST_2_Avg,P_2_Avg,PA_2_Avg,VR_2_Avg,VWC_3_Avg,EC_3_Avg,ST_3_Avg,P_3_Avg,PA_3_Avg,VR_3_Avg,SWE_mv_Avg,SWE_mv2_Avg,JUDD_AT_Avg,JUDD_Depth_Avg,Judd_offset_Avg,TT_C,SBT_C
TS,RN,,,m^3/m^3,dS/m,Deg C,unitless,nSec,unitless,,,,,,,,,,,,,,,,,,Deg C,Deg C
,,Smp,Smp,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Smp,Smp
11/4/16 14:30,0,309,1430,0.348,0.005,2.301,20.23,1.742,1.006,0.383,0.011,4.429,23.24,1.813,1.014,0.364,0.017,5.522,21.56,1.778,1.021,NAN,-0.145,10.59,-107.4,0,-0.648,13.02
11/4/16 14:45,1,309,1445,0.348,0.005,2.301,20.23,1.742,1.006,0.383,0.011,4.429,23.24,1.813,1.014,0.364,0.017,5.521,21.57,1.778,1.021,NAN,-0.145,9.94,-107.4,0,-0.613,11.02
11/4/16 15:00,2,309,1500,0.348,0.005,2.302,20.23,1.742,1.006,0.383,0.011,4.428,23.29,1.814,1.014,0.365,0.017,5.507,21.62,1.779,1.022,NAN,-0.146,8.66,-107.3,0,-0.463,9.59
11/4/16 15:15,3,309,1515,0.348,0.005,2.276,20.23,1.742,1.006,0.383,0.011,4.445,23.29,1.814,1.014,0.365,0.017,5.502,21.66,1.78,1.022,NAN,-0.146,8.15,-107.2,0,-0.524,8.71
11/4/16 15:30,4,309,1530,0.348,0.005,2.273,20.23,1.742,1.006,0.383,0.012,4.412,23.29,1.814,1.015,0.365,0.017,5.509,21.67,1.78,1.021,NAN,-0.146,6.541,-107,0,-0.561,7.581
11/4/16 15:45,5,309,1545,0.348,0.006,2.242,20.23,1.742,1.007,0.383,0.011,4.425,23.29,1.814,1.014,0.366,0.017,5.492,21.71,1.781,1.022,NAN,-0.145,5.461,-107,0,-0.523,6.393
11/4/16 16:00,6,309,1600,0.348,0.005,2.265,20.23,1.742,1.006,0.383,0.011,4.402,23.29,1.814,1.014,0.366,0.017,5.486,21.71,1.781,1.022,NAN,-0.145,4.373,-107.1,0,-0.53,5.22
11/4/16 16:15,7,309,1615,0.348,0.006,2.248,20.23,1.742,1.007,0.383,0.011,4.405,23.29,1.814,1.014,0.366,0.017,5.487,21.71,1.781,1.022,NAN,-0.145,3.2,-107,0,-0.575,4.119
11/4/16 16:30,8,309,1630,0.348,0.006,2.262,20.23,1.742,1.007,0.383,0.011,4.413,23.29,1.814,1.014,0.366,0.017,5.459,21.71,1.781,1.022,NAN,-0.146,2.702,-106.9,0,-0.613,3.35
11/4/16 16:45,9,309,1645,0.348,0.005,2.287,20.22,1.742,1.006,0.383,0.011,4.394,23.29,1.814,1.014,0.366,0.017,5.466,21.71,1.781,1.022,NAN,-0.147,2.286,-106.9,0,-0.684,2.776
11/4/16 17:00,10,309,1700,0.348,0.005,2.271,20.18,1.741,1.007,0.383,0.011,4.411,23.29,1.814,1.014,0.366,0.017,5.478,21.71,1.781,1.022,NAN,-0.147,2.053,-106.9,0,-0.785,2.357
11/4/16 17:15,11,309,1715,0.348,0.005,2.257,20.18,1.741,1.006,0.383,0.011,4.408,23.29,1.814,1.014,0.366,0.017,5.453,21.71,1.781,1.022,NAN,-0.148,1.661,-106.8,0,-0.906,2.041
11/4/16 17:30,12,309,1730,0.348,0.005,2.262,20.18,1.741,1.005,0.383,0.011,4.401,23.29,1.814,1.014,0.366,0.017,5.459,21.71,1.781,1.022,NAN,-0.148,1.451,-106.7,0,-0.935,1.76
11/4/16 17:45,13,309,1745,0.348,0.005,2.291,20.17,1.741,1.006,0.383,0.011,4.356,23.24,1.813,1.014,0.366,0.017,5.465,21.71,1.781,1.022,NAN,-0.148,1.539,-106.8,0,-0.961,1.74
11/4/16 18:00,14,309,1800,0.347,0.006,2.234,20.13,1.74,1.007,0.383,0.011,4.4,23.24,1.813,1.014,0.366,0.017,5.463,21.71,1.781,1.022,NAN,-0.148,1.577,-106.8,0,-1.113,1.849
11/4/16 18:15,15,309,1815,0.347,0.006,2.236,20.13,1.74,1.007,0.383,0.011,4.381,23.24,1.813,1.014,0.366,0.017,5.444,21.71,1.781,1.022,NAN,-0.148,1.552,-106.8,0,-1.229,1.729
11/4/16 18:30,16,309,1830,0.347,0.006,2.3,20.13,1.74,1.007,0.383,0.011,4.386,23.24,1.813,1.014,0.365,0.017,5.448,21.66,1.78,1.022,NAN,-0.147,1.262,-106.7,0,-1.322,1.61
11/4/16 18:45,17,309,1845,0.347,0.005,2.233,20.13,1.74,1.006,0.383,0.011,4.373,23.24,1.813,1.014,0.365,0.017,5.421,21.66,1.78,1.022,NAN,-0.147,1.007,-106.7,0,-1.385,1.436
11/4/16 19:00,18,309,1900,0.347,0.005,2.215,20.13,1.74,1.006,0.382,0.011,4.366,23.24,1.813,1.014,0.365,0.017,5.438,21.66,1.78,1.021,NAN,-0.148,1.007,-106.7,0,-1.615,1.305
11/4/16 19:15,19,309,1915,0.347,0.006,2.22,20.13,1.739,1.007,0.382,0.011,4.377,23.19,1.812,1.014,0.365,0.017,5.44,21.66,1.78,1.021,NAN,-0.148,0.462,-106.9,0,-1.841,0.891
11/4/16 19:30,20,309,1930,0.346,0.005,2.199,20.08,1.738,1.006,0.382,0.011,4.376,23.19,1.812,1.014,0.365,0.017,5.434,21.61,1.779,1.022,NAN,-0.148,0.339,-107,0,-1.912,0.652
11/4/16 19:45,21,309,1945,0.346,0.006,2.15,20.08,1.738,1.007,0.382,0.011,4.358,23.19,1.812,1.014,0.365,0.017,5.432,21.61,1.779,1.022,NAN,-0.148,-0.016,-107,0,-2.222,0.347
11/4/16 20:00,22,309,2000,0.346,0.006,2.181,20.08,1.738,1.007,0.382,0.011,4.347,23.19,1.812,1.015,0.365,0.017,5.441,21.61,1.779,1.022,NAN,-0.148,-0.116,-107,0,-2.337,0.086
11/4/16 20:15,23,309,2015,0.346,0.006,2.189,20.08,1.738,1.007,0.382,0.011,4.36,23.19,1.812,1.015,0.365,0.017,5.41,21.61,1.779,1.022,NAN,-0.147,-0.493,-106.9,0,-2.524,-0.126
11/4/16 20:30,24,309,2030,0.346,0.006,2.189,20.08,1.738,1.007,0.382,0.011,4.381,23.19,1.812,1.014,0.364,0.017,5.41,21.56,1.778,1.021,NAN,-0.147,-0.493,-106.9,0,-2.594,-0.229
11/4/16 20:45,25,309,2045,0.346,0.006,2.178,20.08,1.738,1.007,0.382,0.011,4.388,23.18,1.812,1.014,0.364,0.017,5.408,21.56,1.778,1.021,NAN,-0.146,-0.493,-106.9,0,-2.582,-0.24
11/4/16 21:00,26,309,2100,0.346,0.005,2.19,20.08,1.738,1.006,0.381,0.011,4.364,23.14,1.811,1.014,0.364,0.017,5.407,21.56,1.778,1.021,NAN,-0.146,-0.334,-106.9,0,-2.748,-0.131
11/4/16 21:15,27,309,2115,0.346,0.005,2.16,20.03,1.737,1.006,0.381,0.011,4.356,23.14,1.811,1.014,0.364,0.017,5.404,21.56,1.778,1.021,NAN,-0.145,-0.602,-107,0,-3.009,-0.371
11/4/16 21:30,28,309,2130,0.346,0.005,2.145,20.03,1.737,1.006,0.381,0.011,4.398,23.14,1.811,1.014,0.364,0.017,5.4,21.56,1.778,1.022,NAN,-0.144,-0.529,-106.9,0,-2.97,-0.327
11/4/16 21:45,29,309,2145,0.346,0.005,2.151,20.03,1.737,1.006,0.381,0.011,4.341,23.14,1.811,1.014,0.364,0.017,5.415,21.51,1.777,1.022,NAN,-0.143,-0.493,-106.9,0,-3.054,-0.262
11/4/16 22:00,30,309,2200,0.346,0.005,2.198,20.03,1.737,1.006,0.381,0.011,4.352,23.14,1.811,1.014,0.364,0.017,5.39,21.51,1.777,1.022,NAN,-0.141,-0.529,-107,0,-3.242,-0.327
11/4/16 22:15,31,309,2215,0.346,0.005,2.184,20.03,1.737,1.006,0.381,0.011,4.346,23.14,1.811,1.014,0.364,0.017,5.401,21.51,1.777,1.022,NAN,-0.14,-0.57,-106.9,0,-3.22,-0.425
11/4/16 22:30,32,309,2230,0.346,0.005,2.153,20.03,1.737,1.006,0.381,0.011,4.338,23.13,1.811,1.014,0.363,0.017,5.393,21.51,1.777,1.021,NAN,-0.138,-0.497,-106.9,0,-3.291,-0.393
11/4/16 22:45,33,309,2245,0.346,0.006,2.182,20.03,1.737,1.007,0.381,0.011,4.343,23.08,1.81,1.014,0.363,0.017,5.394,21.46,1.776,1.021,NAN,-0.136,-0.493,-107,0,-3.53,-0.479
11/4/16 23:00,34,309,2300,0.345,0.005,2.172,19.99,1.736,1.006,0.381,0.011,4.333,23.08,1.81,1.014,0.363,0.017,5.381,21.46,1.776,1.021,NAN,-0.134,-0.893,-106.9,0,-3.569,-0.632
11/4/16 23:15,35,309,2315,0.345,0.005,2.143,19.99,1.736,1.006,0.381,0.011,4.351,23.08,1.81,1.014,0.363,0.017,5.39,21.46,1.776,1.022,NAN,-0.132,-0.57,-107,0,-3.59,-0.545
11/4/16 23:30,36,309,2330,0.345,0.006,2.127,19.99,1.736,1.007,0.381,0.011,4.331,23.08,1.81,1.014,0.363,0.017,5.397,21.46,1.776,1.021,NAN,-0.13,-0.507,-107,0,-3.663,-0.457
11/4/16 23:45,37,309,2345,0.345,0.006,2.193,19.99,1.736,1.007,0.381,0.011,4.325,23.08,1.81,1.014,0.362,0.017,5.374,21.42,1.774,1.021,NAN,-0.129,-0.679,-106.9,0,-3.801,-0.506
11/5/16 0:00,38,310,0,0.345,0.005,2.148,19.99,1.736,1.006,0.381,0.011,4.33,23.08,1.81,1.014,0.362,0.017,5.369,21.42,1.774,1.021,NAN,-0.128,-0.986,-106.9,0,-3.913,-0.673
11/5/16 0:15,39,310,15,0.345,0.005,2.147,19.99,1.736,1.006,0.381,0.011,4.322,23.08,1.81,1.014,0.362,0.017,5.378,21.41,1.774,1.021,NAN,-0.128,-0.942,-106.9,0,-4.008,-0.755
11/5/16 0:30,40,310,30,0.345,0.005,2.14,19.98,1.736,1.006,0.38,0.011,4.331,23.03,1.808,1.014,0.362,0.017,5.381,21.37,1.773,1.021,NAN,-0.128,-0.721,-106.9,0,-4.26,-0.825
11/5/16 0:45,41,310,45,0.345,0.005,2.156,19.94,1.735,1.006,0.38,0.011,4.326,23.03,1.808,1.014,0.362,0.017,5.349,21.37,1.773,1.021,NAN,-0.129,-1.225,-106.9,0,-4.09,-0.955
11/5/16 1:00,42,310,100,0.345,0.005,2.138,19.94,1.735,1.006,0.38,0.011,4.301,23.03,1.808,1.014,0.362,0.017,5.371,21.37,1.773,1.021,NAN,-0.13,-1.007,-106.9,0,-4.208,-0.912
11/5/16 1:15,43,310,115,0.345,0.005,2.138,19.94,1.735,1.006,0.38,0.011,4.314,23.03,1.808,1.014,0.362,0.017,5.366,21.36,1.773,1.021,NAN,-0.13,-1.004,-106.9,0,-4.359,-0.911
11/5/16 1:30,44,310,130,0.345,0.005,2.132,19.94,1.735,1.006,0.38,0.011,4.338,23.03,1.808,1.014,0.361,0.017,5.376,21.32,1.772,1.021,NAN,-0.131,-0.973,-106.9,0,-4.383,-0.888
11/5/16 1:45,45,310,145,0.345,0.005,2.094,19.94,1.735,1.006,0.38,0.011,4.312,23.03,1.808,1.014,0.361,0.017,5.395,21.32,1.772,1.021,NAN,-0.131,-0.967,-106.9,0,-4.476,-0.916
11/5/16 2:00,46,310,200,0.345,0.005,2.099,19.94,1.735,1.006,0.38,0.011,4.305,22.98,1.807,1.014,0.361,0.016,5.347,21.32,1.772,1.021,NAN,-0.133,-0.996,-106.9,0,-4.455,-0.976
11/5/16 2:15,47,310,215,0.344,0.006,2.123,19.89,1.734,1.007,0.38,0.011,4.291,22.98,1.807,1.014,0.361,0.017,5.344,21.31,1.772,1.021,NAN,-0.134,-0.995,-106.9,0,-4.572,-1.073
11/5/16 2:30,48,310,230,0.344,0.005,2.095,19.89,1.734,1.007,0.38,0.011,4.292,22.98,1.807,1.014,0.361,0.016,5.342,21.27,1.771,1.02,NAN,-0.135,-0.992,-106.9,0,-4.467,-1.062
11/5/16 2:45,49,310,245,0.344,0.005,2.115,19.89,1.734,1.006,0.38,0.011,4.31,22.98,1.807,1.014,0.361,0.017,5.357,21.27,1.771,1.021,NAN,-0.135,-0.801,-107,0,-4.442,-0.866
11/5/16 3:00,50,310,300,0.344,0.005,2.1,19.89,1.734,1.006,0.38,0.011,4.318,22.98,1.807,1.014,0.361,0.017,5.333,21.27,1.771,1.022,NAN,-0.135,-0.963,-106.9,0,-4.431,-0.844
11/5/16 3:15,51,310,315,0.344,0.006,2.107,19.89,1.734,1.007,0.38,0.011,4.309,22.98,1.807,1.014,0.361,0.017,5.346,21.26,1.771,1.021,NAN,-0.136,-0.99,-106.9,0,-4.53,-0.866
11/5/16 3:30,52,310,330,0.344,0.006,2.109,19.89,1.734,1.007,0.38,0.011,4.303,22.98,1.807,1.014,0.36,0.017,5.341,21.22,1.77,1.021,NAN,-0.137,-0.983,-106.9,0,-4.617,-0.974
11/5/16 3:45,53,310,345,0.344,0.006,2.099,19.84,1.733,1.007,0.379,0.011,4.303,22.93,1.806,1.014,0.36,0.017,5.338,21.22,1.77,1.021,NAN,-0.138,-0.95,-106.9,0,-4.565,-0.963
11/5/16 4:00,54,310,400,0.344,0.005,2.087,19.84,1.733,1.007,0.379,0.011,4.302,22.93,1.806,1.014,0.36,0.017,5.335,21.22,1.77,1.021,NAN,-0.138,-1.026,-106.9,0,-4.651,-0.996
11/5/16 4:15,55,310,415,0.344,0.005,2.08,19.84,1.733,1.006,0.379,0.011,4.321,22.93,1.806,1.014,0.36,0.016,5.331,21.22,1.77,1.021,NAN,-0.138,-0.991,-106.9,0,-4.651,-1.013
11/5/16 4:30,56,310,430,0.344,0.005,2.063,19.84,1.733,1.007,0.379,0.011,4.312,22.93,1.806,1.014,0.359,0.017,5.324,21.17,1.769,1.022,NAN,-0.137,-1.462,-106.9,0,-4.714,-1.149
11/5/16 4:45,57,310,445,0.344,0.005,2.029,19.84,1.733,1.006,0.379,0.011,4.299,22.93,1.806,1.014,0.359,0.017,5.336,21.17,1.769,1.022,NAN,-0.136,-1.533,-106.9,0,-4.765,-1.285
11/5/16 5:00,58,310,500,0.344,0.005,1.986,19.84,1.733,1.006,0.379,0.011,4.278,22.93,1.806,1.014,0.359,0.017,5.319,21.12,1.768,1.021,NAN,-0.135,-1.527,-106.9,0,-4.722,-1.323
11/5/16 5:15,59,310,515,0.343,0.005,2.041,19.84,1.733,1.006,0.379,0.011,4.268,22.88,1.805,1.014,0.359,0.017,5.348,21.12,1.768,1.021,NAN,-0.135,-1.56,-106.9,0,-4.875,-1.41
11/5/16 5:30,60,310,530,0.343,0.006,2.019,19.8,1.732,1.007,0.379,0.011,4.294,22.88,1.805,1.014,0.359,0.017,5.323,21.12,1.768,1.021,NAN,-0.135,-1.533,-106.9,0,-4.784,-1.476
11/5/16 5:45,61,310,545,0.343,0.005,2.004,19.8,1.732,1.006,0.379,0.011,4.291,22.88,1.805,1.014,0.358,0.017,5.322,21.07,1.767,1.021,NAN,-0.135,-1.313,-106.9,0,-4.83,-1.366
11/5/16 6:00,62,310,600,0.343,0.005,2.008,19.8,1.732,1.006,0.379,0.011,4.294,22.88,1.805,1.014,0.358,0.016,5.309,21.07,1.767,1.021,NAN,-0.135,-1.342,-106.9,0,-4.851,-1.3
11/5/16 6:15,63,310,615,0.343,0.005,1.971,19.8,1.732,1.006,0.379,0.011,4.287,22.88,1.805,1.014,0.358,0.017,5.329,21.07,1.767,1.021,NAN,-0.135,-1.204,-106.9,0,-4.575,-1.082
11/5/16 6:30,64,310,630,0.343,0.006,1.956,19.8,1.732,1.007,0.379,0.011,4.276,22.88,1.805,1.014,0.358,0.017,5.324,21.07,1.767,1.021,NAN,-0.136,-1.093,-106.9,0,-4.561,-1.011
11/5/16 6:45,65,310,645,0.343,0.006,1.962,19.8,1.732,1.007,0.379,0.011,4.279,22.88,1.805,1.014,0.358,0.017,5.309,21.07,1.767,1.021,NAN,-0.136,-0.983,-106.9,0,-4.469,-0.864
11/5/16 7:00,66,310,700,0.343,0.006,1.962,19.8,1.732,1.007,0.378,0.011,4.278,22.83,1.804,1.014,0.358,0.017,5.333,21.02,1.765,1.021,NAN,-0.136,-0.918,-106.9,0,-4.491,-0.69
11/5/16 7:15,67,310,715,0.343,0.005,1.952,19.79,1.732,1.006,0.378,0.011,4.269,22.83,1.804,1.014,0.358,0.016,5.314,21.02,1.765,1.021,NAN,-0.137,-0.822,-107,0,-4.403,-0.558
11/5/16 7:30,68,310,730,0.342,0.005,1.935,19.75,1.73,1.006,0.378,0.011,4.26,22.83,1.804,1.014,0.358,0.016,5.313,21.02,1.765,1.021,NAN,-0.138,0.021,-107.1,0,-2.97,0.922
11/5/16 7:45,69,310,745,0.342,0.005,1.951,19.75,1.73,1.006,0.378,0.011,4.221,22.83,1.804,1.014,0.358,0.017,5.308,21.02,1.765,1.021,NAN,-0.139,1.181,-107.2,0,-2.036,2.707
11/5/16 8:00,70,310,800,0.342,0.005,1.921,19.75,1.73,1.005,0.378,0.011,4.272,22.83,1.804,1.014,0.357,0.017,5.314,20.97,1.764,1.022,NAN,-0.139,2.744,-107.4,0,-0.648,5.119
11/5/16 8:15,71,310,815,0.342,0.005,1.844,19.75,1.73,1.006,0.378,0.011,4.266,22.83,1.804,1.014,0.357,0.017,5.312,20.97,1.764,1.021,NAN,-0.137,5.098,-107.5,0,-0.506,8.15
11/5/16 8:30,72,310,830,0.342,0.005,1.9,19.75,1.73,1.006,0.378,0.011,4.26,22.83,1.804,1.014,0.357,0.016,5.289,20.97,1.764,1.021,NAN,-0.13,6.782,-107.7,0,-0.342,10.8
11/5/16 8:45,73,310,845,0.342,0.005,1.917,19.75,1.73,1.006,0.378,0.011,4.261,22.83,1.804,1.014,0.357,0.017,5.287,20.97,1.764,1.021,NAN,-0.126,7.857,-107.7,0,-0.362,12.75
11/5/16 9:00,74,310,900,0.342,0.005,1.915,19.75,1.73,1.006,0.378,0.011,4.263,22.83,1.804,1.014,0.357,0.017,5.302,20.92,1.763,1.022,NAN,-0.126,8.89,-107.8,0,-0.319,13.92
11/5/16 9:15,75,310,915,0.342,0.005,1.924,19.75,1.73,1.006,0.378,0.011,4.255,22.83,1.804,1.014,0.357,0.016,5.306,20.92,1.763,1.021,NAN,-0.131,8.84,-107.5,0,-0.456,14.8
11/5/16 9:30,76,310,930,0.342,0.005,1.922,19.75,1.73,1.006,0.378,0.011,4.265,22.83,1.804,1.014,0.357,0.017,5.29,20.92,1.763,1.021,NAN,-0.134,9.73,-107.5,0,-0.889,15.26
11/5/16 9:45,77,310,945,0.342,0.005,1.937,19.75,1.73,1.006,0.378,0.01,4.251,22.83,1.804,1.013,0.357,0.017,5.299,20.92,1.763,1.022,NAN,-0.136,10.03,-107.5,0,-0.259,15.14
11/5/16 10:00,78,310,1000,0.342,0.005,1.902,19.75,1.731,1.007,0.378,0.01,4.256,22.83,1.804,1.013,0.357,0.018,5.306,20.92,1.763,1.023,NAN,-0.138,10.56,-107.6,0,-0.303,16.2
11/5/16 10:15,79,310,1015,0.343,0.005,1.903,19.8,1.732,1.007,0.378,0.011,4.272,22.83,1.804,1.014,0.357,0.017,5.287,20.92,1.763,1.021,NAN,-0.137,10.9,-107.7,0,-0.18,16.19
11/5/16 10:30,80,310,1030,0.343,0.005,1.928,19.8,1.732,1.005,0.378,0.01,4.221,22.83,1.804,1.013,0.357,0.017,5.293,20.92,1.763,1.022,NAN,-0.136,12.48,-107.9,0,-0.254,16.89
11/5/16 10:45,81,310,1045,0.344,0.005,2.019,19.85,1.733,1.006,0.378,0.011,4.224,22.83,1.804,1.015,0.357,0.018,5.294,20.92,1.763,1.022,NAN,-0.135,12.74,-108,0,-0.265,16.68
11/5/16 11:00,82,310,1100,0.345,0.005,1.966,19.94,1.735,1.007,0.378,0.011,4.234,22.83,1.804,1.015,0.357,0.017,5.274,20.93,1.763,1.021,NAN,-0.136,13.24,-108.1,0,-0.544,17.29
11/5/16 11:15,83,310,1115,0.345,0.005,1.975,19.99,1.736,1.007,0.379,0.01,4.212,22.88,1.805,1.013,0.357,0.017,5.274,20.98,1.764,1.021,NAN,-0.137,12.83,-107.9,0,-0.679,15.38
11/5/16 11:30,84,310,1130,0.346,0.006,1.975,20.08,1.738,1.007,0.379,0.01,4.229,22.94,1.806,1.013,0.358,0.017,5.271,21.03,1.766,1.022,NAN,-0.14,12.36,-107.9,0,-0.175,13.95
11/5/16 11:45,85,310,1145,0.347,0.006,1.976,20.13,1.74,1.007,0.38,0.011,4.223,23.04,1.808,1.014,0.359,0.015,5.273,21.12,1.768,1.019,NAN,-0.141,12.1,-107.9,0,-0.147,13.7
11/5/16 12:00,86,310,1200,0.348,0.005,2.033,20.18,1.741,1.006,0.381,0.011,4.212,23.08,1.81,1.014,0.36,0.016,5.26,21.18,1.769,1.02,NAN,-0.142,12.63,-108,0,-0.34,12.85
11/5/16 12:15,87,310,1215,0.348,0.005,2.031,20.18,1.741,1.007,0.381,0.011,4.228,23.09,1.81,1.014,0.361,0.016,5.265,21.27,1.771,1.021,NAN,-0.146,11.2,-107.9,0,-0.13,12.01
11/5/16 12:30,88,310,1230,0.348,0.005,1.971,20.23,1.742,1.006,0.381,0.011,4.202,23.14,1.811,1.014,0.361,0.017,5.268,21.32,1.772,1.022,NAN,-0.147,11.07,-107.9,0,-0.238,12.35
11/5/16 12:45,89,310,1245,0.348,0.005,2.092,20.23,1.742,1.006,0.382,0.011,4.204,23.19,1.812,1.014,0.362,0.016,5.269,21.37,1.773,1.021,NAN,-0.149,10.97,-107.8,0,0.102,13.21
11/5/16 13:00,90,310,1300,0.349,0.005,2.065,20.27,1.743,1.006,0.382,0.011,4.196,23.19,1.812,1.014,0.362,0.017,5.273,21.42,1.775,1.021,NAN,-0.15,12.03,-108,0,-0.341,13.48
11/5/16 13:15,91,310,1315,0.349,0.006,2.066,20.28,1.743,1.007,0.383,0.011,4.201,23.24,1.813,1.014,0.364,0.017,5.251,21.52,1.777,1.021,NAN,-0.15,11.5,-107.9,0,-0.303,12.43
11/5/16 13:30,92,310,1330,0.349,0.005,2.084,20.32,1.744,1.006,0.383,0.012,4.186,23.29,1.814,1.015,0.364,0.017,5.264,21.57,1.778,1.021,NAN,-0.151,11.21,-108,0,-0.038,12.26
11/5/16 13:45,93,310,1345,0.349,0.006,2.037,20.32,1.744,1.007,0.383,0.011,4.186,23.29,1.814,1.014,0.365,0.017,5.241,21.62,1.779,1.022,NAN,-0.152,11.46,-108.2,0,-0.263,13.33
11/5/16 14:00,94,310,1400,0.349,0.006,2.047,20.33,1.744,1.007,0.384,0.011,4.177,23.35,1.815,1.014,0.365,0.017,5.243,21.67,1.78,1.021,NAN,-0.152,12.21,-108.2,0,-0.219,12.26
11/5/16 14:15,95,310,1415,0.35,0.005,2.065,20.37,1.745,1.006,0.384,0.011,4.179,23.39,1.816,1.014,0.366,0.016,5.228,21.72,1.781,1.02,NAN,-0.153,10.92,-108.2,0,-0.133,12.3
11/5/16 14:30,96,310,1430,0.351,0.005,2.061,20.42,1.746,1.006,0.384,0.011,4.165,23.4,1.816,1.015,0.366,0.017,5.215,21.77,1.783,1.022,NAN,-0.154,10.4,-108.2,0,-0.195,11.92
11/5/16 14:45,97,310,1445,0.351,0.006,2.051,20.42,1.746,1.007,0.385,0.011,4.171,23.44,1.817,1.015,0.367,0.016,5.232,21.87,1.785,1.021,NAN,-0.155,10.2,-108.3,0,-0.215,11.04
11/5/16 15:00,98,310,1500,0.351,0.006,2.087,20.42,1.746,1.007,0.385,0.012,4.167,23.45,1.818,1.015,0.368,0.016,5.228,21.91,1.786,1.02,NAN,-0.155,9.66,-108.1,0,-0.148,10.56
11/5/16 15:15,99,310,1515,0.351,0.005,2.086,20.47,1.747,1.006,0.385,0.012,4.15,23.5,1.819,1.015,0.368,0.017,5.219,21.92,1.786,1.022,NAN,-0.155,9.36,-108.1,0,-0.23,9.91
11/5/16 15:30,100,310,1530,0.351,0.005,2.069,20.46,1.747,1.006,0.385,0.012,4.123,23.5,1.819,1.015,0.369,0.017,5.208,21.97,1.787,1.022,NAN,-0.155,8.54,-108.1,0,-0.303,9.17
11/5/16 15:45,101,310,1545,0.351,0.006,2.077,20.42,1.746,1.007,0.385,0.011,4.141,23.5,1.819,1.014,0.369,0.017,5.216,22.01,1.788,1.022,NAN,-0.155,8.17,-108.1,0,-0.288,8.63
11/5/16 16:00,102,310,1600,0.351,0.006,2.065,20.42,1.746,1.007,0.385,0.011,4.154,23.5,1.819,1.014,0.369,0.017,5.212,22.01,1.788,1.022,NAN,-0.154,7.547,-108.2,0,-0.405,7.971
11/5/16 16:15,103,310,1615,0.351,0.006,2.074,20.42,1.746,1.007,0.385,0.011,4.14,23.5,1.819,1.014,0.369,0.017,5.187,22.01,1.788,1.022,NAN,-0.154,7.011,-108.2,0,-0.426,7.454
11/5/16 16:30,104,310,1630,0.35,0.005,2.071,20.42,1.746,1.006,0.385,0.011,4.137,23.5,1.819,1.014,0.369,0.017,5.2,22.01,1.788,1.022,NAN,-0.154,6.434,-108.1,0,-0.387,6.962
11/5/16 16:45,105,310,1645,0.35,0.005,2.07,20.37,1.745,1.006,0.385,0.011,4.127,23.5,1.819,1.015,0.369,0.017,5.215,22.01,1.788,1.022,NAN,-0.154,6.037,-108.3,0,-0.376,6.573
11/5/16 17:00,106,310,1700,0.35,0.006,2.052,20.37,1.745,1.007,0.385,0.011,4.076,23.49,1.819,1.015,0.369,0.017,5.186,22.01,1.788,1.022,NAN,-0.153,5.984,-108.3,0,-0.512,6.363
11/5/16 17:15,107,310,1715,0.35,0.006,2.055,20.37,1.745,1.007,0.385,0.011,4.132,23.44,1.817,1.014,0.369,0.017,5.184,22.01,1.788,1.022,NAN,-0.153,5.546,-108.3,0,-0.519,5.901
11/5/16 17:30,108,310,1730,0.349,0.005,2.047,20.32,1.744,1.006,0.385,0.011,4.109,23.44,1.817,1.014,0.369,0.017,5.152,22.01,1.788,1.021,NAN,-0.153,5.331,-108.4,0,-0.518,5.608
11/5/16 17:45,109,310,1745,0.349,0.005,2.024,20.32,1.744,1.006,0.385,0.011,4.103,23.44,1.817,1.014,0.369,0.017,5.176,21.96,1.787,1.021,NAN,-0.152,5.105,-108.4,0,-0.496,5.416
11/5/16 18:00,110,310,1800,0.349,0.006,2.024,20.32,1.744,1.007,0.385,0.011,4.106,23.44,1.817,1.014,0.369,0.017,5.166,21.96,1.787,1.021,NAN,-0.151,4.968,-108.7,0,-0.379,5.197
11/5/16 18:15,111,310,1815,0.349,0.005,1.993,20.27,1.743,1.006,0.384,0.011,4.105,23.39,1.816,1.014,0.369,0.017,5.181,21.96,1.787,1.021,NAN,-0.151,4.848,-108.6,0,-0.408,5.062
11/5/16 18:30,112,310,1830,0.349,0.006,2.06,20.27,1.743,1.007,0.384,0.011,4.123,23.39,1.816,1.014,0.368,0.016,5.147,21.91,1.786,1.021,NAN,-0.15,4.306,-108.8,0,-0.85,4.622
11/5/16 18:45,113,310,1845,0.349,0.005,2.041,20.27,1.743,1.006,0.384,0.011,4.103,23.39,1.816,1.014,0.368,0.017,5.148,21.91,1.786,1.021,NAN,-0.15,4.126,-108.6,0,-0.872,4.403
