TOA5,CR1000_tower3_cluster,CR1000,78272,CR1000.Std.28.02,CPU:SH_tow3_cluster_2017.CR1,29011,Enviro,,,,,,,,,,,,,,,,,,,,,
TIMESTAMP,RECORD,Day_of_Year,Hour,VWC_1_Avg,EC_1_Avg,ST_1_Avg,P_1_Avg,PA_1_Avg,VR_1_Avg,VWC_2_Avg,EC_2_Avg,ST_2_Avg,P_2_Avg,PA_2_Avg,VR_2_Avg,VWC_3_Avg,EC_3_Avg,ST_3_Avg,P_3_Avg,PA_3_Avg,VR_3_Avg,SWE_mv_Avg,maxbot_volt_Avg,maxbot_dist_Avg,TT_C,SBT_C,FuelM_Avg,PA_uS_Avg
TS,RN,,,m^3/m^3,dS/m,Deg C,unitless,nSec,unitless,,,,,,,,,,,,,,,,Deg C,Deg C,%,uSec
,,Smp,Smp,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Smp,Smp,Avg,Avg
7/27/19 21:15,0,208,2115,0.007,0,1.399,0.417,0.094,0.072,0.01,0,1.045,0.541,0.099,0.072,0.01,0.001,0.9,0.534,0.099,0.073,0.038,2172,2.121,13.75,14.22,5.965,17.77
7/27/19 21:30,1,208,2130,0.099,0.003,19.58,5.832,1.316,1.004,0.138,0.004,14.63,7.574,1.386,1.006,0.136,0.012,12.6,7.479,1.385,1.015,0.038,2172,2.121,13.45,13.87,6.069,17.79
7/27/19 21:45,2,208,2145,0.099,0.003,19.47,5.805,1.315,1.004,0.138,0.004,14.65,7.575,1.386,1.006,0.136,0.011,12.64,7.482,1.385,1.014,0.038,2173,2.122,13.07,13.52,6.148,17.8
7/27/19 22:00,3,208,2200,0.099,0.003,19.34,5.808,1.315,1.003,0.138,0.004,14.66,7.574,1.386,1.006,0.136,0.011,12.63,7.482,1.385,1.014,0.038,2163,2.112,12.76,13.23,6.224,17.82
7/27/19 22:15,4,208,2215,0.099,0.003,19.21,5.808,1.315,1.003,0.138,0.004,14.7,7.574,1.386,1.006,0.136,0.011,12.64,7.482,1.385,1.014,0.038,2180,2.129,12.59,13.08,6.304,17.83
7/27/19 22:30,5,208,2230,0.099,0.003,19.09,5.807,1.315,1.003,0.138,0.004,14.67,7.573,1.386,1.006,0.137,0.011,12.62,7.485,1.385,1.014,0.038,2191,2.14,12.51,13.01,6.381,17.85
7/27/19 22:45,6,208,2245,0.099,0.003,18.96,5.808,1.315,1.003,0.138,0.004,14.68,7.575,1.386,1.006,0.137,0.011,12.66,7.512,1.386,1.015,0.038,2186,2.135,12.42,12.89,6.456,17.86
7/27/19 23:00,7,208,2300,0.099,0.003,18.81,5.808,1.315,1.003,0.138,0.004,14.72,7.574,1.386,1.006,0.137,0.011,12.63,7.513,1.386,1.014,0.038,2174,2.123,12.31,12.72,6.529,17.87
7/27/19 23:15,8,208,2315,0.099,0.003,18.69,5.807,1.315,1.004,0.138,0.004,14.71,7.575,1.386,1.005,0.137,0.012,12.66,7.511,1.386,1.015,0.038,2177,2.126,12.12,12.55,6.607,17.89
7/27/19 23:30,9,208,2330,0.099,0.003,18.57,5.806,1.315,1.004,0.138,0.004,14.72,7.576,1.386,1.005,0.137,0.011,12.66,7.512,1.386,1.015,0.038,2176,2.125,12.09,12.57,6.685,17.9
7/27/19 23:45,10,208,2345,0.099,0.003,18.42,5.807,1.315,1.004,0.138,0.004,14.74,7.575,1.386,1.006,0.137,0.011,12.63,7.512,1.386,1.015,0.038,2173,2.122,11.93,12.47,6.769,17.92
7/28/19 0:00,11,209,0,0.099,0.003,18.31,5.807,1.315,1.003,0.138,0.004,14.74,7.574,1.386,1.006,0.137,0.011,12.63,7.513,1.386,1.014,0.038,2169,2.118,11.93,12.34,6.843,17.93
7/28/19 0:15,12,209,15,0.099,0.003,18.23,5.807,1.314,1.003,0.138,0.004,14.77,7.573,1.386,1.006,0.137,0.011,12.66,7.514,1.386,1.014,0.038,2195,2.144,11.78,12.41,6.919,17.95
7/28/19 0:30,13,209,30,0.098,0.003,18.04,5.779,1.313,1.003,0.138,0.004,14.76,7.574,1.386,1.006,0.137,0.011,12.65,7.516,1.386,1.014,0.038,2206,2.154,11.46,12.06,7.015,17.97
7/28/19 0:45,14,209,45,0.098,0.003,17.97,5.779,1.313,1.003,0.138,0.004,14.75,7.575,1.386,1.006,0.137,0.011,12.64,7.514,1.386,1.014,0.038,2212,2.161,11.37,11.87,7.106,17.98
7/28/19 1:00,15,209,100,0.098,0.003,17.82,5.781,1.313,1.003,0.138,0.004,14.78,7.572,1.386,1.006,0.137,0.011,12.67,7.513,1.386,1.014,0.038,2214,2.162,11.39,11.87,7.207,18
7/28/19 1:15,16,209,115,0.098,0.003,17.71,5.78,1.313,1.003,0.138,0.004,14.79,7.574,1.386,1.006,0.137,0.012,12.65,7.511,1.386,1.015,0.038,2211,2.159,11.35,11.89,7.31,18.02
7/28/19 1:30,17,209,130,0.098,0.003,17.6,5.78,1.313,1.003,0.138,0.004,14.8,7.574,1.386,1.006,0.137,0.011,12.63,7.513,1.386,1.014,0.038,2227,2.175,11.27,11.78,7.407,18.04
7/28/19 1:45,18,209,145,0.098,0.003,17.46,5.777,1.313,1.004,0.138,0.004,14.8,7.574,1.386,1.006,0.137,0.011,12.63,7.514,1.386,1.014,0.038,2169,2.118,11.27,11.88,7.504,18.06
7/28/19 2:00,19,209,200,0.098,0.003,17.37,5.779,1.313,1.003,0.138,0.004,14.8,7.574,1.386,1.006,0.137,0.011,12.62,7.513,1.386,1.015,0.038,2167,2.116,11.3,11.92,7.608,18.08
7/28/19 2:15,20,209,215,0.098,0.003,17.26,5.781,1.313,1.003,0.138,0.004,14.79,7.574,1.386,1.006,0.137,0.011,12.66,7.514,1.386,1.014,0.038,2171,2.12,11.19,11.82,7.703,18.1
7/28/19 2:30,21,209,230,0.098,0.003,17.16,5.782,1.313,1.003,0.138,0.004,14.79,7.574,1.386,1.006,0.137,0.011,12.66,7.514,1.386,1.014,0.038,2168,2.117,11.09,11.68,7.806,18.12
7/28/19 2:45,22,209,245,0.098,0.003,17.06,5.78,1.313,1.003,0.138,0.004,14.81,7.575,1.386,1.005,0.137,0.011,12.67,7.514,1.386,1.014,0.038,2187,2.135,10.84,11.45,7.897,18.14
7/28/19 3:00,23,209,300,0.098,0.003,16.94,5.779,1.313,1.003,0.138,0.004,14.81,7.575,1.386,1.006,0.137,0.011,12.65,7.513,1.386,1.014,0.038,2155,2.105,10.64,11.21,7.987,18.15
7/28/19 3:15,24,209,315,0.098,0.003,16.85,5.781,1.313,1.003,0.138,0.004,14.8,7.575,1.386,1.006,0.137,0.011,12.65,7.512,1.386,1.015,0.038,2151,2.101,10.56,11.08,8.08,18.17
7/28/19 3:30,25,209,330,0.098,0.003,16.76,5.779,1.313,1.003,0.138,0.004,14.81,7.575,1.386,1.006,0.137,0.012,12.62,7.511,1.386,1.015,0.038,2152,2.102,10.57,11,8.17,18.19
7/28/19 3:45,26,209,345,0.098,0.003,16.64,5.78,1.313,1.003,0.138,0.004,14.84,7.574,1.386,1.006,0.137,0.012,12.64,7.511,1.386,1.015,0.038,2154,2.104,10.58,10.98,8.26,18.2
7/28/19 4:00,27,209,400,0.098,0.003,16.56,5.78,1.313,1.003,0.138,0.004,14.81,7.575,1.386,1.006,0.137,0.011,12.69,7.512,1.386,1.015,0.038,2154,2.104,10.39,10.9,8.34,18.22
7/28/19 4:15,28,209,415,0.098,0.003,16.47,5.78,1.313,1.003,0.138,0.004,14.78,7.574,1.386,1.006,0.137,0.011,12.66,7.512,1.386,1.015,0.038,2154,2.104,10.2,10.71,8.41,18.23
7/28/19 4:30,29,209,430,0.098,0.003,16.39,5.779,1.313,1.003,0.138,0.004,14.8,7.574,1.386,1.006,0.137,0.011,12.7,7.513,1.386,1.015,0.038,2154,2.104,9.91,10.55,8.48,18.25
7/28/19 4:45,30,209,445,0.098,0.003,16.28,5.778,1.313,1.004,0.138,0.004,14.8,7.575,1.386,1.006,0.137,0.012,12.71,7.512,1.386,1.015,0.038,2153,2.103,9.79,10.35,8.56,18.26
7/28/19 5:00,31,209,500,0.098,0.003,16.22,5.78,1.313,1.003,0.138,0.004,14.78,7.574,1.386,1.006,0.137,0.011,12.65,7.512,1.386,1.015,0.038,2151,2.101,9.65,10.21,8.63,18.28
7/28/19 5:15,32,209,515,0.098,0.003,16.11,5.78,1.313,1.003,0.138,0.004,14.76,7.573,1.386,1.006,0.137,0.011,12.71,7.514,1.386,1.014,0.038,2148,2.097,9.52,10.06,8.71,18.29
7/28/19 5:30,33,209,530,0.098,0.003,15.98,5.779,1.313,1.003,0.138,0.004,14.76,7.574,1.386,1.006,0.137,0.012,12.7,7.512,1.386,1.015,0.038,2151,2.101,9.43,9.95,8.8,18.31
7/28/19 5:45,34,209,545,0.098,0.003,15.93,5.776,1.313,1.004,0.138,0.004,14.78,7.574,1.386,1.006,0.137,0.012,12.68,7.512,1.386,1.015,0.038,2151,2.101,9.41,9.87,8.88,18.32
7/28/19 6:00,35,209,600,0.098,0.003,15.85,5.752,1.312,1.003,0.138,0.004,14.77,7.574,1.386,1.006,0.137,0.011,12.66,7.513,1.386,1.014,0.037,2153,2.102,9.4,9.83,8.96,18.34
7/28/19 6:15,36,209,615,0.098,0.003,15.75,5.753,1.312,1.003,0.138,0.004,14.75,7.574,1.386,1.006,0.137,0.012,12.68,7.512,1.386,1.015,0.037,2159,2.109,9.45,9.82,9.05,18.35
7/28/19 6:30,37,209,630,0.098,0.003,15.67,5.753,1.312,1.003,0.139,0.004,14.74,7.577,1.386,1.005,0.137,0.011,12.7,7.513,1.386,1.014,0.037,2158,2.107,9.73,10.05,9.16,18.38
7/28/19 6:45,38,209,645,0.098,0.003,15.58,5.753,1.312,1.003,0.139,0.004,14.73,7.606,1.387,1.006,0.137,0.011,12.69,7.513,1.386,1.014,0.037,2158,2.107,10.18,10.52,9.3,18.4
7/28/19 7:00,39,209,700,0.098,0.003,15.51,5.751,1.312,1.003,0.139,0.004,14.7,7.605,1.387,1.006,0.137,0.012,12.69,7.51,1.386,1.015,0.037,2160,2.109,11.9,12.45,9.46,18.43
7/28/19 7:15,40,209,715,0.098,0.003,15.43,5.753,1.312,1.003,0.139,0.004,14.73,7.606,1.387,1.006,0.137,0.011,12.72,7.512,1.386,1.015,0.037,2168,2.117,14.07,15.7,9.67,18.47
7/28/19 7:30,41,209,730,0.098,0.003,15.33,5.752,1.312,1.003,0.139,0.004,14.7,7.604,1.387,1.006,0.137,0.012,12.69,7.511,1.386,1.015,0.037,2183,2.131,16,18.71,9.9,18.52
7/28/19 7:45,42,209,745,0.098,0.003,15.27,5.752,1.312,1.003,0.138,0.004,14.7,7.574,1.386,1.006,0.137,0.011,12.72,7.513,1.386,1.015,0.037,2200,2.148,17.96,20.94,10.07,18.55
7/28/19 8:00,43,209,800,0.098,0.003,15.23,5.753,1.312,1.003,0.138,0.004,14.71,7.573,1.386,1.006,0.137,0.011,12.7,7.512,1.386,1.015,0.037,2205,2.154,20,23.07,10.29,18.59
7/28/19 8:15,44,209,815,0.098,0.003,15.15,5.752,1.312,1.003,0.138,0.004,14.67,7.574,1.386,1.006,0.137,0.012,12.71,7.509,1.386,1.015,0.036,2206,2.154,21.84,25.54,10.19,18.57
7/28/19 8:30,45,209,830,0.098,0.003,15.08,5.752,1.312,1.003,0.138,0.004,14.67,7.574,1.386,1.006,0.137,0.012,12.67,7.511,1.386,1.015,0.036,2226,2.173,22.29,27.26,10.11,18.56
7/28/19 8:45,46,209,845,0.098,0.003,15.05,5.753,1.312,1.003,0.138,0.004,14.63,7.576,1.386,1.005,0.137,0.012,12.72,7.511,1.386,1.015,0.036,2255,2.202,21.92,26.15,10.06,18.55
7/28/19 9:00,47,209,900,0.098,0.003,15.01,5.753,1.312,1.003,0.138,0.004,14.63,7.576,1.386,1.005,0.137,0.011,12.72,7.515,1.386,1.014,0.036,2253,2.2,23.45,26.34,10.04,18.54
7/28/19 9:15,48,209,915,0.098,0.002,15.06,5.755,1.312,1.003,0.138,0.004,14.62,7.573,1.386,1.006,0.137,0.012,12.69,7.512,1.386,1.015,0.036,2221,2.169,25.39,27.4,9.97,18.53
7/28/19 9:30,49,209,930,0.098,0.003,15.06,5.753,1.312,1.003,0.138,0.004,14.59,7.576,1.386,1.005,0.137,0.012,12.69,7.511,1.386,1.015,0.035,2205,2.153,26.33,27.99,9.96,18.53
7/28/19 9:45,50,209,945,0.098,0.003,15.17,5.752,1.312,1.003,0.138,0.004,14.59,7.575,1.386,1.006,0.137,0.012,12.68,7.51,1.386,1.015,0.035,2211,2.159,26.61,27.73,9.87,18.51
7/28/19 10:00,51,209,1000,0.098,0.003,15.25,5.752,1.312,1.003,0.138,0.004,14.57,7.574,1.386,1.006,0.137,0.012,12.71,7.511,1.386,1.015,0.035,2208,2.157,27.92,27.76,9.6,18.46
7/28/19 10:15,52,209,1015,0.098,0.003,15.34,5.753,1.312,1.003,0.138,0.004,14.57,7.574,1.386,1.006,0.137,0.012,12.69,7.509,1.386,1.015,0.035,2199,2.147,28.17,28.24,9.6,18.46
7/28/19 10:30,53,209,1030,0.098,0.003,15.45,5.751,1.312,1.003,0.138,0.004,14.55,7.574,1.386,1.006,0.136,0.011,12.72,7.482,1.385,1.014,0.035,2190,2.139,28.77,27.74,9.45,18.43
7/28/19 10:45,54,209,1045,0.098,0.003,15.54,5.753,1.312,1.003,0.138,0.004,14.53,7.573,1.386,1.005,0.136,0.011,12.73,7.482,1.385,1.014,0.035,2180,2.129,29.63,28.7,9.32,18.41
7/28/19 11:00,55,209,1100,0.098,0.003,15.59,5.749,1.312,1.004,0.138,0.004,14.5,7.542,1.385,1.006,0.136,0.011,12.71,7.484,1.385,1.014,0.035,2175,2.124,29.54,29.03,9.13,18.37
7/28/19 11:15,56,209,1115,0.098,0.003,15.69,5.753,1.312,1.003,0.138,0.004,14.51,7.543,1.385,1.006,0.136,0.011,12.69,7.481,1.385,1.014,0.035,2161,2.11,30.72,29.13,8.97,18.34
7/28/19 11:30,57,209,1130,0.098,0.003,15.79,5.753,1.312,1.003,0.138,0.004,14.48,7.543,1.385,1.005,0.136,0.011,12.72,7.483,1.385,1.014,0.035,2150,2.1,28.66,29.02,8.82,18.31
7/28/19 11:45,58,209,1145,0.098,0.003,15.86,5.753,1.312,1.003,0.138,0.004,14.46,7.542,1.385,1.006,0.136,0.012,12.66,7.477,1.385,1.015,0.036,2152,2.102,30.97,28.99,8.63,18.27
7/28/19 12:00,59,209,1200,0.098,0.003,16,5.754,1.312,1.003,0.138,0.004,14.43,7.542,1.385,1.006,0.136,0.012,12.68,7.449,1.383,1.015,0.036,2145,2.095,30.8,29.43,8.44,18.24
7/28/19 12:15,60,209,1215,0.098,0.003,16.18,5.752,1.312,1.003,0.138,0.004,14.44,7.543,1.385,1.006,0.136,0.011,12.65,7.45,1.383,1.014,0.035,2125,2.075,32.4,29.6,8.32,18.22
7/28/19 12:30,61,209,1230,0.098,0.003,16.46,5.752,1.312,1.003,0.138,0.004,14.41,7.544,1.385,1.005,0.136,0.012,12.67,7.448,1.383,1.015,0.035,2121,2.071,32.5,29.84,8.24,18.2
7/28/19 12:45,62,209,1245,0.098,0.003,16.76,5.751,1.312,1.003,0.138,0.004,14.37,7.541,1.385,1.006,0.136,0.011,12.72,7.452,1.383,1.014,0.034,2117,2.068,32.66,29.23,8.04,18.16
7/28/19 13:00,63,209,1300,0.098,0.003,17.09,5.753,1.312,1.003,0.137,0.004,14.38,7.51,1.383,1.006,0.136,0.011,12.66,7.452,1.383,1.014,0.034,2117,2.068,32.64,29.97,7.71,18.1
7/28/19 13:15,64,209,1315,0.098,0.003,17.51,5.777,1.313,1.004,0.137,0.004,14.35,7.511,1.383,1.006,0.136,0.011,12.68,7.452,1.383,1.014,0.034,2115,2.066,32.71,29.33,7.513,18.06
7/28/19 13:30,65,209,1330,0.098,0.003,17.93,5.781,1.313,1.003,0.137,0.004,14.34,7.51,1.383,1.006,0.136,0.012,12.68,7.446,1.383,1.015,0.034,2114,2.065,31.79,28.76,7.457,18.05
7/28/19 13:45,66,209,1345,0.098,0.003,18.37,5.78,1.313,1.003,0.137,0.004,14.34,7.512,1.383,1.006,0.135,0.011,12.67,7.42,1.382,1.014,0.034,2113,2.063,31.62,28.81,7.431,18.05
7/28/19 14:00,67,209,1400,0.098,0.003,18.81,5.778,1.313,1.004,0.137,0.004,14.32,7.511,1.383,1.006,0.135,0.011,12.69,7.419,1.382,1.014,0.034,2103,2.054,31.3,28.72,7.441,18.05
7/28/19 14:15,68,209,1415,0.098,0.003,19.15,5.778,1.313,1.004,0.137,0.004,14.31,7.511,1.383,1.006,0.135,0.011,12.64,7.421,1.382,1.014,0.034,2097,2.048,30.55,28.73,7.437,18.05
7/28/19 14:30,69,209,1430,0.098,0.003,19.43,5.779,1.313,1.003,0.137,0.004,14.33,7.511,1.383,1.006,0.135,0.012,12.67,7.418,1.382,1.015,0.034,2087,2.038,28.82,28.05,7.478,18.06
7/28/19 14:45,70,209,1445,0.098,0.003,19.62,5.78,1.313,1.003,0.137,0.004,14.29,7.513,1.383,1.005,0.135,0.011,12.68,7.419,1.382,1.014,0.034,2060,2.011,28.7,27.02,7.652,18.09
7/28/19 15:00,71,209,1500,0.098,0.003,19.74,5.778,1.313,1.004,0.137,0.004,14.27,7.511,1.383,1.006,0.135,0.011,12.67,7.419,1.382,1.014,0.034,2061,2.013,28.02,26.61,7.698,18.1
7/28/19 15:15,72,209,1515,0.098,0.003,19.83,5.781,1.313,1.003,0.137,0.004,14.22,7.509,1.383,1.006,0.135,0.011,12.66,7.419,1.382,1.014,0.034,2055,2.007,28.02,26.54,7.685,18.09
7/28/19 15:30,73,209,1530,0.098,0.003,19.87,5.778,1.313,1.004,0.136,0.004,14.25,7.48,1.382,1.006,0.135,0.011,12.64,7.42,1.382,1.014,0.035,2050,2.002,27.72,26.31,7.653,18.09
7/28/19 15:45,74,209,1545,0.098,0.003,19.95,5.779,1.313,1.003,0.136,0.004,14.25,7.481,1.382,1.005,0.135,0.011,12.66,7.42,1.382,1.014,0.035,2045,1.997,27.6,26.13,7.577,18.07
7/28/19 16:00,75,209,1600,0.098,0.003,20.13,5.779,1.313,1.003,0.136,0.004,14.24,7.479,1.382,1.006,0.135,0.011,12.66,7.417,1.382,1.014,0.036,2046,1.998,27.62,26.24,7.537,18.07
7/28/19 16:15,76,209,1615,0.098,0.003,20.31,5.78,1.313,1.003,0.136,0.004,14.24,7.481,1.382,1.005,0.134,0.011,12.65,7.387,1.381,1.015,0.036,2048,2,27.84,26.11,7.458,18.05
7/28/19 16:30,77,209,1630,0.098,0.003,20.49,5.778,1.313,1.004,0.136,0.004,14.23,7.48,1.382,1.006,0.134,0.012,12.66,7.386,1.381,1.015,0.036,2052,2.004,27.55,26.02,7.387,18.04
7/28/19 16:45,78,209,1645,0.098,0.003,20.75,5.778,1.313,1.004,0.136,0.004,14.23,7.481,1.382,1.005,0.134,0.011,12.64,7.39,1.381,1.014,0.036,2048,2,26.59,25.55,7.337,18.03
7/28/19 17:00,79,209,1700,0.098,0.003,21.02,5.78,1.313,1.003,0.136,0.004,14.23,7.48,1.382,1.006,0.134,0.012,12.62,7.387,1.381,1.015,0.037,2038,1.99,25.66,24.73,7.273,18.02
7/28/19 17:15,80,209,1715,0.098,0.003,21.29,5.777,1.313,1.004,0.136,0.004,14.23,7.48,1.382,1.006,0.134,0.012,12.64,7.386,1.381,1.015,0.037,2033,1.986,24.6,24.24,7.189,18
7/28/19 17:30,81,209,1730,0.098,0.003,21.53,5.778,1.313,1.004,0.136,0.004,14.29,7.482,1.382,1.005,0.134,0.011,12.63,7.388,1.381,1.014,0.037,2032,1.984,23.86,24.15,7.067,17.98
7/28/19 17:45,82,209,1745,0.098,0.003,21.77,5.779,1.313,1.003,0.136,0.004,14.27,7.482,1.382,1.005,0.134,0.011,12.63,7.387,1.381,1.014,0.037,2037,1.989,23.87,25.31,6.937,17.95
7/28/19 18:00,83,209,1800,0.098,0.003,21.96,5.777,1.313,1.004,0.136,0.004,14.28,7.483,1.382,1.005,0.134,0.011,12.61,7.387,1.381,1.015,0.037,2052,2.004,22.81,24.66,6.791,17.92
7/28/19 18:15,84,209,1815,0.098,0.003,22.07,5.78,1.313,1.003,0.136,0.004,14.27,7.48,1.382,1.006,0.134,0.011,12.66,7.387,1.381,1.015,0.037,2048,2,22.45,24.6,6.767,17.92
7/28/19 18:30,85,209,1830,0.098,0.003,22.17,5.777,1.313,1.004,0.136,0.004,14.26,7.481,1.382,1.005,0.135,0.011,12.61,7.39,1.381,1.014,0.037,2048,2,21.47,23.2,6.759,17.92
7/28/19 18:45,86,209,1845,0.098,0.003,22.22,5.777,1.313,1.004,0.136,0.004,14.3,7.48,1.382,1.006,0.134,0.011,12.62,7.39,1.381,1.014,0.037,2044,1.996,20.54,21.73,6.758,17.92
7/28/19 19:00,87,209,1900,0.098,0.003,22.16,5.778,1.313,1.004,0.136,0.004,14.31,7.48,1.382,1.006,0.134,0.011,12.62,7.387,1.381,1.014,0.037,2038,1.99,19.8,20.7,6.76,17.92
7/28/19 19:15,88,209,1915,0.098,0.003,22.13,5.78,1.313,1.003,0.136,0.004,14.33,7.48,1.382,1.006,0.134,0.012,12.6,7.386,1.381,1.015,0.037,2036,1.988,18.96,19.92,6.754,17.92
7/28/19 19:30,89,209,1930,0.098,0.003,22.03,5.78,1.313,1.003,0.136,0.004,14.34,7.481,1.382,1.005,0.135,0.011,12.61,7.389,1.381,1.014,0.037,2035,1.987,17.89,18.97,6.754,17.92
7/28/19 19:45,90,209,1945,0.098,0.003,21.94,5.777,1.313,1.004,0.136,0.004,14.39,7.479,1.382,1.006,0.135,0.011,12.59,7.39,1.381,1.014,0.038,2031,1.984,16.97,17.87,6.788,17.92
7/28/19 20:00,91,209,2000,0.098,0.003,21.79,5.777,1.313,1.004,0.136,0.004,14.39,7.481,1.382,1.005,0.135,0.011,12.6,7.388,1.381,1.014,0.038,2029,1.982,16.13,16.96,6.815,17.93
7/28/19 20:15,92,209,2015,0.097,0.003,21.71,5.75,1.312,1.004,0.136,0.004,14.4,7.481,1.382,1.005,0.135,0.011,12.6,7.389,1.381,1.014,0.038,2027,1.98,15.26,16.01,6.85,17.93
7/28/19 20:30,93,209,2030,0.098,0.003,21.55,5.75,1.312,1.004,0.136,0.004,14.43,7.48,1.382,1.006,0.134,0.011,12.59,7.39,1.381,1.014,0.038,2030,1.982,14.55,15.22,6.892,17.94
7/28/19 20:45,94,209,2045,0.098,0.003,21.41,5.752,1.312,1.003,0.136,0.004,14.45,7.481,1.382,1.005,0.134,0.011,12.57,7.387,1.381,1.015,0.038,2027,1.979,13.98,14.52,6.929,17.95
7/28/19 21:00,95,209,2100,0.098,0.003,21.28,5.751,1.312,1.003,0.136,0.004,14.48,7.481,1.382,1.005,0.135,0.011,12.6,7.389,1.381,1.014,0.038,2026,1.979,13.48,14.01,6.98,17.96
7/28/19 21:15,96,209,2115,0.098,0.003,21.13,5.751,1.312,1.003,0.136,0.004,14.5,7.481,1.382,1.005,0.135,0.011,12.6,7.388,1.381,1.014,0.038,2022,1.974,12.96,13.58,7.022,17.97
7/28/19 21:30,97,209,2130,0.098,0.003,20.94,5.753,1.312,1.003,0.136,0.004,14.5,7.48,1.382,1.006,0.135,0.011,12.59,7.392,1.381,1.014,0.038,2019,1.972,12.48,13.14,7.058,17.97
7/28/19 21:45,98,209,2145,0.097,0.003,20.78,5.749,1.312,1.004,0.136,0.004,14.56,7.481,1.382,1.005,0.135,0.011,12.6,7.419,1.382,1.014,0.038,2020,1.972,11.98,12.55,7.12,17.99
7/28/19 22:00,99,209,2200,0.097,0.003,20.64,5.749,1.312,1.004,0.136,0.004,14.57,7.48,1.382,1.006,0.135,0.012,12.6,7.417,1.382,1.015,0.038,2017,1.97,11.51,12.06,7.173,18
7/28/19 22:15,100,209,2215,0.097,0.003,20.48,5.749,1.312,1.004,0.136,0.004,14.62,7.481,1.382,1.005,0.135,0.011,12.6,7.418,1.382,1.015,0.038,2015,1.968,11.14,11.64,7.226,18.01
7/28/19 22:30,101,209,2230,0.097,0.003,20.3,5.749,1.312,1.004,0.136,0.004,14.62,7.48,1.382,1.006,0.135,0.011,12.6,7.42,1.382,1.014,0.038,2015,1.968,10.7,11.25,7.281,18.02
7/28/19 22:45,102,209,2245,0.097,0.003,20.12,5.722,1.311,1.004,0.136,0.004,14.64,7.48,1.382,1.006,0.135,0.011,12.61,7.418,1.382,1.015,0.038,2011,1.964,10.34,10.84,7.32,18.02
7/28/19 23:00,103,209,2300,0.097,0.003,19.92,5.722,1.311,1.003,0.136,0.004,14.67,7.481,1.382,1.005,0.135,0.012,12.61,7.417,1.382,1.015,0.038,2011,1.963,9.99,10.45,7.364,18.03
7/28/19 23:15,104,209,2315,0.097,0.003,19.79,5.724,1.311,1.003,0.136,0.004,14.68,7.482,1.382,1.005,0.135,0.011,12.62,7.421,1.382,1.014,0.038,2009,1.962,9.7,10.13,7.407,18.04
7/28/19 23:30,105,209,2330,0.097,0.002,19.62,5.727,1.311,1.003,0.136,0.004,14.71,7.48,1.382,1.006,0.135,0.011,12.6,7.42,1.382,1.014,0.038,2008,1.961,9.44,9.88,7.445,18.05
7/28/19 23:45,106,209,2345,0.097,0.003,19.47,5.723,1.311,1.003,0.136,0.004,14.73,7.479,1.382,1.006,0.135,0.011,12.61,7.421,1.382,1.014,0.038,2010,1.963,9.23,9.73,7.495,18.06
7/29/19 0:00,107,210,0,0.097,0.003,19.29,5.723,1.311,1.003,0.136,0.004,14.74,7.48,1.382,1.006,0.135,0.011,12.6,7.419,1.382,1.014,0.038,2011,1.964,9.06,9.56,7.538,18.07
7/29/19 0:15,108,210,15,0.097,0.003,19.1,5.723,1.311,1.003,0.136,0.004,14.77,7.481,1.382,1.005,0.135,0.011,12.6,7.42,1.382,1.014,0.038,2011,1.964,8.74,9.23,7.575,18.07
7/29/19 0:30,109,210,30,0.097,0.003,18.94,5.723,1.311,1.003,0.136,0.004,14.76,7.482,1.382,1.005,0.135,0.011,12.61,7.419,1.382,1.014,0.038,2012,1.965,8.61,9.01,7.624,18.08
7/29/19 0:45,110,210,45,0.097,0.003,18.78,5.724,1.311,1.003,0.136,0.004,14.78,7.48,1.382,1.006,0.135,0.011,12.61,7.421,1.382,1.014,0.038,2013,1.966,8.42,8.82,7.683,18.09
7/29/19 1:00,111,210,100,0.097,0.003,18.62,5.72,1.311,1.004,0.136,0.004,14.79,7.48,1.382,1.006,0.135,0.011,12.63,7.419,1.382,1.014,0.038,2013,1.966,8.3,8.68,7.739,18.1
7/29/19 1:15,112,210,115,0.096,0.003,18.48,5.694,1.31,1.004,0.136,0.004,14.83,7.48,1.382,1.006,0.135,0.012,12.62,7.417,1.382,1.015,0.038,2014,1.967,8.13,8.56,7.798,18.12
7/29/19 1:30,113,210,130,0.096,0.003,18.31,5.697,1.31,1.003,0.136,0.004,14.84,7.481,1.382,1.005,0.135,0.011,12.63,7.418,1.382,1.014,0.038,2013,1.966,7.908,8.37,7.85,18.13
7/29/19 1:45,114,210,145,0.096,0.003,18.16,5.696,1.31,1.003,0.136,0.004,14.87,7.48,1.382,1.006,0.135,0.011,12.62,7.42,1.382,1.014,0.038,2013,1.966,7.882,8.26,7.92,18.14
7/29/19 2:00,115,210,200,0.096,0.003,18,5.695,1.31,1.003,0.136,0.004,14.87,7.48,1.382,1.006,0.135,0.012,12.68,7.418,1.382,1.015,0.038,2012,1.965,7.775,8.16,7.979,18.15
