TOA5,CR1000_tower1_subcanopy_sap,CR1000,80162,CR1000.Std.29,CPU:SH_tow1_meadow_2017.CR1,28698,Enviro,
12/29/18 16:45,12878,363,1645,0.134,2396,2.34,-2.258,1.669
12/29/18 17:00,12879,363,1700,0.134,2402,2.346,-2.187,1.61
12/29/18 17:15,12880,363,1715,0.134,2403,2.347,-2.316,1.426
12/29/18 17:30,12881,363,1730,0.134,2404,2.348,-2.485,1.138
12/29/18 17:45,12882,363,1745,0.134,2408,2.352,-2.604,0.802
12/29/18 18:00,12883,363,1800,0.134,2406,2.349,-3.74,-0.406
12/29/18 18:15,12884,363,1815,0.135,2413,2.357,-4.193,-0.726
12/29/18 18:30,12885,363,1830,0.135,2412,2.356,-4.515,-1.198
12/29/18 18:45,12886,363,1845,0.135,2415,2.358,-4.554,-1.594
12/29/18 19:00,12887,363,1900,0.135,2417,2.36,-4.443,-1.864
12/29/18 19:15,12888,363,1915,0.135,2416,2.359,-4.63,-2.054
12/29/18 19:30,12889,363,1930,0.135,2416,2.359,-4.761,-2.248
12/29/18 19:45,12890,363,1945,0.135,2393,2.337,-5.268,-2.439
12/29/18 20:00,12891,363,2000,0.135,2392,2.336,-5.455,-2.793
12/29/18 20:15,12892,363,2015,0.135,2415,2.359,-5.411,-2.946
12/29/18 20:30,12893,363,2030,0.135,2414,2.357,-5.709,-2.793
12/29/18 20:45,12894,363,2045,0.135,2400,2.344,-6,-3.301
12/29/18 21:00,12895,363,2100,0.135,2409,2.353,-6.027,-3.657
12/29/18 21:15,12896,363,2115,0.135,2426,2.37,-6.273,-3.932
12/29/18 21:30,12897,363,2130,0.135,2428,2.371,-6.41,-4.146
12/29/18 21:45,12898,363,2145,0.135,2428,2.371,-6.453,-4.36
12/29/18 22:00,12899,363,2200,0.135,2427,2.37,-6.658,-4.509
12/29/18 22:15,12900,363,2215,0.134,2428,2.371,-6.81,-4.652
12/29/18 22:30,12901,363,2230,0.134,2427,2.37,-6.915,-4.829
12/29/18 22:45,12902,363,2245,0.134,2425,2.369,-7.039,-5.017
12/29/18 23:00,12903,363,2300,0.134,2422,2.365,-7.269,-5.204
12/29/18 23:15,12904,363,2315,0.134,2413,2.356,-7.294,-5.375
12/29/18 23:30,12905,363,2330,0.134,2431,2.374,-7.358,-5.45
12/29/18 23:45,12906,363,2345,0.134,2434,2.377,-7.4,-5.612
12/30/18 0:00,12907,364,0,0.134,2437,2.38,-7.586,-5.755
12/30/18 0:15,12908,364,15,0.134,2437,2.38,-7.656,-5.844
12/30/18 0:30,12909,364,30,0.134,2439,2.382,-7.663,-5.978
12/30/18 0:45,12910,364,45,0.134,2439,2.381,-7.761,-6.061
12/30/18 1:00,12911,364,100,0.134,2440,2.383,-7.839,-6.179
12/30/18 1:15,12912,364,115,0.135,2437,2.38,-7.939,-6.29
12/30/18 1:30,12913,364,130,0.135,2434,2.377,-7.975,-6.453
12/30/18 1:45,12914,364,145,0.135,2424,2.367,-8.05,-6.464
12/30/18 2:00,12915,364,200,0.135,2437,2.38,-8.22,-6.637
12/30/18 2:15,12916,364,215,0.135,2440,2.383,-8.08,-6.726
12/30/18 2:30,12917,364,230,0.135,2437,2.38,-7.983,-6.681
12/30/18 2:45,12918,364,245,0.135,2440,2.383,-7.721,-6.634
12/30/18 3:00,12919,364,300,0.135,2438,2.381,-7.035,-6.479
12/30/18 3:15,12920,364,315,0.135,2438,2.381,-7.256,-6.154
12/30/18 3:30,12921,364,330,0.136,2437,2.38,-7.47,-5.92
12/30/18 3:45,12922,364,345,0.136,2436,2.379,-7.41,-5.821
12/30/18 4:00,12923,364,400,0.136,2436,2.379,-7.31,-5.649
12/30/18 4:15,12924,364,415,0.136,2433,2.376,-6.796,-5.333
12/30/18 4:30,12925,364,430,0.136,2433,2.376,-6.572,-5.045
12/30/18 4:45,12926,364,445,0.136,2433,2.376,-6.627,-4.769
12/30/18 5:00,12927,364,500,0.136,2435,2.378,-7.165,-5.028
12/30/18 5:15,12928,364,515,0.137,2435,2.377,-7.622,-5.305
12/30/18 5:30,12929,364,530,0.137,2436,2.379,-7.902,-5.627
12/30/18 5:45,12930,364,545,0.137,2437,2.38,-8.17,-5.961
12/30/18 6:00,12931,364,600,0.137,2438,2.381,-8.44,-6.279
12/30/18 6:15,12932,364,615,0.137,2438,2.381,-8.59,-6.565
12/30/18 6:30,12933,364,630,0.138,2436,2.379,-8.8,-6.828
12/30/18 6:45,12934,364,645,0.138,2428,2.371,-8.91,-7.064
12/30/18 7:00,12935,364,700,0.138,2418,2.361,-9.15,-7.26
12/30/18 7:15,12936,364,715,0.138,2428,2.371,-9.29,-7.439
12/30/18 7:30,12937,364,730,0.138,2436,2.379,-9.47,-7.597
12/30/18 7:45,12938,364,745,0.138,2443,2.386,-9.54,-7.732
12/30/18 8:00,12939,364,800,0.139,2444,2.387,-9.73,-7.868
12/30/18 8:15,12940,364,815,0.139,2439,2.382,-9.76,-8
12/30/18 8:30,12941,364,830,0.139,2425,2.369,-9.94,-8.1
12/30/18 8:45,12942,364,845,0.139,2441,2.384,-9.9,-8.17
12/30/18 9:00,12943,364,900,0.14,2439,2.382,-9.86,-8.16
12/30/18 9:15,12944,364,915,0.14,2437,2.38,-9.64,-7.76
12/30/18 9:30,12945,364,930,0.14,2431,2.374,-9.55,-7.201
12/30/18 9:45,12946,364,945,0.14,2425,2.368,-9.37,-6.992
12/30/18 10:00,12947,364,1000,0.14,2416,2.36,-9.01,-6.795
12/30/18 10:15,12948,364,1015,0.14,2416,2.359,-8.58,-6.464
12/30/18 10:30,12949,364,1030,0.141,2418,2.362,-8.41,-6.095
12/30/18 10:45,12950,364,1045,0.141,2420,2.364,-8.04,-5.589
12/30/18 11:00,12951,364,1100,0.141,2418,2.361,-7.676,-5.045
12/30/18 11:15,12952,364,1115,0.141,2415,2.358,-7.236,-4.329
12/30/18 11:30,12953,364,1130,0.142,2414,2.357,-6.595,-3.634
12/30/18 11:45,12954,364,1145,0.142,2407,2.351,-5.996,-2.804
12/30/18 12:00,12955,364,1200,0.142,2406,2.35,-5.178,-1.741
12/30/18 12:15,12956,364,1215,0.142,2415,2.358,-4.464,-0.664
12/30/18 12:30,12957,364,1230,0.143,2414,2.358,-2.882,0.738
12/30/18 12:45,12958,364,1245,0.142,2404,2.347,-1.856,1.812
12/30/18 13:00,12959,364,1300,0.143,2390,2.334,-1.149,2.708
12/30/18 13:15,12960,364,1315,0.143,2389,2.333,0.025,4.27
12/30/18 13:30,12961,364,1330,0.143,2390,2.334,-0.133,5.271
12/30/18 13:45,12962,364,1345,0.143,2410,2.353,-1.919,4.71
12/30/18 14:00,12963,364,1400,0.144,2413,2.356,-1.182,4.118
12/30/18 14:15,12964,364,1415,0.144,2407,2.351,-0.916,4.247
12/30/18 14:30,12965,364,1430,0.144,2405,2.349,-0.793,4.354
12/30/18 14:45,12966,364,1445,0.144,2399,2.343,-0.7,4.495
12/30/18 15:00,12967,364,1500,0.144,2401,2.345,-0.635,4.386
12/30/18 15:15,12968,364,1515,0.144,2395,2.339,-0.392,4.731
12/30/18 15:30,12969,364,1530,0.144,2397,2.341,-0.781,4.813
12/30/18 15:45,12970,364,1545,0.144,2399,2.342,-0.443,4.763
12/30/18 16:00,12971,364,1600,0.144,2394,2.338,-0.068,5.115
12/30/18 16:15,12972,364,1615,0.144,2390,2.333,-0.266,5.197
12/30/18 16:30,12973,364,1630,0.144,2398,2.342,-0.902,4.811
12/30/18 16:45,12974,364,1645,0.144,2394,2.338,-1.015,4.464
12/30/18 17:00,12975,364,1700,0.144,2406,2.349,-1.559,3.776
12/30/18 17:15,12976,364,1715,0.144,2413,2.356,-2.054,2.961
12/30/18 17:30,12977,364,1730,0.144,2415,2.359,-2.26,2.271
12/30/18 17:45,12978,364,1745,0.144,2415,2.359,-2.688,1.708
12/30/18 18:00,12979,364,1800,0.144,2418,2.361,-2.934,1.131
12/30/18 18:15,12980,364,1815,0.144,2425,2.368,-2.992,0.558
12/30/18 18:30,12981,364,1830,0.144,2426,2.37,-3.319,0.071
12/30/18 18:45,12982,364,1845,0.144,2426,2.369,-3.56,-0.276
12/30/18 19:00,12983,364,1900,0.144,2427,2.37,-3.549,-0.564
12/30/18 19:15,12984,364,1915,0.143,2431,2.374,-3.767,-0.817
12/30/18 19:30,12985,364,1930,0.143,2431,2.374,-3.991,-1.049
12/30/18 19:45,12986,364,1945,0.143,2431,2.374,-3.994,-1.189
12/30/18 20:00,12987,364,2000,0.143,2428,2.372,-3.907,-1.22
12/30/18 20:15,12988,364,2015,0.143,2427,2.37,-3.903,-1.041
12/30/18 20:30,12989,364,2030,0.142,2427,2.37,-4.136,-1.035
12/30/18 20:45,12990,364,2045,0.142,2431,2.374,-4.248,-1.204
12/30/18 21:00,12991,364,2100,0.142,2434,2.377,-3.859,-1.394
12/30/18 21:15,12992,364,2115,0.142,2434,2.377,-3.745,-1.502
12/30/18 21:30,12993,364,2130,0.141,2433,2.375,-4.215,-1.6
12/30/18 21:45,12994,364,2145,0.141,2433,2.376,-4.569,-1.687
12/30/18 22:00,12995,364,2200,0.141,2432,2.375,-4.468,-1.758
12/30/18 22:15,12996,364,2215,0.141,2429,2.372,-3.456,-1.334
12/30/18 22:30,12997,364,2230,0.14,2428,2.371,-2.502,-0.986
12/30/18 22:45,12998,364,2245,0.14,2426,2.369,-2.384,-0.748
12/30/18 23:00,12999,364,2300,0.14,2429,2.372,-2.456,-0.715
12/30/18 23:15,13000,364,2315,0.14,2431,2.374,-2.636,-0.764
12/30/18 23:30,13001,364,2330,0.139,2430,2.373,-2.577,-0.829
12/30/18 23:45,13002,364,2345,0.139,2432,2.375,-2.6,-0.916
12/31/18 0:00,13003,365,0,0.139,2430,2.373,-2.557,-1.003
12/31/18 0:15,13004,365,15,0.139,2432,2.375,-2.886,-1.128
12/31/18 0:30,13005,365,30,0.138,2432,2.375,-3.228,-1.323
12/31/18 0:45,13006,365,45,0.138,2433,2.376,-3.586,-1.54
12/31/18 1:00,13007,365,100,0.138,2433,2.376,-3.387,-1.785
12/31/18 1:15,13008,365,115,0.138,2434,2.377,-3.16,-1.91
12/31/18 1:30,13009,365,130,0.138,2434,2.377,-3.254,-2.003
12/31/18 1:45,13010,365,145,0.138,2436,2.379,-4.274,-3.34
12/31/18 2:00,13011,365,200,0.138,2438,2.381,-4.676,-3.811
12/31/18 2:15,13012,365,215,0.137,2436,2.379,-5.136,-4.228
12/31/18 2:30,13013,365,230,0.137,2439,2.382,-5.808,-4.619
12/31/18 2:45,13014,365,245,0.137,2442,2.385,-6.731,-5.05
12/31/18 3:00,13015,365,300,0.137,2444,2.387,-8,-5.493
12/31/18 3:15,13016,365,315,0.137,2443,2.385,-8.27,-5.92
12/31/18 3:30,13017,365,330,0.137,2444,2.387,-8.02,-6.214
12/31/18 3:45,13018,365,345,0.137,2444,2.387,-8.57,-6.415
12/31/18 4:00,13019,365,400,0.136,2446,2.389,-8.9,-6.694
12/31/18 4:15,13020,365,415,0.136,2447,2.389,-9.13,-6.963
12/31/18 4:30,13021,365,430,0.136,2446,2.389,-8.22,-7.141
12/31/18 4:45,13022,365,445,0.136,2447,2.39,-8.91,-7.207
12/31/18 5:00,13023,365,500,0.136,2447,2.389,-9.52,-7.364
12/31/18 5:15,13024,365,515,0.136,2449,2.391,-9.31,-7.5
12/31/18 5:30,13025,365,530,0.136,2450,2.392,-9.83,-7.704
12/31/18 5:45,13026,365,545,0.136,2449,2.392,-10.07,-7.84
12/31/18 6:00,13027,365,600,0.135,2450,2.392,-10.24,-8.01
12/31/18 6:15,13028,365,615,0.135,2452,2.394,-10.48,-8.23
12/31/18 6:30,13029,365,630,0.135,2452,2.395,-10.45,-8.44
12/31/18 6:45,13030,365,645,0.135,2453,2.395,-10.5,-8.56
12/31/18 7:00,13031,365,700,0.135,2453,2.395,-10.53,-8.7
12/31/18 7:15,13032,365,715,0.135,2454,2.396,-10.53,-8.76
12/31/18 7:30,13033,365,730,0.136,2453,2.395,-10.37,-8.82
12/31/18 7:45,13034,365,745,0.136,2451,2.394,-8.9,-8.51
12/31/18 8:00,13035,365,800,0.136,2451,2.394,-9.8,-8.32
12/31/18 8:15,13036,365,815,0.136,2450,2.393,-9.22,-8.3
12/31/18 8:30,13037,365,830,0.136,2451,2.394,-8.91,-8.22
12/31/18 8:45,13038,365,845,0.136,2451,2.394,-8.32,-8.07
12/31/18 9:00,13039,365,900,0.136,2448,2.391,-8.16,-7.709
12/31/18 9:15,13040,365,915,0.136,2450,2.392,-9,-7.398
12/31/18 9:30,13041,365,930,0.137,2447,2.39,-8.57,-7.099
12/31/18 9:45,13042,365,945,0.137,2448,2.391,-8.53,-6.958
12/31/18 10:00,13043,365,1000,0.137,2447,2.39,-8.74,-6.767
12/31/18 10:15,13044,365,1015,0.137,2446,2.389,-8.23,-6.582
12/31/18 10:30,13045,365,1030,0.138,2445,2.387,-8.86,-6.532
12/31/18 10:45,13046,365,1045,0.138,2444,2.387,-8.32,-6.364
12/31/18 11:00,13047,365,1100,0.139,2443,2.386,-7.104,-5.917
12/31/18 11:15,13048,365,1115,0.139,2442,2.385,-8.13,-5.917
12/31/18 11:30,13049,365,1130,0.139,2441,2.384,-7.829,-5.835
12/31/18 11:45,13050,365,1145,0.139,2444,2.386,-8.61,-6.12
12/31/18 12:00,13051,365,1200,0.14,2444,2.387,-7.826,-5.859
12/31/18 12:15,13052,365,1215,0.14,2443,2.386,-7.932,-5.844
12/31/18 12:30,13053,365,1230,0.14,2443,2.386,-8.47,-5.883
12/31/18 12:45,13054,365,1245,0.14,2443,2.386,-6.886,-4.846
12/31/18 13:00,13055,365,1300,0.141,2439,2.382,-6.499,-4.339
12/31/18 13:15,13056,365,1315,0.141,2441,2.384,-8.16,-4.945
12/31/18 13:30,13057,365,1330,0.142,2440,2.382,-6.88,-4.708
12/31/18 13:45,13058,365,1345,0.142,2439,2.382,-7.538,-4.824
12/31/18 14:00,13059,365,1400,0.142,2442,2.385,-7.691,-5.001
12/31/18 14:15,13060,365,1415,0.142,2441,2.383,-7.052,-4.824
12/31/18 14:30,13061,365,1430,0.142,2439,2.382,-6.383,-4.693
12/31/18 14:45,13062,365,1445,0.143,2441,2.384,-6.238,-4.781
12/31/18 15:00,13063,365,1500,0.143,2442,2.385,-6.763,-4.831
12/31/18 15:15,13064,365,1515,0.143,2441,2.384,-6.361,-4.831
12/31/18 15:30,13065,365,1530,0.144,2442,2.385,-7.871,-5.191
12/31/18 15:45,13066,365,1545,0.144,2440,2.382,-6.521,-4.936
12/31/18 16:00,13067,365,1600,0.144,2439,2.382,-7.22,-5.162
12/31/18 16:15,13068,365,1615,0.144,2442,2.384,-7.134,-5.356
12/31/18 16:30,13069,365,1630,0.145,2443,2.385,-7.226,-5.367
12/31/18 16:45,13070,365,1645,0.145,2444,2.386,-8.7,-5.839
12/31/18 17:00,13071,365,1700,0.145,2443,2.386,-8.68,-6.101
12/31/18 17:15,13072,365,1715,0.146,2442,2.385,-8.33,-6.134
12/31/18 17:30,13073,365,1730,0.146,2444,2.387,-8.38,-6.323
12/31/18 17:45,13074,365,1745,0.146,2444,2.387,-8.65,-6.486
12/31/18 18:00,13075,365,1800,0.146,2446,2.389,-9.29,-6.748
12/31/18 18:15,13076,365,1815,0.146,2447,2.39,-9.48,-6.994
12/31/18 18:30,13077,365,1830,0.146,2447,2.39,-9.69,-7.196
12/31/18 18:45,13078,365,1845,0.147,2447,2.39,-9.52,-7.308
12/31/18 19:00,13079,365,1900,0.147,2448,2.39,-9.91,-7.449
12/31/18 19:15,13080,365,1915,0.147,2450,2.392,-9.82,-7.602
12/31/18 19:30,13081,365,1930,0.147,2448,2.39,-9.8,-7.596
12/31/18 19:45,13082,365,1945,0.148,2449,2.392,-9.25,-7.619
12/31/18 20:00,13083,365,2000,0.148,2448,2.391,-9.29,-7.647
12/31/18 20:15,13084,365,2015,0.148,2451,2.393,-9.96,-7.709
12/31/18 20:30,13085,365,2030,0.148,2452,2.394,-10.24,-7.868
12/31/18 20:45,13086,365,2045,0.148,2452,2.394,-10.69,-8.1
12/31/18 21:00,13087,365,2100,0.149,2453,2.395,-10.69,-8.3
12/31/18 21:15,13088,365,2115,0.149,2452,2.394,-10.32,-8.35
12/31/18 21:30,13089,365,2130,0.149,2451,2.393,-9.93,-8.31
12/31/18 21:45,13090,365,2145,0.15,2452,2.394,-9.5,-8.21
12/31/18 22:00,13091,365,2200,0.15,2452,2.395,-9.72,-8.23
12/31/18 22:15,13092,365,2215,0.15,2453,2.395,-10.19,-8.38
12/31/18 22:30,13093,365,2230,0.151,2453,2.395,-10.42,-8.48
12/31/18 22:45,13094,365,2245,0.151,2455,2.397,-10.82,-8.7
12/31/18 23:00,13095,365,2300,0.152,2454,2.397,-11.22,-8.87
12/31/18 23:15,13096,365,2315,0.152,2455,2.397,-11.6,-9.11
12/31/18 23:30,13097,365,2330,0.152,2456,2.399,-11.49,-9.29
12/31/18 23:45,13098,365,2345,0.152,2456,2.399,-11.76,-9.46
1/1/19 0:00,13099,1,0,0.152,2458,2.401,-12.04,-9.62
1/1/19 0:15,13100,1,15,0.153,2459,2.402,-12.12,-9.82
1/1/19 0:30,13101,1,30,0.153,2456,2.399,-12.16,-9.8
1/1/19 0:45,13102,1,45,0.153,2455,2.397,-12.18,-9.62
1/1/19 1:00,13103,1,100,0.154,2457,2.4,-12.46,-9.69
1/1/19 1:15,13104,1,115,0.154,2458,2.401,-12.65,-9.94
1/1/19 1:30,13105,1,130,0.154,2459,2.402,-12.48,-10.13
1/1/19 1:45,13106,1,145,0.155,2457,2.4,-12.5,-10.06
1/1/19 2:00,13107,1,200,0.155,2459,2.401,-12.33,-10.12
1/1/19 2:15,13108,1,215,0.156,2457,2.399,-12.28,-10.03
1/1/19 2:30,13109,1,230,0.156,2457,2.4,-12.65,-10.01
1/1/19 2:45,13110,1,245,0.156,2457,2.399,-12.44,-9.96
1/1/19 3:00,13111,1,300,0.157,2457,2.4,-12.4,-9.93
1/1/19 3:15,13112,1,315,0.157,2456,2.399,-12.59,-9.96
1/1/19 3:30,13113,1,330,0.157,2458,2.401,-12.65,-10.09
1/1/19 3:45,13114,1,345,0.157,2461,2.403,-12.83,-10.35
1/1/19 4:00,13115,1,400,0.158,2461,2.403,-12.81,-10.51
1/1/19 4:15,13116,1,415,0.158,2464,2.406,-13.24,-10.78
1/1/19 4:30,13117,1,430,0.158,2469,2.411,-13.91,-11.42
1/1/19 4:45,13118,1,445,0.159,2471,2.413,-14.23,-12.12
1/1/19 5:00,13119,1,500,0.159,2472,2.414,-14.55,-12.68
1/1/19 5:15,13120,1,515,0.159,2473,2.415,-14.64,-13.18
1/1/19 5:30,13121,1,530,0.16,2473,2.415,-14.99,-13.61
1/1/19 5:45,13122,1,545,0.16,2472,2.414,-15.05,-13.85
1/1/19 6:00,13123,1,600,0.16,2470,2.412,-15.36,-14.16
1/1/19 6:15,13124,1,615,0.16,2459,2.401,-15.47,-14.4
1/1/19 6:30,13125,1,630,0.161,2468,2.41,-15.58,-14.64
1/1/19 6:45,13126,1,645,0.161,2467,2.409,-15.7,-14.83
1/1/19 7:00,13127,1,700,0.162,2479,2.421,-15.78,-14.99
1/1/19 7:15,13128,1,715,0.162,2481,2.423,-15.89,-15.15
1/1/19 7:30,13129,1,730,0.162,2482,2.423,-16.09,-15.27
1/1/19 7:45,13130,1,745,0.163,2482,2.424,-16.26,-15.45
1/1/19 8:00,13131,1,800,0.163,2481,2.423,-15.98,-15.45
1/1/19 8:15,13132,1,815,0.163,2480,2.422,-16.14,-15.4
1/1/19 8:30,13133,1,830,0.163,2480,2.422,-16.24,-15.37
1/1/19 8:45,13134,1,845,0.164,2481,2.423,-16.15,-15.33
1/1/19 9:00,13135,1,900,0.164,2481,2.423,-16.13,-15.27
1/1/19 9:15,13136,1,915,0.164,2478,2.42,-15.57,-14.81
1/1/19 9:30,13137,1,930,0.165,2473,2.415,-14.89,-13.98
1/1/19 9:45,13138,1,945,0.165,2470,2.412,-14.58,-13.2
1/1/19 10:00,13139,1,1000,0.165,2466,2.408,-13.53,-12.4
1/1/19 10:15,13140,1,1015,0.166,2454,2.396,-12.49,-10.61
1/1/19 10:30,13141,1,1030,0.166,2451,2.394,-12.45,-9.49
1/1/19 10:45,13142,1,1045,0.166,2451,2.393,-12.27,-8.8
1/1/19 11:00,13143,1,1100,0.167,2448,2.391,-11.81,-8.25
1/1/19 11:15,13144,1,1115,0.167,2448,2.391,-11.38,-7.636
1/1/19 11:30,13145,1,1130,0.167,2445,2.388,-11.06,-6.934
1/1/19 11:45,13146,1,1145,0.168,2444,2.387,-10.65,-6.229
1/1/19 12:00,13147,1,1200,0.168,2439,2.382,-9.84,-5.372
1/1/19 12:15,13148,1,1215,0.168,2440,2.383,-9.68,-5.045
1/1/19 12:30,13149,1,1230,0.169,2438,2.381,-8.78,-4.659
1/1/19 12:45,13150,1,1245,0.168,2437,2.379,-8.58,-3.088
1/1/19 13:00,13151,1,1300,0.168,2436,2.379,-8.6,-3.699
1/1/19 13:15,13152,1,1315,0.169,2437,2.38,-8.31,-3.745
1/1/19 13:30,13153,1,1330,0.169,2436,2.379,-8.22,-3.701
1/1/19 13:45,13154,1,1345,0.17,2437,2.38,-8.03,-3.46
1/1/19 14:00,13155,1,1400,0.17,2435,2.378,-7.808,-3.156
1/1/19 14:15,13156,1,1415,0.17,2433,2.376,-7.688,-2.874
1/1/19 14:30,13157,1,1430,0.17,2434,2.377,-7.624,-2.705
1/1/19 14:45,13158,1,1445,0.17,2434,2.377,-7.783,-2.7
1/1/19 15:00,13159,1,1500,0.17,2433,2.376,-7.648,-2.689
1/1/19 15:15,13160,1,1515,0.17,2432,2.375,-7.548,-2.646
1/1/19 15:30,13161,1,1530,0.171,2432,2.375,-7.528,-2.58
1/1/19 15:45,13162,1,1545,0.171,2430,2.373,-7.587,-2.471
1/1/19 16:00,13163,1,1600,0.171,2430,2.373,-7.534,-2.34
1/1/19 16:15,13164,1,1615,0.171,2428,2.371,-7.837,-2.302
1/1/19 16:30,13165,1,1630,0.171,2430,2.373,-7.906,-2.515
1/1/19 16:45,13166,1,1645,0.171,2435,2.378,-8.15,-2.973
1/1/19 17:00,13167,1,1700,0.171,2439,2.381,-8.45,-3.553
1/1/19 17:15,13168,1,1715,0.172,2442,2.385,-8.84,-4.272
1/1/19 17:30,13169,1,1730,0.172,2445,2.387,-8.96,-5.039
1/1/19 17:45,13170,1,1745,0.172,2448,2.39,-9.24,-5.742
1/1/19 18:00,13171,1,1800,0.172,2448,2.39,-9.53,-6.364
1/1/19 18:15,13172,1,1815,0.172,2450,2.393,-9.84,-6.924
1/1/19 18:30,13173,1,1830,0.172,2453,2.396,-10.08,-7.448
1/1/19 18:45,13174,1,1845,0.172,2454,2.396,-10.26,-7.905
1/1/19 19:00,13175,1,1900,0.172,2456,2.398,-10.61,-8.35
1/1/19 19:15,13176,1,1915,0.172,2458,2.4,-10.73,-8.74
1/1/19 19:30,13177,1,1930,0.172,2457,2.399,-10.96,-9.12
1/1/19 19:45,13178,1,1945,0.173,2456,2.399,-11.11,-9.43
1/1/19 20:00,13179,1,2000,0.173,2458,2.4,-11.14,-9.71
1/1/19 20:15,13180,1,2015,0.173,2460,2.402,-11.32,-9.97
1/1/19 20:30,13181,1,2030,0.173,2461,2.404,-11.38,-10.14
1/1/19 20:45,13182,1,2045,0.173,2462,2.404,-11.46,-10.32
1/1/19 21:00,13183,1,2100,0.173,2463,2.406,-11.67,-10.52
1/1/19 21:15,13184,1,2115,0.173,2464,2.406,-11.73,-10.69
1/1/19 21:30,13185,1,2130,0.173,2463,2.406,-12,-10.86
1/1/19 21:45,13186,1,2145,0.174,2463,2.405,-11.98,-11.02
1/1/19 22:00,13187,1,2200,0.174,2463,2.406,-12.13,-11.17
1/1/19 22:15,13188,1,2215,0.174,2465,2.407,-12.14,-11.29
1/1/19 22:30,13189,1,2230,0.174,2465,2.407,-12.25,-11.39
1/1/19 22:45,13190,1,2245,0.174,2464,2.407,-12.3,-11.49
1/1/19 23:00,13191,1,2300,0.174,2463,2.405,-12.32,-11.57
1/1/19 23:15,13192,1,2315,0.174,2462,2.404,-12.53,-11.68
1/1/19 23:30,13193,1,2330,0.174,2449,2.391,-12.71,-11.83
1/1/19 23:45,13194,1,2345,0.174,2445,2.388,-12.82,-11.95
1/2/19 0:00,13195,2,0,0.175,2448,2.391,-12.87,-12.09
1/2/19 0:15,13196,2,15,0.175,2449,2.391,-12.97,-12.19
1/2/19 0:30,13197,2,30,0.175,2449,2.392,-13.07,-12.31
1/2/19 0:45,13198,2,45,0.175,2462,2.404,-13.11,-12.42
1/2/19 1:00,13199,2,100,0.175,2463,2.406,-13.17,-12.51
1/2/19 1:15,13200,2,115,0.175,2462,2.404,-13.19,-12.59
1/2/19 1:30,13201,2,130,0.176,2462,2.404,-13.27,-12.65
1/2/19 1:45,13202,2,145,0.176,2459,2.401,-13.29,-12.69
1/2/19 2:00,13203,2,200,0.176,2458,2.401,-13.29,-12.75
1/2/19 2:15,13204,2,215,0.176,2453,2.395,-13.36,-12.8
1/2/19 2:30,13205,2,230,0.176,2452,2.394,-13.46,-12.85
1/2/19 2:45,13206,2,245,0.177,2453,2.395,-13.58,-12.91
1/2/19 3:00,13207,2,300,0.177,2464,2.406,-13.69,-13
1/2/19 3:15,13208,2,315,0.177,2466,2.408,-13.76,-13.1
1/2/19 3:30,13209,2,330,0.177,2465,2.407,-13.84,-13.21
1/2/19 3:45,13210,2,345,0.177,2458,2.4,-13.93,-13.29
1/2/19 4:00,13211,2,400,0.178,2447,2.389,-13.99,-13.4
1/2/19 4:15,13212,2,415,0.178,2454,2.397,-14.04,-13.5
1/2/19 4:30,13213,2,430,0.178,2457,2.4,-14.12,-13.56
1/2/19 4:45,13214,2,445,0.178,2458,2.401,-14.22,-13.65
1/2/19 5:00,13215,2,500,0.178,2452,2.394,-14.29,-13.72
1/2/19 5:15,13216,2,515,0.179,2449,2.391,-14.34,-13.8
1/2/19 5:30,13217,2,530,0.179,2455,2.397,-14.45,-13.9
1/2/19 5:45,13218,2,545,0.179,2452,2.394,-14.49,-14.01
1/2/19 6:00,13219,2,600,0.179,2457,2.399,-14.55,-14.1
1/2/19 6:15,13220,2,615,0.18,2458,2.4,-14.59,-14.17
1/2/19 6:30,13221,2,630,0.18,2457,2.399,-14.66,-14.25
1/2/19 6:45,13222,2,645,0.18,2460,2.403,-14.7,-14.29
1/2/19 7:00,13223,2,700,0.18,2465,2.407,-14.75,-14.35
1/2/19 7:15,13224,2,715,0.18,2470,2.413,-14.79,-14.4
1/2/19 7:30,13225,2,730,0.181,2472,2.414,-14.82,-14.44
1/2/19 7:45,13226,2,745,0.181,2477,2.419,-14.88,-14.46
1/2/19 8:00,13227,2,800,0.181,2476,2.418,-14.92,-14.5
1/2/19 8:15,13228,2,815,0.181,2476,2.418,-14.9,-14.54
1/2/19 8:30,13229,2,830,0.182,2476,2.418,-14.89,-14.54
1/2/19 8:45,13230,2,845,0.182,2475,2.417,-14.81,-14.48
1/2/19 9:00,13231,2,900,0.182,2475,2.417,-14.75,-14.37
1/2/19 9:15,13232,2,915,0.183,2474,2.416,-14.33,-13.95
1/2/19 9:30,13233,2,930,0.183,2471,2.414,-14.01,-13.31
1/2/19 9:45,13234,2,945,0.183,2469,2.411,-13.7,-12.78
1/2/19 10:00,13235,2,1000,0.183,2466,2.408,-12.98,-12.28
1/2/19 10:15,13236,2,1015,0.184,2463,2.405,-12.23,-11.63
1/2/19 10:30,13237,2,1030,0.184,2457,2.399,-11.94,-10.85
1/2/19 10:45,13238,2,1045,0.184,2456,2.399,-11.43,-10.13
1/2/19 11:00,13239,2,1100,0.184,2450,2.392,-10.84,-9.19
