TOA5,CR1000_tower4_N,CR1000,73550,CR1000.Std.28,CPU:SH_Site4_North_2018.CR1,50002,Enviro,,,,,,,,,,,,,,,,,,,,,,
TIMESTAMP,RECORD,Day_of_Year,Hour,VWC_1_Avg,EC_1_Avg,ST_1_Avg,P_1_Avg,PA_1_Avg,VR_1_Avg,VWC_2_Avg,EC_2_Avg,ST_2_Avg,P_2_Avg,PA_2_Avg,VR_2_Avg,VWC_3_Avg,EC_3_Avg,ST_3_Avg,P_3_Avg,PA_3_Avg,VR_3_Avg,SWE_mv_Avg,JUDD_AT_Avg,JUDD_Depth_Avg,Judd_offset_Avg,TT_C,SBT_C,FuelM_Avg,PA_uS_Avg
TS,RN,,,m^3/m^3,dS/m,Deg C,unitless,nSec,unitless,,,,,,,,,,,,,,,,,Deg C,Deg C,%,uSec
,,Smp,Smp,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Smp,Smp,Avg,Avg
7/27/19 19:15,0,208,1915,0.007,0,2.271,0.448,0.127,0.1,0.006,0,1.739,0.399,0.126,0.1,0.012,0,1.264,0.678,0.135,0.1,0.004,-98,-207.7,0,16.06,18.48,5.899,17.75
7/27/19 19:30,1,208,1930,0.067,0.001,22.67,4.481,1.272,1.001,0.055,0.001,17.39,3.992,1.256,1.001,0.121,0.001,12.64,6.784,1.353,1.001,0.004,-95.1,-210.6,0,15.38,17.82,5.864,17.75
7/27/19 19:45,2,208,1945,0.067,0.001,22.05,4.48,1.272,1.001,0.055,0.001,17.45,3.991,1.256,1.001,0.121,0.001,12.64,6.785,1.353,1.001,0.004,-94.3,-210.9,0,15,17.4,5.844,17.74
7/27/19 20:00,3,208,2000,0.067,0.001,21.5,4.481,1.272,1.001,0.055,0.001,17.48,3.993,1.256,1.001,0.121,0.001,12.66,6.786,1.353,1.001,0.004,-93.5,-211.6,0,14.64,17.03,5.849,17.74
7/27/19 20:15,4,208,2015,0.067,0.001,20.99,4.48,1.272,1.001,0.055,0.001,17.52,3.988,1.256,1.002,0.121,0.001,12.65,6.786,1.353,1.001,0.004,-93.4,-211.6,0,14.36,16.48,5.84,17.74
7/27/19 20:30,5,208,2030,0.067,0.001,20.58,4.481,1.272,1.001,0.055,0.001,17.54,3.991,1.256,1.001,0.121,0.001,12.65,6.786,1.353,1.001,0.004,-92.9,-212.1,0,14.62,16.69,5.859,17.75
7/27/19 20:45,6,208,2045,0.067,0.001,20.18,4.481,1.272,1.001,0.055,0.001,17.59,3.992,1.256,1.001,0.121,0.001,12.67,6.787,1.353,1.001,0.004,-92.1,-213.1,0,14.34,16.8,5.904,17.75
7/27/19 21:00,7,208,2100,0.067,0.001,19.83,4.48,1.272,1.001,0.055,0.001,17.62,3.994,1.256,1.001,0.121,0.001,12.67,6.784,1.353,1.001,0.004,-92.3,-212.6,0,14.28,16.65,5.952,17.76
7/27/19 21:15,8,208,2115,0.067,0.001,19.52,4.48,1.272,1.001,0.055,0.001,17.66,3.993,1.256,1.001,0.121,0.001,12.61,6.785,1.353,1.001,0.004,-91.5,-213.7,0,14.16,16.58,5.98,17.77
7/27/19 21:30,9,208,2130,0.067,0.001,19.25,4.481,1.272,1.001,0.055,0.001,17.69,3.989,1.256,1.001,0.121,0.001,12.66,6.785,1.353,1.001,0.004,-91.4,-213.7,0,14.29,16.37,6.01,17.77
7/27/19 21:45,10,208,2145,0.067,0.001,18.99,4.48,1.272,1.001,0.055,0.001,17.74,3.992,1.256,1.001,0.121,0.001,12.65,6.786,1.353,1.001,0.004,-90.6,-214.6,0,14.09,16.47,6.036,17.78
7/27/19 22:00,11,208,2200,0.067,0.001,18.78,4.482,1.272,1.001,0.055,0.001,17.75,3.991,1.256,1.001,0.121,0.001,12.64,6.786,1.353,1.001,0.004,-91,-213.6,0,14.28,16.74,6.061,17.78
7/27/19 22:15,12,208,2215,0.067,0.001,18.56,4.482,1.272,1.001,0.055,0.001,17.77,3.99,1.256,1.001,0.121,0.001,12.64,6.785,1.353,1.001,0.004,-90.5,-214.4,0,13.61,16.5,6.076,17.79
7/27/19 22:30,13,208,2230,0.067,0.001,18.38,4.481,1.272,1.001,0.055,0.001,17.8,3.99,1.256,1.001,0.121,0.001,12.66,6.786,1.353,1.001,0.004,-90.1,-214.6,0,13.63,16.18,6.087,17.79
7/27/19 22:45,14,208,2245,0.067,0.001,18.19,4.483,1.272,1.001,0.055,0.001,17.81,3.99,1.256,1.001,0.121,0.001,12.66,6.785,1.353,1.001,0.004,-90.1,-214.5,0,13.65,16.32,6.104,17.79
7/27/19 23:00,15,208,2300,0.067,0.001,18.01,4.483,1.272,1.001,0.055,0.001,17.85,3.994,1.256,1.001,0.121,0.001,12.63,6.786,1.353,1.001,0.004,-90.1,-214.5,0,13.65,16.48,6.116,17.79
7/27/19 23:15,16,208,2315,0.067,0.001,17.84,4.481,1.272,1.001,0.055,0.001,17.84,3.991,1.256,1.001,0.121,0.001,12.64,6.785,1.353,1.001,0.004,-89.1,-215.8,0,13.28,16.06,6.151,17.8
7/27/19 23:30,17,208,2330,0.067,0.001,17.69,4.48,1.272,1.001,0.055,0.001,17.86,3.991,1.256,1.001,0.121,0.001,12.65,6.786,1.353,1.001,0.004,-88.9,-215.8,0,12.87,15.88,6.174,17.81
7/27/19 23:45,18,208,2345,0.067,0.001,17.54,4.455,1.27,1.001,0.055,0.001,17.84,3.991,1.256,1.001,0.121,0.001,12.65,6.784,1.353,1.001,0.004,-88.4,-216.5,0,13,15.92,6.215,17.81
7/28/19 0:00,19,209,0,0.067,0.001,17.4,4.454,1.27,1.001,0.055,0.001,17.86,3.993,1.256,1.001,0.121,0.001,12.66,6.785,1.353,1.001,0.004,-88.6,-216.1,0,12.7,15.67,6.252,17.82
7/28/19 0:15,20,209,15,0.067,0.001,17.26,4.455,1.27,1.001,0.055,0.001,17.86,3.989,1.256,1.002,0.121,0.001,12.67,6.785,1.353,1.001,0.004,-87.3,-217.9,0,12.58,15.28,6.28,17.83
7/28/19 0:30,21,209,30,0.067,0.001,17.11,4.455,1.27,1.001,0.055,0.001,17.86,3.987,1.256,1.002,0.121,0.001,12.66,6.786,1.353,1.001,0.004,-86.9,-218.2,0,12.65,15.33,6.33,17.84
7/28/19 0:45,22,209,45,0.067,0.001,16.99,4.454,1.27,1.001,0.055,0.001,17.87,3.99,1.256,1.001,0.121,0.001,12.64,6.785,1.353,1.001,0.004,-86.3,-219,0,12.44,15.2,6.378,17.84
7/28/19 1:00,23,209,100,0.067,0.001,16.85,4.455,1.27,1.001,0.055,0.001,17.86,3.992,1.256,1.001,0.121,0.001,12.65,6.783,1.353,1.001,0.004,-86.9,-218,0,12.48,15,6.408,17.85
7/28/19 1:15,24,209,115,0.067,0.001,16.74,4.454,1.27,1.001,0.055,0.001,17.84,3.991,1.256,1.001,0.121,0.001,12.65,6.786,1.353,1.001,0.004,-87.5,-217,0,12.25,14.98,6.452,17.86
7/28/19 1:30,25,209,130,0.067,0.001,16.62,4.456,1.27,1.001,0.055,0.001,17.85,3.994,1.256,1.001,0.121,0.001,12.65,6.786,1.353,1.001,0.004,-87.3,-217.2,0,11.89,14.78,6.47,17.86
7/28/19 1:45,26,209,145,0.067,0.001,16.51,4.455,1.27,1.001,0.055,0.001,17.84,3.992,1.256,1.001,0.121,0.001,12.65,6.786,1.353,1.001,0.004,-87,-217.5,0,12.16,14.49,6.486,17.87
7/28/19 2:00,27,209,200,0.067,0.001,16.4,4.455,1.27,1.001,0.055,0.001,17.84,3.992,1.256,1.001,0.121,0.001,12.66,6.786,1.353,1.001,0.004,-86.9,-217.7,0,11.83,14.46,6.511,17.87
7/28/19 2:15,28,209,215,0.067,0.001,16.28,4.453,1.27,1.001,0.055,0.001,17.83,3.991,1.256,1.001,0.121,0.001,12.66,6.786,1.353,1.001,0.004,-87.6,-216.7,0,11.96,14.35,6.525,17.87
7/28/19 2:30,29,209,230,0.067,0.001,16.17,4.454,1.27,1.001,0.055,0.001,17.8,3.988,1.256,1.002,0.121,0.001,12.67,6.785,1.353,1.001,0.005,-86.8,-217.7,0,12.23,14.43,6.554,17.88
7/28/19 2:45,30,209,245,0.067,0.001,16.08,4.455,1.27,1.001,0.055,0.001,17.77,3.992,1.256,1.001,0.121,0.001,12.66,6.785,1.353,1.001,0.005,-86.3,-218.3,0,12.12,14.38,6.589,17.89
7/28/19 3:00,31,209,300,0.067,0.001,16,4.455,1.27,1.001,0.055,0.001,17.76,3.993,1.256,1.001,0.121,0.001,12.67,6.786,1.353,1.001,0.005,-86.7,-217.6,0,12.16,14.6,6.611,17.89
7/28/19 3:15,32,209,315,0.067,0.001,15.93,4.454,1.27,1.001,0.055,0.001,17.74,3.991,1.256,1.001,0.121,0.001,12.68,6.785,1.353,1.001,0.005,-85.7,-219.2,0,11.81,14.09,6.587,17.88
7/28/19 3:30,33,209,330,0.067,0.001,15.83,4.455,1.27,1.001,0.055,0.001,17.73,3.99,1.256,1.001,0.121,0.001,12.66,6.785,1.353,1.001,0.005,-85.1,-219.8,0,11.72,14.16,6.6,17.89
7/28/19 3:45,34,209,345,0.067,0.001,15.7,4.455,1.27,1.001,0.055,0.001,17.7,3.992,1.256,1.001,0.121,0.001,12.68,6.785,1.353,1.001,0.005,-85.9,-218.6,0,11.31,14.15,6.613,17.89
7/28/19 4:00,35,209,400,0.067,0.001,15.63,4.454,1.27,1.001,0.055,0.001,17.67,3.989,1.256,1.001,0.121,0.001,12.69,6.785,1.353,1.001,0.005,-86.1,-218.4,0,11.45,13.96,6.622,17.89
7/28/19 4:15,36,209,415,0.067,0.001,15.52,4.455,1.27,1.001,0.055,0.001,17.66,3.991,1.256,1.001,0.121,0.001,12.67,6.786,1.353,1.001,0.005,-86,-218.2,0,11.12,13.92,6.632,17.89
7/28/19 4:30,37,209,430,0.067,0.001,15.42,4.455,1.27,1.001,0.055,0.001,17.64,3.993,1.256,1.001,0.121,0.001,12.66,6.784,1.353,1.001,0.005,-85.8,-218.7,0,11.29,13.81,6.631,17.89
7/28/19 4:45,38,209,445,0.067,0.001,15.32,4.454,1.27,1.001,0.055,0.001,17.62,3.989,1.256,1.001,0.121,0.001,12.68,6.784,1.353,1.001,0.005,-85,-219.9,0,11.59,14.12,6.66,17.9
7/28/19 5:00,39,209,500,0.067,0.001,15.24,4.453,1.27,1.001,0.055,0.001,17.57,3.992,1.256,1.001,0.121,0.001,12.67,6.786,1.353,1.001,0.005,-84.4,-220.5,0,11.48,14.12,6.683,17.9
7/28/19 5:15,40,209,515,0.067,0.001,15.2,4.456,1.27,1.001,0.055,0.001,17.56,3.988,1.256,1.002,0.121,0.001,12.67,6.785,1.353,1.001,0.005,-84.8,-219.9,0,11.96,14.3,6.713,17.91
7/28/19 5:30,41,209,530,0.067,0.001,15.1,4.453,1.27,1.001,0.055,0.001,17.53,3.992,1.256,1.001,0.121,0.001,12.69,6.785,1.353,1.001,0.005,-85.2,-219.3,0,12.42,14.6,6.767,17.92
7/28/19 5:45,42,209,545,0.067,0.001,15.04,4.456,1.27,1.001,0.055,0.001,17.51,3.99,1.256,1.001,0.121,0.001,12.67,6.786,1.353,1.001,0.005,-85,-219.6,0,12.79,16.06,6.842,17.93
7/28/19 6:00,43,209,600,0.067,0.001,15.03,4.454,1.27,1.001,0.055,0.001,17.49,3.993,1.256,1.001,0.121,0.001,12.69,6.785,1.353,1.001,0.005,-85,-219.6,0,13.24,17.55,6.952,17.95
7/28/19 6:15,44,209,615,0.067,0.001,15.02,4.456,1.27,1.001,0.055,0.001,17.46,3.99,1.256,1.001,0.121,0.001,12.69,6.785,1.353,1.001,0.005,-85.4,-219.1,0,14.39,19.21,7.167,18
7/28/19 6:30,45,209,630,0.067,0.001,15.1,4.456,1.27,1.001,0.055,0.001,17.44,3.991,1.256,1.001,0.121,0.001,12.68,6.785,1.353,1.001,0.006,-85.6,-218.9,0,15.17,19.1,7.334,18.03
7/28/19 6:45,46,209,645,0.067,0.001,15.2,4.456,1.27,1.001,0.055,0.001,17.38,3.987,1.256,1.002,0.121,0.001,12.69,6.785,1.353,1.001,0.006,-86.3,-218,0,16.18,19.17,7.42,18.04
7/28/19 7:00,47,209,700,0.067,0.001,15.33,4.456,1.27,1.001,0.055,0.001,17.34,3.99,1.256,1.001,0.121,0.001,12.69,6.785,1.353,1.001,0.006,-86.4,-218.1,0,16.85,19.25,7.542,18.07
7/28/19 7:15,48,209,715,0.067,0.001,15.48,4.457,1.27,1.001,0.055,0.001,17.33,3.989,1.256,1.001,0.12,0.001,12.67,6.754,1.352,1.001,0.006,-86.5,-218.2,0,18.33,19.55,7.605,18.08
7/28/19 7:30,49,209,730,0.067,0.001,15.67,4.454,1.27,1.001,0.055,0.001,17.28,3.991,1.256,1.001,0.12,0.001,12.72,6.755,1.352,1.001,0.006,-87.1,-217.8,0,17.77,20.04,7.555,18.07
7/28/19 7:45,50,209,745,0.067,0.001,15.9,4.453,1.27,1.001,0.055,0.001,17.27,3.991,1.256,1.001,0.12,0.001,12.7,6.755,1.352,1.001,0.006,-88.5,-216.7,0,18.98,20.05,7.339,18.03
7/28/19 8:00,51,209,800,0.067,0.001,16.19,4.455,1.27,1.001,0.055,0.001,17.24,3.989,1.256,1.001,0.12,0.001,12.7,6.756,1.352,1.001,0.006,-89.9,-215.4,0,18.38,20.37,7.356,18.03
7/28/19 8:15,52,209,815,0.067,0.001,16.48,4.454,1.27,1.001,0.054,0.001,17.22,3.969,1.255,1.001,0.12,0.001,12.7,6.756,1.352,1.001,0.007,-90.9,-214.7,0,20.46,20.86,7.477,18.05
7/28/19 8:30,53,209,830,0.067,0.001,16.77,4.455,1.27,1.001,0.054,0.001,17.15,3.965,1.255,1.001,0.12,0.001,12.7,6.756,1.352,1.001,0.007,-92.2,-213.7,0,21.51,22.23,7.353,18.03
7/28/19 8:45,54,209,845,0.067,0.001,17.01,4.454,1.27,1.001,0.054,0.001,17.16,3.967,1.255,1.001,0.12,0.001,12.7,6.754,1.352,1.001,0.007,-94.4,-211.8,0,21.33,23.73,7.214,18
7/28/19 9:00,55,209,900,0.066,0.001,17.08,4.429,1.269,1.001,0.054,0.001,17.12,3.965,1.255,1.001,0.12,0.001,12.72,6.754,1.352,1.001,0.007,-96.4,-209.7,0,21.4,23.98,7.177,18
7/28/19 9:15,56,209,915,0.066,0.001,17.15,4.43,1.269,1.001,0.054,0.001,17.08,3.963,1.255,1.002,0.12,0.001,12.71,6.756,1.352,1.001,0.007,-97.8,-208.1,0,22.14,24.68,7.165,18
7/28/19 9:30,57,209,930,0.066,0.001,17.15,4.429,1.269,1.001,0.054,0.001,17.05,3.965,1.255,1.001,0.12,0.001,12.72,6.755,1.352,1.001,0.008,-97.6,-208.4,0,21.84,24.27,7.308,18.02
7/28/19 9:45,58,209,945,0.066,0.001,17.19,4.429,1.269,1.001,0.054,0.001,17,3.963,1.255,1.002,0.12,0.001,12.74,6.753,1.352,1.001,0.007,-97.5,-208.4,0,22.43,24.87,7.383,18.04
7/28/19 10:00,59,209,1000,0.066,0.001,17.2,4.429,1.269,1.001,0.054,0.001,16.97,3.965,1.255,1.001,0.12,0.001,12.7,6.725,1.351,1.001,0.007,-97.2,-208.6,0,21.81,24.98,7.604,18.08
7/28/19 10:15,60,209,1015,0.066,0.001,17.27,4.429,1.269,1.001,0.054,0.001,16.96,3.965,1.255,1.001,0.12,0.001,12.73,6.727,1.351,1.001,0.007,-97.3,-209,0,22.81,25.11,7.599,18.08
7/28/19 10:30,61,209,1030,0.066,0.001,17.39,4.429,1.269,1.001,0.054,0.001,16.93,3.967,1.255,1.001,0.12,0.001,12.71,6.726,1.351,1.001,0.007,-99.2,-207.2,0,22.66,25.03,7.585,18.08
7/28/19 10:45,62,209,1045,0.066,0.001,17.6,4.428,1.269,1.001,0.054,0.001,16.9,3.968,1.255,1.001,0.12,0.001,12.69,6.725,1.351,1.001,0.007,-103,-203.5,0,23.62,25.28,7.454,18.05
7/28/19 11:00,63,209,1100,0.066,0.001,17.76,4.429,1.269,1.001,0.054,0.001,16.87,3.967,1.255,1.001,0.12,0.001,12.72,6.725,1.351,1.001,0.007,-106,-201.1,0,22.85,25.22,7.472,18.05
7/28/19 11:15,64,209,1115,0.066,0.001,17.9,4.428,1.269,1.001,0.054,0.001,16.83,3.962,1.255,1.001,0.12,0.001,12.72,6.725,1.351,1.001,0.007,-109.2,-198.4,0,24.88,26.6,7.479,18.06
7/28/19 11:30,65,209,1130,0.066,0.001,18.13,4.429,1.269,1.001,0.054,0.001,16.86,3.942,1.254,1.001,0.119,0.001,12.74,6.696,1.35,1.001,0.007,-112.7,-195.2,0,26.27,27.38,7.447,18.05
7/28/19 11:45,66,209,1145,0.066,0.001,18.71,4.43,1.269,1.001,0.054,0.001,16.8,3.944,1.254,1.001,0.119,0.001,12.73,6.695,1.35,1.001,0.007,-116,-192.3,0,26.2,27.5,7.356,18.03
7/28/19 12:00,67,209,1200,0.066,0.001,19.76,4.428,1.269,1.001,0.054,0.001,16.76,3.942,1.254,1.001,0.119,0.001,12.73,6.695,1.35,1.001,0.006,-119.2,-189.7,0,26.59,27.54,7.252,18.01
7/28/19 12:15,68,209,1215,0.066,0.001,21.03,4.43,1.269,1.001,0.054,0.001,16.74,3.943,1.254,1.001,0.119,0.001,12.74,6.697,1.35,1.001,0.006,-122.1,-187.2,0,26.65,27.15,7.216,18.01
7/28/19 12:30,69,209,1230,0.067,0.001,22.36,4.455,1.27,1.001,0.054,0.001,16.74,3.939,1.254,1.001,0.119,0.001,12.73,6.698,1.35,1.001,0.006,-125.9,-183,0,26.82,24.98,7.134,17.99
7/28/19 12:45,70,209,1245,0.067,0.001,23.63,4.455,1.27,1.001,0.054,0.001,16.68,3.942,1.254,1.001,0.119,0.001,12.74,6.696,1.35,1.001,0.005,-129.1,-180.2,0,28.12,25.04,7.066,17.98
7/28/19 13:00,71,209,1300,0.067,0.001,24.73,4.453,1.27,1.001,0.054,0.001,16.71,3.941,1.254,1.001,0.119,0.001,12.73,6.696,1.35,1.001,0.005,-131.8,-177.6,0,26.95,24.66,6.996,17.96
7/28/19 13:15,72,209,1315,0.067,0.001,25.7,4.455,1.27,1.001,0.054,0.001,16.72,3.941,1.254,1.001,0.118,0.001,12.73,6.666,1.348,1.001,0.005,-134.2,-175.4,0,28.2,24.82,7.004,17.96
7/28/19 13:30,73,209,1330,0.067,0.001,26.59,4.454,1.27,1.001,0.054,0.001,16.68,3.941,1.254,1.001,0.118,0.001,12.74,6.665,1.348,1.001,0.004,-136.4,-173.4,0,27.15,24.43,6.91,17.95
7/28/19 13:45,74,209,1345,0.067,0.001,27.34,4.456,1.27,1.001,0.054,0,16.67,3.944,1.254,1.001,0.118,0.001,12.73,6.667,1.348,1.001,0.004,-138.4,-171.7,0,27.76,24.35,6.91,17.95
7/28/19 14:00,75,209,1400,0.067,0.001,28.03,4.456,1.27,1.001,0.054,0.001,16.68,3.939,1.253,1.001,0.118,0.001,12.73,6.665,1.348,1.001,0.004,-140.2,-169.9,0,27.71,25.29,6.812,17.93
7/28/19 14:15,76,209,1415,0.067,0.001,28.63,4.457,1.27,1.001,0.053,0.001,16.66,3.916,1.252,1.001,0.118,0.001,12.72,6.666,1.348,1.001,0.004,-141.6,-168.6,0,27.59,24.73,6.728,17.91
7/28/19 14:30,77,209,1430,0.067,0.001,29.16,4.453,1.27,1.001,0.053,0,16.67,3.919,1.252,1.001,0.118,0.001,12.73,6.667,1.348,1.001,0.004,-143,-167.1,0,28.72,25.66,6.838,17.93
7/28/19 14:45,78,209,1445,0.067,0.001,29.65,4.453,1.27,1.002,0.053,0.001,16.72,3.916,1.252,1.001,0.118,0.001,12.73,6.663,1.348,1.001,0.004,-144.1,-166.3,0,28.66,25.56,6.788,17.92
7/28/19 15:00,79,209,1500,0.067,0.001,30.07,4.455,1.27,1.001,0.053,0.001,16.71,3.919,1.252,1.001,0.118,0.001,12.73,6.635,1.347,1.001,0.005,-145.7,-164.6,0,27.17,25.13,6.833,17.93
7/28/19 15:15,80,209,1515,0.067,0.001,30.46,4.453,1.27,1.001,0.053,0.001,16.72,3.918,1.252,1.001,0.118,0.001,12.75,6.636,1.347,1.001,0.005,-147.1,-163.5,0,26.42,25.21,6.797,17.92
7/28/19 15:30,81,209,1530,0.067,0.001,30.77,4.455,1.27,1.001,0.053,0.001,16.74,3.916,1.252,1.001,0.118,0.001,12.75,6.637,1.347,1.001,0.005,-148.2,-162.5,0,26.23,24.87,6.775,17.92
7/28/19 15:45,82,209,1545,0.067,0.001,31.01,4.48,1.272,1.001,0.053,0.001,16.77,3.915,1.252,1.001,0.118,0.001,12.74,6.638,1.347,1,0.004,-149.2,-161.7,0,25.5,24.98,6.77,17.92
7/28/19 16:00,83,209,1600,0.067,0.001,31.19,4.48,1.272,1.001,0.053,0.001,16.78,3.919,1.252,1.001,0.118,0.001,12.73,6.636,1.347,1.001,0.004,-150.1,-160.8,0,23.69,24.02,6.701,17.91
7/28/19 16:15,84,209,1615,0.067,0.001,31.31,4.48,1.272,1.001,0.053,0.001,16.84,3.917,1.252,1.001,0.118,0.001,12.72,6.636,1.347,1.001,0.004,-150.7,-160.3,0,23.69,23.16,6.677,17.9
7/28/19 16:30,85,209,1630,0.067,0.001,31.37,4.479,1.272,1.002,0.053,0.001,16.88,3.917,1.252,1.001,0.118,0.001,12.74,6.636,1.347,1.001,0.004,-151.2,-159.6,0,23.54,22.87,6.662,17.9
7/28/19 16:45,86,209,1645,0.067,0.001,31.33,4.482,1.272,1.001,0.053,0.001,16.92,3.917,1.252,1.001,0.118,0.001,12.75,6.636,1.347,1.001,0.005,-151.6,-159.2,0,22.23,22.37,6.636,17.89
7/28/19 17:00,87,209,1700,0.067,0.001,31.25,4.48,1.272,1.001,0.053,0.001,16.97,3.916,1.252,1.001,0.118,0.001,12.73,6.634,1.347,1.001,0.005,-151.6,-159.3,0,22.44,21.81,6.569,17.88
7/28/19 17:15,88,209,1715,0.067,0.001,31.13,4.479,1.272,1.002,0.053,0.001,17,3.916,1.252,1.001,0.117,0.001,12.73,6.607,1.346,1.001,0.005,-151.4,-159.6,0,21.38,21.51,6.571,17.88
7/28/19 17:30,89,209,1730,0.067,0.001,30.81,4.481,1.272,1.001,0.053,0.001,17.04,3.913,1.252,1.001,0.117,0.001,12.75,6.608,1.346,1.001,0.004,-151.2,-159.6,0,20.33,20.88,6.508,17.87
7/28/19 17:45,90,209,1745,0.067,0.001,30.34,4.482,1.272,1.001,0.053,0.001,17.08,3.915,1.252,1.001,0.117,0.001,12.74,6.607,1.346,1.001,0.004,-150.4,-160.7,0,19.75,20.56,6.455,17.86
7/28/19 18:00,91,209,1800,0.067,0.001,29.82,4.481,1.272,1.001,0.053,0.001,17.14,3.915,1.252,1.001,0.117,0.001,12.75,6.607,1.346,1.001,0.004,-148.1,-162.8,0,18.55,20.2,6.325,17.83
7/28/19 18:15,92,209,1815,0.067,0.001,29.04,4.479,1.272,1.001,0.053,0.001,17.18,3.918,1.252,1.001,0.117,0.001,12.74,6.606,1.346,1.001,0.004,-145.2,-165.5,0,17.58,19.79,6.299,17.83
7/28/19 18:30,93,209,1830,0.067,0.001,28.06,4.453,1.27,1.001,0.053,0.001,17.23,3.916,1.252,1.001,0.117,0.001,12.73,6.607,1.346,1.001,0.004,-141.9,-168.7,0,16.38,18.92,6.226,17.82
7/28/19 18:45,94,209,1845,0.067,0.001,27.11,4.454,1.27,1.001,0.053,0.001,17.29,3.916,1.252,1.001,0.117,0.001,12.73,6.607,1.346,1.001,0.004,-138.5,-171.7,0,15.7,17.94,6.161,17.8
7/28/19 19:00,95,209,1900,0.067,0.001,26.22,4.454,1.27,1.001,0.053,0.001,17.36,3.918,1.252,1.001,0.117,0.001,12.73,6.606,1.346,1.001,0.004,-134.1,-176,0,15.06,17.2,6.134,17.8
7/28/19 19:15,96,209,1915,0.067,0.001,25.4,4.456,1.27,1.001,0.053,0.001,17.4,3.916,1.252,1.001,0.117,0.001,12.74,6.607,1.346,1.001,0.004,-128.9,-180.8,0,14.59,16.59,6.131,17.8
7/28/19 19:30,97,209,1930,0.067,0.001,24.66,4.456,1.27,1.001,0.053,0,17.44,3.921,1.252,1,0.117,0.001,12.72,6.607,1.346,1.001,0.004,-123.9,-185.4,0,14.46,16.19,6.141,17.8
7/28/19 19:45,98,209,1945,0.067,0.001,23.98,4.455,1.27,1.001,0.053,0,17.49,3.919,1.252,1,0.117,0.001,12.73,6.606,1.346,1.001,0.004,-119,-189.9,0,13.8,15.73,6.137,17.8
7/28/19 20:00,99,209,2000,0.067,0.001,23.37,4.454,1.27,1.001,0.053,0.001,17.56,3.914,1.252,1.001,0.117,0.001,12.74,6.607,1.346,1.001,0.004,-114.9,-193.5,0,13.09,15.23,6.112,17.79
7/28/19 20:15,100,209,2015,0.067,0.001,22.86,4.455,1.27,1.001,0.053,0.001,17.6,3.914,1.252,1.001,0.117,0.001,12.76,6.608,1.346,1.001,0.004,-111.5,-196.5,0,12.34,14.73,6.085,17.79
7/28/19 20:30,101,209,2030,0.067,0.001,22.32,4.455,1.27,1.001,0.053,0.001,17.64,3.916,1.252,1.001,0.117,0.001,12.75,6.607,1.346,1.001,0.004,-108.8,-198.9,0,12.06,14.11,6.047,17.78
7/28/19 20:45,102,209,2045,0.067,0.001,21.84,4.454,1.27,1.001,0.053,0.001,17.69,3.919,1.252,1.001,0.117,0.001,12.75,6.609,1.346,1.001,0.004,-105.8,-201.7,0,11.53,13.83,6.055,17.78
7/28/19 21:00,103,209,2100,0.067,0.001,21.38,4.457,1.27,1.001,0.053,0.001,17.72,3.916,1.252,1.001,0.117,0.001,12.75,6.606,1.346,1.001,0.004,-103.1,-204.3,0,11.19,13.59,6.047,17.78
7/28/19 21:15,104,209,2115,0.067,0.001,20.94,4.454,1.27,1.001,0.053,0.001,17.79,3.913,1.252,1.002,0.117,0.001,12.75,6.606,1.346,1.001,0.004,-100.9,-206,0,10.86,13.33,6.076,17.79
7/28/19 21:30,105,209,2130,0.066,0.001,20.55,4.43,1.269,1.001,0.053,0.001,17.8,3.917,1.252,1.001,0.117,0.001,12.73,6.608,1.346,1.001,0.004,-99,-207.7,0,10.37,12.91,6.077,17.79
7/28/19 21:45,106,209,2145,0.066,0.001,20.17,4.43,1.269,1.001,0.053,0.001,17.84,3.917,1.252,1.001,0.117,0.001,12.72,6.606,1.346,1.001,0.004,-97.2,-209.4,0,9.98,12.43,6.084,17.79
7/28/19 22:00,107,209,2200,0.066,0.001,19.81,4.428,1.269,1.001,0.054,0.001,17.88,3.938,1.254,1.002,0.117,0.001,12.75,6.606,1.346,1.001,0.004,-96,-210,0,10.32,12.5,6.08,17.79
7/28/19 22:15,108,209,2215,0.066,0.001,19.45,4.427,1.269,1.001,0.054,0.001,17.91,3.944,1.254,1.001,0.117,0.001,12.73,6.606,1.346,1.001,0.004,-94.9,-211,0,10.41,13.09,6.123,17.8
7/28/19 22:30,109,209,2230,0.066,0.001,19.14,4.429,1.269,1.001,0.054,0.001,17.93,3.942,1.254,1.001,0.117,0.001,12.73,6.607,1.346,1.001,0.004,-93.1,-213,0,10.33,13.42,6.135,17.8
7/28/19 22:45,110,209,2245,0.066,0.001,18.84,4.427,1.269,1.001,0.054,0.001,17.95,3.939,1.254,1.001,0.117,0.001,12.73,6.606,1.346,1.001,0.004,-92.5,-213,0,10.57,13.58,6.133,17.8
7/28/19 23:00,111,209,2300,0.066,0.001,18.57,4.429,1.269,1.001,0.054,0.001,17.98,3.944,1.254,1.001,0.117,0.001,12.73,6.606,1.346,1.001,0.004,-91.4,-214.2,0,10.14,13.57,6.159,17.8
