TOA5,CR1000_tower4_N,CR1000,73550,CR1000.Std.28,CPU:SH_Site4_North_2018.CR1,50002,Enviro,,,,,,,,,,,,,,,,,,,,,,
TIMESTAMP,RECORD,Day_of_Year,Hour,VWC_1_Avg,EC_1_Avg,ST_1_Avg,P_1_Avg,PA_1_Avg,VR_1_Avg,VWC_2_Avg,EC_2_Avg,ST_2_Avg,P_2_Avg,PA_2_Avg,VR_2_Avg,VWC_3_Avg,EC_3_Avg,ST_3_Avg,P_3_Avg,PA_3_Avg,VR_3_Avg,SWE_mv_Avg,JUDD_AT_Avg,JUDD_Depth_Avg,Judd_offset_Avg,TT_C,SBT_C,FuelM_Avg,PA_uS_Avg
TS,RN,,,m^3/m^3,dS/m,Deg C,unitless,nSec,unitless,,,,,,,,,,,,,,,,,Deg C,Deg C,%,uSec
,,Smp,Smp,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Smp,Smp,Avg,Avg
8/19/19 19:00,2207,231,1900,0.036,0.001,24.28,3.223,1.214,1,0.037,0.001,16.38,3.285,1.223,1.001,0.088,0,13.37,5.355,1.296,1,0.003,-97.8,-207.8,0,10.81,14.67,4.87,17.69
8/19/19 19:15,2208,231,1915,0.036,0.001,23.58,3.223,1.214,1,0.037,0.001,16.39,3.285,1.223,1.001,0.088,0,13.37,5.355,1.296,1,0.003,-96.3,-208.8,0,10.49,14.36,4.881,17.69
8/19/19 19:30,2209,231,1930,0.036,0,22.93,3.224,1.214,1,0.037,0.001,16.42,3.284,1.223,1.001,0.088,0,13.35,5.356,1.296,1,0.003,-94.1,-211,0,10.36,14.27,4.88,17.69
8/19/19 19:45,2210,231,1945,0.036,0,22.33,3.224,1.214,1,0.037,0,16.42,3.287,1.223,1.001,0.088,0,13.35,5.356,1.296,1,0.003,-92.5,-212.5,0,10.33,14.24,4.883,17.69
8/19/19 20:00,2211,231,2000,0.036,0,21.78,3.224,1.214,1,0.037,0,16.46,3.287,1.223,1.001,0.088,0.001,13.35,5.354,1.296,1,0.003,-91.3,-213.4,0,10.06,14.34,4.891,17.69
8/19/19 20:15,2212,231,2015,0.035,0,21.28,3.203,1.213,1,0.037,0,16.48,3.288,1.223,1,0.088,0.001,13.35,5.355,1.296,1,0.003,-90.5,-214.1,0,9.8,14.44,4.895,17.69
8/19/19 20:30,2213,231,2030,0.035,0,20.84,3.202,1.213,1,0.037,0.001,16.52,3.284,1.223,1.001,0.088,0.001,13.36,5.353,1.296,1.001,0.003,-88.9,-216,0,9.48,14.39,4.853,17.69
8/19/19 20:45,2214,231,2045,0.035,0,20.41,3.201,1.213,1,0.037,0.001,16.56,3.285,1.223,1.001,0.088,0.001,13.36,5.354,1.296,1.001,0.003,-88.7,-215.8,0,8.71,14.18,4.786,17.68
8/19/19 21:00,2215,231,2100,0.035,0.001,19.98,3.2,1.213,1,0.037,0,16.57,3.287,1.223,1.001,0.088,0,13.38,5.355,1.296,1,0.003,-88.2,-216.4,0,7.399,12.75,4.649,17.66
8/19/19 21:15,2216,231,2115,0.035,0,19.62,3.202,1.213,1,0.037,0.001,16.63,3.286,1.223,1.001,0.088,0.001,13.35,5.354,1.296,1.001,0.003,-86.8,-218.1,0,7.549,11.55,4.562,17.65
8/19/19 21:30,2217,231,2130,0.035,0,19.25,3.201,1.213,1,0.037,0.001,16.62,3.285,1.223,1.001,0.088,0.001,13.32,5.355,1.296,1.001,0.003,-86.4,-218.4,0,7.331,11.86,4.572,17.65
8/19/19 21:45,2218,231,2145,0.035,0.001,18.88,3.199,1.213,1,0.037,0,16.66,3.288,1.223,1,0.088,0.001,13.36,5.354,1.296,1.001,0.003,-86.5,-218,0,7.451,12.09,4.576,17.65
8/19/19 22:00,2219,231,2200,0.035,0,18.56,3.201,1.213,1,0.037,0.001,16.67,3.285,1.223,1.001,0.088,0.001,13.35,5.353,1.296,1.001,0.003,-86,-218.6,0,6.845,12.32,4.636,17.66
8/19/19 22:15,2220,231,2215,0.035,0.001,18.27,3.2,1.213,1,0.037,0,16.66,3.288,1.223,1,0.088,0.001,13.35,5.354,1.296,1.001,0.003,-86.2,-218.2,0,6.247,12.13,4.616,17.66
8/19/19 22:30,2221,231,2230,0.035,0.001,17.95,3.199,1.213,1,0.037,0,16.71,3.288,1.223,1,0.088,0.001,13.34,5.355,1.296,1.001,0.003,-85.7,-218.7,0,6.034,11.9,4.605,17.65
8/19/19 22:45,2222,231,2245,0.035,0.001,17.68,3.2,1.213,1,0.037,0,16.71,3.288,1.223,1,0.088,0.001,13.33,5.354,1.296,1.001,0.003,-85.9,-218.3,0,5.861,11.48,4.598,17.65
8/19/19 23:00,2223,231,2300,0.035,0.001,17.4,3.199,1.213,1,0.037,0.001,16.73,3.286,1.223,1.001,0.088,0.001,13.36,5.354,1.296,1,0.003,-85.7,-218.4,0,5.684,11.19,4.611,17.65
8/19/19 23:15,2224,231,2315,0.035,0,17.14,3.199,1.213,1,0.037,0,16.76,3.287,1.223,1,0.088,0.001,13.35,5.355,1.296,1.001,0.004,-85.8,-218.1,0,6.311,11.63,4.587,17.65
8/19/19 23:30,2225,231,2330,0.034,0,16.91,3.179,1.212,1,0.037,0,16.78,3.287,1.223,1.001,0.088,0.001,13.35,5.354,1.296,1.001,0.004,-85.3,-218.8,0,7.568,13,4.645,17.66
8/19/19 23:45,2226,231,2345,0.034,0.001,16.64,3.177,1.212,1,0.037,0,16.74,3.287,1.223,1.001,0.088,0,13.35,5.355,1.296,1,0.004,-85.3,-218.7,0,8.06,14.08,4.743,17.67
8/20/19 0:00,2227,232,0,0.034,0.001,16.47,3.176,1.212,1,0.037,0,16.77,3.287,1.223,1,0.088,0.001,13.34,5.355,1.296,1.001,0.004,-85.6,-218.2,0,8.06,14.22,4.787,17.68
8/20/19 0:15,2228,232,15,0.034,0,16.31,3.178,1.212,1,0.037,0,16.76,3.288,1.223,1,0.088,0.001,13.36,5.354,1.296,1.001,0.004,-84.9,-219.1,0,8.21,14.32,4.812,17.68
8/20/19 0:30,2229,232,30,0.034,0,16.13,3.177,1.212,1,0.037,0,16.76,3.287,1.223,1.001,0.088,0.001,13.38,5.353,1.296,1.001,0.004,-84.8,-219.4,0,8,14.26,4.774,17.68
8/20/19 0:45,2230,232,45,0.034,0,16.02,3.178,1.212,1,0.037,0.001,16.76,3.285,1.223,1.001,0.088,0.001,13.36,5.353,1.296,1.001,0.004,-84.6,-219.6,0,8.27,14.15,4.749,17.67
8/20/19 1:00,2231,232,100,0.034,0,15.89,3.178,1.212,1,0.037,0.001,16.76,3.286,1.223,1.001,0.088,0.001,13.35,5.354,1.296,1.001,0.004,-84.2,-220.1,0,7.856,14.06,4.752,17.67
8/20/19 1:15,2232,232,115,0.034,0,15.74,3.179,1.212,1,0.037,0,16.75,3.287,1.223,1.001,0.088,0.001,13.4,5.355,1.296,1.001,0.004,-84.3,-219.9,0,8.44,14.09,4.756,17.67
8/20/19 1:30,2233,232,130,0.034,0,15.62,3.177,1.212,1,0.037,0.001,16.74,3.284,1.223,1.001,0.088,0.001,13.38,5.354,1.296,1.001,0.004,-84.4,-219.8,0,8.23,14.36,4.797,17.68
8/20/19 1:45,2234,232,145,0.034,0,15.52,3.177,1.212,1,0.037,0.001,16.76,3.285,1.223,1.001,0.088,0.001,13.36,5.354,1.296,1.001,0.004,-85.3,-218.4,0,8.25,14.28,4.845,17.69
8/20/19 2:00,2235,232,200,0.034,0.001,15.43,3.177,1.212,1,0.037,0.001,16.74,3.287,1.223,1.001,0.088,0.001,13.35,5.353,1.296,1.001,0.004,-84.6,-219.3,0,7.89,14.07,4.832,17.68
8/20/19 2:15,2236,232,215,0.034,0,15.34,3.177,1.212,1,0.038,0.001,16.73,3.308,1.224,1.001,0.088,0.001,13.35,5.354,1.296,1.001,0.004,-84.5,-219.6,0,6.817,13.7,4.77,17.68
8/20/19 2:30,2237,232,230,0.034,0,15.3,3.178,1.212,1,0.038,0.001,16.73,3.308,1.224,1.001,0.088,0.001,13.37,5.355,1.296,1,0.004,-85.2,-218.4,0,6.05,13.47,4.701,17.67
8/20/19 2:45,2238,232,245,0.034,0,15.21,3.18,1.212,1,0.038,0,16.69,3.311,1.224,1,0.088,0.001,13.35,5.355,1.296,1.001,0.004,-85.5,-218,0,5.762,12.68,4.634,17.66
8/20/19 3:00,2239,232,300,0.034,0,15.1,3.179,1.212,1,0.038,0,16.73,3.311,1.224,1,0.088,0.001,13.35,5.353,1.296,1.001,0.004,-85.1,-218.7,0,6.32,12.62,4.659,17.66
8/20/19 3:15,2240,232,315,0.034,0.001,14.95,3.176,1.212,1,0.038,0.001,16.69,3.309,1.224,1.001,0.088,0,13.36,5.355,1.296,1,0.004,-85.3,-218.3,0,6.295,12.48,4.714,17.67
8/20/19 3:30,2241,232,330,0.034,0.001,14.83,3.176,1.212,1,0.038,0,16.65,3.31,1.224,1.001,0.088,0,13.34,5.355,1.296,1,0.004,-84.3,-219.9,0,6.484,12.48,4.77,17.68
8/20/19 3:45,2242,232,345,0.034,0.001,14.72,3.176,1.212,1,0.038,0,16.62,3.311,1.224,1,0.088,0.001,13.35,5.352,1.296,1.001,0.004,-83.7,-220.5,0,6.151,12.54,4.875,17.69
8/20/19 4:00,2243,232,400,0.034,0,14.62,3.179,1.212,1,0.038,0.001,16.57,3.307,1.224,1.001,0.088,0.001,13.35,5.353,1.296,1.001,0.004,-83.8,-220.4,0,5.807,12.29,4.895,17.69
8/20/19 4:15,2244,232,415,0.034,0,14.54,3.178,1.212,1,0.038,0.001,16.58,3.309,1.224,1.001,0.088,0.001,13.35,5.355,1.296,1,0.004,-83.7,-220.6,0,5.714,11.99,4.901,17.69
8/20/19 4:30,2245,232,430,0.034,0,14.47,3.178,1.212,1,0.038,0,16.56,3.31,1.224,1.001,0.088,0.001,13.36,5.354,1.296,1.001,0.004,-83.4,-220.9,0,5.978,12.34,5.114,17.7
8/20/19 4:45,2246,232,445,0.034,0.001,14.36,3.176,1.212,1,0.038,0,16.57,3.311,1.224,1,0.088,0.001,13.36,5.354,1.296,1.001,0.004,-83.1,-221.4,0,6.74,12.66,5.667,17.71
8/20/19 5:00,2247,232,500,0.034,0,14.28,3.176,1.212,1,0.038,0,16.54,3.31,1.224,1.001,0.088,0.001,13.34,5.353,1.296,1.001,0.004,-83,-221.5,0,7.228,13.05,5.754,17.72
8/20/19 5:15,2248,232,515,0.034,0,14.2,3.156,1.211,1,0.038,0,16.53,3.312,1.224,1,0.088,0.001,13.37,5.353,1.296,1.001,0.004,-82.9,-221.5,0,7.029,13.22,5.753,17.72
8/20/19 5:30,2249,232,530,0.034,0.001,14.16,3.154,1.211,1,0.038,0.001,16.51,3.309,1.224,1.001,0.088,0.001,13.36,5.352,1.296,1.001,0.004,-82.9,-221.4,0,7.666,13.44,5.761,17.73
8/20/19 5:45,2250,232,545,0.034,0.001,14.12,3.153,1.211,1,0.038,0.001,16.45,3.309,1.224,1.001,0.088,0,13.33,5.355,1.296,1,0.004,-82.7,-222,0,7.978,14.09,5.784,17.73
8/20/19 6:00,2251,232,600,0.034,0,14.07,3.154,1.211,1,0.038,0,16.44,3.311,1.224,1,0.088,0,13.37,5.355,1.296,1,0.004,-82.3,-222.3,0,8.63,14.24,5.792,17.73
8/20/19 6:15,2252,232,615,0.034,0,14.05,3.154,1.211,1,0.038,0.001,16.42,3.309,1.224,1.001,0.088,0.001,13.38,5.356,1.296,1.001,0.004,-83.8,-220.2,0,9.06,15.05,5.847,17.74
8/20/19 6:30,2253,232,630,0.034,0.001,14.06,3.153,1.211,1,0.037,0.001,16.39,3.285,1.223,1.001,0.089,0.001,13.37,5.379,1.298,1.001,0.004,-83.6,-220.5,0,9.42,14.88,5.845,17.74
8/20/19 6:45,2254,232,645,0.034,0.001,14.07,3.153,1.211,1,0.037,0,16.35,3.287,1.223,1,0.088,0.001,13.38,5.354,1.296,1.001,0.004,-83.2,-221.1,0,9.88,15.08,5.894,17.75
8/20/19 7:00,2255,232,700,0.034,0,14.1,3.155,1.211,1,0.037,0,16.37,3.287,1.223,1.001,0.088,0.001,13.37,5.352,1.296,1.001,0.004,-83.8,-220.2,0,10.84,15.58,6.013,17.77
8/20/19 7:15,2256,232,715,0.034,0,14.15,3.155,1.211,1,0.037,0.001,16.31,3.286,1.223,1.001,0.088,0.001,13.35,5.353,1.296,1.001,0.004,-84.3,-219.8,0,12,16.08,6.032,17.78
8/20/19 7:30,2257,232,730,0.034,0.001,14.22,3.151,1.211,1.001,0.037,0.001,16.27,3.286,1.223,1.001,0.088,0.001,13.37,5.354,1.296,1.001,0.005,-84.3,-219.9,0,12.34,16.58,6.137,17.8
8/20/19 7:45,2258,232,745,0.034,0.001,14.31,3.153,1.211,1,0.037,0.001,16.26,3.286,1.223,1.001,0.088,0,13.37,5.355,1.296,1,0.005,-84.7,-219.7,0,12.43,16.94,6.273,17.82
8/20/19 8:00,2259,232,800,0.034,0,14.44,3.154,1.211,1,0.037,0.001,16.28,3.283,1.223,1.001,0.088,0.001,13.36,5.354,1.296,1.001,0.005,-84.9,-219.5,0,12.92,17.73,6.232,17.82
8/20/19 8:15,2260,232,815,0.034,0,14.63,3.155,1.211,1,0.037,0,16.2,3.287,1.223,1.001,0.088,0.001,13.38,5.353,1.296,1.001,0.005,-86.3,-217.8,0,13.3,21.24,6.084,17.79
8/20/19 8:30,2261,232,830,0.034,0,14.83,3.155,1.211,1,0.037,0.001,16.2,3.286,1.223,1.001,0.088,0.001,13.39,5.354,1.296,1.001,0.005,-86.9,-217.5,0,13.52,23.35,5.952,17.76
8/20/19 8:45,2262,232,845,0.034,0,14.99,3.154,1.211,1,0.037,0.001,16.15,3.285,1.223,1.001,0.088,0.001,13.38,5.354,1.296,1.001,0.005,-88,-216.3,0,14.27,21.85,5.969,17.77
8/20/19 9:00,2263,232,900,0.034,0,15.17,3.155,1.211,1,0.037,0.001,16.11,3.284,1.223,1.001,0.088,0.001,13.37,5.354,1.296,1.001,0.005,-88,-216.5,0,15.15,20.09,5.962,17.76
8/20/19 9:15,2264,232,915,0.034,0,15.33,3.154,1.211,1,0.037,0.001,16.11,3.281,1.223,1.001,0.088,0.001,13.38,5.354,1.296,1.001,0.005,-87.3,-217.6,0,18.33,19.11,6.004,17.77
8/20/19 9:30,2265,232,930,0.034,0,15.4,3.154,1.211,1,0.037,0,16.08,3.287,1.223,1.001,0.088,0.001,13.37,5.354,1.296,1.001,0.005,-86.4,-218.5,0,21.58,21.13,6.319,17.83
8/20/19 9:45,2266,232,945,0.034,0,15.46,3.155,1.211,1,0.037,0.001,16.04,3.284,1.223,1.001,0.088,0,13.4,5.355,1.296,1,0.005,-87.5,-216.9,0,24.58,24.21,6.475,17.86
8/20/19 10:00,2267,232,1000,0.034,0,15.56,3.155,1.211,1,0.037,0,16.01,3.287,1.223,1,0.088,0,13.38,5.356,1.296,1,0.005,-88.1,-216.3,0,25.78,24.53,6.499,17.87
8/20/19 10:15,2268,232,1015,0.034,0,15.67,3.154,1.211,1,0.037,0,15.98,3.287,1.223,1,0.088,0.001,13.37,5.354,1.296,1.001,0.005,-89.7,-214.9,0,27.59,24.44,6.49,17.87
8/20/19 10:30,2269,232,1030,0.034,0,15.82,3.156,1.211,1,0.037,0,16.02,3.287,1.223,1,0.088,0.001,13.35,5.352,1.296,1.001,0.006,-90.7,-214.3,0,27.88,24.11,6.447,17.86
8/20/19 10:45,2270,232,1045,0.034,0,16,3.154,1.211,1,0.037,0,15.94,3.288,1.223,1,0.088,0.001,13.38,5.354,1.296,1.001,0.006,-93,-212.1,0,29.71,23.92,6.424,17.85
8/20/19 11:00,2271,232,1100,0.034,0,16.19,3.155,1.211,1,0.037,0.001,15.89,3.284,1.223,1.001,0.088,0.001,13.38,5.353,1.296,1.001,0.006,-94.7,-210.9,0,29.56,24.22,6.387,17.85
8/20/19 11:15,2272,232,1115,0.034,0,16.46,3.178,1.212,1,0.037,0,15.91,3.288,1.223,1,0.088,0.001,13.39,5.353,1.296,1.001,0.005,-97.1,-208.4,0,31.41,24.94,6.345,17.84
8/20/19 11:30,2273,232,1130,0.034,0,16.76,3.177,1.212,1,0.037,0.001,15.89,3.286,1.223,1.001,0.088,0.001,13.39,5.353,1.296,1.001,0.005,-99.4,-206.5,0,31.42,24.9,6.291,17.83
8/20/19 11:45,2274,232,1145,0.034,0,17.25,3.179,1.212,1,0.037,0.001,15.84,3.286,1.223,1.001,0.088,0,13.38,5.355,1.296,1,0.005,-100.9,-205.2,0,30.93,23.84,6.272,17.82
8/20/19 12:00,2275,232,1200,0.034,0.001,18.05,3.175,1.212,1.001,0.037,0,15.83,3.286,1.223,1.001,0.088,0,13.37,5.355,1.296,1,0.005,-102.9,-203.4,0,33.01,22.79,6.229,17.82
8/20/19 12:15,2276,232,1215,0.034,0,19.37,3.179,1.212,1,0.037,0,15.82,3.287,1.223,1.001,0.088,0.001,13.38,5.355,1.296,1,0.005,-104.8,-201.5,0,32.76,22.62,6.238,17.82
8/20/19 12:30,2277,232,1230,0.034,0,20.79,3.179,1.212,1,0.037,0.001,15.8,3.286,1.223,1.001,0.088,0.001,13.36,5.354,1.296,1.001,0.005,-106.6,-199.6,0,32.3,22.01,6.015,17.77
8/20/19 12:45,2278,232,1245,0.034,0,22.17,3.181,1.212,1,0.037,0.001,15.77,3.283,1.223,1.001,0.088,0.001,13.39,5.354,1.296,1.001,0.005,-106.5,-199.8,0,30.63,21.86,5.764,17.73
8/20/19 13:00,2279,232,1300,0.035,0,23.29,3.201,1.213,1,0.037,0.001,15.75,3.261,1.222,1.001,0.088,0.001,13.38,5.354,1.296,1.001,0.004,-105.4,-200.5,0,31.52,21.83,5.759,17.73
8/20/19 13:15,2280,232,1315,0.035,0,23.41,3.201,1.213,1,0.037,0,15.74,3.264,1.222,1,0.088,0.001,13.39,5.353,1.296,1.001,0.004,-104.5,-201.5,0,33.4,22.06,5.744,17.72
8/20/19 13:30,2281,232,1330,0.035,0,22.98,3.2,1.213,1,0.037,0.001,15.75,3.263,1.222,1.001,0.088,0.001,13.39,5.327,1.295,1.001,0.004,-103.4,-202.8,0,32.31,22.14,5.787,17.73
8/20/19 13:45,2282,232,1345,0.035,0,22.61,3.201,1.213,1,0.037,0,15.76,3.263,1.222,1.001,0.088,0.001,13.38,5.355,1.296,1,0.004,-103.5,-202.5,0,29.23,21.94,5.906,17.75
8/20/19 14:00,2283,232,1400,0.035,0,22.43,3.202,1.213,1,0.037,0,15.75,3.264,1.222,1,0.088,0.001,13.38,5.352,1.296,1.001,0.004,-104.5,-201.6,0,27.6,22.08,5.789,17.73
8/20/19 14:15,2284,232,1415,0.035,0,22.6,3.202,1.213,1,0.037,0,15.74,3.265,1.222,1,0.088,0.001,13.38,5.329,1.295,1.001,0.004,-105.9,-200.3,0,25.59,22.1,5.776,17.73
8/20/19 14:30,2285,232,1430,0.035,0,23.45,3.203,1.213,1,0.037,0.001,15.75,3.262,1.222,1.001,0.088,0,13.39,5.353,1.296,1,0.004,-107.5,-198.9,0,24.21,22.26,5.811,17.74
8/20/19 14:45,2286,232,1445,0.035,0,23.66,3.201,1.213,1,0.037,0,15.78,3.266,1.222,1,0.088,0,13.36,5.328,1.295,1,0.004,-108.8,-197.9,0,23.25,23.97,5.885,17.75
8/20/19 15:00,2287,232,1500,0.035,0.001,23.36,3.198,1.213,1.001,0.036,0.001,15.79,3.262,1.222,1.001,0.088,0.001,13.38,5.327,1.295,1,0.004,-109.9,-197.1,0,21.56,24.54,5.93,17.76
8/20/19 15:15,2288,232,1515,0.035,0,23.1,3.201,1.213,1,0.037,0.001,15.81,3.262,1.222,1.001,0.088,0.001,13.37,5.327,1.295,1,0.004,-111.7,-195.5,0,20.77,23.87,5.96,17.76
8/20/19 15:30,2289,232,1530,0.035,0,23.4,3.203,1.213,1,0.037,0,15.85,3.263,1.222,1.001,0.088,0.001,13.38,5.327,1.295,1,0.004,-113,-194.4,0,20.88,22.06,6.024,17.78
8/20/19 15:45,2290,232,1545,0.035,0,23.99,3.203,1.213,1,0.037,0,15.83,3.264,1.222,1,0.088,0.001,13.37,5.326,1.295,1.001,0.004,-113.9,-193.8,0,20.48,21.52,6.052,17.78
8/20/19 16:00,2291,232,1600,0.035,0,24.83,3.201,1.213,1,0.037,0,15.85,3.266,1.222,1,0.088,0.001,13.38,5.326,1.295,1.001,0.004,-114.7,-193.1,0,19.52,21.3,6.021,17.78
8/20/19 16:15,2292,232,1615,0.035,0.001,25.65,3.198,1.213,1.001,0.037,0.001,15.9,3.262,1.222,1.001,0.088,0.001,13.38,5.327,1.295,1,0.004,-115.4,-191.9,0,19.13,21.08,5.976,17.77
8/20/19 16:30,2293,232,1630,0.035,0.001,26.33,3.201,1.213,1,0.037,0.001,15.94,3.262,1.222,1.001,0.088,0.001,13.38,5.327,1.295,1.001,0.004,-115.5,-192.1,0,18.48,21.97,5.959,17.76
8/20/19 16:45,2294,232,1645,0.036,0,26.82,3.225,1.214,1,0.037,0,15.94,3.264,1.222,1,0.088,0.001,13.39,5.326,1.295,1.001,0.004,-115.1,-192.2,0,19.06,22.62,5.884,17.75
8/20/19 17:00,2295,232,1700,0.036,0,27.19,3.226,1.214,1,0.037,0,15.95,3.266,1.222,1,0.088,0.001,13.35,5.326,1.295,1.001,0.004,-114.8,-192.7,0,17.09,21.78,5.82,17.74
8/20/19 17:15,2296,232,1715,0.036,0.001,27.33,3.223,1.214,1,0.037,0,15.96,3.263,1.222,1,0.088,0.001,13.36,5.326,1.295,1.001,0.004,-113.8,-193.7,0,14.56,20.51,5.761,17.73
8/20/19 17:30,2297,232,1730,0.036,0,27.18,3.225,1.214,1,0.037,0.001,16.04,3.262,1.222,1.001,0.088,0.001,13.38,5.327,1.295,1.001,0.004,-112.5,-195,0,14.3,18.63,5.674,17.71
8/20/19 17:45,2298,232,1745,0.036,0,26.72,3.224,1.214,1,0.037,0,16.06,3.266,1.222,1,0.088,0.001,13.38,5.327,1.295,1.001,0.003,-110.1,-197.1,0,12.49,17.2,5.668,17.71
8/20/19 18:00,2299,232,1800,0.035,0.001,26.2,3.22,1.214,1.001,0.037,0,16.1,3.263,1.222,1,0.088,0,13.35,5.329,1.295,1,0.003,-107.9,-198.8,0,11.01,15.96,4.859,17.69
8/20/19 18:15,2300,232,1815,0.035,0,25.62,3.2,1.213,1,0.037,0,16.11,3.263,1.222,1,0.088,0,13.37,5.328,1.295,1,0.003,-104.4,-202.1,0,10.1,15.41,4.746,17.67
8/20/19 18:30,2301,232,1830,0.035,0,24.88,3.201,1.213,1,0.036,0.001,16.15,3.259,1.222,1.001,0.088,0.001,13.36,5.327,1.295,1,0.003,-100.5,-205.6,0,10.21,15.49,4.663,17.66
8/20/19 18:45,2302,232,1845,0.035,0,24.1,3.202,1.213,1,0.036,0.001,16.17,3.261,1.222,1.001,0.088,0.001,13.36,5.327,1.295,1,0.003,-98.1,-207.5,0,9.05,15.44,4.572,17.65
8/20/19 19:00,2303,232,1900,0.035,0,23.35,3.2,1.213,1,0.036,0.001,16.21,3.262,1.222,1.001,0.088,0.001,13.37,5.328,1.295,1,0.003,-96.1,-209.1,0,7.591,14.8,4.459,17.63
8/20/19 19:15,2304,232,1915,0.035,0,22.61,3.204,1.213,1,0.036,0.001,16.26,3.26,1.222,1.001,0.088,0.001,13.36,5.327,1.295,1,0.003,-94.7,-210.2,0,6.539,14.27,4.334,17.62
8/20/19 19:30,2305,232,1930,0.035,0,21.96,3.202,1.213,1,0.037,0.001,16.27,3.261,1.222,1.001,0.088,0,13.37,5.329,1.295,1,0.003,-92.5,-212.6,0,6.26,13.71,4.289,17.61
8/20/19 19:45,2306,232,1945,0.035,0,21.27,3.199,1.213,1,0.037,0,16.3,3.265,1.222,1,0.088,0,13.37,5.329,1.295,1,0.003,-91.6,-212.9,0,5.006,12.9,4.19,17.6
8/20/19 20:00,2307,232,2000,0.034,0.001,20.68,3.176,1.212,1,0.037,0,16.3,3.264,1.222,1,0.088,0.001,13.38,5.325,1.295,1.001,0.003,-90.7,-213.5,0,4.695,12.58,4.153,17.59
8/20/19 20:15,2308,232,2015,0.034,0,20.12,3.179,1.212,1,0.037,0.001,16.38,3.264,1.222,1.001,0.088,0.001,13.36,5.326,1.295,1.001,0.003,-89.7,-214.6,0,4.827,12.66,4.091,17.59
8/20/19 20:30,2309,232,2030,0.034,0,19.58,3.178,1.212,1,0.037,0.001,16.4,3.285,1.223,1.001,0.088,0.001,13.36,5.327,1.295,1.001,0.003,-88.8,-215.4,0,5.095,13.43,4.061,17.58
8/20/19 20:45,2310,232,2045,0.034,0,19.09,3.178,1.212,1,0.037,0,16.43,3.288,1.223,1,0.088,0.001,13.4,5.326,1.295,1.001,0.003,-88.3,-215.9,0,4.459,12.8,4.047,17.58
8/20/19 21:00,2311,232,2100,0.034,0,18.66,3.179,1.212,1,0.037,0,16.45,3.287,1.223,1.001,0.088,0,13.37,5.328,1.295,1,0.003,-87.7,-216.4,0,4.363,12.32,3.995,17.57
8/20/19 21:15,2312,232,2115,0.034,0.001,18.26,3.177,1.212,1,0.037,0,16.47,3.288,1.223,1,0.088,0.001,13.36,5.327,1.295,1,0.003,-86.7,-217.6,0,5.048,11.7,3.953,17.57
8/20/19 21:30,2313,232,2130,0.034,0.001,17.89,3.177,1.212,1,0.037,0.001,16.49,3.286,1.223,1.001,0.088,0,13.34,5.328,1.295,1,0.003,-86.8,-217.2,0,5.331,12.63,4.037,17.58
8/20/19 21:45,2314,232,2145,0.034,0,17.56,3.177,1.212,1,0.037,0.001,16.52,3.285,1.223,1.001,0.088,0.001,13.38,5.327,1.295,1.001,0.003,-86.7,-217.2,0,5.226,12.72,4.103,17.59
8/20/19 22:00,2315,232,2200,0.034,0,17.29,3.177,1.212,1,0.037,0,16.51,3.288,1.223,1,0.088,0.001,13.37,5.326,1.295,1.001,0.003,-86.7,-217,0,5.889,12.67,4.08,17.59
8/20/19 22:15,2316,232,2215,0.034,0.001,17.02,3.176,1.212,1,0.037,0.001,16.54,3.284,1.223,1.001,0.088,0.001,13.37,5.326,1.295,1.001,0.003,-86.7,-217.1,0,6.589,12.66,4.088,17.59
8/20/19 22:30,2317,232,2230,0.034,0,16.82,3.177,1.212,1,0.037,0.001,16.56,3.285,1.223,1.001,0.088,0,13.34,5.328,1.295,1,0.003,-86.1,-217.7,0,6.808,12.62,4.166,17.6
8/20/19 22:45,2318,232,2245,0.034,0,16.62,3.154,1.211,1,0.037,0,16.57,3.288,1.223,1,0.088,0,13.37,5.328,1.295,1,0.003,-85.7,-218.2,0,6.247,12.32,4.146,17.59
8/20/19 23:00,2319,232,2300,0.034,0,16.47,3.154,1.211,1,0.037,0,16.56,3.288,1.223,1,0.088,0.001,13.37,5.326,1.295,1.001,0.003,-85,-219.3,0,5.55,11.83,4.128,17.59
8/20/19 23:15,2320,232,2315,0.034,0,16.32,3.156,1.211,1,0.037,0.001,16.6,3.285,1.223,1.001,0.088,0,13.38,5.329,1.295,1,0.003,-84.8,-219.4,0,4.939,11.52,4.087,17.59
8/20/19 23:30,2321,232,2330,0.034,0,16.11,3.156,1.211,1,0.037,0,16.62,3.289,1.223,1,0.088,0,13.36,5.328,1.295,1,0.003,-84.9,-219.2,0,3.736,11.49,4.049,17.58
8/20/19 23:45,2322,232,2345,0.034,0,15.93,3.156,1.211,1,0.037,0,16.59,3.289,1.223,1,0.088,0,13.37,5.328,1.295,1,0.003,-85,-219.2,0,3.426,11.45,4.02,17.58
8/21/19 0:00,2323,233,0,0.034,0.001,15.7,3.153,1.211,1,0.037,0,16.61,3.287,1.223,1.001,0.088,0.001,13.36,5.327,1.295,1,0.003,-84.5,-219.7,0,3.452,11.41,4.009,17.58
