TOA5,CR1000_tower4_N,CR1000,73550,CR1000.Std.28,CPU:SH_Site4_North_3_09302016.CR1,41026,Enviro,,,,,,,,,,,,,,,,,,,,
TIMESTAMP,RECORD,Day_of_Year,Hour,VWC_1_Avg,EC_1_Avg,ST_1_Avg,P_1_Avg,PA_1_Avg,VR_1_Avg,VWC_2_Avg,EC_2_Avg,ST_2_Avg,P_2_Avg,PA_2_Avg,VR_2_Avg,VWC_3_Avg,EC_3_Avg,ST_3_Avg,P_3_Avg,PA_3_Avg,VR_3_Avg,SWE_mv_Avg,JUDD_AT_Avg,JUDD_Depth_Avg,Judd_offset_Avg,TT_C,SBT_C
TS,RN,,,m^3/m^3,dS/m,Deg C,unitless,nSec,unitless,,,,,,,,,,,,,,,,,Deg C,Deg C
,,Smp,Smp,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Smp,Smp
10/7/17 8:15,35689,280,815,0.039,0.001,5.14,3.341,1.22,1,0.044,0.001,6.107,3.544,1.235,1.001,0.089,0,6.76,5.383,1.298,1,0.011,-204.6,-76.57,0,NAN,-273.2
10/7/17 8:30,35690,280,830,0.039,0.001,5.173,3.34,1.22,1,0.044,0.001,6.12,3.549,1.235,1.001,0.089,0.001,6.786,5.381,1.298,1.001,0.011,-205.4,-75.58,0,NAN,-273.2
10/7/17 8:45,35691,280,845,0.039,0.001,5.207,3.34,1.22,1,0.044,0,6.078,3.555,1.235,1,0.089,0,6.797,5.383,1.298,1,0.011,-206.3,-74.17,0,NAN,-273.2
10/7/17 9:00,35692,280,900,0.039,0.001,5.282,3.34,1.22,1,0.044,0,6.148,3.55,1.235,1.001,0.089,0.001,6.79,5.382,1.298,1.001,0.011,-207.1,-73.35,0,NAN,-273.2
10/7/17 9:15,35693,280,915,0.039,0,5.354,3.342,1.22,1,0.044,0.001,6.066,3.549,1.235,1.001,0.089,0.001,6.743,5.381,1.298,1.001,0.011,-205.5,-75.58,0,NAN,-273.2
10/7/17 9:30,35694,280,930,0.039,0,5.452,3.341,1.22,1,0.044,0,6.024,3.551,1.235,1,0.089,0.001,6.781,5.38,1.298,1.001,0.011,-204.6,-76.61,0,NAN,-273.2
10/7/17 9:45,35695,280,945,0.039,0,5.487,3.342,1.22,1,0.044,0,6.054,3.552,1.235,1,0.089,0,6.769,5.382,1.298,1,0.012,-204.8,-76.2,0,NAN,-273.2
10/7/17 10:00,35696,280,1000,0.039,0,5.583,3.342,1.22,1,0.044,0,6.082,3.55,1.235,1,0.089,0.001,6.791,5.38,1.298,1.001,0.012,-206.1,-74.87,0,NAN,-273.2
10/7/17 10:15,35697,280,1015,0.039,0,5.643,3.342,1.22,1,0.044,0,6.091,3.553,1.235,1,0.089,0.001,6.788,5.38,1.298,1.001,0.012,-204.9,-76.03,0,NAN,-273.2
10/7/17 10:30,35698,280,1030,0.039,0.001,5.742,3.34,1.22,1,0.044,0.001,6.05,3.545,1.235,1.001,0.089,0,6.782,5.383,1.298,1,0.012,-205.7,-74.89,0,NAN,-273.2
10/7/17 10:45,35699,280,1045,0.039,0.001,5.918,3.34,1.22,1.001,0.044,0.001,6.065,3.549,1.235,1.001,0.089,0,6.783,5.383,1.298,1,0.012,-206.4,-74.47,0,NAN,-273.2
10/7/17 11:00,35700,280,1100,0.039,0.001,6.076,3.34,1.22,1.001,0.044,0.001,6.035,3.545,1.235,1.001,0.089,0.001,6.791,5.382,1.298,1,0.012,-206.2,-74.07,0,NAN,-273.2
10/7/17 11:15,35701,280,1115,0.039,0.001,6.319,3.34,1.22,1.001,0.044,0,6.012,3.552,1.235,1,0.089,0,6.788,5.383,1.298,1,0.012,-208.2,-71.65,0,NAN,-273.2
10/7/17 11:30,35702,280,1130,0.039,0.001,6.652,3.34,1.22,1,0.044,0.002,5.998,3.542,1.235,1.002,0.089,0.001,6.784,5.38,1.298,1,0.012,-207.8,-72.26,0,NAN,-273.2
10/7/17 11:45,35703,280,1145,0.039,0,6.936,3.342,1.22,1,0.044,0.001,6.038,3.546,1.235,1.001,0.088,0,6.774,5.355,1.296,1,0.012,-208,-72.2,0,NAN,-273.2
10/7/17 12:00,35704,280,1200,0.039,0.001,7.287,3.34,1.22,1,0.044,0.001,6.013,3.542,1.235,1.002,0.088,0,6.785,5.355,1.296,1,0.012,-207.4,-72.52,0,NAN,-273.2
10/7/17 12:15,35705,280,1215,0.039,0.001,7.684,3.34,1.22,1,0.044,0.001,6.055,3.545,1.235,1.001,0.088,0,6.782,5.357,1.296,1,0.011,-208.6,-71.31,0,NAN,-273.2
10/7/17 12:30,35706,280,1230,0.039,0.001,8.07,3.341,1.22,1,0.044,0,6.012,3.553,1.235,1,0.088,0.001,6.777,5.354,1.296,1.001,0.011,-209,-70.59,0,NAN,-273.2
10/7/17 12:45,35707,280,1245,0.039,0,8.46,3.343,1.22,1,0.044,0.001,6.008,3.547,1.235,1.001,0.088,0,6.787,5.356,1.296,1,0.011,-208.5,-71.3,0,NAN,-273.2
10/7/17 13:00,35708,280,1300,0.039,0,8.86,3.366,1.221,1,0.044,0.001,6.031,3.543,1.235,1.002,0.088,0,6.78,5.357,1.296,1,0.011,-209.5,-70.04,0,NAN,-273.2
10/7/17 13:15,35709,280,1315,0.039,0,9.2,3.365,1.221,1,0.044,0,6.036,3.555,1.235,1,0.088,0,6.788,5.355,1.296,1,0.011,-207.8,-72.57,0,NAN,-273.2
10/7/17 13:30,35710,280,1330,0.039,0,9.44,3.366,1.221,1,0.044,0.001,6.026,3.548,1.235,1.001,0.088,0,6.789,5.355,1.296,1,0.01,-207.5,-72.71,0,NAN,-273.2
10/7/17 13:45,35711,280,1345,0.039,0,9.54,3.366,1.221,1,0.044,0.001,6.048,3.546,1.235,1.001,0.088,0,6.801,5.355,1.296,1,0.01,-207.5,-72.7,0,NAN,-273.2
10/7/17 14:00,35712,280,1400,0.039,0.001,9.62,3.365,1.221,1,0.044,0.001,6.041,3.543,1.235,1.002,0.088,0.001,6.778,5.355,1.296,1,0.01,-208.2,-71.69,0,NAN,-273.2
10/7/17 14:15,35713,280,1415,0.039,0.001,9.62,3.365,1.221,1,0.044,0,6.102,3.555,1.235,1,0.088,0,6.803,5.355,1.296,1,0.01,-208.3,-71.81,0,NAN,-273.2
10/7/17 14:30,35714,280,1430,0.039,0.001,9.62,3.364,1.221,1.001,0.044,0.001,6.098,3.542,1.235,1.002,0.088,0,6.8,5.357,1.296,1,0.01,-206.9,-73.49,0,NAN,-273.2
10/7/17 14:45,35715,280,1445,0.039,0.001,9.64,3.365,1.221,1,0.044,0,6.196,3.555,1.235,1,0.088,0.001,6.763,5.354,1.296,1.001,0.01,-206.7,-73.68,0,NAN,-273.2
10/7/17 15:00,35716,280,1500,0.039,0.001,9.61,3.364,1.221,1,0.044,0,6.201,3.551,1.235,1,0.088,0,6.789,5.355,1.296,1,0.01,-207.1,-73.21,0,NAN,-273.2
10/7/17 15:15,35717,280,1515,0.039,0.001,9.6,3.364,1.221,1.001,0.044,0,6.191,3.555,1.235,1,0.088,0,6.799,5.357,1.296,1,0.01,-207.8,-72.22,0,NAN,-273.2
10/7/17 15:30,35718,280,1530,0.039,0.001,9.59,3.363,1.221,1.001,0.044,0.001,6.216,3.542,1.235,1.002,0.088,0.001,6.79,5.354,1.296,1,0.01,-206.3,-74.21,0,NAN,-273.2
10/7/17 15:45,35719,280,1545,0.039,0,9.52,3.367,1.221,1,0.044,0.001,6.258,3.546,1.235,1.001,0.088,0,6.784,5.355,1.296,1,0.01,-207.4,-72.81,0,NAN,-273.2
10/7/17 16:00,35720,280,1600,0.039,0,9.46,3.367,1.221,1,0.044,0,6.307,3.551,1.235,1,0.088,0.001,6.777,5.355,1.296,1,0.01,-206.2,-74.43,0,NAN,-273.2
10/7/17 16:15,35721,280,1615,0.039,0.001,9.4,3.364,1.221,1,0.044,0.001,6.359,3.548,1.235,1.001,0.088,0.001,6.786,5.354,1.296,1,0.009,-208.5,-71.03,0,NAN,-273.2
10/7/17 16:30,35722,280,1630,0.039,0.001,9.34,3.365,1.221,1,0.044,0,6.362,3.556,1.235,1,0.088,0,6.805,5.355,1.296,1,0.009,-209.5,-70.02,0,NAN,-273.2
10/7/17 16:45,35723,280,1645,0.039,0.001,9.26,3.365,1.221,1,0.044,0.001,6.445,3.548,1.235,1.001,0.088,0.001,6.798,5.354,1.296,1.001,0.009,-209,-70.77,0,NAN,-273.2
10/7/17 17:00,35724,280,1700,0.039,0.001,9.21,3.362,1.221,1.001,0.044,0,6.475,3.556,1.235,1,0.088,0,6.81,5.355,1.296,1,0.009,-206.5,-74.17,0,NAN,-273.2
10/7/17 17:15,35725,280,1715,0.039,0,9.12,3.366,1.221,1,0.044,0.001,6.511,3.547,1.235,1.001,0.088,0,6.791,5.356,1.296,1,0.009,-206.4,-74.02,0,NAN,-273.2
10/7/17 17:30,35726,280,1730,0.039,0.001,9.07,3.365,1.221,1,0.044,0,6.547,3.555,1.235,1,0.088,0.001,6.798,5.355,1.296,1,0.009,-207.2,-73.09,0,NAN,-273.2
10/7/17 17:45,35727,280,1745,0.039,0,8.97,3.368,1.221,1,0.044,0.001,6.543,3.543,1.235,1.002,0.088,0,6.815,5.355,1.296,1,0.009,-205.4,-75.52,0,NAN,-273.2
10/7/17 18:00,35728,280,1800,0.039,0.001,8.88,3.365,1.221,1,0.044,0.001,6.608,3.55,1.235,1.001,0.088,0,6.783,5.356,1.296,1,0.009,-206.1,-74.59,0,NAN,-273.2
10/7/17 18:15,35729,280,1815,0.039,0,8.78,3.365,1.221,1,0.044,0,6.628,3.554,1.235,1,0.088,0.001,6.795,5.354,1.296,1.001,0.009,-204.7,-76.41,0,NAN,-273.2
10/7/17 18:30,35730,280,1830,0.039,0,8.7,3.367,1.221,1,0.044,0,6.68,3.554,1.235,1,0.088,0.001,6.817,5.354,1.296,1.001,0.009,-205.6,-75.37,0,NAN,-273.2
10/7/17 18:45,35731,280,1845,0.039,0.001,8.61,3.365,1.221,1,0.044,0,6.702,3.554,1.235,1,0.088,0.001,6.811,5.354,1.296,1,0.009,-204.7,-76.46,0,NAN,-273.2
10/7/17 19:00,35732,280,1900,0.039,0,8.47,3.367,1.221,1,0.044,0.001,6.713,3.548,1.235,1.001,0.088,0,6.803,5.355,1.296,1,0.009,-205.3,-75.72,0,NAN,-273.2
10/7/17 19:15,35733,280,1915,0.039,0,8.38,3.366,1.221,1,0.044,0,6.754,3.553,1.235,1,0.088,0.001,6.803,5.354,1.296,1.001,0.009,-205.1,-75.79,0,NAN,-273.2
10/7/17 19:30,35734,280,1930,0.039,0.001,8.25,3.365,1.221,1,0.044,0,6.775,3.551,1.235,1,0.088,0.001,6.81,5.352,1.296,1.001,0.009,-205.8,-75.26,0,NAN,-273.2
10/7/17 19:45,35735,280,1945,0.039,0,8.17,3.366,1.221,1,0.044,0.001,6.812,3.545,1.235,1.001,0.088,0.001,6.788,5.354,1.296,1.001,0.009,-204.3,-76.89,0,NAN,-273.2
10/7/17 20:00,35736,280,2000,0.039,0.001,8.07,3.364,1.221,1,0.044,0,6.862,3.55,1.235,1.001,0.088,0.001,6.83,5.355,1.296,1,0.009,-203.5,-78.16,0,NAN,-273.2
10/7/17 20:15,35737,280,2015,0.039,0,7.95,3.366,1.221,1,0.044,0,6.861,3.554,1.235,1,0.088,0.001,6.797,5.357,1.296,1,0.009,-205.6,-75.24,0,NAN,-273.2
10/7/17 20:30,35738,280,2030,0.039,0.001,7.852,3.365,1.221,1,0.044,0,6.885,3.553,1.235,1,0.089,0.001,6.801,5.38,1.298,1.001,0.009,-206,-74.65,0,NAN,-273.2
10/7/17 20:45,35739,280,2045,0.039,0.001,7.742,3.365,1.221,1,0.044,0.001,6.915,3.549,1.235,1.001,0.089,0,6.785,5.382,1.298,1,0.009,-205.1,-76.21,0,NAN,-273.2
10/7/17 21:00,35740,280,2100,0.039,0,7.673,3.366,1.221,1,0.044,0,6.921,3.551,1.235,1,0.089,0,6.823,5.384,1.298,1,0.009,-203.5,-78.11,0,NAN,-273.2
10/7/17 21:15,35741,280,2115,0.039,0,7.55,3.366,1.221,1,0.044,0,6.963,3.551,1.235,1,0.089,0,6.821,5.383,1.298,1,0.009,-204.6,-76.51,0,NAN,-273.2
10/7/17 21:30,35742,280,2130,0.039,0.001,7.481,3.364,1.221,1,0.044,0,6.973,3.552,1.235,1,0.089,0,6.784,5.384,1.298,1,0.009,-204.2,-77.26,0,NAN,-273.2
10/7/17 21:45,35743,280,2145,0.039,0.001,7.421,3.364,1.221,1.001,0.044,0,6.996,3.553,1.235,1,0.089,0.001,6.817,5.382,1.298,1,0.009,-205,-76.31,0,NAN,-273.2
10/7/17 22:00,35744,280,2200,0.039,0.001,7.343,3.363,1.221,1.001,0.044,0.001,7.001,3.547,1.235,1.001,0.089,0.001,6.814,5.381,1.298,1.001,0.009,-206.3,-74.13,0,NAN,-273.2
10/7/17 22:15,35745,280,2215,0.039,0.001,7.248,3.365,1.221,1,0.044,0.001,6.998,3.546,1.235,1.001,0.089,0.001,6.801,5.381,1.298,1.001,0.009,-206.3,-74.32,0,NAN,-273.2
10/7/17 22:30,35746,280,2230,0.039,0.001,7.151,3.365,1.221,1,0.044,0,7.007,3.552,1.235,1,0.089,0.001,6.783,5.382,1.298,1,0.009,-206,-74.66,0,NAN,-273.2
10/7/17 22:45,35747,280,2245,0.039,0.001,7.132,3.364,1.221,1.001,0.044,0.001,7.048,3.545,1.235,1.001,0.089,0.001,6.804,5.382,1.298,1,0.009,-207.7,-72.48,0,NAN,-273.2
10/7/17 23:00,35748,280,2300,0.039,0,7.053,3.365,1.221,1,0.044,0,7.044,3.551,1.235,1,0.089,0.001,6.828,5.382,1.298,1,0.009,-206.3,-74.75,0,NAN,-273.2
10/7/17 23:15,35749,280,2315,0.039,0.001,6.988,3.363,1.221,1.001,0.044,0,7.024,3.554,1.235,1,0.089,0,6.842,5.383,1.298,1,0.009,-204.4,-77.16,0,NAN,-273.2
10/7/17 23:30,35750,280,2330,0.039,0.001,6.929,3.365,1.221,1,0.044,0.001,7.058,3.546,1.235,1.001,0.089,0,6.817,5.383,1.298,1,0.009,-203.3,-78.29,0,NAN,-273.2
10/7/17 23:45,35751,280,2345,0.039,0.001,6.906,3.364,1.221,1.001,0.044,0,7.071,3.55,1.235,1,0.089,0.001,6.811,5.38,1.298,1.001,0.009,-203.4,-78.12,0,NAN,-273.2
10/8/17 0:00,35752,281,0,0.039,0.001,6.855,3.365,1.221,1,0.044,0,7.059,3.55,1.235,1.001,0.089,0,6.798,5.382,1.298,1,0.009,-203.6,-78.16,0,NAN,-273.2
10/8/17 0:15,35753,281,15,0.039,0.001,6.836,3.365,1.221,1,0.044,0.001,7.051,3.549,1.235,1.001,0.089,0,6.82,5.385,1.298,1,0.009,-202.2,-79.77,0,NAN,-273.2
10/8/17 0:30,35754,281,30,0.039,0.001,6.799,3.364,1.221,1.001,0.044,0.001,7.079,3.548,1.235,1.001,0.089,0.001,6.814,5.381,1.298,1.001,0.009,-203.6,-78.07,0,NAN,-273.2
10/8/17 0:45,35755,281,45,0.039,0.001,6.751,3.364,1.221,1.001,0.044,0.001,7.056,3.547,1.235,1.001,0.089,0.001,6.801,5.382,1.298,1,0.009,-202.4,-79.56,0,NAN,-273.2
10/8/17 1:00,35756,281,100,0.039,0.001,6.735,3.365,1.221,1,0.044,0,7.078,3.552,1.235,1,0.089,0,6.815,5.383,1.298,1,0.009,-202.3,-79.84,0,NAN,-273.2
10/8/17 1:15,35757,281,115,0.039,0.001,6.696,3.363,1.221,1.001,0.044,0.001,7.08,3.547,1.235,1.001,0.089,0,6.819,5.382,1.298,1,0.009,-203.1,-78.48,0,NAN,-273.2
10/8/17 1:30,35758,281,130,0.039,0.001,6.697,3.363,1.221,1.001,0.044,0,7.071,3.551,1.235,1,0.089,0.001,6.84,5.381,1.298,1.001,0.009,-203.6,-78.05,0,NAN,-273.2
10/8/17 1:45,35759,281,145,0.039,0,6.672,3.366,1.221,1,0.044,0,7.062,3.551,1.235,1,0.089,0,6.828,5.382,1.298,1,0.01,-203.5,-78.18,0,NAN,-273.2
10/8/17 2:00,35760,281,200,0.039,0,6.628,3.366,1.221,1,0.044,0.001,7.079,3.548,1.235,1.001,0.089,0,6.849,5.383,1.298,1,0.01,-203.6,-78.07,0,NAN,-273.2
10/8/17 2:15,35761,281,215,0.039,0.001,6.583,3.364,1.221,1,0.044,0,7.055,3.551,1.235,1,0.089,0.001,6.835,5.381,1.298,1.001,0.01,-202.7,-79.12,0,NAN,-273.2
10/8/17 2:30,35762,281,230,0.039,0,6.537,3.366,1.221,1,0.044,0,7.06,3.551,1.235,1,0.089,0,6.83,5.384,1.298,1,0.01,-201.4,-81.3,0,NAN,-273.2
10/8/17 2:45,35763,281,245,0.039,0.001,6.514,3.363,1.221,1.001,0.044,0.001,7.058,3.549,1.235,1.001,0.089,0.001,6.835,5.381,1.298,1.001,0.01,-199.4,-83.3,0,NAN,-273.2
10/8/17 3:00,35764,281,300,0.039,0.001,6.454,3.364,1.221,1,0.044,0.001,7.028,3.549,1.235,1.001,0.089,0,6.824,5.383,1.298,1,0.01,-202.2,-79.76,0,NAN,-273.2
10/8/17 3:15,35765,281,315,0.039,0.001,6.36,3.363,1.221,1,0.044,0.001,7.029,3.548,1.235,1.001,0.089,0,6.835,5.382,1.298,1,0.01,-204.4,-76.69,0,NAN,-273.2
10/8/17 3:30,35766,281,330,0.039,0.001,6.366,3.339,1.22,1.001,0.044,0,7.048,3.55,1.235,1.001,0.089,0,6.828,5.383,1.298,1,0.01,-204.8,-76.64,0,NAN,-273.2
10/8/17 3:45,35767,281,345,0.039,0.001,6.287,3.341,1.22,1,0.044,0,7.041,3.553,1.235,1,0.089,0.001,6.854,5.381,1.298,1.001,0.01,-203.8,-78.02,0,NAN,-273.2
10/8/17 4:00,35768,281,400,0.039,0.001,6.223,3.341,1.22,1,0.044,0,7.059,3.55,1.235,1,0.089,0.001,6.827,5.382,1.298,1.001,0.01,-202.3,-79.75,0,NAN,-273.2
10/8/17 4:15,35769,281,415,0.039,0.001,6.192,3.34,1.22,1,0.044,0,7.037,3.551,1.235,1,0.089,0.001,6.842,5.381,1.298,1.001,0.01,-203.6,-77.98,0,NAN,-273.2
10/8/17 4:30,35770,281,430,0.039,0.001,6.101,3.341,1.22,1,0.044,0.001,7.035,3.549,1.235,1.001,0.089,0,6.849,5.383,1.298,1,0.01,-203,-79.12,0,NAN,-273.2
10/8/17 4:45,35771,281,445,0.039,0.001,5.997,3.34,1.22,1.001,0.044,0,7.012,3.552,1.235,1,0.089,0.001,6.84,5.382,1.298,1,0.01,-202.5,-79.42,0,NAN,-273.2
10/8/17 5:00,35772,281,500,0.039,0.001,5.941,3.341,1.22,1,0.044,0,6.997,3.551,1.235,1,0.089,0.001,6.859,5.382,1.298,1,0.01,-202.1,-80.3,0,NAN,-273.2
10/8/17 5:15,35773,281,515,0.039,0.001,5.861,3.341,1.22,1,0.044,0,6.982,3.554,1.235,1,0.089,0,6.852,5.382,1.298,1,0.01,-201.5,-81,0,NAN,-273.2
10/8/17 5:30,35774,281,530,0.039,0.001,5.798,3.34,1.22,1,0.044,0,7.004,3.55,1.235,1,0.089,0,6.834,5.383,1.298,1,0.01,-202.5,-79.46,0,NAN,-273.2
10/8/17 5:45,35775,281,545,0.039,0.001,5.733,3.341,1.22,1,0.044,0,6.966,3.553,1.235,1,0.089,0,6.863,5.383,1.298,1,0.01,-204.8,-76.14,0,NAN,-273.2
10/8/17 6:00,35776,281,600,0.039,0.001,5.642,3.34,1.22,1.001,0.044,0.001,6.968,3.546,1.235,1.001,0.089,0,6.87,5.383,1.298,1,0.01,-206.5,-74.29,0,NAN,-273.2
10/8/17 6:15,35777,281,615,0.039,0,5.544,3.343,1.22,1,0.044,0.001,6.922,3.547,1.235,1.001,0.089,0,6.85,5.383,1.298,1,0.01,-205.3,-75.84,0,NAN,-273.2
10/8/17 6:30,35778,281,630,0.039,0.001,5.455,3.34,1.22,1,0.044,0.001,6.969,3.546,1.235,1.001,0.089,0.001,6.85,5.381,1.298,1.001,0.01,-204.5,-76.95,0,NAN,-273.2
10/8/17 6:45,35779,281,645,0.039,0.001,5.355,3.341,1.22,1,0.044,0.001,6.972,3.545,1.235,1.001,0.089,0,6.851,5.383,1.298,1,0.01,-203.8,-77.83,0,NAN,-273.2
10/8/17 7:00,35780,281,700,0.039,0.001,5.249,3.339,1.22,1.001,0.044,0.001,6.941,3.547,1.235,1.001,0.089,0,6.854,5.383,1.298,1,0.01,-204.2,-77.15,0,NAN,-273.2
10/8/17 7:15,35781,281,715,0.039,0,5.145,3.341,1.22,1,0.044,0,6.926,3.552,1.235,1,0.089,0.001,6.829,5.382,1.298,1,0.01,-203.4,-78.51,0,NAN,-273.2
10/8/17 7:30,35782,281,730,0.039,0,5.08,3.342,1.22,1,0.044,0.001,6.908,3.55,1.235,1.001,0.089,0.001,6.864,5.382,1.298,1,0.01,-203.6,-78,0,NAN,-273.2
10/8/17 7:45,35783,281,745,0.039,0,5.039,3.342,1.22,1,0.044,0.001,6.883,3.547,1.235,1.001,0.089,0.001,6.857,5.381,1.298,1.001,0.01,-203.6,-78.17,0,NAN,-273.2
10/8/17 8:00,35784,281,800,0.039,0,4.976,3.342,1.22,1,0.044,0.001,6.887,3.549,1.235,1.001,0.089,0,6.866,5.384,1.298,1,0.01,-202,-80.1,0,NAN,-273.2
10/8/17 8:15,35785,281,815,0.039,0,4.959,3.342,1.22,1,0.044,0,6.866,3.552,1.235,1,0.089,0,6.882,5.383,1.298,1,0.01,-203.9,-77.3,0,NAN,-273.2
10/8/17 8:30,35786,281,830,0.039,0,4.929,3.343,1.22,1,0.044,0.001,6.883,3.548,1.235,1.001,0.089,0,6.871,5.382,1.298,1,0.01,-202.4,-80.1,0,NAN,-273.2
10/8/17 8:45,35787,281,845,0.039,0.001,4.9,3.34,1.22,1,0.044,0.001,6.85,3.547,1.235,1.001,0.089,0,6.873,5.383,1.298,1,0.01,-200.8,-81.8,0,NAN,-273.2
10/8/17 9:00,35788,281,900,0.039,0.001,4.937,3.341,1.22,1,0.044,0.001,6.843,3.549,1.235,1.001,0.089,0.001,6.899,5.381,1.298,1.001,0.01,-201.6,-80.4,0,NAN,-273.2
10/8/17 9:15,35789,281,915,0.039,0.001,4.943,3.34,1.22,1,0.044,0.001,6.82,3.549,1.235,1.001,0.089,0.001,6.873,5.382,1.298,1,0.011,-202.8,-79.28,0,NAN,-273.2
10/8/17 9:30,35790,281,930,0.039,0.001,4.993,3.34,1.22,1,0.044,0.001,6.806,3.548,1.235,1.001,0.089,0.001,6.903,5.382,1.298,1,0.011,-202.7,-79.03,0,NAN,-273.2
10/8/17 9:45,35791,281,945,0.039,0.001,5.048,3.34,1.22,1,0.044,0.001,6.815,3.549,1.235,1.001,0.089,0.001,6.897,5.382,1.298,1,0.011,-203.3,-78.51,0,NAN,-273.2
10/8/17 10:00,35792,281,1000,0.039,0,5.067,3.342,1.22,1,0.044,0.001,6.778,3.549,1.235,1.001,0.089,0.001,6.856,5.381,1.298,1.001,0.011,-201.9,-80.2,0,NAN,-273.2
10/8/17 10:15,35793,281,1015,0.039,0,5.097,3.342,1.22,1,0.044,0.001,6.757,3.549,1.235,1.001,0.089,0.001,6.899,5.38,1.298,1.001,0.012,-203.7,-77.99,0,NAN,-273.2
10/8/17 10:30,35794,281,1030,0.039,0.001,5.165,3.341,1.22,1,0.044,0.001,6.737,3.548,1.235,1.001,0.089,0,6.884,5.383,1.298,1,0.012,-203.6,-78.11,0,NAN,-273.2
10/8/17 10:45,35795,281,1045,0.039,0.001,5.263,3.34,1.22,1.001,0.044,0.001,6.767,3.549,1.235,1.001,0.089,0.001,6.9,5.381,1.298,1.001,0.012,-204.2,-77.05,0,NAN,-273.2
10/8/17 11:00,35796,281,1100,0.039,0.001,5.379,3.339,1.22,1.001,0.044,0.001,6.765,3.546,1.235,1.001,0.089,0.001,6.895,5.382,1.298,1,0.012,-203.9,-77.43,0,NAN,-273.2
10/8/17 11:15,35797,281,1115,0.039,0.001,5.595,3.339,1.22,1.001,0.044,0.001,6.701,3.547,1.235,1.001,0.089,0,6.903,5.383,1.298,1,0.012,-204.3,-77.07,0,NAN,-273.2
10/8/17 11:30,35798,281,1130,0.039,0.001,5.827,3.34,1.22,1,0.044,0,6.723,3.55,1.235,1,0.089,0,6.861,5.384,1.298,1,0.012,-204.6,-76.42,0,NAN,-273.2
10/8/17 11:45,35799,281,1145,0.039,0.001,6.104,3.341,1.22,1,0.044,0,6.681,3.551,1.235,1,0.089,0,6.889,5.383,1.298,1,0.012,-206.9,-73.32,0,NAN,-273.2
10/8/17 12:00,35800,281,1200,0.039,0.001,6.4,3.342,1.22,1,0.044,0,6.676,3.555,1.235,1,0.089,0,6.896,5.382,1.298,1,0.012,-208,-72.4,0,NAN,-273.2
10/8/17 12:15,35801,281,1215,0.039,0.001,6.747,3.364,1.221,1,0.044,0,6.686,3.555,1.235,1,0.089,0,6.916,5.383,1.298,1,0.012,-204.8,-76.12,0,NAN,-273.2
10/8/17 12:30,35802,281,1230,0.039,0.001,7.119,3.364,1.221,1.001,0.044,0.001,6.627,3.545,1.235,1.001,0.089,0.001,6.885,5.38,1.298,1.001,0.012,-206.9,-73.37,0,NAN,-273.2
10/8/17 12:45,35803,281,1245,0.039,0.001,7.467,3.363,1.221,1.001,0.044,0,6.655,3.554,1.235,1,0.089,0,6.912,5.384,1.298,1,0.012,-205.6,-75.29,0,NAN,-273.2
10/8/17 13:00,35804,281,1300,0.039,0.001,7.821,3.364,1.221,1.001,0.044,0.001,6.629,3.544,1.235,1.002,0.089,0,6.903,5.383,1.298,1,0.012,-207.3,-72.89,0,NAN,-273.2
10/8/17 13:15,35805,281,1315,0.039,0.001,8.2,3.361,1.221,1.001,0.044,0.001,6.605,3.544,1.235,1.001,0.089,0,6.895,5.383,1.298,1,0.011,-208.8,-71.1,0,NAN,-273.2
10/8/17 13:30,35806,281,1330,0.039,0,8.41,3.367,1.221,1,0.043,0,6.613,3.526,1.234,1,0.089,0,6.9,5.383,1.298,1,0.011,-205.9,-74.95,0,NAN,-273.2
10/8/17 13:45,35807,281,1345,0.039,0.001,8.51,3.364,1.221,1,0.043,0.001,6.581,3.523,1.234,1.001,0.089,0,6.893,5.384,1.298,1,0.011,-206.1,-74.58,0,NAN,-273.2
10/8/17 14:00,35808,281,1400,0.039,0.001,8.54,3.365,1.221,1,0.043,0,6.631,3.531,1.234,1,0.089,0.001,6.908,5.381,1.298,1.001,0.011,-205.7,-75.19,0,NAN,-273.2
10/8/17 14:15,35809,281,1415,0.039,0,8.51,3.366,1.221,1,0.043,0.001,6.636,3.52,1.234,1.001,0.089,0.001,6.927,5.382,1.298,1,0.01,-205.3,-75.65,0,NAN,-273.2
10/8/17 14:30,35810,281,1430,0.039,0,8.49,3.366,1.221,1,0.043,0.001,6.631,3.522,1.234,1.001,0.089,0,6.926,5.382,1.298,1,0.01,-205.4,-75.64,0,NAN,-273.2
10/8/17 14:45,35811,281,1445,0.039,0.001,8.5,3.364,1.221,1,0.043,0.001,6.643,3.525,1.234,1.001,0.089,0,6.91,5.384,1.298,1,0.01,-205.1,-75.71,0,NAN,-273.2
10/8/17 15:00,35812,281,1500,0.039,0,8.49,3.366,1.221,1,0.043,0.001,6.656,3.52,1.234,1.002,0.089,0.001,6.921,5.382,1.298,1.001,0.01,-206.8,-73.47,0,NAN,-273.2
