TOA5,CR1000_tower4_N,CR1000,73550,CR1000.Std.28,CPU:SH_Site4_North_3_09302016.CR1,41026,Enviro,,,,,,,,,,,,,,,,,,,,
TIMESTAMP,RECORD,Day_of_Year,Hour,VWC_1_Avg,EC_1_Avg,ST_1_Avg,P_1_Avg,PA_1_Avg,VR_1_Avg,VWC_2_Avg,EC_2_Avg,ST_2_Avg,P_2_Avg,PA_2_Avg,VR_2_Avg,VWC_3_Avg,EC_3_Avg,ST_3_Avg,P_3_Avg,PA_3_Avg,VR_3_Avg,SWE_mv_Avg,JUDD_AT_Avg,JUDD_Depth_Avg,Judd_offset_Avg,TT_C,SBT_C
TS,RN,,,m^3/m^3,dS/m,Deg C,unitless,nSec,unitless,,,,,,,,,,,,,,,,,Deg C,Deg C
,,Smp,Smp,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Smp,Smp
10/1/17 0:00,35080,274,0,0.038,0.001,6.335,3.317,1.218,1.001,0.044,0.001,7.599,3.547,1.235,1.001,0.088,0.001,7.544,5.354,1.296,1.001,0.01,-205.6,-75.29,0,NAN,-273.2
10/1/17 0:15,35081,274,15,0.038,0.001,6.233,3.316,1.218,1.001,0.044,0,7.603,3.55,1.235,1.001,0.088,0.001,7.552,5.354,1.296,1.001,0.01,-204.1,-77.51,0,NAN,-273.2
10/1/17 0:30,35082,274,30,0.038,0.001,6.162,3.318,1.218,1,0.044,0,7.614,3.552,1.235,1,0.088,0.001,7.55,5.354,1.296,1,0.01,-203.1,-78.86,0,NAN,-273.2
10/1/17 0:45,35083,274,45,0.038,0.001,6.069,3.316,1.218,1.001,0.044,0.001,7.574,3.547,1.235,1.001,0.088,0,7.559,5.355,1.296,1,0.01,-202.7,-79.12,0,NAN,-273.2
10/1/17 1:00,35084,274,100,0.038,0.001,5.965,3.315,1.218,1.001,0.044,0,7.591,3.55,1.235,1.001,0.088,0,7.535,5.356,1.296,1,0.01,-205.5,-75.29,0,NAN,-273.2
10/1/17 1:15,35085,274,115,0.038,0.001,5.839,3.318,1.218,1,0.044,0,7.603,3.552,1.235,1,0.088,0,7.535,5.355,1.296,1,0.01,-205.2,-75.89,0,NAN,-273.2
10/1/17 1:30,35086,274,130,0.038,0.001,5.794,3.318,1.218,1,0.044,0.001,7.575,3.549,1.235,1.001,0.088,0,7.534,5.356,1.296,1,0.01,-205.4,-75.71,0,NAN,-273.2
10/1/17 1:45,35087,274,145,0.038,0.001,5.67,3.316,1.218,1.001,0.044,0.001,7.597,3.549,1.235,1.001,0.088,0,7.528,5.355,1.296,1,0.01,-204.7,-76.74,0,NAN,-273.2
10/1/17 2:00,35088,274,200,0.038,0,5.621,3.318,1.218,1,0.044,0.001,7.561,3.548,1.235,1.001,0.088,0,7.551,5.355,1.296,1,0.011,-202.1,-80.2,0,NAN,-273.2
10/1/17 2:15,35089,274,215,0.038,0,5.527,3.321,1.218,1,0.044,0.001,7.559,3.549,1.235,1.001,0.088,0.001,7.536,5.353,1.296,1.001,0.011,-202.4,-79.42,0,NAN,-273.2
10/1/17 2:30,35090,274,230,0.038,0.001,5.466,3.317,1.218,1,0.044,0,7.569,3.552,1.235,1,0.088,0,7.55,5.355,1.296,1,0.011,-204.1,-77.3,0,NAN,-273.2
10/1/17 2:45,35091,274,245,0.038,0.001,5.398,3.318,1.218,1,0.044,0.001,7.555,3.55,1.235,1.001,0.088,0,7.554,5.355,1.296,1,0.011,-205.2,-76.13,0,NAN,-273.2
10/1/17 3:00,35092,274,300,0.038,0.001,5.301,3.317,1.218,1,0.044,0.001,7.555,3.545,1.235,1.001,0.088,0,7.543,5.357,1.296,1,0.011,-205,-76.02,0,NAN,-273.2
10/1/17 3:15,35093,274,315,0.038,0.001,5.25,3.318,1.218,1,0.044,0,7.558,3.552,1.235,1,0.088,0.001,7.538,5.355,1.296,1.001,0.011,-205.5,-75.58,0,NAN,-273.2
10/1/17 3:30,35094,274,330,0.038,0.001,5.16,3.317,1.218,1,0.044,0,7.518,3.551,1.235,1,0.088,0.001,7.549,5.354,1.296,1.001,0.011,-205.9,-74.8,0,NAN,-273.2
10/1/17 3:45,35095,274,345,0.038,0,5.081,3.319,1.218,1,0.044,0.001,7.526,3.548,1.235,1.001,0.088,0,7.541,5.356,1.296,1,0.011,-205.3,-75.86,0,NAN,-273.2
10/1/17 4:00,35096,274,400,0.038,0,5.007,3.318,1.218,1,0.044,0.001,7.49,3.55,1.235,1.001,0.088,0.001,7.549,5.354,1.296,1,0.011,-205.7,-75.09,0,NAN,-273.2
10/1/17 4:15,35097,274,415,0.038,0,4.912,3.319,1.218,1,0.044,0.001,7.481,3.549,1.235,1.001,0.088,0,7.551,5.356,1.296,1,0.011,-206.6,-74.06,0,NAN,-273.2
10/1/17 4:30,35098,274,430,0.038,0,4.817,3.318,1.218,1,0.044,0.001,7.468,3.548,1.235,1.001,0.088,0.001,7.536,5.355,1.296,1,0.011,-204.8,-76.48,0,NAN,-273.2
10/1/17 4:45,35099,274,445,0.038,0,4.761,3.319,1.218,1,0.044,0.001,7.438,3.55,1.235,1.001,0.088,0.001,7.561,5.355,1.296,1,0.011,-205.4,-75.67,0,NAN,-273.2
10/1/17 5:00,35100,274,500,0.038,0.001,4.721,3.315,1.218,1.001,0.044,0.001,7.445,3.549,1.235,1.001,0.088,0.001,7.562,5.352,1.296,1.001,0.011,-204.2,-77.19,0,NAN,-273.2
10/1/17 5:15,35101,274,515,0.038,0,4.64,3.32,1.218,1,0.044,0,7.422,3.555,1.235,1,0.088,0.001,7.536,5.354,1.296,1.001,0.011,-204.8,-76.35,0,NAN,-273.2
10/1/17 5:30,35102,274,530,0.038,0,4.576,3.318,1.218,1,0.044,0.001,7.403,3.549,1.235,1.001,0.088,0.001,7.561,5.353,1.296,1.001,0.011,-204.6,-76.76,0,NAN,-273.2
10/1/17 5:45,35103,274,545,0.038,0.001,4.483,3.314,1.218,1.001,0.044,0,7.372,3.552,1.235,1,0.088,0,7.555,5.356,1.296,1,0.011,-203.8,-77.8,0,NAN,-273.2
10/1/17 6:00,35104,274,600,0.038,0.001,4.413,3.317,1.218,1,0.044,0,7.361,3.553,1.235,1,0.088,0.001,7.556,5.354,1.296,1.001,0.011,-204.3,-77.09,0,NAN,-273.2
10/1/17 6:15,35105,274,615,0.038,0.001,4.356,3.317,1.218,1,0.044,0,7.318,3.55,1.235,1.001,0.088,0.001,7.576,5.355,1.296,1,0.011,-205.1,-76.07,0,NAN,-273.2
10/1/17 6:30,35106,274,630,0.038,0.001,4.315,3.317,1.218,1,0.044,0,7.332,3.55,1.235,1.001,0.088,0,7.581,5.355,1.296,1,0.011,-204.4,-76.84,0,NAN,-273.2
10/1/17 6:45,35107,274,645,0.038,0.001,4.257,3.317,1.218,1,0.044,0.001,7.331,3.548,1.235,1.001,0.088,0,7.575,5.356,1.296,1,0.011,-205.2,-75.86,0,NAN,-273.2
10/1/17 7:00,35108,274,700,0.038,0.001,4.166,3.317,1.218,1,0.044,0,7.239,3.551,1.235,1,0.088,0,7.564,5.356,1.296,1,0.011,-204.1,-77.58,0,NAN,-273.2
10/1/17 7:15,35109,274,715,0.038,0.001,4.093,3.317,1.218,1.001,0.044,0,7.256,3.551,1.235,1,0.088,0.001,7.561,5.354,1.296,1.001,0.011,-203.3,-78.21,0,NAN,-273.2
10/1/17 7:30,35110,274,730,0.038,0.001,4.074,3.315,1.218,1.001,0.044,0,7.234,3.55,1.235,1.001,0.088,0.001,7.558,5.353,1.296,1.001,0.011,-206,-74.89,0,NAN,-273.2
10/1/17 7:45,35111,274,745,0.038,0.001,4.006,3.317,1.218,1,0.044,0,7.22,3.551,1.235,1,0.088,0.001,7.557,5.353,1.296,1.001,0.012,-204.6,-76.79,0,NAN,-273.2
10/1/17 8:00,35112,274,800,0.038,0.001,3.988,3.317,1.218,1,0.044,0,7.188,3.551,1.235,1,0.088,0.001,7.544,5.355,1.296,1,0.012,-205.4,-75.63,0,NAN,-273.2
10/1/17 8:15,35113,274,815,0.038,0.001,3.969,3.315,1.218,1.001,0.044,0,7.199,3.552,1.235,1,0.088,0.001,7.558,5.355,1.296,1,0.012,-204.8,-76.35,0,NAN,-273.2
10/1/17 8:30,35114,274,830,0.038,0.001,3.957,3.316,1.218,1.001,0.044,0.001,7.199,3.549,1.235,1.001,0.088,0.001,7.561,5.354,1.296,1.001,0.012,-206.6,-73.85,0,NAN,-273.2
10/1/17 8:45,35115,274,845,0.038,0,3.985,3.318,1.218,1,0.044,0,7.149,3.551,1.235,1,0.088,0.001,7.565,5.354,1.296,1.001,0.012,-206,-75.02,0,NAN,-273.2
10/1/17 9:00,35116,274,900,0.038,0.001,3.982,3.317,1.218,1,0.044,0,7.108,3.551,1.235,1,0.088,0.001,7.538,5.353,1.296,1.001,0.012,-203.7,-78.12,0,NAN,-273.2
10/1/17 9:15,35117,274,915,0.038,0.001,4.07,3.317,1.218,1,0.044,0,7.073,3.55,1.235,1.001,0.088,0.001,7.581,5.353,1.296,1.001,0.012,-204.1,-77.32,0,NAN,-273.2
10/1/17 9:30,35118,274,930,0.038,0.001,4.132,3.316,1.218,1.001,0.044,0.001,7.047,3.548,1.235,1.001,0.088,0,7.576,5.355,1.296,1,0.012,-205.6,-75.21,0,NAN,-273.2
10/1/17 9:45,35119,274,945,0.038,0.001,4.195,3.315,1.218,1.001,0.044,0.001,7.034,3.55,1.235,1.001,0.088,0.001,7.581,5.355,1.296,1.001,0.013,-205.4,-76.14,0,NAN,-273.2
10/1/17 10:00,35120,274,1000,0.038,0.001,4.272,3.316,1.218,1.001,0.044,0.001,7.032,3.549,1.235,1.001,0.088,0.001,7.579,5.354,1.296,1.001,0.013,-204.6,-76.39,0,NAN,-273.2
10/1/17 10:15,35121,274,1015,0.038,0.001,4.314,3.318,1.218,1,0.044,0.001,7.002,3.549,1.235,1.001,0.088,0.001,7.59,5.354,1.296,1.001,0.013,-206.2,-74.62,0,NAN,-273.2
10/1/17 10:30,35122,274,1030,0.038,0.001,4.419,3.318,1.218,1,0.044,0.001,6.973,3.546,1.235,1.001,0.088,0,7.578,5.355,1.296,1,0.013,-205.8,-75,0,NAN,-273.2
10/1/17 10:45,35123,274,1045,0.038,0.001,4.504,3.316,1.218,1.001,0.044,0.001,6.991,3.547,1.235,1.001,0.088,0,7.576,5.355,1.296,1,0.014,-205.8,-75.04,0,NAN,-273.2
10/1/17 11:00,35124,274,1100,0.038,0.001,4.668,3.315,1.218,1.001,0.044,0.001,6.964,3.547,1.235,1.001,0.088,0,7.579,5.355,1.296,1,0.014,-207.1,-73.17,0,NAN,-273.2
10/1/17 11:15,35125,274,1115,0.038,0,4.895,3.318,1.218,1,0.044,0,6.897,3.553,1.235,1,0.088,0.001,7.587,5.355,1.296,1,0.014,-206.3,-74.35,0,NAN,-273.2
10/1/17 11:30,35126,274,1130,0.038,0.001,5.173,3.317,1.218,1,0.044,0,6.894,3.553,1.235,1,0.088,0.001,7.576,5.353,1.296,1.001,0.014,-208.6,-71.1,0,NAN,-273.2
10/1/17 11:45,35127,274,1145,0.038,0.001,5.477,3.315,1.218,1.001,0.044,0.001,6.879,3.545,1.235,1.001,0.088,0.001,7.588,5.353,1.296,1.001,0.014,-207.4,-72.75,0,NAN,-273.2
10/1/17 12:00,35128,274,1200,0.038,0.001,5.842,3.317,1.218,1.001,0.044,0.001,6.863,3.548,1.235,1.001,0.088,0.001,7.593,5.354,1.296,1.001,0.013,-207.9,-72.2,0,NAN,-273.2
10/1/17 12:15,35129,274,1215,0.038,0.001,6.249,3.316,1.218,1.001,0.044,0.001,6.878,3.546,1.235,1.001,0.088,0,7.582,5.356,1.296,1,0.013,-208,-72.06,0,NAN,-273.2
10/1/17 12:30,35130,274,1230,0.038,0.001,6.653,3.317,1.218,1,0.044,0.001,6.815,3.547,1.235,1.001,0.088,0,7.595,5.355,1.296,1,0.013,-206.9,-73.58,0,NAN,-273.2
10/1/17 12:45,35131,274,1245,0.038,0.001,7.036,3.316,1.218,1.001,0.044,0.001,6.816,3.544,1.235,1.002,0.088,0,7.615,5.355,1.296,1,0.013,-207.9,-72.05,0,NAN,-273.2
10/1/17 13:00,35132,274,1300,0.038,0.001,7.371,3.319,1.218,1,0.044,0.001,6.792,3.544,1.235,1.002,0.088,0,7.588,5.357,1.296,1,0.013,-207.2,-73.1,0,NAN,-273.2
10/1/17 13:15,35133,274,1315,0.039,0,7.6,3.343,1.22,1,0.044,0.001,6.846,3.544,1.235,1.001,0.088,0,7.596,5.357,1.296,1,0.012,-207,-73.44,0,NAN,-273.2
10/1/17 13:30,35134,274,1330,0.039,0,7.787,3.343,1.22,1,0.044,0,6.827,3.553,1.235,1,0.088,0,7.6,5.355,1.296,1,0.012,-207.7,-72.15,0,NAN,-273.2
10/1/17 13:45,35135,274,1345,0.039,0,7.87,3.342,1.22,1,0.044,0,6.8,3.552,1.235,1,0.088,0,7.608,5.356,1.296,1,0.011,-207.6,-72.71,0,NAN,-273.2
10/1/17 14:00,35136,274,1400,0.039,0,7.89,3.343,1.22,1,0.044,0.001,6.836,3.543,1.235,1.002,0.088,0.001,7.602,5.355,1.296,1,0.011,-206.4,-74.35,0,NAN,-273.2
10/1/17 14:15,35137,274,1415,0.039,0,7.905,3.342,1.22,1,0.044,0.001,6.804,3.545,1.235,1.001,0.088,0.001,7.597,5.354,1.296,1,0.011,-205.9,-74.85,0,NAN,-273.2
10/1/17 14:30,35138,274,1430,0.039,0,7.889,3.342,1.22,1,0.044,0.001,6.827,3.547,1.235,1.001,0.088,0.001,7.603,5.355,1.296,1,0.011,-206.8,-73.53,0,NAN,-273.2
10/1/17 14:45,35139,274,1445,0.039,0,7.932,3.343,1.22,1,0.044,0,6.831,3.553,1.235,1,0.088,0.001,7.583,5.354,1.296,1,0.011,-207.2,-73.18,0,NAN,-273.2
10/1/17 15:00,35140,274,1500,0.039,0,7.919,3.341,1.22,1,0.044,0.001,6.849,3.55,1.235,1.001,0.088,0,7.608,5.356,1.296,1,0.011,-207,-73.49,0,NAN,-273.2
10/1/17 15:15,35141,274,1515,0.039,0,7.889,3.344,1.22,1,0.044,0.001,6.88,3.545,1.235,1.001,0.088,0.001,7.603,5.354,1.296,1.001,0.01,-206.5,-73.9,0,NAN,-273.2
10/1/17 15:30,35142,274,1530,0.039,0,7.884,3.342,1.22,1,0.044,0.001,6.883,3.547,1.235,1.001,0.088,0,7.611,5.357,1.296,1,0.01,-206.8,-73.57,0,NAN,-273.2
10/1/17 15:45,35143,274,1545,0.039,0,7.846,3.343,1.22,1,0.044,0.001,6.928,3.544,1.235,1.002,0.088,0.001,7.604,5.353,1.296,1.001,0.01,-206.6,-74.09,0,NAN,-273.2
10/1/17 16:00,35144,274,1600,0.039,0,7.814,3.342,1.22,1,0.044,0.002,6.977,3.54,1.235,1.002,0.088,0,7.591,5.356,1.296,1,0.01,-204.8,-76.31,0,NAN,-273.2
10/1/17 16:15,35145,274,1615,0.039,0,7.824,3.342,1.22,1,0.044,0,6.974,3.551,1.235,1,0.088,0,7.593,5.356,1.296,1,0.01,-206.2,-74.16,0,NAN,-273.2
10/1/17 16:30,35146,274,1630,0.039,0,7.808,3.343,1.22,1,0.044,0.001,6.969,3.548,1.235,1.001,0.088,0.001,7.595,5.354,1.296,1.001,0.01,-207.4,-72.72,0,NAN,-273.2
10/1/17 16:45,35147,274,1645,0.039,0.001,7.77,3.341,1.22,1,0.044,0.001,7.011,3.546,1.235,1.001,0.088,0.001,7.584,5.354,1.296,1.001,0.01,-207.6,-72.44,0,NAN,-273.2
10/1/17 17:00,35148,274,1700,0.039,0,7.745,3.343,1.22,1,0.044,0,7.025,3.553,1.235,1,0.088,0.001,7.615,5.355,1.296,1.001,0.01,-208.6,-71.53,0,NAN,-273.2
10/1/17 17:15,35149,274,1715,0.039,0.001,7.727,3.341,1.22,1,0.044,0.001,7.033,3.546,1.235,1.001,0.088,0.001,7.588,5.354,1.296,1.001,0.01,-207.7,-72.18,0,NAN,-273.2
10/1/17 17:30,35150,274,1730,0.039,0.001,7.656,3.341,1.22,1,0.044,0.002,7.062,3.541,1.235,1.002,0.088,0.001,7.6,5.355,1.296,1,0.01,-207.6,-72.79,0,NAN,-273.2
10/1/17 17:45,35151,274,1745,0.039,0.001,7.547,3.34,1.22,1.001,0.044,0,7.097,3.556,1.235,1,0.088,0.001,7.608,5.354,1.296,1,0.01,-205.7,-75.04,0,NAN,-273.2
10/1/17 18:00,35152,274,1800,0.039,0.001,7.473,3.339,1.22,1.001,0.044,0.001,7.152,3.546,1.235,1.001,0.088,0,7.604,5.355,1.296,1,0.01,-206.1,-74.86,0,NAN,-273.2
10/1/17 18:15,35153,274,1815,0.039,0.001,7.349,3.341,1.22,1,0.044,0,7.148,3.551,1.235,1,0.088,0,7.594,5.357,1.296,1,0.01,-205.2,-75.88,0,NAN,-273.2
10/1/17 18:30,35154,274,1830,0.039,0,7.208,3.343,1.22,1,0.044,0,7.143,3.55,1.235,1.001,0.088,0.001,7.611,5.354,1.296,1,0.01,-204.7,-76.44,0,NAN,-273.2
10/1/17 18:45,35155,274,1845,0.039,0,7.082,3.342,1.22,1,0.044,0.001,7.184,3.546,1.235,1.001,0.088,0,7.608,5.356,1.296,1,0.01,-205.4,-75.57,0,NAN,-273.2
10/1/17 19:00,35156,274,1900,0.039,0.001,6.919,3.341,1.22,1,0.044,0.001,7.219,3.546,1.235,1.001,0.088,0.001,7.601,5.355,1.296,1.001,0.01,-205.5,-75.38,0,NAN,-273.2
10/1/17 19:15,35157,274,1915,0.039,0.001,6.761,3.341,1.22,1,0.044,0.001,7.246,3.545,1.235,1.001,0.088,0.001,7.587,5.354,1.296,1.001,0.01,-204.7,-76.58,0,NAN,-273.2
10/1/17 19:30,35158,274,1930,0.039,0,6.622,3.343,1.22,1,0.044,0,7.247,3.552,1.235,1,0.088,0.001,7.623,5.354,1.296,1,0.01,-204.9,-76.3,0,NAN,-273.2
10/1/17 19:45,35159,274,1945,0.039,0.001,6.498,3.341,1.22,1,0.044,0,7.263,3.555,1.235,1,0.088,0.001,7.591,5.355,1.296,1.001,0.01,-204.2,-77.27,0,NAN,-273.2
10/1/17 20:00,35160,274,2000,0.039,0.001,6.347,3.339,1.22,1.001,0.044,0.001,7.293,3.549,1.235,1.001,0.088,0.001,7.597,5.354,1.296,1.001,0.009,-204,-77.49,0,NAN,-273.2
10/1/17 20:15,35161,274,2015,0.038,0.001,6.2,3.315,1.218,1.001,0.044,0,7.325,3.552,1.235,1,0.088,0,7.613,5.358,1.296,1,0.009,-203.8,-77.54,0,NAN,-273.2
10/1/17 20:30,35162,274,2030,0.038,0.001,6.088,3.318,1.218,1,0.044,0.001,7.308,3.547,1.235,1.001,0.089,0.001,7.603,5.381,1.298,1.001,0.009,-205.1,-76.03,0,NAN,-273.2
10/1/17 20:45,35163,274,2045,0.038,0.001,5.964,3.316,1.218,1,0.044,0.001,7.315,3.549,1.235,1.001,0.089,0.001,7.582,5.38,1.298,1.001,0.009,-203.9,-77.68,0,NAN,-273.2
10/1/17 21:00,35164,274,2100,0.038,0.001,5.858,3.317,1.218,1,0.044,0,7.326,3.551,1.235,1,0.089,0.001,7.59,5.381,1.298,1.001,0.009,-204,-77.39,0,NAN,-273.2
10/1/17 21:15,35165,274,2115,0.038,0.001,5.701,3.316,1.218,1.001,0.044,0,7.322,3.553,1.235,1,0.089,0,7.587,5.384,1.298,1,0.009,-204.1,-77.22,0,NAN,-273.2
10/1/17 21:30,35166,274,2130,0.038,0.001,5.622,3.316,1.218,1.001,0.044,0,7.318,3.552,1.235,1,0.089,0,7.58,5.382,1.298,1,0.009,-204.9,-76.34,0,NAN,-273.2
10/1/17 21:45,35167,274,2145,0.038,0.001,5.483,3.316,1.218,1.001,0.044,0,7.335,3.55,1.235,1.001,0.089,0,7.605,5.382,1.298,1,0.009,-203.7,-77.89,0,NAN,-273.2
10/1/17 22:00,35168,274,2200,0.038,0.001,5.351,3.316,1.218,1.001,0.044,0,7.336,3.552,1.235,1,0.089,0.001,7.611,5.381,1.298,1.001,0.009,-205.3,-75.65,0,NAN,-273.2
10/1/17 22:15,35169,274,2215,0.038,0.001,5.264,3.318,1.218,1,0.044,0,7.353,3.552,1.235,1,0.089,0.001,7.61,5.382,1.298,1.001,0.009,-204.4,-76.93,0,NAN,-273.2
10/1/17 22:30,35170,274,2230,0.038,0.001,5.107,3.316,1.218,1.001,0.044,0.001,7.319,3.546,1.235,1.001,0.089,0.001,7.599,5.381,1.298,1.001,0.009,-203.6,-78.34,0,NAN,-273.2
10/1/17 22:45,35171,274,2245,0.038,0.001,5.011,3.316,1.218,1,0.044,0,7.343,3.553,1.235,1,0.089,0.001,7.602,5.382,1.298,1.001,0.009,-201.9,-80.4,0,NAN,-273.2
10/1/17 23:00,35172,274,2300,0.038,0.001,4.9,3.317,1.218,1,0.044,0.001,7.335,3.547,1.235,1.001,0.089,0.001,7.593,5.381,1.298,1.001,0.009,-203.1,-78.97,0,NAN,-273.2
10/1/17 23:15,35173,274,2315,0.038,0,4.845,3.318,1.218,1,0.044,0.001,7.307,3.571,1.236,1.001,0.089,0.001,7.589,5.381,1.298,1.001,0.009,-203.7,-77.68,0,NAN,-273.2
10/1/17 23:30,35174,274,2330,0.038,0.001,4.737,3.317,1.218,1,0.044,0.001,7.331,3.574,1.236,1.001,0.089,0.001,7.613,5.382,1.298,1,0.009,-203.8,-78.01,0,NAN,-273.2
10/1/17 23:45,35175,274,2345,0.038,0,4.614,3.319,1.218,1,0.044,0.001,7.325,3.572,1.236,1.001,0.089,0,7.598,5.382,1.298,1,0.01,-201.9,-80.6,0,NAN,-273.2
10/2/17 0:00,35176,275,0,0.038,0,4.453,3.319,1.218,1,0.045,0.001,7.28,3.573,1.236,1.001,0.089,0,7.616,5.383,1.298,1,0.009,-201.7,-80.5,0,NAN,-273.2
10/2/17 0:15,35177,275,15,0.038,0.001,4.428,3.317,1.218,1,0.045,0,7.304,3.575,1.236,1,0.089,0.001,7.607,5.382,1.298,1,0.009,-204.2,-77,0,NAN,-273.2
10/2/17 0:30,35178,275,30,0.038,0.001,4.322,3.316,1.218,1,0.045,0.001,7.285,3.573,1.236,1.001,0.089,0,7.599,5.383,1.298,1,0.009,-205.8,-75.33,0,NAN,-273.2
10/2/17 0:45,35179,275,45,0.038,0.001,4.241,3.317,1.218,1,0.045,0,7.291,3.577,1.236,1,0.089,0.001,7.594,5.382,1.298,1,0.009,-202.7,-79.51,0,NAN,-273.2
10/2/17 1:00,35180,275,100,0.038,0.001,4.177,3.316,1.218,1,0.044,0.001,7.256,3.574,1.236,1.001,0.089,0.001,7.598,5.382,1.298,1,0.01,-202.7,-79.43,0,NAN,-273.2
10/2/17 1:15,35181,275,115,0.038,0.001,4.077,3.317,1.218,1,0.045,0.001,7.271,3.573,1.236,1.001,0.089,0,7.59,5.383,1.298,1,0.01,-203.9,-77.75,0,NAN,-273.2
10/2/17 1:30,35182,275,130,0.038,0.001,4.002,3.316,1.218,1,0.045,0,7.244,3.575,1.236,1,0.089,0.001,7.621,5.382,1.298,1,0.01,-203.3,-78.77,0,NAN,-273.2
10/2/17 1:45,35183,275,145,0.038,0.001,3.924,3.317,1.218,1,0.045,0,7.209,3.575,1.236,1,0.089,0,7.598,5.382,1.298,1,0.01,-203.4,-78.31,0,NAN,-273.2
10/2/17 2:00,35184,275,200,0.038,0,3.828,3.32,1.218,1,0.045,0,7.229,3.575,1.236,1,0.089,0.001,7.582,5.381,1.298,1.001,0.01,-205,-76.15,0,NAN,-273.2
10/2/17 2:15,35185,275,215,0.038,0.001,3.737,3.317,1.218,1,0.045,0,7.195,3.576,1.236,1,0.089,0.001,7.594,5.381,1.298,1.001,0.01,-205.1,-75.91,0,NAN,-273.2
10/2/17 2:30,35186,275,230,0.038,0.001,3.678,3.318,1.218,1,0.045,0,7.175,3.575,1.236,1,0.089,0.001,7.599,5.382,1.298,1,0.01,-206,-74.84,0,NAN,-273.2
10/2/17 2:45,35187,275,245,0.038,0.001,3.575,3.315,1.218,1.001,0.045,0,7.164,3.577,1.236,1,0.089,0.001,7.601,5.381,1.298,1.001,0.01,-205.3,-75.92,0,NAN,-273.2
10/2/17 3:00,35188,275,300,0.038,0.001,3.51,3.317,1.218,1,0.045,0,7.122,3.575,1.236,1,0.089,0.001,7.627,5.382,1.298,1.001,0.01,-205,-76.16,0,NAN,-273.2
10/2/17 3:15,35189,275,315,0.038,0.001,3.445,3.318,1.218,1,0.044,0.001,7.121,3.571,1.236,1.001,0.089,0.001,7.599,5.381,1.298,1.001,0.01,-205.3,-75.85,0,NAN,-273.2
10/2/17 3:30,35190,275,330,0.038,0.001,3.356,3.318,1.218,1,0.044,0.001,7.104,3.572,1.236,1.001,0.089,0.001,7.595,5.382,1.298,1,0.01,-204,-77.84,0,NAN,-273.2
10/2/17 3:45,35191,275,345,0.038,0.001,3.281,3.315,1.218,1.001,0.044,0.001,7.096,3.572,1.236,1.001,0.089,0,7.584,5.382,1.298,1,0.01,-202.3,-80,0,NAN,-273.2
10/2/17 4:00,35192,275,400,0.038,0.001,3.203,3.316,1.218,1.001,0.045,0,7.052,3.574,1.236,1.001,0.089,0,7.611,5.383,1.298,1,0.01,-202.1,-80.1,0,NAN,-273.2
10/2/17 4:15,35193,275,415,0.038,0.001,3.142,3.315,1.218,1.001,0.045,0,7.025,3.575,1.236,1.001,0.089,0.001,7.615,5.381,1.298,1.001,0.01,-203.4,-78.38,0,NAN,-273.2
10/2/17 4:30,35194,275,430,0.038,0.001,3.106,3.317,1.218,1,0.044,0.001,7.022,3.574,1.236,1.001,0.089,0.001,7.593,5.382,1.298,1,0.01,-203,-78.9,0,NAN,-273.2
10/2/17 4:45,35195,275,445,0.038,0,3.043,3.318,1.218,1,0.044,0.001,6.979,3.572,1.236,1.001,0.089,0.001,7.594,5.382,1.298,1.001,0.01,-203,-79.07,0,NAN,-273.2
10/2/17 5:00,35196,275,500,0.038,0,2.977,3.318,1.218,1,0.044,0.001,6.957,3.571,1.236,1.001,0.089,0.001,7.599,5.381,1.298,1.001,0.01,-201.5,-81.1,0,NAN,-273.2
10/2/17 5:15,35197,275,515,0.038,0.001,2.873,3.318,1.218,1,0.044,0.001,6.956,3.572,1.236,1.001,0.089,0.001,7.599,5.38,1.298,1.001,0.01,-201.2,-81.3,0,NAN,-273.2
10/2/17 5:30,35198,275,530,0.038,0.001,2.852,3.317,1.218,1,0.044,0.001,6.904,3.573,1.236,1.001,0.089,0,7.597,5.382,1.298,1,0.01,-202,-80.2,0,NAN,-273.2
10/2/17 5:45,35199,275,545,0.038,0.001,2.801,3.314,1.218,1.001,0.045,0.001,6.872,3.573,1.236,1.001,0.089,0,7.575,5.384,1.298,1,0.01,-202,-80.4,0,NAN,-273.2
10/2/17 6:00,35200,275,600,0.037,0.001,2.734,3.292,1.217,1.001,0.045,0,6.887,3.576,1.236,1,0.089,0,7.607,5.383,1.298,1,0.01,-202.5,-79.57,0,NAN,-273.2
10/2/17 6:15,35201,275,615,0.037,0.001,2.666,3.292,1.217,1.001,0.045,0,6.866,3.576,1.236,1,0.089,0,7.602,5.383,1.298,1,0.01,-203.2,-78.48,0,NAN,-273.2
10/2/17 6:30,35202,275,630,0.037,0.001,2.614,3.291,1.217,1.001,0.045,0,6.835,3.576,1.236,1,0.089,0.001,7.64,5.381,1.298,1.001,0.01,-204.3,-77.33,0,NAN,-273.2
10/2/17 6:45,35203,275,645,0.037,0.001,2.55,3.293,1.217,1,0.044,0.001,6.787,3.569,1.236,1.001,0.089,0,7.598,5.382,1.298,1,0.01,-203.4,-78.42,0,NAN,-273.2
